limited, limited, <quite>
negative, disastrous, <very>
negative, detrimental, <highly>
negative, detrimental, <potentially>
negative, dire, <extremely>
negative, dire, <very>
negative, serious, <very>
negative, damaging, <highly>
calm, calming, <really>
calm, calming, <generally>
calm, calming, <perfectly>
calm, quieter, <generally>
calm, quieter, <really>
calm, quiet, <generally>
calm, quiet, <perfectly>
calm, quiet, <very>
calm, quiet, <really>
calm, quiet, <so>
calm, mild, <generally>
calm, calm, <very>
calm, calm, <really>
calm, calm, <generally>
calm, calm, <perfectly>
calm, peaceful, <generally>
calm, cool, <generally>
calm, cool, <perfectly>
calm, cool, <really>
ravishing, beautiful, <most>
ravishing, nicer, <most>
ravishing, better-iooking, <most>
ravishing, prettier, <most>
ravishing, pretty, <most>
ravishing, fairer, <most>
breathe, breathe, <just>
breathe, hurry, <just>
tolerated, well-tolerated, <well>
successful, satisfactory, <very>
successful, finest, <most>
successful, finest, <more>
successful, useful, <very>
successful, worthwhile, <very>
successful, remarkable, <very>
successful, outstanding, <highly>
successful, outstanding, <very>
successful, stronger, <more>
successful, successfully, <very>
successful, magnificent, <very>
successful, beneficial, <very>
successful, valuable, <very>
successful, strongest, <more>
successful, enhanced, <most>
successful, unsuccessful, <as>
successful, unsuccessful, <very>
successful, superb, <very>
successful, fine, <very>
successful, best, <most>
successful, best, <more>
successful, flourishing, <economically>
successful, flourishing, <very>
successful, profitable, <very>
successful, terrific, <very>
successful, terrific, <highly>
successful, productive, <quite>
successful, productive, <very>
successful, productive, <highly>
successful, efficient, <most>
successful, efficient, <more>
successful, positive, <very>
successful, fruitful, <quite>
successful, fruitful, <very>
successful, fruitful, <remarkably>
successful, fruitful, <highly>
successful, better, <most>
successful, better, <more>
successful, brighter, <most>
successful, wonderful, <very>
successful, wonderful, <highly>
successful, thriving, <very>
successful, lovely, <very>
successful, viable, <very>
successful, perfect, <very>
successful, good, <very>
successful, okay, <very>
successful, worse, <less>
successful, prosperous, <most>
successful, prosperous, <very>
successful, successful, <very>
successful, successful, <quite>
successful, successful, <most>
successful, successful, <highly>
successful, successful, <extremely>
successful, successful, <remarkably>
successful, extraordinary, <very>
successful, succeed, <as>
successful, succeed, <very>
successful, excellent, <very>
successful, excellent, <highly>
successful, ok, <very>
successful, meaningful, <very>
successful, splendid, <highly>
successful, splendid, <very>
successful, great, <very>
successful, first-rate, <very>
successful, improved, <most>
successful, improved, <more>
successful, helpful, <very>
successful, effective, <most>
successful, effective, <very>
successful, effective, <more>
successful, brilliant, <highly>
successful, brilliant, <very>
successful, well, <very>
successful, healthy, <economically>
successful, delightful, <very>
successful, healthier, <most>
successful, healthier, <more>
successful, popular, <very>
successful, popular, <highly>
successful, invaluable, <very>
successful, shiny, <highly>
naive, gullible, <so>
naive, naive, <too>
acceded, new, <newly>
acceded, newer, <newly>
aware, satisfactory, <well>
aware, mindful, <well>
aware, true, <well>
aware, beneficial, <well>
aware, comfortable, <well>
aware, well-known, <well>
aware, heard, <well>
aware, appropriate, <well>
aware, cognizant, <well>
aware, cognizant, <too>
aware, conscientious, <well>
aware, fine, <perfectly>
aware, abreast, <well>
aware, perfect, <perfectly>
aware, perfect, <quite>
aware, advantageous, <well>
aware, unknown, <well>
aware, realizing, <well>
aware, informed, <well>
aware, fortunate, <well>
aware, recognizing, <well>
aware, copacetic, <quite>
aware, pretty, <well>
aware, self-aware, <well>
aware, perfectly, <perfectly>
aware, perfectly, <quite>
aware, perfectly, <well>
aware, correct, <well>
aware, acknowledging, <well>
aware, sure, <well>
aware, successful, <well>
aware, familiar, <well>
aware, acceptable, <well>
aware, apparent, <well>
aware, understanding, <well>
aware, well-done, <quite>
aware, famous, <well>
aware, weil, <well>
aware, weil, <quite>
aware, awake, <well>
aware, know, <well>
aware, weii, <quite>
aware, known, <well>
aware, known, <quite>
aware, aware, <well>
aware, aware, <quite>
aware, aware, <fully>
aware, aware, <too>
aware, well-informed, <well>
aware, cool, <well>
aware, allright, <quite>
aware, conscious, <quite>
aware, conscious, <well>
aware, conscious, <too>
aware, conscious, <more>
aware, healthy, <well>
aware, clear, <well>
aware, well, <well>
aware, well, <quite>
aware, recognized, <well>
aware, awareness-raising, <more>
aware, alert, <well>
aware, alright, <quite>
aware, alright, <well>
aware, commendable, <well>
aware, well-received, <quite>
aware, unaware, <well>
warm, cordial, <very>
warm, warmest, <very>
warm, friendly, <very>
warm, warmth, <quite>
warm, warmth, <very>
warm, warmth, <too>
warm, hot, <quite>
warm, hot, <very>
warm, hot, <really>
warm, warm, <very>
warm, warm, <quite>
warm, warm, <real>
warm, warm, <too>
warm, warm, <luke>
warm, warmer, <quite>
warm, warmer, <very>
warm, warmer, <too>
warm, lively, <very>
warm, honest, <very>
warm, amazing, <really>
warm, enthusiastic, <very>
warm, sincere, <very>
warm, cool, <too>
excellent, fantastic, <really>
excellent, fantastic, <quite>
excellent, fantastic, <very>
excellent, fantastic, <truly>
excellent, fantastic, <excellent ,>
excellent, finest, <most>
excellent, exemplary, <quite>
excellent, exemplary, <very>
excellent, remarkable, <very>
excellent, remarkable, <quite>
excellent, outstanding, <very>
excellent, outstanding, <quite>
excellent, outstanding, <otherwise>
excellent, outstanding, <really>
excellent, outstanding, <most>
excellent, outstanding, <absolutely>
excellent, outstanding, <as>
excellent, outstanding, <excellent ,>
excellent, outstanding, <truly>
excellent, awesome, <most>
excellent, awesome, <very>
excellent, awesome, <quite>
excellent, awesome, <really>
excellent, awesome, <truly>
excellent, magnificent, <quite>
excellent, magnificent, <really>
excellent, magnificent, <absolutely>
excellent, magnificent, <most>
excellent, magnificent, <otherwise>
excellent, magnificent, <very>
excellent, magnificent, <truly>
excellent, delicious, <quite>
excellent, delicious, <very>
excellent, delicious, <really>
excellent, delicious, <excellent ,>
excellent, delicious, <truly>
excellent, striking, <quite>
excellent, fine, <quite>
excellent, fine, <really>
excellent, fine, <most>
excellent, fine, <very>
excellent, fine, <absolutely>
excellent, fine, <excellent ,>
excellent, fine, <truly>
excellent, best, <most>
excellent, perfect, <quite>
excellent, perfect, <very>
excellent, better, <most>
excellent, nicer, <most>
excellent, noteworthy, <quite>
excellent, superb, <very>
excellent, superb, <really>
excellent, superb, <quite>
excellent, superb, <most>
excellent, superb, <absolutely>
excellent, superb, <already>
excellent, superb, <truly>
excellent, superb, <excellent ,>
excellent, superb, <as>
excellent, terrific, <very>
excellent, terrific, <quite>
excellent, terrific, <really>
excellent, terrific, <absolutely>
excellent, terrific, <already>
excellent, terrific, <truly>
excellent, terrific, <most>
excellent, terrific, <excellent ,>
excellent, terrific, <as>
excellent, brighter, <most>
excellent, amazing, <most>
excellent, amazing, <quite>
excellent, amazing, <really>
excellent, amazing, <excellent ,>
excellent, wonderful, <quite>
excellent, wonderful, <very>
excellent, wonderful, <really>
excellent, wonderful, <most>
excellent, wonderful, <otherwise>
excellent, wonderful, <absolutely>
excellent, wonderful, <truly>
excellent, wonderful, <excellent ,>
excellent, wonderful, <as>
excellent, lovely, <most>
excellent, lovely, <excellent ,>
excellent, lovely, <truly>
excellent, admirable, <quite>
excellent, admirable, <very>
excellent, admirable, <truly>
excellent, good, <quite>
excellent, good, <excellent ,>
excellent, exceptional, <quite>
excellent, exceptional, <most>
excellent, exceptional, <very>
excellent, notable, <quite>
excellent, stellar, <absolutely>
excellent, stellar, <really>
excellent, stellar, <quite>
excellent, stellar, <very>
excellent, stellar, <already>
excellent, stellar, <most>
excellent, stellar, <as>
excellent, extraordinary, <quite>
excellent, extraordinary, <most>
excellent, extraordinary, <very>
excellent, dramatic, <quite>
excellent, excellent, <very>
excellent, excellent, <quite>
excellent, excellent, <most>
excellent, excellent, <really>
excellent, excellent, <otherwise>
excellent, excellent, <already>
excellent, excellent, <absolutely>
excellent, excellent, <truly>
excellent, impressive, <quite>
excellent, sensational, <absolutely>
excellent, sensational, <quite>
excellent, sensational, <otherwise>
excellent, sensational, <really>
excellent, sensational, <most>
excellent, sensational, <very>
excellent, sensational, <truly>
excellent, great, <really>
excellent, great, <quite>
excellent, great, <very>
excellent, great, <most>
excellent, great, <excellent ,>
excellent, great, <truly>
excellent, first-rate, <really>
excellent, first-rate, <otherwise>
excellent, first-rate, <most>
excellent, first-rate, <quite>
excellent, first-rate, <very>
excellent, first-rate, <absolutely>
excellent, first-rate, <truly>
excellent, splendid, <quite>
excellent, splendid, <most>
excellent, splendid, <otherwise>
excellent, splendid, <really>
excellent, splendid, <very>
excellent, splendid, <absolutely>
excellent, splendid, <already>
excellent, splendid, <excellent ,>
excellent, splendid, <as>
excellent, splendid, <truly>
excellent, noticeable, <quite>
excellent, brilliant, <very>
excellent, brilliant, <really>
excellent, brilliant, <quite>
excellent, brilliant, <absolutely>
excellent, brilliant, <most>
excellent, brilliant, <already>
excellent, brilliant, <as>
excellent, brilliant, <truly>
excellent, brilliant, <excellent ,>
excellent, hysterical, <really>
excellent, hysterical, <quite>
excellent, hysterical, <very>
excellent, hysterical, <truly>
excellent, fluent, <absolutely>
excellent, fluent, <quite>
excellent, fluent, <most>
excellent, fluent, <really>
excellent, fluent, <otherwise>
excellent, fluent, <truly>
excellent, fluent, <very>
excellent, marvellous, <quite>
excellent, commendable, <quite>
immature, juvenile, <so>
immature, childish, <so>
me, cute, <so nice to>
me, panicked, <worried about>
me, restless, <worried about>
me, nicer, <nice to>
me, dishonest, <honest with>
me, sincere, <honest with>
me, -me, <even>
me, -me, <just>
me, worried, <afraid of>
me, frightened, <scared of>
me, frightened, <worried about>
me, afraid, <worried about>
me, scared, <worried about>
me, nervous, <worried about>
me, concerned, <worried about>
me, terrific, <fine with>
me, wonderful, <nice to>
me, sweet, <so nice to>
me, sweet, <nice to>
me, lovely, <so nice to>
me, lovely, <nice to>
me, lovely, <fine with>
me, truthful, <honest with>
me, remaining, <stay with>
me, lonely, <only>
me, straightforward, <honest with>
me, charming, <so nice to>
me, uneasy, <worried about>
me, frightening, <scared of>
me, frightening, <worried about>
me, glad, <glad to see>
me, me, <just>
me, me, <even>
me, scary, <scared of>
me, troubled, <worried about>
me, fearful, <worried about>
me, fearful, <afraid of>
me, upset, <worried about>
me, friendly, <kind to>
me, friendly, <nice to>
me, anxious, <worried about>
me, delightful, <so nice to>
me, clean, <cool with>
me, decent, <nice to>
me, lonesome, <only>
me, awesome, <nice to>
ma, fiine, <fine ,>
ma, good, <good ,>
ma, fine, <fine ,>
work, available, <available for>
work, -ready, <ready to>
work, unavailable, <available for>
work, ripe, <ready to>
work, prepared, <ready to>
work, willing, <ready to>
work, reachable, <available for>
work, ready, <ready to>
work, orderable, <available for>
transparency, transparent, <more>
henry, degrading, <disgusting ,>
henry, nasty, <disgusting ,>
henry, horrible, <disgusting ,>
henry, disgusting, <disgusting ,>
henry, dirty, <disgusting ,>
indicated, opposite, <otherwise>
indicated, counter, <otherwise>
indicated, anti-constitutional, <otherwise>
indicated, contrary, <otherwise>
indicated, inconsistent, <otherwise>
indicated, otherwise, <otherwise>
cited, aforementioned, <above>
cited, above, <above>
organized, well-organized, <well>
organized, well-organised, <well>
organized, well-structured, <well>
david, sorry, <sorry ,>
david, sorr, <sorry ,>
david, afflicted, <sorry ,>
absolute, absolute, <virtually>
straightforward, leaner, <more>
straightforward, mere, <quite>
straightforward, mere, <relatively>
straightforward, lighter, <more>
straightforward, straightforward, <very>
straightforward, straightforward, <quite>
straightforward, straightforward, <fairly>
straightforward, straightforward, <relatively>
straightforward, easiest, <more>
straightforward, simple, <quite>
straightforward, simple, <more>
straightforward, simple, <very>
