follows, missy: 0.343572179469
forward-looking, strongest: 0.0
labour-intensive, them: 0.0
natural, shitless: 0.040927890259
likely, welcomed: 0.599610624342
inexcusable, miserable: 3.03103620511
inconsiderable, two-thirds: 0.0
hairy, lookin: 3.5179719611
acquainted, sustained: -0.373431763282
sole, useable: 0.449225548988
two-thirds, updated: 0.0
issue, multifaceted: 0.704492596926
calm, prat: 0.850187396695
brand-new, strongly: 0.0
pathetic, to: 0.0
disrespect, encouraging: 1.26597528689
hazardous, pronounced: 0.042403187899
controversial, however: 0.62109326597
candid, stupide: 0.0
enchanting, multiple: -0.020356482962
conspicuous, unidentified: 0.644455540813
apposite, heavy-handed: 0.0
admitted, cruellest: 0.782567390519
it, most: 0.885767486866
a-okay, ridonc: 0
female, loyal: 1.52795276178
sticky, tan: 1.79703634004
business-friendly, rarely: 0.0
awesome, generally: 0.017099925708
real, right: 1.00304572923
duty-bound, wary: 0.0
grumpy, individual: 0.134708986553
same, very: 0.678671967482
infamous, null: 1.11496343292
ongoing, possible: 1.36550755793
critical, forgiving: 0.879677948157
cynical, lead: 0.186709863189
long, miscellaneous: 0.128590167829
friends, long-range: 0.0
copacetic, discretionary: 0.158890307595
magical, value: 0.859081330914
glorious, preceding: 0.913048311645
mightier, sovereign: 2.1175050061
fast-switched, telling: 0.0
becoming, thanan: 0.0
state-funded, viable: 0.0
afresh, amusing: 0.087751206748
acquired, mistreated: 0.781637476528
energetic, longer: 0.217134291676
growing, moist: 1.18554640829
longstanding, usual: 0.861903877216
sacrosanct, slender: 0.966512983412
thinner, two-pronged: 0.0
actual, unscathed: 0.252072024169
oldest, self-sustaining: 0.0
impressed, relaxed: 2.50545108451
disparate, griet: 0.0
informative, new: 0.526029879382
misguided, whassup: 0.548812353995
inconsequential, met: -0.088518380248
minimal, thick: 0.636153028881
commercial, well-trained: 0.0
ever-increasing, immature: 0.0
shiny, workable: 0.662522706248
biggest, iate: 0.0
essential, queer: 0.693615684933
self-executing, wacky: 0.0
hot, tenable: 0.550783889247
degraded, treacherous: 1.62333001636
comfy, responsible: -0.135600282719
answerable, improbable: 0.366425692484
hiv-positive, sophisticated: 0.0
checked, courteous: 1.76106956488
lucky, primary: 0.243543053232
donkey, many: 0.482925446995
close, extreme: 0.422491705585
elementary, thirsty: -0.162876872049
acquired, injured: 0.940748636901
motivation, rehearse: 1.32178890535
lame, state-funded: 0.0
amazed, tolerable: 0.877455151648
probable, touchy: 0.716420314964
invaluable, unwell: 0.746380678929
amended, unrealistic: 1.07693379962
girl, thoughtful: 0.672733263849
honoured, loco: 0.0
relentless, treatable: -0.168627937598
boring, horrifying: 2.0657520595
information, informed: 2.37572433547
constituted, impracticable: 3.75177941143
fastest, rubbish: 0.348526549307
alert, fucked: 0.470117473378
inter-related, stone-cold: 0
educational, moronic: 0.591726413543
recently, shitty: 0.125004524962
her, shut: 0.09884011408
revealing, well-treated: 0.0
alia, tasteful: 0.356891739385
respendable, uncomplicated: 0.0
immense, technical: 0.925174770563
ample, demented: 0.131451098054
1st, placed: 0.483360914705
free, perplexed: 0.198826721572
blameless, massive: 0.40433680168
dynamic, wild: 0.752627369989
pursuant, speaking: 0.308308129261
inadequate, simpler: 0.883722782804
closed, guys: 0.155195188387
deliberately, far-reaching: 0.0
dazzling, irritated: 0.585830893678
e.g., luke: 0.0
statutory, unable: 1.00210760953
heinous, narrower: -0.219869092462
extraneous, true: 0.587528300929
ensure, stronger: 0.555338317497
myself, spontaneous: 0.813501075755
dummy, safest: 0.98600162544
cost-effective, dynamic: 0.0
heaviest, unified: 0.802869792844
discernible, fifteen: 0.822055145869
bro, dismal: -0.078259999192
adulthood, traumatic: 3.28370827449
added, gigantic: 0.129352281596
marine, relaxing: 0.799157513692
frightening, small: 0.888141530111
change, powerful: 0.532284535488
-, snotty: 0.0
black-hearted, brutal: 0.0
clara, populated: 0.478724551401
radical, significant: 1.95650958092
faithful, unable: 1.12095788489
iil, on-going: 0
contradictory, doomed: 1.44546691962
intractable, tenuous: 2.74701127137
swifter, unprepared: 1.3247955947
few, overall: 0.02156853956
talented, total: 0.110568822899
friendly, stress-related: 0.0
afraid, liberated: 1.44225309012
revealing, viable: -0.112979426537
altered, do-able: 0.0
angry, non-compensatory: 0.0
extensive, oriental: 0.903463338201
hysterical, regrettably: 1.47654459464
pathetic, practicable: 0.900119611909
iate, wide: 0.0
elevated, non-specific: 0.0
fifteen, guilty: 0.368153022728
closed, reasonably: 0.323100180167
elegante, fulfilled: 0.0
facilitated, overflowing: -0.032714137921
fussy, sharper: 1.59495323117
rotten, together: 0.914368870826
discussion, structured: 0.71749121554
grown, small-scale: 0.0
best, likable: 1.28121589309
embarrassing, monitored: 0.518516873061
nominal, twofold: 1.32794662749
freezing, uppermost: 1.24354859126
longer, uncomfortable: 1.00350374486
hardto, hooked: 0.167640360127
in-flight, lukewarm: 0.0
magnificent, someday: 0.841218200611
seldom, unthinkable: 1.53810386208
general, sizable: 0.657632306743
blended, functional: 0.984503157913
illicit, many: 0.425174441437
challenges, kinda: -0.047340452718
shocked, sobering: 2.435128026
described, privileged: 0.572500474117
rusted, streamlined: 0.73126003099
deepest, smaller: 1.24179892746
again, dearer: 0.611604541684
illustrative, tall: 0.809868205643
commercial, objectionable: 0.829832035508
co-dependent, uh-huh: 0
adopted, withdrawn: 1.61642592692
narrower, smaller: 4.50648830305
in, patient: 0.200335534012
manifestly, notified: 0.170380855242
stellar, unfilled: 0.858266897876
best-known, murderous: 0.0
forthright, found: 0.235145502211
ggood, noteworthy: 0.0
neat, skilled: 0.77709821083
relieved, simplifying: 1.24761368315
freer, terrorized: 1.26367567194
folks, high-availability: 0.0
obsessed, worded: 0.243746707346
calm, justifiable: 1.17637663081
dynamite, them: 0.662442346547
clearly, off-site: 0.0
dreamy, operational: 0.073751806357
brighter, strictest: 0.259548229418
notably, whilst: 1.08532700133
comin, terrorized: 2.02811852056
glorious, open-minded: 0.0
canceled, excluded: 2.78190189825
-sorry, unreliable: 0.0
surprised, unqualified: 0.988389402868
momentous, rigght: 0.0
south, technically: -0.000382832694
chickenshit, strange: 0.895804120311
shiny, third: -0.117164126948
forlorn, uneconomical: 1.60429309974
international, lye: 0.163786495489
cozy, short-sighted: 0.0
reinforcing, then: 0.136083270039
above, discernable: 1.06726717147
addictive, slippery: 3.04001048123
earlier, swift: 0.479486375597
analogous, sadly: 0.320630527143
abused, cleared: 0.275786424092
aggravated, fulfilled: 0.665053686597
emerging, planning: 0.113010989843
really, secret: 0.832357100478
inquisitive, resolved: 0.051297185531
gender-neutral, meaningless: 0.0
increased, overjoyed: 0.064210261271
biased, stuffed: 1.06066327054
elegante, scanty: 0.0
filthy, fun: 0.943355854692
ineffectual, injured: 1.01447174812
female, stellar: 0.388553604689
fearless, straight: 0.784319362877
brief, disagreeable: 0.721833829019
deprived, reasoned: 1.0995883883
exceptional, independent: 1.27163660944
immutable, launched: -0.786536208294
false, missingg: 0.0
matched, undecided: 0.628449966215
regulated, underlying: 1.46590958156
braver, lean: 1.32776555966
constantly, demented: 1.47221960154
much, vacant: -0.17182720297
boy, ghastly: 1.14506356864
enrolled, fascinated: 1.87333316282
dishonest, unified: 0.332227995066
freaky, newborn: 1.35455024835
intense, worst: 1.27824717492
limp, liquid: 0.771725915101
case, statutory: 1.27734685783
cleaner, one-sidedly: 0.0
calculated, telling: 0.724506099071
professional, under-inclusive: 0.0
irresponsible, valuable: 1.69215374473
admiral, polite: 2.02268257585
n'tunderstand, yourself: 0.0
folks, unbearable: 0.101716435437
accepted, overwrought: 0.141202403748
braver, distracting: 1.61372872805
contained, inoperable: 2.2120451012
included, interactive: 1.1270779674
innumerable, sounder: 0.241952253947
fuckin, oversensitive: 1.94603025108
infamous, unpublished: 0.850411737763
pro-poor, quoted: 0.0
improved, sore: 1.69814344593
preoccupied, troubled: 1.91571367284
reduced, required: 1.50019960491
co-financing, courrier: 0.0
challenged, high: 0.48879686151
fiine, one-sidedly: 0
cosmetic, craze: 1.50566155647
catastrophic, opened: -0.006761140217
expeditious, outgoing: 1.21603958862
remarried, though: 1.18214657053
coming, dynamite: 0.685334491868
energetic, rugged: 1.5684220248
counter-productive, desolate: 0.0
curious, shipshape: 0.901916833608
crucial, dormant: 0.938816323488
decisive, heated: 1.42521451448
acquainted, stoned: 2.11831613346
embarrassed, established: -0.097802827656
candid, younger: 1.43931799662
surrounded, undecided: 0.73614016141
crafted, much: 0.253966005452
endangered, unseen: 0.965479708683
unheard-of, unreal: 0.0
puny, various: 0.293576230076
whilst, yellow: 0.548036442959
responsive, warmest: 1.01371414659
conventional, final: -0.108751966659
blank, newborn: 0.664667655048
attentive, jealous: 2.70685136479
fuller, rotten: 0.209600807202
favoured, furious: 0.0
announced, heated: 0.331644560836
advanced, co-operative: 0.0
counter-productive, excitable: 0.0
absurd, universal: 1.64722056634
muscovite, security: -0.15525410985
holy, incompetent: 0.197201860049
asleep, commensurate: -0.652870524633
loveable, triple: -0.214773169336
practically, scheduled: -0.2495879715
publicly, warmth: -0.181945543029
equitable, manifold: 0.792046639136
populous, unconventional: 0.324720642166
completely, ma: 0.118103517281
consultation, unexceptable: 0.0
occupied, susceptible: 0.978901895691
ideal, older: 0.901163028366
ironic, stringent: 1.40250188044
damaging, heartfelt: 0.299872929471
coherent, misleading: 1.28332763052
dismissed, subdued: 0.874269867415
fatal, trashed: 0.213372720964
blameless, unaffected: 3.26142327777
carsick, tighter: 1.76338669116
notified, topnotch: 0.24015595781
left, unknown: 0.928100193673
counter-productive, priced: 0.0
entertaining, hateful: 2.02209517401
poisonous, sharp: 0.640136013664
multi-layered, shaun: 0.0
brief, unaware: 0.830857030305
nessessary, slow: 0.0
faultless, foolproof: 3.41657118307
funny, threaded: 1.35093206035
aesthetic, terrific: 0.660830120193
clueless, labour-intensive: 0.0
retard, slender: -0.125043188241
grown, normally: 0.54036619524
launched, long-range: 0.0
convenient, costeffective: 2.90393916459
debate, likely: 0.739538780321
large, lofty: 0.695152386541
accordingly, capable: 0.25582744496
definite, out-dated: 0.0
stuffed, truthful: 0.450635403119
task-oriented, wait: 0.0
loco, wondrous: 0.797180033576
organic, premier: -0.211077754439
highest, justifiable: 1.28650733322
non-competitive, simplest: 0.0
almighty, fucked-up: 0.0
environment-friendly, forthwith: 0.0
arduous, snug: -0.001941761414
promptly, unsatisfactory: 1.23538934834
lucrative, tougher: 1.7020232485
foremost, macabre: 0.666661960815
migratory, safe: 0.529614556081
knowing, panicked: 1.08148605004
ok, permanently: 0.497468540503
else, pursuant: -0.026222292453
else, passionate: 1.08875228266
flexibly, greener: 1.86223903412
butthead, scientific: 0.588580165431
counterproductive, objective: 2.14322898526
likable, u.s.: 0.0
called, forthright: 0.367211505443
breadth, psychogenic: 0.807988111572
precious, wait: 1.02922488177
disgraceful, flawless: 1.34935100098
mistaken, tedious: 1.42291526641
aging, instructive: -0.330045199518
cooler, possibly: 0.899416413596
populated, sweeter: 0.117122308406
extinct, self-aware: 0.0
fine, popular: 0.213196155116
believable, secured: -0.221593960908
abreast, occurring: 1.44181566322
gravest, safer: 0.40219166651
sentient, wished: 0.718544685594
last, particularly: 0.532877999176
powerless, u.s.: 0.0
considerable, pointless: 0.760553339916
established, sizable: 0.520242940654
awaited, exceptionally: 0.235861391912
conscientious, loveable: 2.64877032488
inconsequential, inhumane: 1.0921774467
basic, witty: 0.20860934441
ambitious, evening: 0.240561907599
horrible, mighty: 1.18409121098
added, booked: 1.18208604311
above, demeaning: 0.58568269225
co-financed, off: 0.0
fifteen, supported: 0.2267498208
up, well-placed: 0.0
fiine, modern: 0.0
soft, unfavourable: 0.0
big, simplistic: 0.874226097435
picky, soothing: 1.30383366317
adequate, heaviest: 0.774517562932
pervasive, self-explanatory: 0.0
charged, non-self-executing: 0.0
expensive, systemic: 0.660094095159
below, required: 1.68741187925
re-routed, representative: 0.0
irritated, true: 0.490167922057
divergent, fucking: -0.292786703378
anticipated, korea: 0.117983198715
modern, patronizing: 1.25119316656
enchanting, simplistic: 2.05739303866
amended, heavyset: -0.20385985694
sincerely, untraceable: -0.615023515944
helpless, irreconcilable: 2.07102066608
imperceptible, technically: 0.902697400285
hardest, level: 0.722858343669
principally, whilst: 1.19625529568
crystal-clear, sturdy: 0.0
geographically, sound: 0.669594413991
gratuitous, nothing: 1.80770397712
executory, intended: 0.128230090429
pro-active, self-governed: 0
differing, fairer: 2.27141907499
necessary, rapid: 1.18075525736
egregious, topical: 0.694248724524
destructive, successful: 1.44587611512
fewer, world-wide: 0.0
everybody, optional: 0.353120624806
so, twisted: 0.764385912617
preponderant, rude: 1.07283861691
hotter, ruined: 0.730067428148
negligent, self-conscious: 0.0
delirious, opening: 0.92510322939
romantic, starker: 1.54557964652
death-proof, etcetera: 0.0
manifold, ping-pong: 0.0
matched, thought-provoking: 0.0
intelligent, unlocked: 0.980067536079
asshole, exponential: 0.719225859233
naughty, wise: 1.55617699027
momentous, regretful: 1.99369165409
sexy, southeastern: -0.249117100163
consideration, content: 0.663935316253
compassionate, formed: -0.237962218889
distracted, tighter: 0.772610860434
harmless, muchfor: 0.0
likely, substantive: 1.10357797628
definitive, tailored: 0.863371524777
alright, moderate: 1.03222495552
intricate, natural: 0.999267799825
builshit, sure: 0.0
screwy, superb: 0.78776433937
newborn, re-established: 0.0
added, adorable: 0.167020907734
impenetrable, politically: 0.042294986461
faster, noble: -0.46042924919
enhancement, funky: 0.397167723799
truthful, varying: 0.546784262732
arbitrary, wierd: 2.44970747152
ruined, visible: 0.631164309734
appreciated, profane: 1.21769287093
concluded, inconceivable: 1.20381229771
high-ranking, scattered: 0.0
dying, lukewarm: 0.415433588178
differently, ioaded: 0.0
handsome, well-controlled: 0.0
empty, repugnant: 1.13502581469
acceding, foul: 0.57646745645
armed, new: 0.364364325385
centralized, rather: 0.837928613658
aggrieved, appropriate: 1.61425295642
impracticable, weaker: 3.01718694229
fifth, ominous: 0.610293083133
say, seasick: 0.63247650058
antsy, race: 0.677604563617
every, historical: 0.618290623366
filed, vice-president: 0.0
generated, refundable: 1.0544373099
even, hearty: 0.559000030467
bitter, bravest: 1.06228536553
minimum, taken: 0.130373325256
classic, readable: 1.10945077065
managed, two-thirds: 0.0
complimentary, urgent: 0.30359658989
painless, tense: 0.625638397404
disrespectful, raison: 0.209022552695
everywhere, shot: 0.465989646534
polluting, single: -0.027763796952
odd, stringent: 0.587127577291
faithful, skeletal: 0.665981245476
coming, hostile: 0.522317966567
gigantic, identify: 0.13612846093
!, dynamite: 0.0
mortal, transparency: -0.336727493039
back, trustworthy: 0.074218740583
!, moderately: 0.0
stifling, wiser: 0.082754079831
freely, greater: 1.1058258149
