long-lived, reaily: 0
off-the-record, single-ranked: 0
average, upright: 0.769479333683
deliberate, low-skilled: 0.0
confrontational, twisted: 1.55113350528
female, pushy: 1.89393327084
extirpated, vice-chair: 0.0
seductive, unexpected: 1.0574949903
aforementioned, talkative: 0.123069231995
indicated, prejudicial: 1.273401478
handed, wet: 0.354421459456
integrated, unfortunately: 0.091392215966
net, strongest: 0.843466121792
actively, forlorn: 0.379756454178
-sorry, cheesy: 0.0
abrasive, annually: 0.266905856435
sizable, unsatisfactory: 0.242285605749
counter, subdued: 0.917393713301
judicious, weighted: 1.90889518921
fun-loving, ill-equipped: 0
deliberately, narrower: 0.136820287967
cold, johnny: 1.19120963152
lightweight, reprehensible: -0.26582112028
egregious, obscene: 3.86326334072
ageing, whatever: 0.0
challenged, comfortable: 1.03373416759
choosy, importantly: 1.4833143857
co-ownership, illustrative: 0.0
giddy, monstrous: 1.75124419187
ice-cold, weak: 0.0
irregular, mid-: 0.0
popular, thorough: 0.521483217061
1st, value: 0.26003108144
positive, smoother: 2.07350460252
growin, heights: 0.111498203255
between, docile: -0.284258274407
connected, unhappy: 1.10448768255
consequential, contradictory: 1.50629116725
incomplete, provided: 1.13305389084
immediately, internal: 0.592641893539
desirable, dubious: 1.72529565589
flame-retardant, sing: 0.0
at, selfish: -0.200381327254
fifty, sombre: 0.019019712932
ill-equipped, sounder: 0.0
noble, thankful: 2.22734263511
extremely, thin: 1.52944207863
academic, gravest: 0.831319608705
micro, self-evident: 0.0
droll, stable: 0.473187185301
average, dummy: 0.677430002311
neat, short-lived: 0.0
courrier, reciprocal: 0.814433543586
inequitable, two-: 0.0
complicit, painful: 1.34323154462
embarrassing, lame: 3.02594077108
outside, unattractive: 0.570517626429
bad-looking, hospitable: 0.0
forthwith, intended: 0.698021027976
mediocre, safeguarded: -1.16101757489
effectively, snotty: 0.341401408824
nearest, skint: 1.42850863126
considered, viable: 1.82203800497
geographically, madness: 0.217888970591
graver, horrifying: 3.05779604103
efficacious, overwhelming: 1.1818813259
encouraging, loyal: 0.946438943755
far, speedy: 0.883945596522
separate, subsequent: 1.30193578211
often, supreme: 0.014594141857
simplifying, trustworthy: 1.3708028683
mind-boggling, unforeseen: 0.0
dishonest, irreconcilable: 2.46930050507
cold, stipulated: -0.110244991237
lenient, south-east: 0.0
final, initial: 1.67895217104
pro-poor, screwy: 0.0
imrtant, successful: 0.0
microscopic, wealthier: 0.464219992802
emblematic, freezing: -0.306526398077
grave, indiscreet: 1.69740533072
becoming, correctly: -0.106084231898
funny, pro-choice: 0.0
quick, warmest: -0.37776717338
asinine, predictable: 2.4830044577
forgiving, total: 0.429953621145
respectful, successfully: 0.403515400637
awestruck, upbeat: 2.14469968812
broader, disappointing: 0.971534198296
appropriate, endangered: 0.981099139287
inconsiderable, unrestricted: -0.371499872103
costly, holier: 1.18266492248
callous, unfriendly: 3.30557980613
goodto, nigeria: 0.0
gullible, minimum: 0.038619295985
sovereign, truer: 1.21988211688
distressing, potential: 0.580326454648
insatiable, urgent: 2.44389674079
admitted, off-site: 0.0
although, naked: 0.308924825239
instead, senseless: 0.65779628292
relaxed, unattainable: 1.37156163871
final, prohibitive: 0.334119660387
ever-increasing, responsible: 0.0
fbl, moister: 0.0
bonnie, stupider: 1.32531883851
embarrassing, random: 1.27509771771
macabre, new: 0.608959995714
commitment, sentient: -0.377985862857
relentless, tardy: 1.34241278346
obsolete, pragmatic: 0.993434690182
co-financed, sporadic: 0.0
gotta, invisible: 1.62966106947
legit, outnumbered: 1.10959070403
staggering, unbiased: -0.065631329706
abundant, pushy: 0.533111567999
little, presently: 0.041630631124
reimbursable, religious: 0.74494085732
fertile, inexpensive: 1.45292326856
apace, principal: 0.520950876851
ethical, naughty: 1.5502714726
comprehend, stopped: 0.363286541694
predictability, premier: 0.258752995363
excessive, repeating: 0.949930981702
seventh, wait: 0.79062775999
smooth, wide-open: 0.0
displacement, qualified: 0.137111424102
constantly, resilient: 1.39918581048
defeated, desperate: 1.29060724596
blurry, treacherous: 1.75980320704
giddy, regularly: 0.187500137177
aggravated, unpublished: 0.038532626648
marvelous, unlikely: 0.972349154104
elegant, flagrant: 0.146888873841
topnotch, voluntary: -0.455482657584
mostly, someplace: 0.713360744946
bored, elaborate: 0.875602349077
indiscriminate, well-planned: 0.0
malignant, successful: 0.54666708005
stress-related, unnerving: 0.0
egotistical, vis-: 0.0
flawless, polished: 3.84315864057
foreseeable, optimistic: 1.46786271918
annoyed, soft: 0.579192178119
either, thought-out: 0.0
horny, imrtant: 0.0
inescapable, them: 0.281374436754
long-winded, palpable: 0.0
enrolled, interest: 1.18401723263
gloomy, maximum: -0.18412233017
poorest, steep: 1.45264946642
happening, user-defined: 0.0
commendable, insulted: 0.751533880309
two, unpredictable: 0.462065453291
breathe, surrounded: 1.36351424106
exciting, wide: 0.803251550491
amazing, pro-choice: 0.0
pristine, universal: 1.16483261792
about, stale: 0.565068728194
-me, smarter: 0.0
imperfect, tasteful: 1.33308419955
invaluable, ma: -0.060094430171
bummed, invested: 0.970799564379
interest, non-specific: 0.0
armed, smarter: 0.692071333077
firm, wounded: -0.237220883628
dull, horrendous: 1.99962500234
far-reaching, pricey: 0.0
light, unprotected: 0.538183594302
om-mazing, well-informed: 0
largest, ultra-hazardous: 0.0
becoming, systemic: 0.535711904362
achievable, leave: 0.415005883905
unstable, wing: 0.515003809625
light, round: 0.354240106026
self-aware, suitable: 0.0
leave, miserable: 1.3230931594
humane, intriguing: 0.83710767419
firmer, plentiful: 1.72992617843
-just, jam-packed: 0
folks, snug: 1.27702859357
cheaper, proper: 0.705234910073
insulting, occupied: 0.809398282171
eerie, white: 1.29857183776
inexplicable, supreme: 1.62646371194
achievable, illicit: 0.213141715895
pre-established, that: 0.0
fulfilled, unimaginable: 1.63919834759
open-minded, whole: 0.0
cardinal, grown: -0.363143394282
heterogeneous, self-sustaining: 0.0
cardinal, divine: 3.00997890489
displacement, justiciable: 2.19878337852
formidable, sadder: 0.567861946981
losin, regrettable: 0.421879542467
inestimable, thriving: 1.73352176653
shot, sound: 0.36505988714
all, all-round: 0.0
dodgy, pending: -0.444266086567
ripe, round: 1.06679247245
pragmatic, successfully: 0.88748029182
bold, payable: -0.990043786592
developing, older: 0.984675022123
clear, heartbroken: 0.712018599016
preferred, unbearable: 0.413171565336
do-able, shitty: 0.0
fluent, sorry: 1.25583482078
enrolled, untraceable: 0.33868858445
disruptive, humiliated: 1.47690167265
far-ranging, freezing: 0.0
annulled, christian: 1.68018679471
apolitical, deceased: 0.770204387384
annoying, tiresome: 5.2574147976
ludicrous, sing: 0.242304700024
goodto, imported: 0.0
-mentioned, constructed: 0.0
dynamic, treble: 0.913565365489
clarified, fairly: 0.550873906864
criminal, self-explanatory: 0.0
irresponsible, slick: 0.962221517736
counter, unsettled: 1.18958924855
monumental, permitted: 0.031769491737
grass-roots, instrumental: 0.0
self-supporting, surrounded: 0.0
differing, generated: 0.326318834612
longer, sublime: -0.575352155948
deliberately, up: 0.8539247633
complimentary, pivotal: 0.706100164298
final, moreover: 0.128654020804
legible, occupational: 0.868050158058
attractive, tentative: 0.617877412957
mortal, outstanding: 0.587833619977
busted, fixated: 1.08625241248
adopted, suspicious: -0.071297201956
invalid, sufficiently: 1.23642292124
cattled, observed: 0.0
fiercer, griet: 0.0
demeaning, vacant: 1.06575008835
being, purty: -0.001018348136
adamant, awol: 1.89069666555
endearing, indefensible: 1.47592901713
finer, tasty: 1.96024463372
declared, variable: -0.506149909183
grumpy, turbulent: 1.41492992596
established, pleasurable: -0.143279935256
expressed, whilst: -0.254041202079
concerted, predictable: 0.930165868679
neighbours, rapid: 0.0
15-year-old, rapid: 0.0
drunken, rigght: 0.0
integral, sober: -0.023074205719
so-called, voluntary: 0.0
homosexual, numerous: 0.095749239691
again, fun-loving: 0.0
rapidly, smart: 0.822704004347
cross-border, well-filled: 0
blunt, co-chair: 0.0
crowded, extinct: 0.92794056054
anti-constitutional, married: 0.0
fucked-up, well-paid: 0
overweight, previous: 0.403970106096
adequate, concrete: 1.44507442238
notably, orderable: -0.103401190568
european, mobile: 0.685491892132
feeble, straightforward: 1.69675753972
classic, fuller: 0.771053739316
heights, richest: -0.086751720643
cuter, deep: -0.454991291091
broadest, task-oriented: 0.0
expandable, shoot: 0.454300821548
elementary, ominous: 0.487980136612
best-known, public: 0.0
thanks, widening: 0.184517989639
irresponsible, sir: 2.09762840969
elongated, maintained: 0.471918889395
foreseeable, thin-skinned: 0.0
new, prestigious: 0.493603628363
drastic, horrific: 2.02643020526
enlarged, particularly: 0.210316512515
aware, mistreated: 1.65901128312
farther, racked: 0.376013164116
cautious, fair: 0.939255558864
honest, humid: 0.679724214917
brightest, crowded: 1.47817920533
exceptional, rubbish: 0.35379439546
balanced, sensitive: 1.28040477819
fascinating, well-reputed: 0.0
overt, two-fold: 0.0
approved, changed: 1.82539129031
environment-friendly, simplest: 0.0
hearty, question: 0.552601240106
contemptible, shitty: 2.70959431051
challenges, furious: 0.245096838091
impractical, puny: 2.46998195946
hiv-positive, preponderant: 0.0
kidding, seamless: 0.929624934193
fiercer, ironic: 0.663617429518
disputable, disrespect: 0.745137576412
inherent, nice-looking: 0.0
liberal, magic: -0.370894313142
own, unanimous: -0.063017541352
crass, payable: 0.630270463839
tough, warmer: 1.77339730419
triple, two-: 0.0
fortunate, frail: 1.62019377977
discriminatory, schizo: 1.02553085268
easiest, inhumane: 1.48379358782
denser, selfevident: 0.0
gorgeous, tailored: 1.26097104698
principal, sensitive: 0.752714415023
painless, unfortunate: 1.21673442034
marine, syrupy: -0.274743262334
displacement, transparent: 0.466566988652
at, up: 0.883098382679
accelerated, vulnerable: 0.874028362249
rusted, self-governed: 0.0
beautifui, smallest: 0.0
in-house, puzzling: 0.0
dazzling, defunct: -0.090969625842
clearest, technical: 0.445663339712
asinine, expressed: -0.046313732361
incompetent, simply: 1.232459133
automatic, catastrophic: 1.09838868103
high-availability, turbulent: 0.0
infallible, why: 1.2880310503
final, strained: 0.488526393292
thicker, unaffordable: 0.604128634024
detailed, merely: 0.241084115745
another, peculiar: 0.924013659958
monitored, nessessary: 0.0
acquired, publicly: 0.404552883716
equal, frantic: 0.175083902956
disposal, planning: 0.751950354697
abolished, optimal: 0.175615034611
facultative, well-informed: 0.0
asked, stupide: 0.0
explicit, perfect: 0.338568597333
targeted, wide-open: 0.0
before, stellar: 0.219461793716
senior, super: 0.563527213542
non-compensatory, therefore: 0.0
compensable, talkative: -0.474170123596
individualized, thin-skinned: 0.0
-ready, recommendable: 0.0
anything, named: -0.261047423722
toasted, wretched: 1.17177686922
stone-cold, warmest: 0.0
fussy, multifocal: 1.21945002201
america, quicker: 0.30516154844
handled, used: 1.81538363727
pleased, ridonc: 0.0
insurmountable, real: 1.25009462069
well-controlled, well-placed: 0
accountability, higher: 1.2949825076
modern, self-conscious: 0.0
added, notified: 1.21510988121
nothing, smug: 1.51765661333
bankrupt, scaleable: 0.452539513299
overpriced, starved: 1.97884737549
all-embracing, tabled: 0.0
sizeable, weird: 0.112667521439
especiaily, self-employed: 0
brainless, relaxing: 0.940168561556
afraid, whassup: 1.1603561044
david, unattractive: 1.00173021635
butthead, misused: 0.951673898893
erected, high: 0.222430301341
pitch-dark, pray: 0.0
affixed, strongest: 0.441237644973
culpable, ordinary: 1.12967465422
hard, immature: 0.839661897462
all, key: 0.672205146582
wanted, well-founded: 0.0
recognizing, undetermined: 0.770333253141
adulthood, booked: -0.392262245914
born, rogue: -0.12387353831
non-compensatory, riveting: 0.0
born, wide-open: 0.0
formidable, west: 0.542381518935
emerged, hiv: -0.21969065099
deeper, primarily: 1.31595919364
busier, celebrated: 2.19852954347
generic, superfluous: 1.39964820466
cognizant, frustrating: 1.67870924448
applied, technical: 0.561227212947
concrete, proven: 0.578796076472
ubiquitous, well-deserved: 0.0
added, state-funded: 0.0
empty, regularly: 0.779276608607
emerging, petite: 0.433751466961
furthest, proper: 0.27563839709
optional, twofold: 0.537288765292
appalling, close: 0.789063626053
deceased, gaunt: 1.72118094597
frightening, non: 0.356939181581
common, swifter: 0.712142192296
compatible, designed: 2.30354892573
regulated, single: 0.341623438074
abreast, lacklustre: 0.0
superstitious, undemocratic: 2.85706932856
appointed, desired: -0.09258434738
cinematography, efficient: 0.377082749085
bureaucratic, happiest: -0.087122261772
politically, uncanny: -0.37201995511
freedom, stricter: 1.36235952869
disturbing, negative: 2.34068194515
autonomous, official: 1.12373068651
egotistical, southwestern: 0.282251403377
understood, uneconomic: 1.18087645292
elevated, talkative: 0.361391709234
nobler, testy: 0.687251324618
broader-based, multifaceted: 0.0
flattering, re-routed: 0.0
crafted, wanted: 0.986382021052
absolute, internal: 1.33569454006
additional, ludicrous: 0.468255935435
destitute, luke: 0.154041973803
bleak, dumber: 1.81313754769
later, provided: 0.227405936156
innumerable, phenomenal: 1.44329238464
adapted, apparent: -0.15056690425
implementable, strangers: -0.144570627704
probable, started: -0.215861593868
unachievable, unlucky: 1.36784082055
overworked, reliable: 1.14197135547
euphoric, irritable: 3.57756374789
american, egocentric: 1.699771867
snappy, unfounded: 0.244967968504
perverse, visible: 0.783373858855
grave, managed: 0.050149737107
faint, tricky: 1.22486273473
associated, user-friendly: 0.0
change, moist: 0.369616834217
although, eerie: 0.168405423019
insecure, standing: 0.444866669663
brilliant, prudent: 0.907982111355
inferior, security: -0.239817621965
19, fifty: 0.0
herein, later: 0.28627023815
industrialized, repealed: 1.92711263131
goal, nigh: 0.404493208537
korea, perverse: 0.424867794515
lit, rugged: 0.915290381033
headstrong, shameful: 0.574412886939
associated, current: 0.594666759943
historical, regardless: 0.695717595982
colder, negligeable: 0.0
casual, modified: 0.343520043279
drastic, understanding: -0.004916894152
accelerating, asleep: 0.994483101946
freest, visual: -0.137132024347
quieter, thankyou: -0.092680319364
encouraged, furthest: 0.365120796701
attainable, ill: 0.139482853241
abreast, finicky: 0.795579123574
autonomous, uncomfortable: 1.05555598774
described, spooky: 0.470672902484
nicer, provisional: -0.439472450758
inconspicuous, submitted: -0.126585791593
energetic, realist: 1.62265639705
go, premature: 0.45957310297
bottled, foul: 2.08047175128
less-favoured, underway: 0.0
sour, tedious: 1.69802765891
bitter, generally: 0.263131690274
conspicuous, human: 0.854956953078
polished, wack: 1.10294559354
rarer, special: 0.862314431504
idle, two-: 0.0
hard, propitious: 1.00471107669
simplifying, simplifying: 11.0120847439
foreseeable, need-to-know: 0.0
certified, unbelievable: 0.314640003912
indigent, informal: 0.873647362178
emerged, idiotic: -0.221798163184
aesthetic, connected: 0.236241068023
