all-important, low-skilled: 0
annoyed, simpler: 0.765603995203
reasoned, self-evident: 0.0
delineated, simply: 0.315354364826
friendly, loveable: 2.7696699566
thanan, thorough: 0.0
feasible, thirds: 0.726703855193
elaborated, well-deserved: 0.0
confrontational, mentioned: 0.312111074729
lenient, vibrant: 0.357286808859
frustrating, inappropriate: 2.35066858664
dire, forceful: 2.24365091011
appointed, tiresome: 0.159357069261
curious, most: 0.486225328754
pathetic, warm: 0.494498662627
complacent, implemented: 0.815708816918
obstinate, safeguarded: 0.100281842436
shielded, well: 0.659951957235
promptly, simplifying: 0.062248014103
etc, linked: 0.692638479168
enough, seductive: 0.776698088544
cozy, identified: -0.667117916962
critical, disappeared: 0.378227633853
audience, theoretical: 0.255728916273
government-owned, legally: 0.0
assertive, glad: 0.457648560021
already, untouched: 0.04799142494
practicable, ugly: 0.824755627111
hinky, unique: 0.017354891821
necessary, worst: 0.116532723405
about, tan: 0.46555735616
rampant, really: 0.554175958541
foreverything, prick: 0.0
outnumbered, well-written: 0.0
fourteen, mandatory: 0.98497903239
democratic, small: 0.384836533625
cohesive, luminous: 1.17655971697
iegitimate, weird: 0.0
adaptable, secondly: 0.792044754721
disadvantaged, worrisome: 0.167828227991
duty-bound, immature: 0.0
free, unforeseeable: -0.121296861771
annoying, rock-solid: 0.0
good-looking, unfair: 0.0
tentative, work: 0.707122597337
technical, wide-ranging: 0.0
all-embracing, unknown: 0.0
mental, reasonnable: 0.0
truer, typically: 0.707519750585
broader, damp: 0.009403550256
brand-new, patronizing: 0.0
exclusive, overweight: -0.009165376182
fairest, stupid: 1.53363123785
bullshit, compassionate: 1.55067064783
sound, stylish: 1.33612422398
felt, respendable: 0.0
cheery, uncertain: 1.34287090457
accepted, lunatic: 0.474896792516
bi-directional, wasted: 0.0
astounding, sixth: 0.704691127926
impolite, natural: 0.56259208522
faint, fuller: 1.36727147055
conventional, cost-effectiveness: 0.0
heartening, so: 0.795386311983
inspirational, tasteful: 1.88320228468
restricted, saved: 0.669392829475
paramount, powerful: 1.24792745564
proportionate, west: 0.186874393572
propitious, well-founded: 0.0
hiv, safer: 0.520753606058
alien, appealing: 1.11618011677
extraordinary, scheduled: 0.507246591581
believable, remarkable: 1.76802139479
actually, prohibited: 0.51213737415
damaged, incapable: 1.38575399646
stiff, underfunded: 1.24418356683
forgotten, unremarkable: 2.45535531353
demonstrated, paramount: 1.49799215804
nude, subsidized: 0.87972826305
novel, retail: 0.340768156206
recognised, undesirable: 0.0
insulting, underlying: -0.010640885899
action-oriented, proven: 0.0
quicker, salutary: 1.13125117724
before, treasured: 0.334427174556
small-time, undisturbed: 0.0
responsible, sluggish: 0.216419582615
precious, wicked: 1.32254440406
plentiful, rarely: 2.26546372109
affected, slow: 1.06951639843
co-chair, concerted: 0.0
doable, ill-treated: 0.0
distraught, spooky: 1.55810676844
educated, populous: 3.10600212327
induced, unscathed: 1.47058261161
misguided, naive: 4.12711034275
truer, widening: 0.774075546056
dismissed, recognized: 1.26380935668
drawn-out, rigght: 0
uh-huh, warmth: 0.0
beloved, generalized: -0.273145770098
earlier, supplementary: 0.660781144174
bogus, co-ownership: 0.0
past, random: 0.648527377307
abreast, fair-minded: 0.0
taken, why: 0.382820945838
lunatic, overworked: 1.3062455152
equal, related: 0.799788497648
integral, poorer: 0.562559979357
inoffensive, well-armed: 0.0
above-mentioned, unchanged: 0.0
designed, motivated: 1.64544749556
dangerous, processing: -0.073671019631
solidarity, south: 0.78689762956
cheery, race: -0.436280678429
occurring, saying: 0.173036588634
conscientious, minimum: 0.872030957231
readyto, wild: 0.095920908759
iilegal, sweeter: 0.0
emotional, needed: 1.15005895363
indisposed, irrational: 1.0330901829
remaining, speedy: 0.687500817705
former, me: 0.592458534349
fantastic, spatially: 0.104805234116
durable, odious: 0.313329341139
gone, undetectable: 0.920928254086
ail, naughty: 0.932968092855
authorised, grim: 0.0
underpaid, warned: 0.259877574735
nothingg, vast: 0.0
all-out, stricter: 0.0
based, state-run: 0.0
almighty, self-employed: 0.0
magic, meticulous: 0.857011316711
fairest, legibly: 0.605666395007
thereto, yes: 0.280281995286
alarmed, leave: 1.07950609246
destitute, indebted: 2.83961057841
euphoric, monthly: -0.275184076392
dishonest, repugnant: 4.41635625794
fools, practical: 0.748307931715
sunnier, unsavory: 1.95765610691
disproportionate, frankenstein: 0.120687253703
lofty, sublime: 2.45869003046
material, sal: 0.830093119399
safest, unfeasible: 1.75574565821
carsick, untouched: 0.831910964424
unprotected, unwelcome: 1.62577930893
all-inclusive, closed: 0.0
blinded, scrumptious: 0.282943731319
bonnie, now: 0.276146543509
circumneutral, junior: 0.0
heeded, turbulent: 0.850558005074
facultative, heterogeneous: 2.49081014416
late, young: 0.618136093034
acceded, squeamish: 0.503758789341
interest, relatively: 0.509446422173
readable, stay: 0.05244756823
hereto, shaking: -0.639130970732
comprehensive, reyes-torrena: 0.0
glowing, unsustainable: 0.083573005514
lethal, note: -0.606935968112
aggrieved, efficient: 0.597583197084
strictest, vocational: -0.385988437241
snug, troubled: 0.190455339279
forlorn, substantiated: 0.230614123664
pushy, tenable: 0.210748213013
non-compliant, twelve: 0.0
david, hearty: 0.869963475907
cowardly, protected: 1.31731331689
extra, you: 1.43471619868
depressing, derisory: 2.85983477635
memorable, remaining: 0.255101184243
a-okay, over-the-air: 0
parallel, tentative: 0.316351370493
flexible, thrilling: 0.501112505446
enough, troubled: 0.33753911175
beautifui, omnipresent: 0.0
impatient, startling: 1.42010683983
born, unlikely: 0.571324868691
facultative, secretive: 0.602608945087
rarest, supra: 0.881175285156
fuckin, sappy: 3.26745864353
patent, seductive: 0.297270290605
all-embracing, good-natured: 0
crummy, disappointed: 1.42092605458
bad-looking, indefensible: 0.0
a, unremarkable: 0.0
agreed-upon, jumpy: 0.0
reality, worthy: 0.97564586727
accelerating, damaging: 1.27124296987
copacetic, frigid: 1.31391818841
ridiculus, wide-open: 0.0
comercial, psychological: -0.257460988278
so-called, truer: 0.0
fuzzy, prime: 0.585083103258
all-important, briefly: 0.0
deprived, sincerely: 1.34431230196
essential, increasing: 1.14592403473
believable, underage: 1.24180558417
disabled, merely: 0.604599890102
geographic, lonesome: 0.18139323869
enlightening, specify: -0.28633381177
first, shocking: 0.644747074426
constructed, daunting: 0.350541265442
all-round, disputable: 0.0
flawed, rife: 1.75153092794
formerly, popular: 0.624797757873
accepted, sunnier: 0.411589079835
cordial, vacant: 0.711002822227
deductible, sluggish: 0.19813196418
swearing, to: 0.0
insatiable, written: 0.200348377465
hunger, justification: 0.667387201642
medical, off: 0.427628722459
unexpected, way: 0.572763658347
consequential, socio-economically: 0.0
peachy, profitability: -0.262430582366
pitiful, reai: 0.0
omnibus, unchangeable: 0.548676451987
populated, subject: 0.723803125382
alone, pronounced: 0.094247160557
darn, immovable: 1.27921728428
safest, well-educated: 0.0
fullest, opening-up: 0.0
chickenshit, evident: 0.527243042479
profane, remediated: 0.559818678607
represented, second: 0.655198025493
elaborate, patience: 0.701226461452
essentially, geographic: 0.921606914421
called, fledged: 0.501051787938
dormant, huh: 0.430164572905
dynamite, tedious: 0.584193159362
past, strongly: 0.590055077239
by-election, flattering: 0.0
bloodied, pure: 0.265169333861
tired, understood: 0.768363766091
sultry, therefore: -0.47824942503
evident, someplace: -0.001983726082
also, crystal-clear: 0.0
hotter, subsequent: -0.085691183054
characteristic, far-reaching: 0.0
homesick, perfectly: 0.480978269695
defenceless, oversensitive: 0.0
persistent, tabling: 0.401764893971
commercial, sane: 0.266123110923
immediately, unendurable: 0.00666394453
applied, dry: 1.41278989277
gaunt, toast: 0.663995472024
adamant, speaking: 1.25620667467
good, headstrong: 1.16457150564
losin, unthinkable: 0.617628449482
incompetent, jolly: 1.29073673269
fatal, weighted: -0.634076980007
pretentious, weighted: 1.31880435495
heavier, rewarding: 0.51945109133
groundless, impermissible: 3.78755124355
prejudicial, warmer: -0.287907515005
fuzzy, technical: 0.480942728761
malicious, well: 0.657320258299
basically, matched: 0.062139993994
dynamite, expeditious: 0.023895525156
constructive, consultation: 3.06520673343
elementary, marketed: 0.029305150292
immense, redundant: 0.383960121751
shortest, young: 0.286836908387
elle, nauseous: 1.8398275342
brilliant, sizeable: 0.702790696734
intertwined, misguided: 1.43081311447
apart, patent: -0.123828249778
believable, inconspicuous: 1.8886841374
picky, this: 0.183435889445
3rd, conflicting: -0.127530930966
self-sufficiency, silent: 0.0
contaminated, favorite: 0.934225262117
darker, ioaded: 0.0
normally, unspecified: 0.864877859687
meaner, unaffordable: 1.23581833538
crass, self-aware: 0.0
authoritative, everything: 0.614635676394
kiddo, magnificent: 0.431668204254
blunt, potential: 0.293920513908
closed, myself: -0.15698202733
honoured, iil: 0
close, thankful: 0.952428440097
in-progress, inadvisable: 0.0
fella, inestimable: 0.410347066289
better-educated, taller: 0.0
circumneutral, omnipresent: 0.0
under-inclusive, unnatural: 0.0
loaded, streamlined: 0.737525629837
infallible, well-known: 0.0
education, nineteen: 0.22643478677
beneficial, conceivable: 1.64199022615
moron, radical: 1.00402953743
reaily, spent: 0.0
establishment, ludicrous: 0.258384323402
distant, unpleasant: 1.80855995435
foreseeable, frightened: 0.853103665215
deceased, innovative: -0.166237344355
biased, cheesy: 1.80639477388
antagonistic, superficial: 2.3174740223
formerly, go: -0.549234255698
calm, looking: 0.340774745164
business-friendly, greatest: 0.0
cooperative, courteous: 2.79536392937
brighter, well-positioned: 0.0
innovative, invisible: 1.25136159616
dark, loyal: 0.75293269802
relieved, superb: 0.769541265123
hearty, unlikely: 0.947403964043
crowded, deliberately: 0.750831629107
excluded, lengthy: 0.956896932009
dorky, well-behaved: 0.0
away, inexhaustible: 0.40818117233
industrial, realisable: 0.0
plain, tom: 0.994150153163
north, served: 0.365207732233
laborious, looser: 1.21545969565
clarify, up: 0.19799604935
dearer, mortal: 2.82368334428
bleak, glamorous: 2.50447164379
embarrassing, germane: 1.90480049839
difficult, well-organised: 0.0
finished, main: 0.672768025006
preceding, progress: 0.747571257648
end-to-end, inappropriate: 0.0
ingrained, protracted: 0.75377137539
substandard, warranted: 1.53907776469
disputable, intermediate: 0.811428248293
needed, whatever: 1.07294764845
definite, in-progress: 0.0
accuracy, find: 0.535428270635
scarlett, seasick: 0.769015535991
respectful, self-serving: 0.0
get, messy: 1.04259613019
finer, unsanitary: 0.794018255204
fragmented, well-organised: 0.0
stillborn, treated: 1.25629371424
disclosed, heinous: 0.716478490623
substandard, warmth: 0.058285400496
unified, usual: 0.450526580592
apart, strongly: 0.187740089662
handsome, matched: 1.07909449414
presumptuous, single: 0.486461379244
acclaimed, healthier: 0.236216097159
get, sympathetic: 0.763520779025
married, mental: 1.39397815192
dubious, sobering: 1.90867377576
lukewarm, readyto: 0.609007346565
perfect, task-oriented: 0.0
injured, two-fold: 0.0
cross-border, searchable: 0.0
affirmative, holier: 1.39474587938
grouchy, well-documented: 0.0
critical, intentional: 0.991266890472
adopted, worthless: 0.455889356871
nutty, substantive: 1.19253155113
them, uncompetitive: 0.979352084741
distressed, longitude: 0.069911595309
defenceless, deposited: 0.0
polite, stand-alone: 0.0
even-handed, frank: 0.0
lawful, respectable: 1.50772770625
academic, transparent: 0.512547391991
opportunity, trivial: 0.261228329104
cherry, shy: 0.124039020841
lucid, ravenous: 0.676281141361
notably, oldest: 0.426147322989
launching, masterful: -0.389521819557
permanently, recognising: 0.0
laborious, marketed: -0.188681327256
loyal, verify: 0.576283664426
multidimensional, planning: 0.565997769654
delay, loyal: -0.090187610344
dismal, self-sustaining: 0.0
complements, good-natured: 0.0
coming, subject: 0.748555463046
observant, smug: 2.22759772209
released, straightaway: -0.892939761927
focused, painful: 0.449361964442
garbled, ju: 1.1077436418
fast-growing, partially: 0.0
elle, helpless: 0.680847365445
dumber, infected: 1.92500696425
obscene, poppycock: 2.43288505167
controversial, overridden: 1.1613569722
doubt, goodto: 0.0
completed, fundamental: -0.01214406592
doctor, predominant: -0.204670412165
fanta, smallest: 0.10623711359
divided, madness: 0.453096944846
deceptive, potential: 0.633753151437
one-sided, treatable: 0.0
high, racked: 0.781626771876
erroneous, morbid: 1.2137640016
costly, delayed: 2.32575552856
builshit, curious: 0.0
bothersome, loyal: 0.177767586386
compassionate, rank: -0.314780935468
complementary, simplistic: 1.82398754842
beautiful, two-: 0.0
complex, identify: 0.615453599435
excellent, limber: 1.06222355094
notable, unhurt: 0.808629180837
clearer, faultless: 0.857522122296
acknowledged, up-to-date: 0.0
hopeful, moving: 0.863505760995
debatable, idle: 0.750724444115
hence, spontaneous: 1.21970292729
calculated, unaffordable: 0.914903196027
hereby, opportunity: 1.64696178782
enormous, unanimous: 0.562412082214
big, environment-friendly: 0.0
binding, black: 0.616916638862
horrid, self-sustained: 0.0
explosive, heterogeneous: 0.919837203282
believable, retard: 1.02326592395
chickenshit, constructed: -0.060712534377
consideration, subsequent: 0.462928503783
freaky, sour: 1.69694370483
immaculate, out-dated: 0.0
informed, substantive: 1.24522179511
dainty, well-positioned: 0.0
detrimental, free-standing: 0.0
emotional, lunatic: 0.884405773609
cleared, robust: 0.311119260677
intrusive, occupied: 0.630920172096
energetic, furious: 1.67155034967
shitty, usable: 1.30654148838
overloaded, tan: 0.135310818125
many, persuasive: 0.339045477973
incapable, strange: 1.66000801324
counter-productive, second: 0.0
constant, mieux: 0.462630861578
due, idiots: -0.121981573146
pathetic, unfettered: 0.883294131495
emerging, supportive: 0.133431622502
ghastly, nearly: 0.585531759882
harder, moderate: 1.12965427375
compelling, jealous: 0.881887008175
above-mentioned, irritated: 0.0
restored, stagnant: 1.00496682634
talented, unlimited: 0.380676934761
impractical, sustainable: 1.45856910826
clinically, visible: 0.26290527947
-mentioned, inconclusive: 0.0
daunting, jump: 0.597020737975
anticipated, unequivocal: 0.521101611569
inconceivable, wrecked: 1.08841896581
beloved, educational: 0.643289630268
unchanged, unproblematic: 2.36555263971
etcetera, high-ranking: 0.0
built-in, psychogenic: 0.0
incredible, multi-dimensional: 0.0
disappointing, humble: 1.05753164348
hard, neurotic: 0.360832902452
ironic, treated: 0.342988082286
complicit, excluded: 1.71112433058
dirtier, revealing: 0.87205394975
princess, short-term: 0.0
merely, other: 0.820951344131
hon, selective: 0.940978702915
justified, winning: 0.523842428277
pro-active, sultry: 0.0
manageable, targeted: 0.804897410601
acceded, mutual: 1.85071458619
last, misleading: 0.510294649297
dead, especiaily: 0.0
intertwined, like: 0.816224858411
appointed, miscellaneous: -0.290147469046
dark, foul: 0.61788243691
grand, uneconomical: -0.124752970191
minimum, smart: 0.594448079812
generous, interrelated: -0.196135390201
justification, safeguarded: 0.868490821064
ioaded, treacherous: 0.0
allergic, frantic: 1.26101925349
craze, identified: -0.145750512699
nonsense, present: -0.077772053486
