fearful, sobering: 1.47334043333
hurtin, neutral: -0.158004610167
admitted, stupide: 0.0
poor, sweeter: 0.166153068926
masterful, required: 0.27971276667
asinine, judicious: 1.6646165652
almost, nearest: 0.489397577869
-good, north-east: 0
admissible, tricky: 0.75000263971
debate, poppycock: 1.10356374235
end-to-end, reprehensible: 0.0
broader-based, emerged: 0.0
welcome, zesty: 0.995014631098
hence, hither: 1.31837051857
accustomed, hinky: 1.53452028404
foutu, respected: 0.0
installed, undisputable: 0.528097715139
deserted, uneconomic: 2.24234634844
fifth, jolly: 0.249413943252
doubt, newer: 0.247078442946
gruesome, really: 0.062685179411
gratuitous, slight: 1.11594937714
below, prejudicial: 0.061626713433
precious, statewide: 0.266461218379
co-ownership, wide: 0.0
exhausting, receivable: 0.6835315825
darling, elusive: 1.67180784338
easiest, ioyal: 0.0
long-standing, responsible: 0.0
completely, smaller: 0.09444845981
claire, jurisdictional: 0.447877576666
launched, nessessary: 0.0
differently, interim: 0.881290292765
imrtant, judicious: 0.0
this, varying: 0.201138269917
agreed, delirious: -0.463423813436
spectacular, uh-huh: 0.0
non-compliant, timid: 0.0
granted, promptly: -0.362992004318
imminent, sacrilegious: 1.5817770363
cattled, unspecified: 0.0
berserk, sticky: 0.569253568086
constructed, contaminated: 1.83732363987
iovely, unfathomable: 0.0
automatic, perverse: 1.02629797461
non-exclusive, unremarkable: 0.0
arranged, psychotic: 0.19302951327
about, functional: 0.027744907077
jam-packed, noble: 0.0
accessible, deceptive: 0.038538377099
excluded, irrelevant: 2.82578401046
constant, obligatory: 1.52925167113
expandable, sane: 0.315784329081
emphasise, genuine: 0.0
restricted, symbolic: 0.760278552144
manifest, pro-poor: 0.0
described, extirpated: 0.279405765614
shallow, wait: 0.213221205711
inviolable, proceed: 0.620945288667
before, multi-layered: 0.0
hysterical, wondrous: 1.21660386297
certainly, human: 0.444764832373
reiterate, restrictive: 0.321756944254
two-thirds, user-friendly: 0
bright, generated: 0.552197863551
prime, simple: 0.36867812034
iegitimate, intractable: 0.0
serene, wonderful: 2.68287529306
cool, soaked: 2.36522959923
middle, predictability: 0.822040872449
largely, yo: -0.811255531019
thought-out, virtually: 0.0
darn, rad: 2.44490698508
overlooked, unsustainable: 0.575580823511
most, prominent: 1.25007945898
awaken, easy: 0.01703113415
embedded, time-sensitive: 0.0
obscene, syrupy: 1.0516918445
legendary, supported: -0.226285504686
crude, following: 0.380579471524
south-east, straight: 0.0
labour-intensive, minimum: 0.0
absolutely, clearest: 1.11346448448
armed, wanted: 0.486947580771
major, well-managed: 0.0
dumber, vicious: 2.07972424955
responsive, sad: 0.956713022713
born, claire: 1.32520662789
leveraged, traditional: 0.678451364185
nifty, pissed: 0.997644180082
upper, western: 1.80654865432
dead-on, finer: 0.0
by-election, underfunded: 0.0
gracious, unbiased: 1.76567244907
fast-growing, public: 0.0
genuine, humiliated: 0.783260926474
first-hand, omnibus: 0.0
facultative, notorious: 0.13209851237
profitable, supreme: -0.562223771792
badly, tense: 1.38740704022
intermediate, lengthier: 1.17028440735
carsick, slower: 2.5159076889
neurotic, statewide: 0.044667574339
well-informed, yummy: 0.0
hardest, proper: 0.655207129248
cross, distinguished: 0.233452998719
hysterical, numerous: 0.721751007455
off-site, yo: 0.0
novel, refusal: 0.727643981823
l, substantiated: 0.126645386182
perfectly, undignified: 1.18550898634
instrumental, north-east: 0.0
nineteen, psyched: 0.393151218176
curious, existing: -0.142999048616
correct, false: 3.20554337336
legality, unaffordable: 0.470252032239
arbitrary, confrontational: 1.1727655314
anonymous, brightest: 0.465333206264
given, gratifying: 0.814558620047
distinguishable, unnerving: 1.98646668799
shaun, treated: 0.149447011368
establishment, problematic: 0.314866621436
speedy, usual: 1.03657954757
accessible, alright: 0.372984555586
forgotten, hon: 1.69268607901
public, tenuous: 0.503425809238
gender-neutral, stubborn: 0.0
frigid, frozen: 3.04251038487
northeastern, touching: -0.01340283055
broadest, cheerful: 0.095616824276
heavyset, unfit: 0.334622605838
elsewhere, unethical: 0.927630189874
propitious, written: 0.268872996176
blessed, culturally: 1.87995591223
appreciated, unaffected: 1.97518356511
infected, precarious: 0.882780856279
fair-minded, unforeseeable: 0.0
others, round: 0.061693731968
business-friendly, compared: 0.0
expensive, holier: 1.90288069275
sponsored, terrible: 0.065280327639
inter-linked, tough: 0.0
thin, thirsty: 1.96648741969
screwed, visibility: 0.447747090411
business-friendly, identified: 0.0
challenged, crippled: 1.7263108909
sincere, smarter: 1.84803099634
moot, non-competitive: 0.0
at, cost-effective: 0.0
usual, welcoming: 0.890349148845
arguable, justifiable: 3.27158658941
analogous, clever: 1.07123875905
finally, questionable: 0.223183258944
awestruck, start: -0.189458400709
proprietary, sedentary: -0.388813116833
messy, well-controlled: 0.0
female, proscribed: 0.356160301123
dire, identifiable: 0.598303453662
afflicted, younger: 1.24284608203
creepy, under-age: 0.0
integrated, mental: -0.014912640597
probably, younger: 1.05150353445
initial, underdeveloped: 0.505323116793
dull, permissible: 0.974855268212
improving, observant: 0.647849250694
automated, indispensable: 1.45461542978
long-lasting, strictest: 0.0
indecent, soaring: 0.316646105587
10, livid: 0.0
fun, rash: 0.176328034371
considerably, simple: 0.323624660378
sluggish, tense: 2.14914423747
geographically, plenty: -0.213539358093
laborious, scientifically: 1.50374200442
broader, question: 0.796050635277
hideous, limited: 0.554370694721
patchy, there: 1.02460688237
predominant, prevalent: 5.15029055987
delineated, docile: 0.145304077139
contained, sealed: 2.3115431694
fairly, frightening: 0.888983658442
exhausting, physical: 1.52850852907
latter, retrievable: 0.47266590659
gutsy, warmth: 1.17373676719
acquainted, dreamy: 0.402327847731
immersive, useful: 1.10977271764
finer, high-availability: 0.0
glorious, usual: 0.600090982406
policy, wholly: 0.726841471075
addictive, best: 0.480973362887
majeure, mortal: 0.480898149233
lucid, timid: 2.10375615742
referenced, unseemly: 0.966287120848
enjoyable, self-sustainable: 0.0
fearless, impaired: 1.18470088558
felt, often: 0.589526213162
combative, malignant: 1.99180216125
-just, lead: 0.0
fitting, safer: 1.03095251692
selfevident, vague: 0.0
agreeable, overt: 1.29604517432
telling, why: 1.5490836566
insufferable, rank: 0.570096410941
cheerful, stay: 1.39515105998
condescending, knowledgeable: 2.46001443404
egregious, merry: 0.619102186499
batty, perpetual: 1.22268306424
heaviest, invariable: 1.40828567199
fall, strange: 0.406658535958
displacement, vocational: 0.909105269208
keen, knowing: 0.475345891562
ignorant, traffic: 0.251900187201
needless, repeated: 1.20420557748
magical, mesmerizing: 4.37381946626
foutu, telling: 0.0
affluent, well-written: 0.0
especially, unforgiving: 1.62248430315
cost-effectively, unsanitary: 0.0
demeaning, statewide: 0.355762535509
better-educated, ggood: 0
recognizing, seminal: 0.812154685347
aggravated, rehearse: 0.668773109736
grieved, reai: 0.0
based, inhumane: 0.427328650662
economical, find: 1.09924668437
ecstatic, him: 0.678890175742
emerged, well-balanced: 0.0
advised, viewable: -0.039322805968
adversarial, provision: 0.599401813246
focussed, helpful: 1.72528615682
death-proof, security: 0.0
profane, quiet: 1.95164476143
mysterious, uncomfortable: 1.27207881288
dissimilar, muscovite: 0.814733757896
liberal, twelve: 0.363514718749
burdensome, deliberately: 0.49194408336
awkward, elusive: 1.86045960042
condescending, enrolled: 0.147024336908
spatially, speedier: 0.214269214393
interactive, yummy: 1.53080253251
ordinary, self-governing: 0.0
pro-poor, south-east: 0
historic, understood: 0.328953775519
disruptive, headstrong: 1.8114643737
a, oversensitive: 0.0
evolving, irregular: 0.801805329009
donkey, own: 0.800297118964
imprecise, thus: 1.27692263303
somewhere, state-run: 0.0
morbid, though: 0.902901221367
muchfor, paranoid: 0.0
unaffected, unwelcome: 2.28044822282
senseless, weaker: 0.110480710883
clinically, stranger: 0.237782511747
holy, imported: 0.854474510104
beneficial, tolerable: 2.32904290394
comparable, least: 0.991144255003
scarcer, whole: -0.034087307231
impatient, principale: -0.012194425195
crowded, facilitated: -0.334306564393
grave, reiterate: 1.29630219756
other, use: 0.775750292867
high-cost, jack: 0.0
mad, uneasy: 2.27499052042
differing, distant: 0.829472999468
fastest, substantial: 0.322905580437
mind-boggling, problematical: 0.0
displaced, yes: 0.224023495476
sane, utilized: 0.28578125913
lunatic, moody: 1.86218974454
faulty, total: 0.652859001343
happen, unhappy: 0.775780957496
neighbours, shortly: 0.0
extensive, myself: 0.053819343189
disturbing, respendable: 0.0
etcetera, honored: -0.404099219105
envious, non-binding: 0.0
functional, underdeveloped: 2.01798076259
co-funded, likable: 0.0
excluded, hilarious: 0.38368458585
confused, naive: 3.14469771392
missingg, weary: 0.0
slightly, wonderful: 0.099622555506
secured, strictest: 0.774036144433
easy, educated: 1.04808142083
fitting, incredible: 1.54262776153
discrete, heartening: 0.283874521019
operative, sweetheart: 0.427931637021
busted, donkey: 1.22996009636
come, ongoing: 0.668361872497
dope, shy: 0.659815929456
integrated, mama: 0.439997158746
appealing, thorny: 1.03239307781
mortal, need: 0.266874259069
co-ownership, obscure: 0.0
ecologically, steeper: 0.051994140037
knackered, rubbish: 4.2141933155
actual, high-ranking: 0.0
actionable, captain: -0.191024956736
energetic, insatiable: 2.00181059902
babe, undetectable: 0.607851746459
interoperable, presented: 0.346471109094
reciprocal, topic: 0.057564874653
dense, standing: 0.192542080044
healthy, palpable: 0.645369497151
factored, numerous: 0.117877511136
better-iooking, efficacy: 0.0
princess, why: 0.285984107431
ominous, yellow: 1.31653140685
best-known, non: 0.0
asking, vice-chairmen: 0.0
-sorry, superior: 0.0
corrupt, respected: 1.81393031879
inadmissible, industrialised: 0.0
intolerable, looking: -0.031719417252
feasible, peculiar: 1.05129415341
dull, trustworthy: 1.49118157965
so, written: 0.341468717248
completely, tasty: 0.509183659309
liable, rare: 0.565690772798
sweet, undetermined: 0.067961709992
commercial, wondrous: 0.329720994586
allergic, iilegal: 0.0
anxious, retarded: 0.321966462561
aggressive, swearing: 0.358811287927
cuter, pluralistic: 1.09018651744
deliberately, undignified: 1.67152194402
exhausted, state-of-the-art: 0.0
briefly, carefully: 1.53996866016
contentious, dreadful: 0.945163459944
despicable, industrialised: 0.0
monumental, unharmed: 0.076551166297
newsworthy, worse: 2.00907940544
fourteen, vice-chairmen: 0.0
italian, reasoned: -0.04672065349
less-favoured, top: 0.0
cuter, intolerable: 0.309209832793
loveable, seamless: 0.714174580009
coherent, off-putting: 0.0
flourishing, stand-alone: 0.0
ma, unattractive: 0.101406188684
alternative, illustrative: 1.05214214944
bizarre, kosher: 1.35802052494
non-competitive, unofficial: 0.0
determining, inestimable: 1.45564343549
even-handed, find: 0.0
dull, mimi: 0.504619580615
first-hand, sealed: 0.0
quiet, whatever: 0.698753691077
motherfucker, priceless: 0.678871775267
discussion, much: 0.395473723114
constructive, six-year: 0.0
happened, pretentious: 0.534751170031
key, underlying: 1.46696470225
cost-shared, meagre: 0
longterm, pretend: 0.69025030384
deep-rooted, undetermined: 0.0
intelligible, treatable: 2.02348931321
striking, transparent: -0.224619529477
closed, good-iooking: 0.0
carsick, supplementary: 0.518124053722
illicit, slightly: -0.062767661468
multi-layered, separate: 0.0
transitory, unseemly: 1.52601159015
included, off-putting: 0.0
ioaded, open-ended: 0
firm, lye: -0.505029017423
cognizant, deprived: 0.841697126958
homosexual, twenty: 0.642814353737
cleared, endearing: -0.177503186751
illusory, sicker: 1.44877829901
complacent, fragmented: 1.95715635473
nearby, original: 0.178324283886
intricate, whilst: 0.697747231798
outermost, unexpected: -0.129336124702
accepted, hiv: -0.062724229666
northern, through: 0.50053203288
cloudy, immature: 2.05671424409
multi-ethnic, relaxed: 0.0
amazed, individual: 0.251994717208
self-explanatory, unqualified: 0.0
giddy, weaker: 0.735802713401
accomplished, rising: 0.026825300627
gone, prominent: 0.35170804282
ah, proportionate: -0.270818026868
alone, statutory: 0.822571874197
e.g., universal: 0.0
demeaning, forthwith: 1.90467812842
insubstantial, treasured: 0.475598355811
key, strongest: 2.46106308977
determinable, nothing: 1.10071671351
implacable, needy: 0.441601510175
heinous, uptight: 1.0496979821
dickish, third: -0.2484218621
for, wacko: 0.005904823159
darker, selected: -0.723684325997
complacent, stipulated: 0.282325914744
extinct, immediate: -0.218242600034
cordial, reported: 0.32410766134
settled, unanimously: 1.07041385839
also, overdue: 0.704322660477
softer, troublesome: 1.71190117564
demand-driven, self-supporting: 0
undemocratic, untouched: 0.833084195029
uncommon, worst: 0.784908800671
unattainable, yo: -0.686299694099
darker, focussed: 1.41129919975
regrettable, unethical: 3.81307446837
above-board, tall: 0.0
copacetic, fanta: 0.608000417065
affordable, identifiable: 1.01001092638
defenseless, house-trained: 0.0
tragic, unseemly: 2.4663963066
gotta, hollow: 1.1482320553
abysmal, initial: 0.917734161432
overemotional, systematic: 0.882709797909
complements, equipped: 2.8151743244
defensible, therefore: 1.6670013068
blunt, small-time: 0.0
dirty, older: 1.12825249089
insulted, real: 0.248290322241
compensable, selfevident: 0.0
smartest, worthwhile: 1.66820016336
grieved, inoffensive: 0.609758815723
brainless, miscellaneous: 1.19158873871
compact, idiotic: 0.215726749072
practically, ripe: 1.23926642342
human, justiciable: 1.47763256852
fast, wider: 0.51644719245
properly, seventh: 0.135201330628
deepest, sloppy: -0.116025781708
commensurate, definitive: 1.03233066359
classy, fluid: 1.33288874033
exhilarating, ghastly: 2.03760501708
positive, transnational: 0.475094049635
conclusive, immense: 0.3039256732
extraneous, marine: 0.76279657408
knowing, righteous: 1.30941021621
circumneutral, moderate: 0.0
unnatural, withdrawn: 0.819420724946
blow, wide-ranging: 0.0
eager, inquisitive: 2.45421904941
favorable, thicker: 1.4674444385
elle, weii: 0.0
conclusive, hairy: 1.13245319017
proper, wiser: 1.14400630301
profound, with: 0.298079205761
braver, than: 2.69463786749
moister, trippy: 1.81854332315
bravest, eccentric: 2.029134683
binding, repeating: 0.717535218914
enrolled, insubstantial: -0.725993341328
johnny, receptive: -0.45430284614
adjacent, dense: 1.43329097973
high-ranking, lucky: 0.0
reprehensible, thirsty: 0.486089124224
idiot, overwhelmed: 0.460415591159
forgotten, political: 1.03716079132
here, this: 1.49476475459
shut, uneasy: 0.449742744319
fella, unpredictable: 0.086584698075
shit, unwarranted: 0.892058252862
declared, unambiguous: 1.52935082706
disparate, malicious: 1.24857376976
determinable, idle: 1.00790891152
burned, moist: 1.68947387072
-surprised, promising: 0.0
sentimental, worse: 1.09361874442
presentable, sleeping: 0.890976842463
constant, shit: 0.484405937591
insupportable, tailored: 1.15060881456
breathtaking, extensive: 1.45315152062
locked, nude: 0.619757553273
