terse, try: 0.19331108423
anymore, crystal-clear: 0.0
defective, heavy-handed: 0.0
mature, miniscule: 0.329553778428
calming, unstable: 1.55547522603
refusal, unjustifiable: 2.21931157786
cross, massive: 0.476392267989
archaic, exposed: 0.41922308893
bereft, time-sensitive: 0.0
hardto, innumerable: 0.393816742094
modified, stiff: 1.00053595057
inconclusive, well-placed: 0.0
north-west, unaltered: 0.0
fools, wondrous: 1.69847191037
differently, spoilt: 0.0
bad-looking, rarest: 0.0
fucked, pretty: 2.60160282885
heartbroken, obstinate: 2.13714517427
horny, insatiable: 3.77349932445
atrocious, specify: 0.116725641338
cost-effectively, registered: 0.0
all-out, bygones: 0.0
ggood, monthly: 0.0
richest, threaded: 0.126301194844
humane, personally: 1.35940541828
best-known, illustrative: 0.0
cognizant, modernized: 1.14070272794
closed, shocking: 0.696120083538
checked, together: 0.237924587688
adapted, resistant: 2.37053024099
magical, needy: 1.49581363767
abused, treasured: 1.78306329842
boy, preceding: -0.063165356937
problematic, quoted: 0.068903061586
denser, less: 2.62744741005
inefficient, re-appointed: 0.0
positively, shocking: 0.814884118616
rigid, time-consuming: 0.0
phenomenal, tolerated: -0.007063432932
all-embracing, prompt: 0.0
high, unconditional: 0.183077156018
macabre, monstrous: 2.96394140614
counterproductive, lucrative: 1.53659921247
frantic, unharmed: 3.37873603427
cozy, impossible: 0.497996637845
defined, nascent: 0.977131659719
distributed, hardworking: 0.403395435521
counterfeit, logical: 0.006451767952
brutal, compulsory: 0.965461579798
chubby, creditable: 0.348829905929
cautious, transnational: 0.680777469707
afraid, co-operation: 0.0
all-inclusive, profitable: 0.0
foreverything, like: 0.0
hostile, say: 0.614692908402
quickest, simillar: 0.166916528267
instead, non-specific: 0.0
awful, time: 0.929442867998
distracting, self-sufficiency: 0.0
ubiquitous, utopian: 2.10442894559
overt, volatile: 1.31154990419
cruel, inter-related: 0.0
prevalent, security: 0.181196913312
binding, rubbish: 0.564149662677
narrower, undemanding: 1.22385641389
low-skilled, pervasive: 0.0
clearly, persuaded: 0.18728717845
all-out, large-scale: 0
need-to-know, quick: 0.0
multifaceted, u.s.: 0.0
minus, off-the-record: 0.0
despicable, joyous: 1.68553218494
deplorable, patchy: 1.78989762402
fifth, pragmatic: -0.030120039132
furthermore, re-established: 0.0
contemptible, lately: 0.882099293323
naked, neighbours: 0.0
absolutely, as: 0.303090412159
exclusive, western: 0.538204916981
similarly, value: -0.037956652292
consolidated, democratic: 1.08171716336
co-financed, gross: 0.0
carefully, turned: -0.232884464749
droll, intriguing: 2.62641668317
given, innovative: -0.163842472256
bigger, confusing: 0.925853379309
ample, reinforcing: 0.387829041801
furious, inconclusive: 1.15063730041
foul, supreme: 0.234833995831
provisional, teeny: 0.038671704992
comercial, seminal: 0.008639447462
likable, wasted: 0.719759253895
closest, salutary: 0.432098096189
alternative, multi-ethnic: 0.0
solid, uppermost: 0.522149691562
generic, yesterday: -0.228446911233
flaccid, honorable: 1.06770910656
thin-skinned, wealthy: 0.0
aggravated, sweet: 0.144831243349
actively, start: 0.51929621497
impoverished, satisfied: 0.248083965869
dandy, vice-chairman: 0.0
innovative, same: 0.220259570123
day, ill-treated: 0.0
opportunity, unhappy: 0.499492254428
mental, telling: 0.692055424384
false, unaltered: 1.23867623965
christian, risky: -0.42975923966
introduced, typically: -0.289887590112
objective, occurring: 0.517114902141
convinced, unbecoming: 0.63112036151
born, dying: 2.09847450756
goofy, stuffed: 2.4237673499
attainable, healthier: 2.57035832082
firmer, neglected: 0.769108227148
marginal, persuaded: 0.589369237224
foremost, undamaged: 0.300975269393
need, unappy: 0.0
hot, unreal: 0.564829175189
action-oriented, democratically: 0.0
reduction, these: 0.831956485069
by, multiple: 0.284385715741
breathtaking, unbecoming: 2.22624835051
straightforward, unnatural: 1.02448979936
distressing, frozen: 0.103391127662
searchable, starker: 1.14858871848
exemplary, unheard-of: 0.0
immediate, zesty: 0.504504844268
flexibility, good-natured: 0.0
iovely, lifelong: 0.0
environmental, subject: 0.728793521936
opportune, unanimously: 0.490582402858
careful, fifteen: 0.259875662576
co-financed, comparable: 0.0
blurred, laborious: 1.78944961117
planned, repeating: 0.042620562296
aging, believable: 0.726017594153
bigger, sooner: 2.92989226173
geographic, one-sidedly: 0.0
chilly, continuous: 0.000674163581
displaced, ourselves: 0.456455526091
others, reduced: 0.36506683926
export-ready, pathway: 0.0
non-discriminatory, remaining: 0.0
courteous, missy: 1.82473958798
refundable, secretive: 0.546557603688
clearest, longitude: 2.51905613303
fools, note: 0.784423633394
consistent, long-standing: 0.0
boring, highest: -0.369530920976
belle, meager: 0.329778845098
obnoxious, personalized: 1.07955805177
compliant, off-putting: 0.0
alia, bogus: 0.015418203501
note, ridonc: 0.0
distant, parched: 1.92997110816
accessible, satisfied: 1.32845913121
listed, remote: -0.07856860445
amazed, co-ordinated: 0.0
personalized, unimaginable: -0.019468217328
economic, nobler: 1.10688491117
adversarial, shoot: 0.582606844439
expanded, inadvisable: -0.212669625918
distinctive, wrong: 0.341125203089
next, severely: 0.054125787236
in-progress, obscure: 0.0
fanta, professional: -0.06603730147
checked, discussion: 0.431717258561
home, observed: -0.08958285964
nathan, talented: 0.295952236718
derisory, dying: 1.06747013406
forgiving, subsidized: 0.659217888201
seen, sexy: 0.681120046605
like, wild: 0.90983083007
calm, unitary: 0.864111382669
all-inclusive, doomed: 0.0
breathe, more: 0.606033970773
briefly, neurotic: 0.333415652342
perfectly, wicked: 1.80283003271
envious, prohibitive: 1.37909014937
less, touchy: 0.717534533879
excellent, petite: 0.360379103408
forceful, monitored: 0.065111593457
hideous, restored: -0.25827906167
demeaning, flicka: 0.0
enhancement, meaner: 0.190303484534
co-financing, gaunt: 0.0
dodgy, flaccid: 2.98218649171
sedentary, spatially: 2.9633958667
short-lived, wary: 0.0
grisly, subtler: 1.77766864563
crushed, recheck: 0.224487463971
ambiguous, easiest: 0.457124153952
ill-equipped, impoverished: 0.0
sounder, woolly: 1.04801374364
cost-effectiveness, thoughtful: 0.0
scandalous, valuable: 1.45687003184
commonplace, hardto: 0.174098284186
moderate, terrible: 0.776023482993
completely, crowded: 0.037779803401
advantageous, generated: 0.706986318927
wetter, wished: 0.802146147644
deserved, strained: -0.528818193663
case, propitious: 0.272972979779
even-handed, unhealthy: 0.0
beneficial, inexplicable: 0.393350117825
accountability, right-handed: 0.0
becoming, geek: 0.851992217501
fancy, heavy-handed: 0.0
mistreated, outnumbered: 2.95591583037
adamant, diligent: 2.00182213026
fearful, momentous: 1.02624596807
lifelong, standard: 0.371979581321
gullible, om-mazing: 0.0
kid, over-optimistic: 0.0
righteousness, up-to-date: 0.0
last-minute, shallow: 0.0
practical, yellow: 0.315488869263
obliged, self-evident: 0.0
know, stunning: -0.046792624424
cohesive, tenuous: 1.62125376092
naturally, trivial: 0.925824513509
2nd, free-standing: 0.0
periodic, visible: 1.36541637162
immature, understandable: 1.7341039431
ferociously, wrongful: -0.005394965971
arbitrary, twelve: 0.430944817666
bulletproof, comprende: 0.472451305266
strained, unrelated: 1.3841224073
black-hearted, twice: 0.0
subsidized, with: -0.233478305401
demand-driven, lately: 0.0
adjacent, tricky: 0.094910495822
candid, reaching: 0.072405837061
right, simply: 1.12570505467
typical, unjustified: 0.624743131023
partial, shorter: 1.69330124936
counterfeit, inter-linked: 0.0
attainable, overheated: 0.384844387583
eleven, intrusive: -0.665402204374
alia, furious: 0.09801501507
in, ioaded: 0.0
awake, laborious: 0.941673068961
down, warranted: 0.185441655821
counter, elegant: 0.52151199079
approved, non-partisan: 0.0
laughable, unchanged: 1.13601250252
eager, pilot-tested: 0.0
intentionally, stress-related: 0.0
inflexible, tolerable: 1.40742992217
domestic, invested: 0.407443901425
balanced, incalculable: 0.009829320965
comfortable, flammable: 1.5089109537
further, legit: 0.461328571635
added, stringent: 0.306148808004
exactly, infeasible: 0.325954187849
drastic, time-consuming: 0.0
shocking, technical: 0.128827891909
especiaily, self-governed: 0
most, unsavory: 0.500247185283
hour, notable: -0.041313938812
dainty, pathetic: 1.49035148869
launching, realist: -0.743480338228
wounded, year: 0.707098519017
mum, smarter: 0.794773439453
hands-on, proactive: 0.0
outermost, static: 0.857980429055
industrialized, tailored: 1.15580318998
frigid, use: 0.000585952861
acknowledged, incompatible: 0.876682332928
graduate, il: 0.006099083635
celebrities, transitional: -0.019947458781
bored, negative: 0.314710605152
sinful, untouched: 1.246621844
shy, vast: -0.025487003295
firm, preoccupied: 0.277150541504
interactive, moving: 0.358962562396
cloudy, simplifying: 0.310569366642
disappeared, unconventional: 0.199666892897
academic, smarty: 1.04877300795
comfy, in-depth: 0.0
contemptible, unreal: 2.73355078749
advanced, ambiguous: 0.574156377556
by, find: 0.145777743724
unemployed, well-reputed: 0.0
adaptable, inoffensive: 2.76515943413
cowardly, tremendous: 0.689933316818
marked, up: 0.140339664138
recurrent, unharmed: -0.427532039572
established, wealthiest: 0.291594701584
announced, memorable: 0.013148123396
immense, well-represented: 0.0
across-the-board, multi-threaded: 0
awol, selective: 0.002861000587
blessed, preponderant: 1.34346339607
crushed, nessessary: 0.0
cheery, happiest: 2.525243872
excitable, west: 0.068345699149
agreement, naturalistic: -0.367057830654
defunct, detrimental: 0.032419338554
impractical, regretful: 1.54512384835
braver, sing: 2.20408666228
cute, obliged: 0.211302257765
-ready, administered: 0.0
exhilarating, giddy: 3.4699931064
freak, inferior: 0.913430080575
fundamental, mieux: 0.688429493203
died, spectacular: 0.474859784821
scarlett, shifty: 0.684811454061
exact, explicit: 1.47936680369
north-east, repulsive: 0.0
simply, wonderfui: 0.0
scientific, upbeat: 0.335691590311
leading, uncanny: 0.522344356532
considerate, friends: 2.16498967988
correctly, drunken: 0.478796864807
slow, that: 0.566812548942
constrained, shy: 1.16151405266
-just, inclusive: 0.0
bone-dry, muted: 0.0
hourly, massive: 0.336170021851
also, convinced: 0.31479255535
self-serving, well-armed: 0
stylish, well-prepared: 0.0
clearly, necessary: 0.573558015044
nosey, zero: 0.0
gruesome, jurisdictional: 0.494942848834
formerly, respectable: 0.062990970022
rapid, unexceptable: 0.0
skint, valuable: 0.605469536777
inconsequential, thin: 1.44144964387
succeed, unthinkable: 1.29048208295
him, unknown: 0.652699986503
dearer, euphoric: 0.77092458308
crippled, notified: 0.48170949333
planned, privileged: -0.060495659842
multidimensional, rock-hard: 0.0
nominal, updating: -0.096763922512
elsewhere, hip: 0.160518430182
berserk, light: 0.193071027614
invisible, unremarkable: 2.9776183379
aggravating, desperate: 1.40070406931
endemic, self-aware: 0.0
many, professionally: 0.738270229149
johnny, non-partisan: 0.0
interwoven, underprivileged: 0.770384514352
administered, this: -0.217286038038
overweight, turbulent: 0.01095197909
deliberate, north: 0.114926575117
participants, wide-ranging: 0.0
completed, enhancement: 0.582243005315
progressive, workable: 1.83246649913
shaun, symmetrical: 0.447106434726
cheapest, pitch-black: 0.0
david, standard: 0.066468517341
formerly, unhealthy: -0.083323555238
awaken, highest: 0.24168370398
sufficiently, taller: 0.070814439613
crowded, individual: 0.255221553415
immoral, overloaded: 0.750137843199
average, cohesive: -0.041348884659
few, uncontroversial: 0.808494239916
coming, maximal: -0.28172691468
stupider, unable: 0.456270355045
squat, wing: 1.19815929311
distracted, included: 0.756751839996
indiscriminate, periodic: 1.463619313
improvement, woken: 0.109128132528
laughable, tall: 1.27088466093
conservative, deliberate: 0.586346733626
reduction, uniformed: 0.952423065777
encouraging, six-year: 0.0
heterosexual, modified: 0.886428251837
genius, opportunity: 1.0576888732
mandatory, terse: 0.586399982579
infamous, losin: 0.59100170522
modest, sober: 1.53049339152
poppycock, unclear: 0.182975046997
unprecedented, unusual: 3.11381095717
exaggerated, neutral: 0.811773459144
cruellest, daily: 0.64333092966
sticky, undecided: 1.01699744983
technical, underdeveloped: 1.09136570221
committed, youth: 1.00561505945
cardinal, overripe: 1.18815651513
treated, vain: -0.151734427757
exact, subdued: 0.343610185366
entertaining, them: 0.81487430582
pressing, worded: 0.990076525098
!, worthwhile: 0.0
internal, sounder: -0.079511471073
baseless, needy: 0.657880426121
called, pitiable: 0.167625529136
amazing, seasick: 1.78833664131
darkest, documented: 0.873271425049
prosperous, unimportant: 0.310472012248
deeper, naked: 0.422953200333
illiterate, timelier: -0.220847644409
clear, unrelated: 0.634469598148
horrid, wonderfui: 0.0
judicious, lonesome: 0.150614542794
buoyant, middle: 0.356735823418
secured, uniformed: 0.219831098726
perverse, wicked: 2.9445867899
accuracy, circumspect: 0.853709865847
shielded, suicidal: 0.191237297851
gotta, gracious: 1.38690563684
interactive, safe: 0.815369067455
advanced, fluid: 1.38163210027
comprehensive, unforgiving: 0.832837063213
irritable, terrorized: 1.79811207528
bullshit, daft: 3.55651873265
bankrupt, opening-up: 0.0
common, terrified: 0.389307110639
female, superb: -0.003358245107
amazing, vague: 0.318862290677
extensible, tremendous: 0.764116159292
growing, previous: 0.2711815448
rock-solid, us: 0.0
older, treated: 1.20029022604
changed, live: 0.689545405081
fatal, manifest: 1.36384277897
fulfilled, insurmountable: 1.97567293454
educational, well-placed: 0.0
doable, mandatory: 1.88858597278
vigorous, well-targeted: 0.0
industrialized, yellow: -0.123929518975
dirtier, mighty: 0.720423466252
blurry, inconsistent: 2.6756476715
unacceptable, well-treated: 0.0
nearly, unwise: -0.154542609893
feeble, well: 1.00173058477
embarrassed, quickly: 0.903014858448
panicky, remote: 0.766116699237
noteworthy, subtler: 1.94785290395
omnibus, on-going: 0.0
funnier, searchable: 2.22851846966
populous, problem: 0.742251315274
simplified, sleepy: 0.445857165375
obliged, unscathed: 0.55901828067
inestimable, predictable: 0.211462741791
frightening, hardworking: 0.617164381521
dry, scarce: 2.76946441578
cognizant, on-going: 0.0
housebroken, iittle: 0.0
balanced, whassup: -0.019426048381
comfortable, frank: 1.70445630616
extant, modified: 1.61973134617
damaged, geographic: 0.253520992943
rigorous, vain: 0.436586364037
female, pitch-dark: 0.0
flagrant, stepped-up: 0.0
certain, school: 0.215580590259
deserted, linked: 0.958341382743
desolate, meticulous: 0.9011029359
funded, readable: 0.985459975359
described, warranted: 0.415770880093
slightly, slow: 1.50231252012
full, horseshit: 0.915524802259
3rd, increasing: -0.173567987717
memorable, well-armed: 0.0
blinded, envious: 2.5290548313
sharper, well-documented: 0.0
quickly, rationalized: 0.85161417112
bonnie, queer: 0.896020472763
collective, meticulous: 0.666733799261
do, shit: 2.11976189079
everybody, magical: 1.2752716272
categorical, rusty: -0.584641631324
adamant, observed: 0.82224609869
exquisite, typically: 0.331034241952
high, nouveau: 0.563867580619
conclusive, mama: 0.608752183954
hostile, seductive: 0.727922985973
holistic, normal: 0.955803672057
-just, evil: 0.0
entitled, next: 0.428615857779
flawless, microscopic: 1.95559834717
practice-oriented, repelling: 0.0
