adapted, marketed: 2.89288611474
intolerable, psychotic: 2.30721825796
cost-effectively, nuts: 0.0
larger, notified: 0.521041233001
soft, someday: 0.181829325647
accountability, psycho: 0.762354230434
multifaceted, rotten: 0.006282250378
breathtaking, preposterous: 2.44561543489
overkill, solemn: 1.23242556252
bothersome, imperceptible: 2.55664537145
specific, three: 0.814199954319
pitiable, self-contained: 0.0
conventional, exposed: 0.698694923444
diversified, dreamy: -0.102526163342
increasing, rehearse: -0.273361303924
come, discretionary: 0.211164674177
breadth, perpendicular: 1.56700928271
instable, luckier: 0.209211841414
integrated, sugary: 0.026826038931
legal, obstinate: 0.472257463918
diminished, toasted: 0.966888454678
almighty, naked: 1.13031636689
-sorry, blurred: 0.0
ample, technical: 0.64746547657
reconcilable, safeguarded: 0.504309380535
died, lowest: 1.1362040961
hypersensitive, long-lasting: 0.0
reported, scary: 0.508327505027
central, underdeveloped: 1.71694002164
notable, rewarding: 1.60749953101
arranged, duty-bound: 0.0
inexpensive, suitable: 2.55250504709
operative, supplemental: 0.15731095938
finicky, lenient: 3.15955173994
first-class, powerless: 0.0
extirpated, iilegal: 0.0
emerged, fuzzy: 0.762084181813
geographically, northeastern: 2.47485414572
integrated, unconditional: 0.578090666074
counter, worthless: 1.08070281803
abnormal, exhaustive: 0.736300135728
oversensitive, unappy: 0.0
school, wealthy: 0.796230652057
aggrieved, clerical: 0.243669443984
longitude, milder: 0.418242372138
compliant, liquid: 1.61325568668
poisonous, sponsored: 0.34801894598
inadvisable, superior: 0.61510265185
hands-on, thankful: 0.0
faulty, inhumane: 1.60395185396
naive, relevant: 0.949462475415
else, unattainable: 1.14857619734
-lnteresting, faster: 0.0
agreed, momentous: 0.188054590476
darker, deliberate: 0.802916200873
compensatory, reyes-torrena: 0.0
deader, nutty: 2.76967529059
evil, thoughtful: 1.27197104521
incomprehensible, warmest: -0.257506409338
commendable, homosexual: 0.625446611486
indebted, one-sidedly: 0.0
lye, ungrounded: -0.441248774439
frequent, moist: 0.895541701179
bro, self-sufficient: 0.0
awareness-raising, competitive: 0.0
fried, max: 0.363972570231
doubtful, thin: 1.47698124209
envious, pleasant: 2.19415860832
fragmented, untraceable: 2.11166439209
severely, unqualified: 0.585891791357
proud, soft: 0.056332769752
booming, narrow: 0.517338859622
all-important, polluting: 0.0
cruel, predictability: 1.37575911358
old, world-wide: 0.0
shortly, vigilant: 0.043331025724
captain, marvellous: 0.0
punchy, required: 0.356418934156
hooked, transparency: -0.694500927684
pray, unanswered: 0.4254795168
defenseless, strengthened: 0.589802126758
daily, sonny: -0.582928650284
illogical, teeny: 0.736653075834
apologise, awestruck: 0.0
embedded, off-the-record: 0.0
historic, smitten: -0.014134141731
do-able, forever: 0.0
pushy, senseless: 0.944471188162
fast, observant: 1.24360413859
distracted, sacred: 0.152740023588
uneven, ungrounded: 0.779574262891
folks, progress: -0.021062711019
challenges, desperate: 0.478473119586
cooperative, lit: -0.255159801576
insulting, troublesome: 1.49203823502
david, rogue: 1.02237461574
repayable, symmetrical: 1.0674641026
emphasise, scaleable: 0.0
inter-linked, unlikely: 0.0
anyway, unsolved: 0.284679547477
carsick, damp: 2.60873821895
momentary, useful: 0.653173173132
demeaning, simple: 0.944918503711
deepest, loud: 0.626873633588
rugged, south-east: 0.0
personal, well-defined: 0.0
darkest, uneconomic: 0.945490615273
unavailable, uptown: -0.160126637784
fairly, omnibus: 0.625741837283
acceding, il: 0.075043969037
cheap, newsworthy: 1.75405922561
democratically, uneasy: 1.13052829504
ill-conceived, temporarily: 0.0
happier, muchfor: 0.0
chilly, gloomy: 4.81383269047
abolitionist, respendable: 0.0
desperate, reinforcing: 0.478879035119
carmela, merciless: 0.0
day, registered: 0.48933620619
courageous, prettier: 0.48736487758
brittle, dying: 1.18085149263
inquisitive, treatable: 1.02133229026
understand, vice-president: 0.0
alternative, smoother: 1.402499881
comin, visual: 0.572070495596
blind, fall: 0.658855661362
inappropriate, simillar: 0.293665991214
lighter, violated: 0.529998684624
generalised, relentless: 0.0
non-transparent, unattractive: 0.0
cultural, inaudible: 0.136338692922
hasty, valuable: 0.863617328489
kind, launched: 0.700120311308
unavoidable, unavoidable: 6.67338658638
poverty-stricken, refusal: 0.0
asshole, promising: 0.107185183141
provided, uncommon: 0.006368567413
abolished, issue: 0.959332354735
curious, sleepy: 1.85970688889
illicit, mid-: 0.0
alert, germane: 0.256646956722
based, right: 0.182423967924
meaner, transitional: 0.179318386767
smartest, total: 0.193490612824
human, regularly: -0.362364322475
extra, innocuous: 0.651011089036
hurt, urgent: -0.259242866147
best-known, grand: 0.0
counter, fun-loving: 0.0
prejudicial, vegas: 0.03158255587
administered, prohibitive: 0.582263644573
flawed, suck: 1.47020665415
bleak, neat: 1.33746291569
come, manufactured: 0.630330461097
prescribed, unsuitable: 1.73637500443
financed, slightly: -0.087546676538
continued, mere: 0.466001095507
periodic, stylish: -0.486686071489
dre, fragmented: -0.111448288985
comprende, rugged: 0.13253362364
cooler, understood: 0.072751837451
confusing, merciful: 1.26318821531
audacious, concise: 1.08191560898
largely, valued: 0.060530271699
emaciated, interwoven: 0.743410297621
delighted, underway: 1.01967582135
comprehensive, monitored: 0.744116287804
inalienable, tedious: 0.194177470286
convenient, non: 0.629073395611
lethal, ten: 0.374793836958
juicy, narrow: 0.894771017429
inter-related, kidding: 0.0
geek, onboard: 1.11038814833
builshit, buoyant: 0.0
indisposed, solid: 0.492532619433
admirable, decisive: 1.57381598934
quickest, science-based: 0.0
normally, perfectly: 1.54230340425
nouveau, white: 1.00378845316
honorable, scientific: 0.722011860022
topnotch, yes: 0.220084172674
optimum, self-supporting: 0.0
pluralistic, satisfied: 1.03819052186
liable, sooner: 1.08028336437
race, steady: 0.210308311699
gruesome, moving: 0.403444264991
evil, related: -0.063513543369
incorrect, shy: -0.414659037829
vocational, warmer: -0.046023315912
narrower, stoned: 0.630986362357
delicious, u.s.: 0.0
innovative, toxic: 1.01673635888
elevated, remaining: 0.528436187466
loveable, someday: 0.791446288418
co-financing, mighty: 0.0
apologise, diminished: 0.0
hard-pressed, worthwhile: 0.0
fabulous, yo: 1.18067850275
rife, rusted: 1.13718070995
elegant, fuckin: 0.43400626096
coordinated, probably: 0.162981461797
bottled, unhealthy: 1.38363219775
creditable, savage: 1.39446734418
environmental, inactive: 0.334477304577
explicit, well-placed: 0.0
ambiguous, cited: 0.777421300501
manifestly, well-armed: 0.0
contaminated, well-armed: 0.0
crummy, useless: 2.60148576407
certain, ineffective: 0.807038931717
apt, snappy: 2.567270662
alert, nutty: 1.00653724371
scheduled, sketchy: 0.604422427649
personal, unconvincing: 0.679357135937
absurd, house-trained: 0.0
absolute, dynamic: 0.407585698032
efficient, final: 0.033923321586
pushy, uptight: 5.73661434042
soothing, unsettled: 1.58507964943
romantic, sacred: 2.28592847011
abundant, happy: 0.660550895475
self-governed, unsustainable: 0.0
battered, brief: 0.583568188866
hence, unsettled: 0.292741233062
irresponsible, nice: 0.731769354672
blinded, imrtant: 0.0
divided, naive: 0.702887655054
faithful, here: 0.582771761851
envious, heavyset: 1.73561811964
farther, fertile: 1.47855799611
holy, unsolved: -0.212885649419
alike, bankrupt: 0.411182596818
off-putting, unfathomable: 0.0
impartial, ultra-hazardous: 0.0
life-long, populated: 0.0
matched, viable: 0.162388459456
non-competitive, thriving: 0.0
distressing, every: 0.643344848204
crippled, marine: 0.660043401889
reported, trippy: -0.258989733303
installed, specify: 0.608843443214
aggressive, vice-chairman: 0.0
flashing, usable: 0.650441717109
fun-loving, unpredictable: 0.0
horrific, necessary: 0.445250021235
trained, unemployed: 1.78522601875
awestruck, fantastic: 2.42392617372
defined, wierd: 0.452816249117
contaminated, susceptible: 2.56497830173
absent, chubby: 0.400324885128
retail, valuable: 0.34944152127
interestedin, mesmerizing: 0.0
fiine, mild: 0.0
interminable, swift: 1.00156362117
david, meaningless: 0.414028854407
narrow, vested: -0.430145162523
kosher, removed: 0.179248699265
forthwith, interdisciplinary: -0.93468840875
superior, sympathetic: 1.007058656
given, intact: 0.333261794049
strict, welcomed: 0.882971579797
disconcerting, steeper: 1.71601118034
finicky, off-the-record: 0.0
interrelated, terrific: 0.593981785294
becoming, by-election: 0.0
hopeful, sing: 0.6878692004
soft, strengthening: 1.63445522407
goofy, voluntary: 0.173040716486
cumbersome, ravishing: 1.014608982
busted, poor: 0.483466263444
insured, teeny: 0.245420043468
abnormal, belle: 0.105928104626
forgiving, stupid-looking: 0.0
northeastern, realizing: -0.000667371736
egotistical, unachievable: 2.29490328806
treatable, wing: -0.255219511763
disappeared, distressing: 0.979513123542
opportune, there: 0.940031017628
by-election, sing: 0.0
cruel, regulated: 0.891219930316
fucked-up, gotta: 0.0
multi-ethnic, panicked: 0.0
comprehensively, enchanting: 0.765189298786
clarified, preoccupied: 1.0861009053
long, taller: 0.204013162578
gloomy, unjustifiable: 0.696868172344
belle, own: 0.424248883139
increased, timely: 0.433514481117
accordingly, developing: 0.317452157444
blameless, unproblematic: 2.64551253899
amiss, weaker: 1.30757480758
riveting, somewhere: 0.464490800397
topic, unendurable: 0.42925325078
primary, recheck: 0.922620436395
foreseeable, greater: 1.04916608256
lengthy, reachable: -0.141246371167
criminal, safeguarded: 1.04316976278
concluded, sold: 0.355045835187
self-governing, sweeter: 0.0
accessed, teeny: 0.319355376164
challenging, confusing: 2.4789912614
pristine, tired: 0.077239281528
benign, crowded: 0.711468699312
dickish, neurotic: 3.08313697223
-, opening-up: 0
physically, squat: 1.764742404
calculated, longer-term: 0.0
manifest, recently: -0.116791556051
general, noticeable: 0.536285651882
adversarial, as: 0.251815194757
reassuring, though: 1.33188298366
divergent, fuzzy: 1.94701422868
asinine, lethal: 1.23288636319
neglected, workable: 0.6525151389
hungry, underfunded: 1.61249244233
complex, poorest: 0.358059628951
instable, modern: 0.985019685252
gifted, lasting: -0.037952026048
co-dependent, successful: 0.0
forthcoming, humiliating: 0.340494396937
administered, freely: 0.647783747104
intolerable, irreconcilable: 3.7263935998
granted, obese: 0.401521119691
immaculate, indefensible: 1.44889111856
suited, unavoidable: 0.966362315623
irrelevant, reasoned: 2.07126675513
bothersome, strongly: -0.15848653134
nigeria, reassuring: -0.138589540222
awesome, customary: 0.314893660579
older, well: 0.618498598266
grave, workable: 0.736250959193
luckier, rare: 1.11297605627
counter-productive, unsound: 0.0
multicultural, selfevident: 0.0
get, high-quality: 0.0
truer, untraceable: 0.79298958874
only, smallest: 1.77189169428
ever-changing, wet: 0.0
determinative, painless: 0.50885927714
promising, vis-: 0.0
deserted, well-served: 0.0
reconcilable, well-educated: 0.0
ill-conceived, remote: 0.0
clearly, purer: 1.09713884665
delicate, tailor-made: 0.0
human, tight: 0.571370256732
cancelled, intensive: 0.0
especiaily, mature: 0.0
adaptive, bull: 0.134746281763
jumpy, unavailable: 0.892397210863
entitled, excellent: 0.943518338945
onerous, rapid: 0.893840638917
generalized, self-financing: 0.0
appreciated, improvement: 1.39580326333
scalable, successfully: 1.18785364246
co-chairperson, thoroughly: 0.0
handled, trashy: 0.261276835854
controlled, far: 0.441866680282
get, oldest: 0.191717367054
living, remarried: 3.09329402747
get, high-availability: 0.0
deductible, hypersensitive: 1.09118820696
a, fraudulent: 0.0
indisposed, superior: 0.925489956874
defenseless, negligent: 2.02732396011
arbitrary, highest: 0.938339047928
grim, scarce: 1.93429239688
decisive, seamless: 0.90977267945
inadequate, paranoid: 1.93468756295
executed, preoccupied: 0.635929751258
bureaucratic, equitable: 1.32292777332
attended, greedy: 0.019083167307
facilitated, turned: 0.94272380446
complimentary, warned: -0.110534469458
middle, proscribed: -0.549483003957
preposterous, responsibility: 0.688433241459
finite, useless: 1.83890598948
ominous, turbulent: 1.98672215697
destructive, heartfelt: 0.805420499419
flourishing, shocking: 0.879723722453
asking, comfortable: 0.723274518846
gross, substantial: 1.93375960952
distressed, finally: -0.057238393414
broad, proprietary: 2.03735134676
distinguishable, implausible: 2.56944756542
compulsory, induced: 0.285893824145
docile, exact: 0.284240736239
longer, surreal: 0.037849529532
leave, medium: 0.025079550272
realizing, undesirable: 0.767557748065
asking, lookin: 1.67197370682
broadest, typically: 0.59735343526
stale, written: 0.48526247204
mistreated, sane: 1.19751713178
cost-effectively, unacceptable: 0.0
debatable, tolerable: 1.89876427316
presently, significantly: 0.506687662377
attractive, freely: 0.677760494331
justification, scarlett: 0.359505139543
disastrous, glamorous: 1.61037947948
cost-effective, private: 0.0
patronizing, sappy: 3.12813034214
delineated, elaborate: 1.28609150784
alternative, instead: 1.64342009311
becoming, relatively: 1.25752277386
frantic, further: 0.39571857559
essential, scanty: 1.42312668524
interwoven, major: 0.930154218853
moister, unchanged: 1.24957071936
qualified, rapid: 0.319662799507
neat, unwell: 0.645663226157
nonsensical, sexy: 1.18607432621
nigh, unfathomable: 2.07344332212
horrible, shot: 1.13367841839
especially, unscathed: 0.343149811237
few, forlorn: 0.896260821743
multidimensional, nicer: 0.951497438948
efficacy, exclusive: 0.565740325585
challenged, fluid: 0.243407410887
forthwith, infected: -0.223791261781
idiot, issued: 0.454445141818
fledged, shaky: 1.29103628387
exciting, topical: 2.11915437774
foremost, susceptible: 0.208031713785
killed, principale: 0.152356477819
crowded, even-handed: 0.0
e.g., other: 0.0
deficient, included: 0.769039830764
demonstrated, truly: 1.33164499942
invaluable, stopped: 0.346595018849
celebrated, worthwhile: 0.178884321319
generated, main: 0.351490456923
claire, remote: -0.223452352243
shifty, undisturbed: 0.223303428119
standardized, troubling: 0.471617510558
faint, respendable: 0.0
comin, futile: 0.456897585675
impossible, unwelcome: 1.76633492575
affordable, glad: 0.848859518227
dissimilar, egregious: 1.71801768578
repulsive, welcoming: 1.28499532954
mideast, simpler: -0.363686082133
commendable, jurisdictional: 0.479714166623
nice-looking, notified: 0.0
lawful, left: -0.128370524159
consistent, exceptional: 2.29334280607
fella, yeah: 4.0248911247
bi-directional, through: 0.0
above, illogical: 0.647274106543
growin, sorry: 1.5467778223
know, mainly: 0.523577042431
equitable, nude: 0.429735940973
fuzzy, untouched: 1.31243137773
illusory, unequal: 3.37900283428
competitive, false: 0.340224115462
19, tricky: 0.0
iilegal, prestigious: 0.0
-surprised, lawful: 0.0
jump, knowing: 0.41027313562
booked, truly: -0.153759002038
frankenstein, weii: 0.0
far-ranging, however: 0.0
carmela, key: 0.0
life-long, minuscule: 0.0
attentive, contradictory: 0.997773886348
well-known, widening: 0.0
filthy, optimum: 0.282885510111
-lnteresting, unknown: 0.0
come, sentimental: 0.506663815536
adulthood, identifiable: 1.46735263187
