effectively, unexceptable: 0.0
1st, perpetual: -0.071958628583
odious, unknown: 1.20751362428
crippled, given: 0.722149296466
muscovite, paranoid: 0.352329204156
task-oriented, understood: 0.0
momentary, sick: 0.043952917636
sized, traditional: 0.869781769816
mid-sized, steadfast: 0.0
cognizant, muscovite: -0.112269026993
received, underage: 0.047389721587
adequate, lethal: 1.23381236043
forward-looking, inconsequential: 0.0
action-oriented, hlv-positive: 0
dressed, experienced: 0.638427159008
co-operate, determining: 0.0
challenged, identical: 1.21355570294
docile, palpable: 1.90441617138
dirty, dre: 0.893068391478
everything, faultless: 1.90140766992
first, relevant: 0.658163448191
candid, upper: -0.386512726577
alternate, displaced: 0.667615121567
conducive, insecure: 1.69589727091
basically, majeure: 0.113708606922
merciless, rationalized: 1.27306969575
squat, weighted: 1.16632741618
indispensable, well-known: 0.0
before, free-of-charge: 0.0
mistreated, poppycock: 1.66487678163
cynical, distribution: -0.157772172949
marginal, predominant: 1.49476007893
considered, populous: 0.641384360906
midget, submitted: -0.036014525793
odious, previously: 0.019826618433
mesmerizing, oldest: 0.340413203949
us, weaker: 1.08470517094
go, unqualified: 0.082454885814
good-iooking, lighter: 0.0
ma, smoother: -0.322796635254
broader-based, scattered: 0.0
astonishing, dumber: 0.945163882494
charming, modified: -0.120395029402
dry, reyes-torrena: 0.0
closed, culpable: 0.248776381811
dotty, flattered: 2.15674342847
hilarious, well-served: 0.0
clever, stable: 0.398625448296
justifiable, puzzling: 1.91238115489
commendable, undeniable: 1.98277940601
enforceable, probable: 0.601915616388
cool, everything: 1.55482252175
critical, presented: 0.065193335071
afterwards, through: 0.743346835018
coast, untapped: 1.35420975067
asshole, structured: 0.154337057928
comprehensive, miniscule: 0.131608591167
bare, released: 0.237464592268
aware, n'tunderstand: 0.0
alone, charged: 0.853622896424
untrue, well-prepared: 0.0
docile, present: 0.387552197662
discretionary, muchfor: 0.0
enormously, good-iooking: 0.0
henry, otherwise: 0.005504480906
dim, well-lit: 0.0
cost-effectively, screwed: 0.0
life-threatening, snotty: 0.0
furthermore, well-lit: 0.0
essential, om-mazing: 0.0
illustrative, soft: 0.119398641359
corny, indicated: -0.168880001224
regrettably, transitional: 0.701243548976
anomalous, wiser: 0.891167287986
faulty, noted: 0.05869912214
fried, multidimensional: 0.649000656855
doable, goodto: 0.0
grimmer, terrorized: 0.856210705566
blessed, strengthening: 0.874498049645
practice-oriented, probably: 0.0
monitored, next: 0.613568004371
adapted, successful: 1.33261912764
broad, fairer: 1.62051145954
cost-efficient, enhanced: 0.0
patent, warmth: -0.62847467228
east, premier: 0.45863053572
alive, designed: -0.055771007906
darkest, restless: 2.08787668286
in-depth, vacant: 0.0
creditable, simplistic: 1.25693096143
luminous, ungrounded: 0.655988732755
luke, unitary: 0.758816210332
impartial, overheated: 0.398608957084
certified, tied: 0.157412504461
barmy, unseen: 0.841263314203
progressive, unified: 2.17529621011
able, humiliated: 0.497979208931
fast-growing, justified: 0.0
hostile, renowned: -0.244060344999
busier, suspicious: 2.4655727559
older, priceless: 0.227644431133
appealing, classic: 1.06968009781
economic, sloppy: 0.13576114646
accomplished, inquisitive: 1.24677233329
connected, many: 0.563358436668
regrettable, then: 0.316168388788
lead, undisputable: 0.494926613824
devastating, intermediate: -0.074971651315
optimistic, poisonous: 0.716590803004
magical, readable: 0.395464363677
dedicated, supra: 0.418754384094
absent, helpless: 1.7778487452
self-governed, tardy: 0.0
inaccurate, that: 1.13615017277
pretentious, undetermined: 0.52999811168
celebrated, friendly: 0.907872628684
loud, useable: 0.272586313181
inoperable, multidimensional: -0.0948473011
defeated, neat: -0.280894056621
excluded, unbearable: 0.493163417126
crass, crummy: 2.39242567519
crafty, requests: -0.102516334331
goal, joyful: 0.37512803625
peaceful, tall: 0.606597136298
shared, suck: 0.260430912782
clarify, terrifying: 0.227249698858
lye, prouder: -0.655072320046
disabled, pervasive: 0.129198634004
nuts, warranted: 0.59147539188
manufactured, vice-chair: 0.0
dope, profitable: 0.538690228891
manageable, steeper: 2.17627825221
european, recheck: 0.625963969462
meager, subject: -0.048356519681
hasty, insensitive: 2.97823381429
nude, sinful: 2.15479341584
easiest, manageable: 2.54729177974
predominantly, total: 1.28619160832
culturally, proportionate: 0.883339382044
broader-based, dre: 0.0
dotty, economical: 0.705751175404
proprietary, unsound: 1.7461374045
met, unimaginable: 1.50087585301
creative, undetectable: -0.185332658593
dickish, pointless: 2.23102051143
everything, lean: 0.824659257992
mental, thicker: -0.073127415253
enforceable, generalised: 0.0
emerged, iil: 0.0
courageous, normal: -0.075231061884
hotter, many: 0.420121906632
infected, sealed: 0.700533392015
best-known, honest: 0.0
desperate, exceptionally: 0.073803819103
grown-up, over: 0.0
graceful, strained: 0.344302350522
technical, unknown: 0.685163628157
adverse, thriving: 0.487655524997
launched, murderous: 0.523601907248
export, tenacious: -0.356215249982
inadequate, self-sufficiency: 0.0
expandable, startled: -0.115364274928
higher, inside: 0.375550263743
do, widening: 0.2791935765
linked, stumpy: 7.00912169999e-05
definite, patchy: 1.40068862397
long-range, safe: 0.0
dramatic, peculiar: 1.9111108327
lengthier, princess: 0.368139210371
built-in, interim: 0.0
do, unhurt: 0.22043815001
lean, ugly: 1.13363398726
already, shocked: 0.696581922551
e.g., null: 0.0
clara, irrelevant: 0.131465426576
start, vocational: 0.432345708891
fearful, onboard: -0.070838097116
celebrated, unreasonable: -0.78738827882
illegal, joyful: 0.249693932549
dummy, freest: 0.220917685089
infrequent, plenty: 1.32708944724
allowable, small: 0.850630492052
thin, unseen: 0.722784595845
disparate, timid: 0.636949042131
accuracy, alive: 0.309367128441
exaggerated, marty: -0.271698749595
germane, interactive: 0.625843526067
sonny, two-thirds: 0.0
greener, own: 1.26701766103
proud, readyto: 0.581217926431
attractive, dissimilar: 2.35948301435
mesmerizing, unique: 1.99970055831
terrific, unexceptable: 0.0
far-reaching, prescribed: 0.0
fertile, startling: 1.23806230598
sour, vacant: 0.792506414626
abolitionist, protected: 0.294198201392
afterwards, indigent: 0.037138626265
all-embracing, southeastern: 0.0
counterproductive, respect: 0.950637665644
affixed, underdeveloped: 0.353631345721
nauseous, rarer: 1.62527561884
jump, shy: 1.77554956716
choosy, simple: 1.01466878711
hence, imperfect: 0.899191309283
distraught, profitability: 0.19183751003
considerate, net: 0.012664835064
lenient, tiring: 1.41747747899
grim, well-structured: 0.0
dainty, proportional: 0.662825426765
formed, genius: -0.147832408521
of, satisfactory: 0.0
charged, dead: 1.81136650084
hooked, well: 0.09307933389
non-compliant, safeguarded: 0.0
educated, endearing: 1.15596340524
effectively, terrifying: 0.734160006589
fanta, phony: 0.455314310105
proprietary, unpopular: 0.26572246697
rigght, stand-alone: 0
cognizant, lawful: 1.85982669897
aligned, stable: 2.27138721674
for, influential: 0.163972475133
sleeping, tall: 1.71349268667
bankrupt, efficacious: 0.378491983983
baby-sitting, super: 0.0
italian, unusual: -0.511798929255
less-favoured, serene: 0.0
bad-looking, daunting: 0.0
displacement, long-range: 0.0
long-standing, separate: 0.0
compassionate, notable: 0.253207317165
deceptive, exempt: 1.05275089038
improving, open-minded: 0.0
competitive, instructive: 0.921021755531
fundamental, scientific: 2.03044231931
etcetera, spaced: 1.43871929666
engaged, well-founded: 0.0
expandable, skilled: 0.810170782188
elle, galore: 1.42337753585
gullible, ineffectual: 2.90593527223
adamant, adapted: 0.47709096175
focused, perfectly: 0.006122696386
afraid, uninsured: 1.51787143395
groundless, rude: 2.31320384897
messy, soaring: 0.719872667443
considerate, successfully: -0.141982540779
mortal, temporarily: 0.490316299088
luminous, perfect: 1.4926159418
over-optimistic, rubbish: 0.0
insatiable, normally: 0.17772802494
fair-minded, hypersensitive: 0.0
empowered, picky: 1.10363933919
export, healthier: -0.269600760506
glad, qualified: 0.767010372215
jam-packed, nice: 0.0
industrialised, sparse: 0.0
!, 2nd: 0.0
elle, professional: 0.562160158328
dim, null: 1.77847726625
disciplined, unnerving: 0.520892480478
admitted, legibly: 0.157823674906
instable, priceless: 0.436686895397
interesting, probable: 1.74784993665
increasingly, warmth: 0.314515525447
well-written, wierd: 0.0
apt, troublesome: 1.96587022538
forever, harmless: 1.01809110473
optimistic, permanent: 1.05185509452
nauseous, wide-ranging: 0.0
blended, induced: 1.14642647013
per, simplistic: 0.565004539161
insensitive, oriental: 0.459381886174
mission-critical, monthly: 0.0
held, overdue: 0.503595989198
awesome, toxic: 0.65996988861
sinful, spoilt: 0.0
less, well-paid: 0.0
physical, unresolved: 0.712493351724
five, strict: 0.42409431259
large, reaily: 0.0
above-board, reconcilable: 0.0
cleaner, ungrounded: -0.586556567348
advertised, n'tunderstand: 0.0
considerable, state-owned: 0.0
probably, usual: 0.857617888372
boundless, worse: -0.288188244963
busier, discriminatory: -0.738605999444
newsworthy, unspoiled: 1.42056107364
open-ended, supplied: 0.0
consulted, well-received: 0.0
broad-based, girlie: 0.0
absolutely, hot: 0.450718145509
lengthy, proportional: 0.17548824276
inadmissible, upset: 0.64841279628
issued, maintained: 1.28052690737
perpetual, weary: 2.16106963226
abused, cultural: 0.278748671095
mum, warned: 0.437938421116
north, one-sided: 0.0
cold, simplified: 0.252949859091
mindful, settled: 0.885768633618
exorbitant, factored: 1.45884359055
sooner, tougher: 2.7770111984
labour-intensive, onboard: 0.0
goodto, zero: 0.0
co-funded, quiet: 0.0
non-competitive, self-reliant: 0
rock, treaty: 0.821804436975
divided, similar: 0.765396196225
pressing, relaxing: 1.14390275948
recurrent, stylish: 0.124473148268
legality, wierd: 0.033162767616
pricey, steep: 2.71605760336
co-funding, wealthiest: 0.0
hearty, repeated: 0.526439914976
kidding, specified: 0.258573277752
binding, extra: 0.094512754773
bored, off-site: 0.0
catastrophic, predominant: 0.689139373511
callous, trendy: 0.791414890651
similar, supplied: 0.341984435653
hence, reaching: 0.569447422065
mental, pleasing: 0.752398362239
dedicated, stupid-looking: 0.0
diseased, garbled: 1.69485172287
grimmer, truthful: 1.91834928904
unrestricted, untenable: 1.42197670322
scanty, wise: 1.429021323
archaic, flush: 0.705378266344
modern, useable: 1.66473381158
terrific, tough: 2.73757786605
moving, rarest: 0.143941148749
advertised, cardinal: -0.014979164984
last-minute, similarly: 0.0
arbitrary, jolly: 0.312421995791
advisable, top: 0.037649353867
delineated, marked: 2.23798462267
heaviest, similarly: -0.064819785456
laddie, pro: 0.854306667594
poor, sufficiently: 0.781577624513
acclaimed, use: 0.054460953804
butthead, stellar: 0.52152268615
naturalistic, simplistic: 3.79960575299
braver, petrified: 2.7819661415
franco, unspoiled: 0.963618576826
business-friendly, conscientious: 0.0
strong, tight: 2.2476636639
rogue, sweeter: -0.797454064306
applicable, busier: -0.146378651789
beter, saying: 0.586003934074
rebatable, shameful: 0.0
stay, unseen: 0.388495937079
fertile, locked: 0.968397567495
insubstantial, stand-alone: 0.0
luke, rock-hard: 0.0
export-ready, unpopular: 0.0
intense, nearly: 0.617059443244
disputable, willing: 0.800457343556
blank, unavailable: 1.88858433313
marginalized, understanding: 1.23954779021
dopey, dorky: 4.7908468138
understanding, undetectable: 0.915506362097
dismal, untenable: 2.07401123168
profane, unseen: 1.27486001033
shocked, tasty: 0.460182893001
managed, random: 0.011252588769
hard, noteworthy: 0.79685949561
all-round, moot: 0.0
interesting, overripe: 1.71093845822
condescending, tenacious: 1.82898611281
groundless, quality: 0.440709489862
equally, intolerable: 0.838769372407
egocentric, forlorn: 2.4285217687
comin, cracked: 1.28076059229
inflexible, one-sidedly: 0.0
careless, frazzled: 2.3495446137
all-embracing, cognizant: 0.0
non-exhaustive, sedentary: 0.0
unhealthy, youth: 1.16293013076
well-suited, wretched: 0.0
environmentally-friendly, lonely: 0.0
extremely, sluggish: 0.8589833104
finer, topic: 0.685507459369
alia, modern: 0.076601606009
export, middle: -0.488807706949
accordingly, unforeseeable: 1.08938283627
arbitrary, run: 0.603897927274
democratic, in: 0.604301207732
debate, muscovite: -0.174051561004
bi-directional, ecstatic: 0.0
also, hon: 0.345467953035
frank, so-called: 0.0
deeper, imrtant: 0.0
invalid, prompt: 0.702765337043
pertinent, ruined: 0.042621519479
idle, unsure: 0.527287167098
clara, whilst: 0.3957332995
exquisite, vital: 1.01087117642
even, panicked: 0.730553471621
classified, orderable: 0.686916121973
exhilarating, receptive: 0.829432251664
inter-dependent, unprofessional: 0.0
self-governing, upper: 0.0
fit, imminent: 0.462323944191
suspicious, tiny: 1.31895241171
intimate, unproductive: 0.557317256852
correct, south: -0.184593849518
accepted, doubtful: 0.561456162464
disgusting, tangible: 0.711182082708
ecological, virtuous: 1.51508049293
cleaner, unsound: 0.029887073073
adversarial, supplementary: -0.214579215522
anymore, jurisdictional: 0.416389382017
frustrating, outgoing: 0.503242129576
spectacular, time-consuming: 0.0
debatable, fairest: 2.27352045596
calming, picky: 1.21942658311
eager, hypersensitive: 1.46811206993
macabre, undisturbed: 1.19458546702
rad, sadly: 1.3359644048
authorised, lacking: 0.0
flawed, holistic: 1.32950049633
marine, more: 0.385410609414
constituted, rock-solid: 0.0
heights, seen: 0.894545306454
appealing, inter-connected: 0.0
brillant, hence: 0.854116255713
best, muted: 0.416350507089
non-competitive, stark: 0.0
bro, thoroughly: 0.716729112763
sappy, whole: 1.00961834401
weighted, yo: 0.309236264604
jittery, prescribed: 0.17117974133
given, yellow: 0.219748113562
sane, threaded: -0.064047611428
co-financed, voluntary: 0.0
essentially, meaningful: 0.875274968281
canceled, extra: 0.772268370624
breathe, starker: 0.291784132343
omnibus, sound: 0.001235739874
all-powerful, impatient: 0.0
awestruck, inaccurate: 0.31387179962
dependent, handsome: 0.781993368947
overworked, preposterous: 1.69231673446
accessed, massive: 0.351994764712
agile, interim: -0.081856199629
disproportionate, useful: 1.07593926248
giant, tight: 0.142989375952
environment, protracted: 0.450552559156
stiff, whatever: 0.655765003664
legitimate, personalized: 0.819364134383
generated, well-lit: 0.0
lunatic, uptown: 0.678165566342
improper, well-deserved: 0.0
gentle, hither: 1.81499028648
gigantic, well-treated: 0.0
abnormal, self-conscious: 0.0
salutary, vivid: 2.98834846678
divine, well-targeted: 0.0
possible, spoilt: 0.0
inspiring, large: 0.095433031916
advisable, om-mazing: 0.0
attentive, hardest: 0.31457245579
mad, overloaded: 1.83118241755
3rd, wealthier: 0.234516698021
hypersensitive, really: 0.768880843392
immovable, reinforcing: 1.23808891244
felt, idle: -0.060321042035
abreast, shocking: 0.297938454661
created, freer: 0.939622356704
equal, tenuous: 0.628693110151
administered, comfy: -0.272348857255
pointless, shortest: 0.704149758612
basically, surrounded: 0.575214756698
actionable, hateful: 2.30976804065
homesick, obnoxious: 2.1224511442
pitch-black, unsolved: 0.0
colder, satisfying: 1.22664969199
cultural, obnoxious: 0.088703844604
cited, designed: 0.403462149282
lifelong, squat: 0.073744861164
fairest, hourly: 0.744921307911
quickest, standard: 0.718335785961
prior, unexpected: 1.07271834065
everything, longterm: 0.505482437635
dead, sick: 2.83916329713
