tenable, unlawful: 2.23957690806
evil, multi-layered: 0.0
heavier, unproblematic: 1.01689778525
favoured, unsanitary: 0.0
mistaken, well-coordinated: 0.0
opportunity, pitch-dark: 0.0
feisty, similarly: 0.995951604275
generalized, personally: 0.293846206863
blurred, ruined: 2.08191320219
crummy, disputable: 0.891211217605
all-round, wanted: 0.0
enlarged, these: 0.212316005618
absent-minded, burdensome: 0.0
representativeness, widest: 2.02294635887
praiseworthy, unspecified: 0.090184292612
bone-dry, commenced: 0.0
famous, fragmented: 0.11802872174
balanced, reassuring: 1.16865581396
clerical, therefore: 0.064077814615
etcetera, momentous: -0.098157039284
meager, repeated: 0.781046198209
limited, wanna: -0.075566176663
ever-increasing, squeamish: 0.0
abolitionist, thin: -0.32192556187
brilliant, such: 0.174990484294
ecological, self-governing: 0.0
immediate, prior: 1.17323912697
general, talented: -0.124212964659
distinguished, unchanged: 0.295511998878
less, non-exhaustive: 0.0
analogous, sparse: 0.66817445039
kiddo, undeveloped: 0.288333485984
school, tedious: 0.281166015582
better, gender-neutral: 0.0
incidental, stopped: 0.846180611873
lucid, midget: -0.352195940749
doomed, dummy: 0.368766513262
prevailing, served: 0.275165207881
built, geographical: 0.728209861354
crushed, thorny: -0.369408041399
counter-productive, worthwhile: 0.0
economically, untouched: 0.528487328646
favoured, intelligent: 0.0
perfect, unified: 1.24822617819
-so, limp: 0.0
co-operative, easy: 0.0
especially, hurry: 0.728257445505
enrolled, personally: 0.003196881547
insubstantial, intertwined: 1.3183972208
doubled, plain: -0.089445784099
estimated, solid: 0.075620938983
happening, well-received: 0.0
ancient, occupational: 0.428022966283
audacious, brisk: 1.35671866035
emerging, whole: 0.564462407977
soft, supplementary: 0.908821659819
bored, crucial: -0.401419088059
moronic, than: 0.484503671873
clever, low: 1.12562310725
demand-driven, flaccid: 0.0
insulted, seriously: 2.46140567074
clear, info: 0.104559835765
constantly, tiring: 1.88917226078
inadequate, presentable: 0.905269174041
by-election, cher: 0.0
antiquated, pleasing: -0.095479723801
affixed, flame-retardant: 0.0
distant, hope: 0.791837381315
domestic, underfunded: 0.601549193709
alien, detailed: 0.447417276877
goodto, parched: 0.0
ageing, apposite: 0.0
original, potent: 0.757458481436
silly, uptight: 3.02927677053
shorty, sold: 0.397608967826
overflowing, tall: 1.21424706675
splitting, unusual: 0.315435459367
grotesque, related: 0.469988853944
dysfunctional, rational: 2.2486003937
troubling, zero: 0.478198131313
absent, clearer: 0.693602127785
antiquated, cross-border: 0.0
chickenshit, spontaneous: 0.764071309837
punchy, sublime: 2.83922494501
illustrative, impractical: 1.47510961406
ionely, notified: 0.0
heavy-handed, safe: 0.0
built, violated: 0.8342371873
get, worried: 1.19443588864
fair, toasted: 0.293202987275
crude, stimulating: 0.930985266231
accurate, precious: 0.692526350376
actionable, wack: 0.758735341985
jolly, south: 0.315282374559
every, readable: 0.347170332987
hard, obstinate: 1.85699319786
instable, lightweight: 0.82540350298
funded, recurrent: 1.24760184825
abusive, cold: 0.774211216185
co-chairperson, comprehend: 0.0
equal, patient: 0.314309037275
panicky, smitten: 2.0026416838
nasty, stronger: 1.37846106496
fulfilled, sing: 1.21305417243
rescinded, retrievable: 0.048842544456
allright, freak: 2.12066492385
afterwards, genuinely: 1.50265298041
laughable, supportive: 1.08638708229
co-funding, terse: 0.0
illiterate, natural: -0.067532950901
gone, sadder: 1.68953007001
forever, peripheral: 0.39198072484
clarified, snotty: 0.2751798426
motherfucker, stillborn: 1.25049692722
joyous, sweetheart: 1.58361405821
aggrieved, braver: 2.76426575503
blurry, contemplated: 0.51759282109
cozy, well: 0.741414849204
individualized, wealthy: 0.84365633074
long-term, other: 0.0
sadder, tolerated: 1.56857130598
lucky, mimi: 0.813693766411
compassionate, deader: -0.030368984624
directly, steady: 0.335427605852
boring, encouraged: 0.550728722464
security, soft: 0.111549662283
fullest, opened: 0.315143849744
named, peachy: 0.517231466748
feeble, unheard-of: 0.0
full, scandalous: 0.314513886312
brightest, generated: 0.075591370471
celebrated, holier: 0.101170009263
frustrated, out-dated: 0.0
ungrounded, wealthier: 0.196621420799
flammable, two-fold: 0.0
expressed, recently: 0.471149709489
fast-growing, tangible: 0.0
fiercer, limited: 1.0412296991
finished, northern: -0.022065093637
determinable, inappropriate: 1.22458823085
state-owned, though: 0.0
classic, recurrent: 1.13904029311
quickly, trustworthy: 1.02234070649
liberal, nauseous: 1.64619439225
comfy, pray: 0.691382563064
delay, freedom: 0.287969120327
of, two-: 0
secondly, tiny: -0.085453478131
darker, old-timer: 0.0
get, interrelated: 0.114098984875
newest, positioned: 0.859604068284
astonishing, sharp: 1.44201426491
geographical, u.s.: 0.0
treaty, us: 0.915699082915
hurry, trained: 0.521011905037
inexcusable, sadder: 2.15423621871
improved, modified: 2.00639066666
based, extremely: 0.476000792733
natural, restricted: 0.909280351301
max, thought-provoking: 0.0
mysterious, outdated: 0.289141465103
plausible, tolerated: 0.82444161325
repayable, well-informed: 0.0
last-minute, stiff: 0.0
dopey, weirder: 2.87522505951
controlled, upright: 0.566067445266
inherent, innocent: 1.60915625999
counterproductive, inquisitive: 0.43549280162
death-proof, surreal: 0.0
brighter, needy: 2.09877368046
futile, remarried: 0.935727093169
cooperative, fundamental: 0.871606890939
choosy, demented: 0.848415137298
european, youngest: -0.023909305969
sudden, understanding: 0.279542584862
booked, ioyal: 0.0
life-long, traumatic: 0.0
astonishing, defeated: 0.073559432259
fulfilled, such: 0.56376413866
countless, longest: 0.991622609849
catastrophic, searchable: 0.755037019405
promising, zero: 0.50588581394
dependable, refrigerated: 1.36823006592
elaborated, low: -0.150370284104
loud, proficient: 1.04020198116
certain, supreme: 0.709742386947
distracting, friendly: 0.958100711009
concrete, seasick: 0.63465728914
generalised, heartbroken: 0.0
antagonistic, compulsory: 1.00157958811
morbid, necessarily: 1.11683176042
audacious, groovy: 1.46941985292
easy, presented: -0.120935712491
additionally, reasoned: 0.468852151311
heavy-handed, so-called: 0
constructed, nonsensical: 0.752374872222
bravest, elementary: -0.263100421006
classical, treatable: 1.13924899468
illogical, up: 0.155099679772
careless, unoccupied: 1.77252041509
promptly, withdrawn: 0.924916191555
holier, written: 0.451344897747
present, weirder: 0.745380722589
categorical, interest: 0.320784855922
questionable, under-inclusive: 0.0
inflexible, inter-linked: 0.0
cited, impolite: 0.648153192553
fruitful, groovy: 1.16998520476
homosexual, there: 0.910956507613
interlinked, under-funded: 0.0
delusional, otherwise: 1.03504156272
come, regretful: 0.39033288858
accustomed, orderly: 0.829453066367
counterproductive, frightful: 1.63948288188
ambiguous, biased: 3.17054055755
moist, reaily: 0.0
fewer, topic: 0.058923506188
fruitful, reiterate: 1.12948138038
enhancement, seen: 0.341834666809
overflowing, then: 0.046046572609
short-sighted, sizeable: 0.0
education, susceptible: 0.156310929064
suitable, surprising: 1.51333384824
mediocre, wretched: 4.17507633459
forever, wiser: 1.75745739229
pro, promising: 1.31604037717
long-lasting, varying: 0.0
formerly, profitability: -0.285501112347
educated, unlocked: 0.720486666816
ultra-hazardous, universal: 0.0
jump, truthful: 0.188499623193
spotless, tenable: 0.90642600449
greener, illustrative: 0.534191951471
declared, impenetrable: 0.152666322237
boy, helpless: 1.221456041
differing, principally: 0.83251063724
observed, preoccupied: 1.06414791409
being, science-based: 0.0
business-friendly, shaun: 0.0
ideally, largely: 0.603902147302
blended, radical: 0.692818260607
major, perplexed: 0.41672610059
direct, potential: 0.964460520496
chickenshit, fun: 1.21110359322
firm, obtainable: -0.084760212592
everyone, reversed: 0.393513502291
across-the-board, start: 0.0
applicable, powerful: 0.164009894393
actively, immovable: -0.48932457242
dopey, effortless: 1.23649424628
anomalous, well-trained: 0.0
diverse, late: -0.130141540431
flawed, moron: 1.38652417333
dangerous, unwarranted: 1.84074983704
east, outstanding: -0.129155157766
coast, dying: 1.00289735728
abused, polished: 0.069703642842
potent, sponsored: 0.027802741982
of, working: 0.0
acute, imperative: 1.39235919489
embarrassing, peculiar: 2.41773722888
first-hand, sicker: 0.0
stepped-up, upbeat: 0.0
magical, terminated: -0.057472560424
cheery, determining: -0.676438078555
19, properly: 0.0
brain-dead, wierd: 0.0
monthly, recently: 0.806392093252
complete, oldest: 0.518080474929
disproportionate, well-treated: 0.0
clinically, distressing: 1.62752627476
unquestionable, worried: 0.321855402991
fuzzy, spontaneous: 1.31094774159
charming, informed: 0.694896234095
creepy, lousy: 1.94524153829
smart, specified: 0.130755844299
annually, school: 0.596511641598
tiring, troubled: 1.00940816179
cheerful, living: 1.18692826494
boy, ill: 1.7294451248
stark, twelve: 0.654426074363
trusted, underfunded: 0.65973484871
geek, neurotic: 3.69235621494
forgiving, wealthiest: 1.38172084953
effectiveness, schizo: 0.184165011917
cruellest, longterm: -0.002427160567
subject, thready: 0.228628036962
crystal-clear, uh-huh: 0
executed, monitored: 1.73614082014
humiliating, somewhere: -0.003117452053
actionable, smoother: 0.614854981466
elderly, settled: -0.119931206885
fifty, fixated: -0.159721815494
ancient, regularly: 0.916175521113
aggressive, complacent: 3.21490559626
determinant, wrecked: 1.09956016654
effortless, intentionally: 0.006305200495
germane, smallest: 0.551046960727
less, registered: 0.414947092405
impenetrable, last-minute: 0.0
distressing, lonely: 1.94642388786
late, variable: 0.187812018401
l, virtuous: 0.864242090079
breathtaking, honorable: 0.845930731287
fatal, screwed: 0.237820075429
debated, why: 0.97316911096
blunt, dirtier: 1.01013697114
combative, nothingg: 0.0
faulty, verify: 1.80000492041
best, instructive: 1.06513097532
batty, familiar: 1.49692160135
better-educated, korean: 0.0
even, traded: 0.261937660978
risky, wanna: 0.683804840871
abrasive, well-written: 0.0
holy, insupportable: 0.763149467826
conservative, inspiring: 0.837357812752
crafted, unqualified: 0.733362510826
intended, shaky: 0.308527915788
bureaucratic, comin: 0.757272733625
hope, sold: -0.056115832586
admissible, screwed: 0.446346334384
glowing, participants: 0.21577435667
sustained, viewable: 0.294790225087
legibly, shallow: 1.16561067251
in-flight, submitted: 0.0
going, luke: 0.471370777736
rampant, removed: 0.476297085567
practically, unconscionable: 1.46859210944
magical, tiresome: 1.7597329682
denser, useable: 3.06005395866
someplace, then: 1.68891296087
preferred, steady: 1.1692718586
functionally, well-reputed: 0.0
reaily, spotless: 0.0
thick, well-treated: 0.0
encouraged, inspiring: 1.92251832836
fun-loving, misused: 0.0
prestigious, zero: -0.451908413998
batty, feeble: 2.12698741474
deserted, reliable: 0.777806950589
vocational, wierd: 1.0231102418
issued, omnibus: -0.000666266504
improved, start: 1.22488354172
frightful, worthy: 1.3678675522
absolute, admissible: 1.17196599075
cleaner, returned: 0.31036447805
self-conscious, unprepared: 0.0
fifth, tenable: -0.049477650735
broad, despicable: 0.836316584562
cloudy, importantly: 0.329003957679
legendary, noble: 1.45280251527
elite, healthier: 0.108932609174
else, start: 0.480880975845
designed, obese: 0.411402871508
comprende, economic: 0.226288369294
bleak, structured: 0.153692188722
conceivable, restless: -0.162389893366
fascinating, flexibility: 0.311819051357
catastrophic, minor: 1.71298440899
-lnteresting, sincerely: 0.0
bro, gloomy: 0.064056045857
crass, farther: 0.669256098336
laudable, obsolete: 1.63090115805
elongated, jeopardized: 0.13793724407
convinced, immutable: 1.33952942609
comforting, hypersensitive: 2.00366418887
adjusted, looser: 1.40360271722
inexcusable, premier: 0.248987020765
determined, disquieting: 0.14523189722
elaborate, stark: 1.4798838254
tiring, utilized: 0.662504722211
mad, overworked: 2.08271057233
active, inconclusive: 0.662343790146
admitted, leaner: 0.124799364692
initially, sorry: 0.291116827955
drier, idiotic: 0.244657020105
anyway, applied: 0.559865946307
free-standing, ongoing: 0.0
barmy, inconclusive: 0.832609734418
iike, judicious: 0.0
gracious, participants: 0.007666052449
effortless, start: 0.949503489303
corresponding, reai: 0.0
implacable, state-funded: 0.0
useless, whole: 1.1293028436
beautifui, null: 0.0
asleep, dull: 1.79690711602
alike, staggering: 0.643472457789
joyful, woolly: 1.39390479293
awkward, transitory: 1.4573171887
conservative, untenable: 1.51333061881
debated, egotistical: -0.046567959402
groovy, rationalized: 0.657469097027
odd, realist: 1.11736901822
fundamental, worrisome: 2.06330823985
dry, widespread: 1.07628871737
loveable, prohibited: -0.803475173558
nothing, ugly: 1.50692017524
murderous, north-west: 0.0
considerably, lovable: 0.258436094827
ideal, irate: 0.055060474171
burdensome, foolish: 2.32158997087
also, prouder: -0.01989979793
great, legible: -0.054654652779
manufactured, prestigious: 0.189280456382
frightening, grumpy: 1.52486782443
domestic, innovative: 0.341827076365
handling, improvement: 0.730042502838
rational, scarce: 1.19100462114
feasible, smokin: 0.118046266325
non-transparent, suddenly: 0.0
nasty, slower: 1.32871302134
anti-constitutional, disappointing: 0.0
well, why: 0.881367539402
modernizing, non-specific: 0.0
confidential, happen: 0.667667524491
alike, commenced: -0.235981281983
arduous, heart-warming: 0.0
counterfeit, provision: 0.508165568887
honored, tasty: 0.776243825652
almighty, spontaneous: 0.521686743427
finished, required: 0.436178169677
profane, scary: 2.33993755649
humid, stocky: 2.14667362417
bastard, understandable: 0.795145643599
abreast, abused: -0.306739857207
generally, mum: 0.087969548916
recurrent, scheduled: 0.4110831664
cowardly, explained: 0.532001085252
central, graceful: 0.444197463239
black, drenched: 1.38043665358
mid-, safeguarded: 0.0
scalable, short-term: 0.0
random, up-to-date: 0.0
blurred, nutty: 1.40306285276
alarming, beautiful: 0.945082295995
absurd, problem: 0.705534147585
salient, unexpected: 1.04311421425
garbled, rigid: 1.36996616584
gross, wacko: 1.09154805052
problematical, relatively: 1.57074445801
glorious, personally: 0.249851855788
some, widest: 0.059739859043
greater, significant: 2.85270436454
iil, responsible: 0.0
hopeful, wide-open: 0.0
completed, friendly: -0.065235688531
dim, next: 0.627392503373
hiv, related: 0.678351798348
reasonable, stylish: 1.20307357319
almighty, sluggish: 0.769224844794
crafted, dynamic: 0.657445312919
crazed, privileged: 0.641290361305
illiterate, static: 1.00090338855
booming, superficial: -0.190451302328
beloved, boundless: 1.29966044979
single-ranked, well-founded: 0
excitable, hungry: 2.11586451289
okay, shoot: 1.50427669502
exhaustive, lonesome: 0.529494072964
periodic, smarter: 0.01093694969
catastrophic, nonexistent: 1.38819268914
aggravating, noteworthy: 1.13275912755
lackluster, uncomfortable: 1.54403723601
longterm, messy: 1.31864633182
fascinating, uneven: 1.28832396384
cosmetic, undeveloped: 1.1437702359
noisy, self-sustained: 0.0
capable, naive: 1.68321005351
conscientious, relative: 0.31072986403
effortless, three: 0.209872558197
