pitch-black, unnerving: 0.0
honourable, horrid: 0.0
detailed, rebatable: 0.0
fatal, rad: 0.602331953581
hurry, naughty: 1.13224758184
pursuant, untrue: 2.26360689479
insufficient, reprehensible: 1.31388831283
bothersome, technological: 0.370990788419
asked, dependent: 0.135815625314
genuinely, periodic: -0.068246191266
humiliated, non-compensatory: 0.0
high-availability, muchfor: 0
obtainable, truth: 1.52153701562
manifest, see-through: 0.0
ideal, squat: 0.732756129165
worse, younger: 1.65701948462
demented, virtuous: 2.51812882645
attended, disjunct: -0.636211549736
representative, standing: 0.665695313104
just, parallel: 0.473612303829
over-optimistic, soaked: 0.0
moron, unconscionable: 2.60592733554
flattered, foutu: 0.0
mid-sized, paranoid: 0.0
daunting, own: 0.928113468531
fast, vocational: 0.354951740337
confidential, decisive: 0.583946849512
done, long: 0.879600305416
accomplished, saying: 0.139863698906
doubtful, dynamic: 0.703991123809
calm, commitment: 0.063918808646
continuous, sensitive: 0.669466114477
non-binding, primary: 0.0
first, overloaded: 0.069995732658
better, surprised: 1.09030655574
populous, reassuring: 0.964725573028
indecent, pathetic: 2.80943800596
everywhere, him: 0.537682890041
thankyou, virtually: -0.161558497507
malicious, sedentary: 0.796495421489
startled, synergistic: 0.257100035216
problematical, slight: 0.772981567509
careless, yo: 0.817935987227
belligerent, requested: 0.824642866449
commensurate, oldest: -0.205783801345
lacking, planning: 1.13020428693
prompt, unfair: 1.08561685889
heartfelt, increased: -0.287365034261
missingg, prat: 0.0
disappeared, pitch-dark: 0.0
served, single: 0.101903597268
incredible, well-protected: 0.0
born, supported: 0.583394653009
alternate, funny: 0.561333466109
intractable, upper: 0.69096204471
2nd, staggering: -0.006587368976
excessive, scandalous: 2.39749979303
locked, unbearable: 1.56399435953
complete, short: 1.24650482412
adopted, reasonably: 0.038225984677
-surprised, co-chairperson: 0
mighty, scattered: 0.79190262671
cozy, hooked: 1.38214898315
ripe, seminal: 1.71107331457
overwrought, unforgiving: 2.3523208157
varied, yo: -0.271711405839
counterfeit, pure: 0.061998624501
crowded, modernized: 1.07220648442
day, fewer: 0.980763619894
formed, screened: 0.752113439835
noteworthy, proportional: 0.810910775569
tolerable, upstanding: 1.11318738082
skeletal, though: 0.514766733293
as, excellent: 0.636856489351
persuasive, realist: 2.99515391206
almost, magnificent: 0.819362873667
demanding, potential: -0.056419527556
need-to-know, pleasurable: 0.0
opening, tremendous: 0.123683225213
touching, ugly: 1.51714824302
korean, slow: 0.053574898532
schizo, warmest: -0.686496275443
overdue, sizable: 1.04427588737
adaptive, mean: 0.574697893594
suspected, tailor-made: 0.0
analogous, loose: 0.309867888879
selective, unitary: 1.06692157197
blinded, tall: 0.884368443961
furthermore, minuscule: 0.678865108461
adverse, identifiable: 1.4948463263
drunk, soon: 0.498675489454
named, primordial: 0.111934478363
previously, reiterate: 0.146551796088
comparable, freely: 0.0982765892
advisable, equally: 0.493866238563
pray, tolerated: 1.38050199176
10, well-suited: 0
lame, priceless: 1.63929067075
however, searchable: -0.200432064046
fancy, funded: 0.032348804519
sizeable, such: 0.539718897031
co-funding, tacky: 0.0
careless, mature: 1.20784108594
near, really: 0.28251935863
mid-, nigeria: 0.0
cherry, technological: 0.071987278438
extensible, too: 0.290536578228
kid, well-targeted: 0.0
strong, underway: 0.508274660227
government-owned, modest: 0.0
correct, previously: 0.072567060334
liberated, unprofessional: -0.257472261014
over-optimistic, refrigerated: 0.0
differing, leaner: 0.857080863634
defensible, instructive: 2.49983147345
alien, impoverished: 1.20686442584
groundless, sealed: 0.602120523502
mindful, wreckable: 0.0
challenged, roisin: 0.0
anyway, extremely: 0.872462225427
arming, exclusive: 0.325917477343
hardto, humbled: 0.497560288155
case, fifteen: 0.154866419449
manifest, political: 0.792990987195
processing, stable: 0.392330569725
defined, praiseworthy: 1.05483547067
anymore, mistreated: 1.38682651794
shallow, stiff: 1.20889123319
intentionally, overdue: -0.684765473486
disciplined, sugary: 1.06771356247
peachy, self-financing: 0.0
awaited, housebroken: 0.667582870864
monumental, smarter: 0.254516266892
conscious, creation: -0.293917852794
bare, well-coordinated: 0.0
all-out, vulgar: 0.0
agreement, inconclusive: 1.33573488451
certifiable, focused: 0.287561363354
terrible, them: 0.946422106173
southeastern, vacant: 0.869576051991
problem, strange: 1.17949838936
hard, unknown: 0.191775501613
appealing, geographic: 0.581997901608
intertwined, korean: -0.015866341242
complimentary, interlinked: 0.478724633819
apace, prosperous: 1.41618595633
ingrained, losin: 1.13433859942
careless, open-ended: 0.0
hiv-positive, requests: 0.0
designed, softer: 0.209194325321
academic, longitude: 1.21157133907
illiquid, remote: 1.01874074229
appalling, commensurate: 1.77922004165
19, advantaged: 0.0
-just, multifocal: 0.0
-good, question: 0.0
curious, strange: 3.52019191477
observant, recognizes: 0.823169400989
thrilling, transitory: 0.324288518669
political, shitty: 0.198006033664
fruitless, rare: 1.14575508953
exactly, young: 0.701199897072
justified, rife: 1.41520940253
drastic, sturdy: 0.481114656122
blind, friendly: 0.505549888428
bolder, well-coordinated: 0.0
axiomatic, pray: 1.57543599095
iilegal, weaker: 0.0
opportune, second: 1.08984028721
slimmer, unrestricted: 0.192105892235
exceptional, lean: 0.964278445229
published, somewhat: 0.409103371298
crafted, flashing: 0.443510328125
ghastly, given: 0.52996972432
favourable, petrified: 0.0
romantic, uh-huh: 0.0
professional, unproblematic: 0.457668226184
largely, sensitive: 0.353267150497
listed, state-run: 0.0
breadth, perfect: 0.86749768161
hungry, phat: 1.57087231849
abreast, patronizing: 0.672785552913
hey, reconcilable: 0.990173142285
horrifying, personally: 0.532031564708
disgusting, immediate: 0.439060411244
colder, illegal: 0.206186115373
nothingg, that: 0.0
busted, focussed: 0.406893955225
appointed, determinant: 0.678090489723
desired, populous: 0.516737740225
prohibitive, resolute: 0.567130178085
alert, long-lived: 0.0
fully, troubling: -0.083579225263
central, mobile: 0.825791817343
prosperous, wait: 0.365120525232
given, junior: 0.174075875889
busted, impressed: 0.29415490605
favorable, idle: 0.420632567297
all-inclusive, troubled: 0.0
go, under-funded: 0.0
exorbitant, increased: 1.45708060441
older, recognized: 0.285158641691
guilty, whassup: 0.47193575728
bright, pleasant: 2.79616576756
looser, south-east: 0.0
fuller, pricey: 1.37839995654
exclusive, self-sustainable: 0.0
abreast, emotional: -0.131138114223
kidding, operational: 0.022894057471
despicable, henry: 0.662691519209
amusing, serious: 1.70530831026
helpless, representative: 0.089964464944
heavier, huge: 1.65181892484
longterm, non-specific: 0.0
bothersome, start: 0.331110292935
forward-looking, unambiguous: 0.0
cheapest, ensure: 0.502119809574
north, sixteen: 0.41912801612
insincere, proceed: 0.961483121216
elected, sizeable: 0.178349205192
definite, looser: 1.23111001955
homosexual, intimate: 2.79415846472
kane, sketchy: -0.589943263454
breathe, sultry: 1.08476631586
arguable, rogue: 0.345723515928
executable, sharp: -0.094891105746
astounding, reasonnable: 0.0
agreed, happier: 0.593284115207
sounder, unforeseen: 0.209879046281
disrespect, why: 1.50125562672
reduction, uneconomic: 1.21265278828
ah, first: -0.083898602156
insufferable, pristine: 0.727344149761
derisory, west: -0.029514214748
modernizing, synergistic: 0.974409992463
bankrupt, bloodied: 0.891079355501
hurt, trashed: 1.96386709032
stir-crazy, victorious: 0.0
indicative, unspeakable: 0.903814345534
handsome, self-serving: 0.0
insufferable, named: 0.426421496271
charmed, pushy: 2.81720313471
discretionary, southwestern: -0.299812441008
inter-connected, outstanding: 0.0
estimated, implementable: 0.711247249374
exponential, well-lit: 0.0
disastrous, inadvisable: 2.27043936248
environmental, psychological: 1.76377523746
darkest, predictability: 0.216079875088
enough, iittle: 0.0
dismal, implausible: 2.03019054007
addition, gravest: -0.391839682402
however, prejudicial: 0.388459811806
briiliant, dire: 0.0
flashing, launched: -0.023007172647
specialized, sufficiently: 0.482458717718
braver, tempting: 1.67115601003
heavyset, liberal: 0.675092324582
opposite, sick: 0.031888598471
incredible, omnibus: 0.254370125986
knackered, tiring: 4.87800499927
smoother, two-fold: 0.0
like, operative: 0.222631814161
invisible, repayable: 0.646367461963
moving, scientifically: -0.2468536167
endangered, feisty: 1.23176653073
perpendicular, tied: 0.359600436664
early, paranoid: 0.228530803553
induced, lost: 0.579524140933
swearing, technological: -0.049479749881
dubious, well: 0.537804639044
delineated, respectful: 1.73533883095
exhaustive, naked: 0.668538208562
doubtful, well-informed: 0.0
defunct, handed: 0.779115461972
faulty, reduction: 0.593047346152
meaningful, quality: 1.23657195018
infrequent, quadruple: 0.370782197358
knackered, vigorous: 1.43170947815
common, shielded: -0.3548390861
defined, forlorn: 0.256979706874
dissimilar, fiercer: 1.44257980784
clinically, graceful: 1.0217202441
shiny, unrelated: 0.169068162844
corny, longstanding: 0.476266461375
medical, preponderant: 0.324975254839
complements, freest: -0.44620090003
announced, quick: 0.282846539036
over-optimistic, written: 0.0
egocentric, splendid: 1.32864714913
detrimental, structured: 0.791258024444
managed, sour: -0.238529542355
longitude, well-informed: 0.0
inappropriate, passionate: 0.919772770265
consistent, kiddo: -0.141279647617
tangible, unanswered: 0.756508434069
inactive, stay: 1.00559748706
permanently, realist: 0.477393377337
intimidating, technically: 1.14474384644
commercial, radiant: 0.186184517821
dubious, renowned: 1.112867792
peripheral, thorny: 1.62522938933
dim, protracted: 1.50264024667
exactly, rarer: 0.746275419753
hurry, taken: 1.0767918649
infallible, labour-intensive: 0.0
content, race: 0.436158455734
energetic, unreasonable: 0.640729380299
entrenched, published: 0.143680625408
encouraging, truthful: 0.892802049671
long, right-handed: 0.0
business-friendly, cost-effective: 0
dead-on, quickest: 0.0
docile, microscopic: 1.18995414739
dear, forlorn: 2.34576800221
best, organized: 0.123660065482
l, mainly: -0.035008595446
administered, unabated: 0.481726134026
poverty-stricken, sturdy: 0.0
contentious, fanta: -0.361470118477
shortest, vain: 0.755839182815
renowned, uneven: 0.158435353793
dearer, happy: 1.0608270526
fair, hlv-positive: 0.0
indebted, stir-crazy: 0.0
noble, sweeter: 1.12874846638
tonight, user-defined: 0.0
inexpensive, sorr: 0.0
competence, considerable: 1.38002250608
fuller, switching: 0.213647027881
brief, prescribed: 0.643725064208
overemotional, positive: 0.406110038145
famous, fun-loving: 0.0
luckier, odious: 1.15342874092
lacking, nearest: 0.587983031872
incongruous, shy: 1.16872946359
destabilizing, nearly: -0.068632159158
rapid, skilled: 1.48027436449
briiliant, some: 0.0
seventh, unreasonable: -0.397783988878
astonishing, etcetera: 0.23499416558
petite, tolerable: 0.564168403491
supreme, vice-chair: 0.0
dedicated, preferable: 0.725439295279
in-progress, wide: 0.0
optimal, silent: 0.100953513102
great, mistaken: 0.853928558392
justifiable, sorry: 1.777992493
broader, hardest: 0.953514419585
a, medical: 0.0
delighted, nosy: 0.547325968807
black, cher: 0.636569994533
happened, strongly: 0.300998711617
altered, ten: 0.397553028669
co-funding, roisin: 0
acceptable, inefficient: 1.70785064275
acclaimed, wanted: 0.227743725755
innocent, modernized: 0.219495687387
phat, quality: 0.82363361759
interesting, leading: 0.39762568623
messy, whar: 0.0
comforting, sour: 1.08707358362
live, southeastern: 1.04444813646
feeble, ill-treated: 0.0
salute, voluntary: 0.842221033577
outermost, overburdened: 0.215839760508
knowledgeable, puny: 0.177927138797
co-financed, excited: 0.0
exaggerated, shorter: 1.91153881249
guys, immediately: 0.450127004954
far, grumpy: 0.43167637793
petrified, static: 1.16476427516
exhausted, polished: 0.433951542791
self-conscious, sufficiently: 0.0
counter, freely: 0.868770898504
miniscule, well-received: 0.0
corny, telling: 1.25565204979
chubby, whar: 0.0
audacious, elite: 1.27625296444
aggravated, taller: 0.191094820839
belligerent, immersive: 0.711844309802
considerate, well-defined: 0.0
indefensible, shocked: 2.83687849824
prick, rapid: 0.378109852888
degraded, recurring: 0.583463584284
cranky, wrecked: 1.24770414322
better-looking, ideally: 0.0
generated, welcoming: 0.248255210529
lightweight, tenable: 1.16138497269
fledged, recognizing: 0.283522728099
tight, unfeasible: 0.863125553358
exciting, interestedin: 0.0
given, useable: 0.411770154489
somewhat, well-informed: 0.0
multi-layered, tight: 0.0
multifaceted, yes: 0.417866305653
interminable, rare: 0.688839877714
hiv, rescinded: -0.392065762933
decided, receptive: 0.565910381014
patent, unpublished: 2.09625566077
macabre, risky: 1.38909744057
amended, economic: 0.509064239179
inconsistent, trusted: 0.789285903326
almighty, wacko: 1.15326561241
hereby, insured: 0.634297651914
cinematography, humiliating: 0.423662751853
everybody, insolent: 0.551001241194
prettier, prevalent: 1.4744380921
distinct, thirsty: 0.291442666823
agreed-upon, needed: 0.0
ambiguous, fortunate: 0.043931898544
acknowledging, admiral: 0.783709463148
stir-crazy, sweet: 0.0
impaired, southeast: 0.123257773469
interwoven, nude: 0.475977360054
aggravating, credible: 0.470170242175
docile, former: 0.258276560703
lower, maintained: 0.740911002276
emotive, girl: 0.690798981389
bad, splendid: 1.39870277435
lovely, non-self-executing: 0.0
apt, effective: 1.53431897474
adulthood, muted: -0.424049961632
five, persuaded: 0.198712203947
answerable, designed: 0.287996034636
optimal, time-sensitive: 0.0
secretive, untraceable: 2.24388233437
courrier, resilient: 0.004177738111
disquieting, talented: 1.02186319192
prime, round: 0.292864659031
afraid, immersive: 0.48084624726
arbitrary, environment: 0.601769519878
numerous, top: 0.56853626329
binding, complementary: 1.40499319364
brisk, overheard: 0.693766863698
blurry, grown-up: 0.0
affirmative, registered: 1.22630055858
irreconcilable, sound: 0.493345688874
dearer, delusional: 0.996453277148
ill-equipped, set: 0.0
compared, quickest: 1.14874807272
magic, representative: -0.311272722424
fullest, loco: -0.656941206716
obvious, regardless: 1.16087358921
disquieting, environmental: 0.356409989397
absent, smokin: 0.506050584756
eastern, unexceptable: 0.0
underprivileged, untenable: 0.479836327174
anti-constitutional, unexceptable: 0
fine, foxy: 0.88703696442
bloodied, sole: 1.20458532379
indicative, payable: 1.02437764467
intertwined, solidarity: 1.36169729053
automatic, educational: 0.334100550869
authorised, brand-new: 0
co-funded, turned: 0.0
crafted, humiliated: -0.041071394349
bone-dry, mere: 0.0
largest, succeed: 0.021965313552
gender-neutral, uncanny: 0.0
married, underfunded: 0.245311539654
although, else: 0.668476884359
gratifying, surer: 0.682975699391
predictability, yearly: 1.19206464149
jack, unprejudiced: 0.019975130451
exciting, immaterial: 0.613173162326
admissible, cautious: 0.197491897368
abundant, helpful: 1.65305933576
created, marine: 0.543240530192
classical, trippy: 2.41016006709
any, clare: 0.142581653457
hurtin, solid: 1.01385619997
quality, shut: 0.184752177891
