above-board, negligible: 0.0
coming, exhaustive: 0.303601088506
modern, true: 1.22487283864
alive, non-transparent: 0.0
affordable, hiv-positive: 0.0
ridonc, unattainable: 0.0
ignored, predictable: 1.47645339669
foxy, unwholesome: 1.13353673707
discernible, emphasise: 0.0
unfriendly, youthful: 0.538340392401
meticulous, praiseworthy: 2.1608801799
expressed, life-threatening: 0.0
disconcerting, dotty: 2.5153175003
completed, needed: 1.187004168
fun, payable: -0.016964814006
around, strained: 0.171158070125
3rd, fiine: 0.0
disposal, odious: 0.90737224214
faint, scanty: 1.05066662002
comparable, futile: 0.688459865927
'sgoing, efficacy: 0.0
friends, internal: 0.479854829029
actual, notorious: 0.497419722737
briiliant, thriving: 0.0
fucked-up, hereto: 0.0
inoffensive, pragmatic: 1.897971317
called, way: 0.131184289662
acknowledged, sadder: 0.646232474469
drunken, transnational: -0.032056194359
acute, satisfied: 0.45280234161
clarify, missing: 0.755463951892
nigh, sympathetic: 0.134614875967
intense, on-going: 0.0
created, internal: 0.822094498955
anyway, similar: 0.54795954713
dismissed, happen: 0.427746606405
clarify, last-minute: 0.0
wicked, year: -0.067260603094
discernable, resident: 0.098940547587
in-house, transparent: 0.0
symbolic, trivial: 2.728040274
constituted, reckless: 0.814181805568
deep, individualized: 0.17354929832
co-funding, unprejudiced: 0.0
lean, steady: 2.34299611402
poverty-stricken, stunning: 0.0
comparable, insecure: 0.781719779665
best, vulgar: 0.558017340536
desired, practicable: 2.6397745393
iucky, proficient: 0.0
blank, reality: 0.562580778786
gravest, skilled: 0.274824259562
liked, missingg: 0.0
classic, welcome: 0.5586564476
finished, inestimable: -0.53845708981
dormant, peachy: 1.13038261952
effortless, non-toxic: 0.0
cosmetic, dainty: 1.9841410468
chilly, treated: 0.589598609151
pervasive, so: 0.612120465532
completely, objective: 1.1612030205
conventional, skilful: 1.27062543652
insincere, paid: 1.1251158844
erected, sleeping: 1.64361698098
erected, intelligible: 0.709849051081
jeopardized, shortly: 0.770087051823
detailed, resolute: 0.66306517205
elite, stale: 0.394964589657
mistreated, simplistic: 0.816077134208
ambitious, home: -0.192971254208
all-powerful, sustainable: 0.0
disappointing, marginal: 1.66647074833
eastern, slick: 0.668204007764
handled, l: -0.38318162359
non-exhaustive, usual: 0.0
pertinent, year: -0.086295380727
brilliant, nessessary: 0.0
controlled, fried: 0.676650775182
strictest, vigilant: 2.12435778755
note, synergistic: 0.072573809129
favoured, thin: 0.0
acceptable, stuffed: 0.292750982277
non-compliant, noteworthy: 0.0
concentrated, dim: 0.736067725531
at, through: 0.794172180296
dumb, slow: 1.66101847436
grimmer, purty: 1.06724535627
carefully, twice: 0.711166138545
notably, seamless: 0.400339606842
idle, silent: 2.84583788902
15-year-old, know: 0.0
precisely, recognised: 0.0
indisposed, these: 0.007676756842
emphasise, self-sustained: 0
authentic, sad: 0.719531860245
placed, thinner: 0.51456229355
criminal, dominant: -0.028750853867
created, imperceptible: 0.696093936918
amazed, sacrosanct: 0.458087675698
annoyed, ubiquitous: 0.941660474112
self-sufficient, unused: 0.0
invaluable, vulgar: -0.369445881006
marked, nearby: -0.140267800643
incredible, inter-connected: 0.0
faithful, petite: 0.326452648256
dramatic, wretched: 1.52755400367
privileged, upright: 0.792296435105
persuasive, reassuring: 2.94540300336
loaded, verify: 0.689258781629
emerged, legit: 0.892941927826
heavy-handed, hereto: 0.0
thereto, unnecessary: 1.04249846907
aesthetic, vis-: 0.0
steep, underage: 0.479438285228
further, losin: -0.223768427811
co-ownership, home: 0.0
destabilizing, hairy: 0.73448480501
excited, inferior: 0.314499923023
refusal, self-governed: 0.0
consultation, liked: 0.368067985117
corrupt, jittery: 0.769765066551
early, together: 0.305485979686
expeditious, moderately: 0.159289161061
insupportable, well-structured: 0.0
antagonistic, lukewarm: 3.24287223344
poor, vital: 1.22174856207
doubt, untraceable: 0.387641054924
leading, with: 0.737577437877
eventually, prepared: 0.006363329174
founded, snotty: 0.198872557682
mixed, obscene: 1.1695549887
explicit, youth: 0.049949613845
addition, treaty: -0.412424250736
historic, material: 0.555718594799
apart, violated: 0.300148588016
ravishing, subsequent: 0.608643013368
motherfucker, strained: -0.164032316678
kinda, rock: 1.78249010845
co-operation, immoral: 0.0
elevated, passionate: -0.00695008107
harder, wait: 1.65287064297
baby-sitting, co-ownership: 0
bigger, fuller: 3.56401901488
ephemeral, objectionable: 1.29127541137
protected, statutory: 1.23162895525
intentional, wing: 0.224910982153
cheery, repugnant: 1.35037847695
bankrupt, wary: 0.960568902135
natural, yes: 0.497063156793
inexpensive, ominous: 0.525734844085
effectively, overridden: 0.865840400075
heartening, jealous: 0.772389100568
blurred, late: 0.027710655084
less, subsidized: 0.811431575625
complete, looser: 0.246578356735
run, terrorized: 0.879643850698
conscious, than: 0.57531546151
concerted, formerly: -0.30148799668
rebatable, terrific: 0.0
chosen, so-called: 0.0
happier, normally: 0.714008459295
accepted, quickest: 0.15117627579
built-in, individual: 0.0
iucky, long-term: 0
identify, proscribed: 1.14446233295
intact, overall: 1.12061507734
increased, polluting: 0.125228346135
delusional, expensive: 0.611567171194
armed, conceivable: 0.860745148211
lowest, sentimental: 0.105688142648
firstly, sacrosanct: 0.600964138827
patentable, secondly: 0.988697764329
boundless, desolate: 2.31239319399
amazed, insane: 2.31061886976
horrendous, protected: 0.497078614219
presentable, with: 0.344487155013
five, short-term: 0.0
actionable, fairly: 0.843796822805
many, whilst: 0.066862488958
least, volatile: 0.577423412666
lifelong, uneasy: 1.31393354543
astounded, implementable: 0.637746969244
heavy, uptight: 0.522458561231
prompt, repulsive: 0.290798570231
confidentiality, depressing: -0.203832025205
illiquid, unthinkable: 0.85144042203
comfortable, functionally: 0.544885418868
appreciated, newer: 0.853218042526
entitled, unconscionable: 1.43428954144
elaborated, unaffected: 0.39153680772
folks, well-timed: 0.0
immature, much: 0.97211782723
correct, illegal: 1.45285048171
aggressive, wing: 0.817284097805
definitive, only: 0.625496840368
convincing, intermediate: 0.186668695946
advantageous, untrue: 2.18027444974
contained, nonsensical: 1.53201166344
certainly, synergistic: 0.725114882063
rarest, responsive: 0.136193202636
foul, overripe: 2.35571818263
anyway, master: 0.357114121142
issued, no: 0.807385177347
aggrieved, well-organized: 0.0
finished, rock-hard: 0.0
explained, moody: 0.288609269325
inexplicable, starker: 1.07600326733
hunger, known: -0.058644510317
condescending, divergent: 1.36254509223
moot, self-sustaining: 0.0
obligatory, two-pronged: 0.0
emerged, regardless: -0.047005959773
heard, six-year: 0.0
multidimensional, prime: 0.678539379941
-just, profane: 0.0
case, endearing: 0.312702602426
feasible, old-fashioned: 0.0
talkative, unavailable: 1.8706774965
awareness-raising, broad: 0.0
e.g., partial: 0.0
baby-sitting, bitter: 0.0
submitted, unanimously: 2.27358950525
relentless, scattered: 0.536735840848
liberal, mainly: 0.384185634017
friendly, impolite: 2.29421070384
fanta, justified: -0.046289731292
long-range, manageable: 0.0
authorised, retail: 0.0
additional, imrtant: 0.0
brain-dead, staff: 0.0
apparent, persuasive: 1.05660977496
a-okay, estimated: 0.0
idiot, turbulent: -0.059500306876
entitled, looking: 0.485503903176
furthermore, invisible: 0.73108392208
disturbing, worst: 1.52182371749
alive, yellow: 0.074353186726
adversarial, freely: 0.401450311409
inoperable, shorty: 1.24259390001
compassionate, tailored: 1.26316594542
twelve, wicked: 0.535138445024
culpable, very: -0.233251248538
all-encompassing, ready: 0.0
afterwards, unknown: 0.390793979566
irreconcilable, recurring: 1.2829970526
bothersome, on-going: 0.0
no, private: 0.467226316551
holy, thirteen: 0.469279078531
co-operative, frightful: 0.0
frank, reversed: -0.004152118359
comercial, non-binding: 0.0
spicy, working: -0.255763175831
latter, undisputable: 0.753946841936
able, integrated: 1.08182684342
most, well-protected: 0.0
last, obese: -0.02368661366
booming, scary: 1.11114498986
contained, cosmetic: 1.09880660697
built, multi-faceted: 0.0
export-ready, seen: 0.0
financed, unlucky: -0.308079881089
equivocal, obese: 2.27422022501
customized, two-: 0.0
respected, suspected: 0.416833833409
aforesaid, busier: -0.575177865529
in-house, modest: 0.0
lousy, pro-active: 0.0
black, significantly: 0.021777153724
infallible, spatially: -0.030700235763
non-existent, now: 0.0
available, unimaginable: 0.286542426276
despicable, grown-up: 0.0
flexibility, wreckable: 0.0
anymore, obsolete: 2.18753921638
emblematic, spontaneous: 1.08953137752
hopeless, muscovite: 0.273107363666
impatient, midget: 0.811158378399
coarser, slower: 3.60578422704
ashamed, distraught: 3.90546862403
matched, undetermined: 1.45485869726
domestic, peaceful: 0.913244859194
intended, unitary: 0.468538333754
pleasing, terrific: 3.17509310639
finicky, unsteady: 1.7632167421
intentionally, mixed: 0.211178923072
adopted, good-looking: 0.0
deceptive, hilarious: 1.68914305053
principal, vice-chair: 0.0
lunatic, smarty: 2.4096008369
glorious, intelligent: 0.053860061356
amazed, tonight: 0.635055955853
finite, fixated: 2.01356706943
imperceptible, opportunity: 0.462685961946
thrilled, unwell: 1.28262716699
asinine, upright: 0.381481029113
charming, improbable: 2.15335789378
hasty, primarily: 0.143811878351
expressly, intelligible: 1.59027193239
pitiful, strengthening: 0.370256221314
fast, heard: 0.619712991897
calming, wait: 0.618727433695
deader, pleasurable: 1.01228262597
aggressive, do-able: 0.0
inexhaustible, tighter: 0.423718815639
alike, hard: 1.13794892079
any, shocked: 0.137522455449
good, small-time: 0.0
analogous, spent: 0.636202524298
scaleable, self-sustaining: 0.0
mainly, salutary: -0.004500894071
anti-constitutional, arguable: 0.0
dynamite, random: 1.41054463194
actionable, franco: -0.358096009579
two, variable: 0.374407275087
entirely, fullest: 0.532518124196
dual, evil: 0.741627651819
run, year: 0.601954378375
enthusiastic, growin: 0.698993452089
powerless, underprivileged: 1.4251650087
brand-new, plenty: 0.0
cheerful, stupider: 1.01722026123
perpetual, recognizing: 0.839510801489
hard, unrestricted: -0.175522268617
thank, tighter: 0.182175645843
lead, stress-related: 0.0
rarely, slimmer: 0.546117858513
calculated, craze: -0.303844694587
ten, unsuccessful: 0.271903973683
humbled, naughty: 0.241623598236
apart, severe: 0.586628596289
livid, unwarranted: 2.84017879129
sunnier, widespread: 0.923021734713
narrower, thirsty: 0.820017581708
observant, suicidal: 1.90699141029
3rd, irreconcilable: 0.200755795631
early, fatal: 1.28500383141
supportive, unremarkable: 0.960342975037
medium, opportunity: 0.943428335234
shiny, tenacious: 0.890299393679
disjunct, general: 0.45478407334
average, treble: 0.793241390328
insatiable, phenomenal: 2.59141040501
below, stepped-up: 0.0
deep-rooted, garbled: 0.0
comprehend, systematic: 1.29806882946
all-important, undetectable: 0.0
farther, faultless: -0.231941598237
irrelevant, well-known: 0.0
unconventional, unfriendly: 2.0045552356
rampant, unsuitable: 1.32608809019
grown-up, marginalized: 0.0
doin, overt: 0.516993300244
horseshit, migratory: -0.380212598853
ignored, yesterday: 0.428822463669
intense, often: 1.31988789368
advisable, regardless: 1.59274630383
gone, longest: 1.14875755035
diversified, surreal: 0.334079600668
becoming, premier: 1.16518595459
cleared, complimentary: 0.242287848494
fast-growing, invaluable: 0.0
dependent, fragmented: 2.92680495449
concerned, drunk: 1.01395965947
cracked, human: 0.343004303441
definitive, written: 1.79095775964
fun-loving, punchy: 0.0
different, worldwide: 0.667171250053
receptive, related: 0.542840032834
closest, politically: 0.338577838555
empty, found: 1.20367273899
protracted, thinner: 0.166703717279
decent, uh-huh: 0.0
affluent, north-east: 0.0
brittle, sooner: 0.767562124152
harmless, shoot: 0.773073797732
excluded, forgiving: 0.832298597125
obscure, per: -0.037465854261
non-toxic, to: 0
hasty, usual: 0.848637815344
grotesque, hence: 0.673926512493
much, protracted: 1.0523844494
observed, unreal: 0.328145014393
authentic, breathe: 0.512214573597
bigger, resolute: 0.302666421496
commendable, energetic: 1.74433128892
intact, worthy: 0.931989158448
politically, unrestricted: 0.073586288497
ravenous, refusal: -0.057586015312
fifteen, illusory: 0.258517615381
recognizing, superficial: 0.912792086364
sympathetic, unsure: 1.91352342191
efficacious, tenable: 3.69326902784
finicky, missingg: 0.0
answerable, patentable: 3.00166125669
illiquid, state-run: 0.0
honoured, shoot: 0.0
handy, shocking: 1.25270198802
first-hand, productive: 0.0
cowardly, daily: 0.486339606634
broad, readyto: 0.559913912529
earliest, sooner: 2.07847744983
mistaken, thus: 0.374655802252
elevated, properly: 0.350338035555
finished, woken: 1.01245097394
cordial, hurry: 1.13396280454
insurmountable, pleasing: 0.648332224412
academic, irritated: 0.344589181227
between, finicky: -0.148928856514
elle, thin-skinned: 0.0
accordingly, individual: 1.81921946415
goodto, mid-sized: 0
fair, social: 0.629633202295
fortunate, sooner: 0.886308402274
explicit, hinky: 1.22287842847
mimi, shifty: 0.265698317271
deplorable, succeed: -0.223504145553
free, unrealistic: 0.137672051546
devastating, ma: -0.377096606134
another, immutable: 0.175385205048
clarified, sparse: 0.148053793426
-me, costeffective: 0.0
psychogenic, swifter: 0.475049976366
mentioned, onboard: 0.330165352488
all-powerful, awaited: 0.0
bankrupt, enhanced: -0.687689181448
fifty, weil: 0.443934809024
contrary, recognized: 0.436496370114
info, user-friendly: 0.0
indisputable, lifelong: 1.07312884803
adaptive, simply: 0.652941591155
delirious, steady: 0.075769406714
previous, underdeveloped: -0.528935825558
overburdened, received: 0.076801973292
various, wide-open: 0.0
seductive, well-developed: 0.0
anywhere, arduous: 0.223486944046
johnny, start: -0.160427569473
multi-dimensional, righteous: 0.0
amended, weak: 0.528703005802
off-the-record, past: 0.0
tall, vice-chairmen: 0.0
contestable, hooked: 0.287498896394
affordable, conceivable: 1.03599183141
infected, wacko: 0.474058082554
nascent, tired: 0.242040552159
dominant, petite: 1.14634261999
fitting, tight: 1.76818480448
obtainable, something: 0.578258061789
flaccid, meaner: 1.79803504571
cited, coming: 0.370766586052
delineated, gutsy: -0.448687630231
handy, ten: 0.345078629394
benign, regular: 0.741229291037
attention, being: 0.553278042338
elsewhere, sufficiently: 1.11866420278
precisely, uptight: 0.899795320223
awareness-raising, state-owned: 0
respect, tasteful: 0.876769501896
economic, sadder: 0.658528432691
fourth, preferential: -0.495056274036
impracticable, off-site: 0.0
heartbroken, incalculable: 2.48483829312
exponential, tan: -0.024773586829
deader, up-to-date: 0.0
casual, complete: 0.802224133242
wished, worrying: 0.732267897546
cold, immediate: 0.011597733434
largest, unlucky: -0.044689819742
everything, question: 0.760261935362
peculiar, undemocratic: 2.64669651379
bigger, s-sorry: 0.0
mobile, unbiased: 0.618033034584
blatant, conventional: 0.88498481429
snappy, visibility: 0.241429705226
grotesque, warmth: 0.181461868789
regrettably, sustained: 0.554256774476
regardless, warmer: 0.419814067888
scant, thoroughly: 0.57707515132
empty, sinister: 1.24015754011
disputable, try: 0.284633385448
hazardous, pre-published: 0.0
