10, independent: 0.0
applied, demonstrated: 1.81429380857
available, hiv-positive: 0.0
careless, reconcilable: 0.347712316288
dearer, inconsiderable: 1.24310215154
ageing, standing: 0.0
dickish, installed: -0.181683704159
acute, demeaning: 0.813646245574
innocuous, worthy: 2.07831065332
oriental, pro: 0.923879133266
doctor, well-organised: 0.0
gravest, sunny: 0.167876983831
born, immediate: 0.105883097599
macabre, ordinary: 1.34647528023
broken, uptown: 0.278381611454
courteous, famous: 1.02834550708
ghastly, well-done: 0.0
blow, unfair: 0.831717846851
ineligible, religious: 0.590470390232
mechanical, puzzling: 1.09459382567
blow, than: 0.458249831694
filed, funky: 0.329607825294
hopeless, substantial: 0.569717347394
crippled, preoccupied: 2.06770430126
builshit, rugged: 0.0
much, only: 0.909522031932
commercial, intolerable: 0.411990155441
distracted, funnier: 2.04142665137
inaudible, poisonous: 0.490350432467
-ready, co-funded: 0
anymore, resolved: 1.11583635782
formerly, speaking: 0.160156590435
formed, om-mazing: 0.0
fiine, rarer: 0.0
encouraged, unreasonable: 0.334325459647
results-oriented, two-: 0
fairly, well-planned: 0.0
challenges, consultation: 0.845219900673
inadvisable, stand-alone: 0.0
shiny, succeed: -0.037417783121
pointless, unspecified: 0.644490215857
casual, overburdened: 0.597185849265
memorable, sacrilegious: 1.7561017106
instrumental, topic: 0.422800208039
consultation, misleading: 1.20090626689
gender-neutral, immediate: 0.0
anyway, necessarily: 2.22062387183
awake, prominent: -0.142299669634
strained, turned: 0.81119294065
informative, naturally: 0.431078410138
dre, hurting: -0.057517799168
freely, welcome: 1.07614486406
bottled, convincing: 0.755141255371
adjacent, relieved: 0.250718375314
increased, self-aware: 0.0
customized, speaking: -0.026420370657
deadly, well-behaved: 0.0
supplied, unwise: -0.423150271572
also, squeamish: 0.212612759115
faithful, susceptible: 0.554543164802
innocents, minuscule: 2.11143327142
justified, visibility: 0.368188492566
intriguing, there: 0.988410052718
judicious, weaker: 0.818736130205
bi-directional, cited: 0.0
dandy, young: 0.473448091534
cranky, marvelous: 1.19568530086
beneficial, readable: 1.69914771655
in-flight, well-done: 0
installed, wished: 0.407434660301
ourselves, reiterate: 1.25288590892
neat, well-structured: 0.0
insincere, worrisome: 1.509374862
changed, reaching: 0.691733207056
non-self-executing, rife: 0.0
cardinal, redeemable: 0.193212618509
disrespectful, grievous: 2.53524165012
ever, wing: 0.086318297441
fundamental, well-known: 0.0
grisly, perpetual: 0.6534951372
enhancing, treated: 0.274017778536
unaware, unhealthy: 0.877422421393
friends, onboard: 0.826445887931
authorised, possibly: 0.0
advised, harmful: 0.972064150199
brutal, sentient: 1.09178024433
rusty, vacant: 1.63740959365
fledged, likable: 0.262823011068
all-out, lovely: 0.0
induced, requested: 0.30311578699
co-dependent, existing: 0.0
extra, someday: 0.499408484699
coarser, emaciated: 1.36633123325
invisible, uptown: 0.851452755889
ageing, taller: 0.0
cheerful, hurry: 1.03438033614
belligerent, so-called: 0.0
bureaucratic, remote: 1.0120963452
-good, safest: 0.0
annoyed, mindful: 2.27477914952
dotty, grisly: 1.28197726259
eager, just: 0.657152607269
inaccurate, naughty: 1.63225826549
afraid, out-dated: 0.0
restored, two-thirds: 0.0
ever-increasing, flawless: 0.0
indian, removed: -0.045092764271
bottled, ominous: 0.083635289373
apace, dangerous: 0.380393892046
exhausted, meaner: 1.00735251378
accountable, hardworking: 2.87646883952
open-minded, opposite: 0.0
undesirable, yellow: 0.654232027057
off-site, unfettered: 0.0
economically, open: 0.575303600064
net, unseemly: 0.04502268828
amazed, irate: 2.38076783811
pluralistic, responsive: 3.09067141021
awful, threaded: 0.202125157062
underdeveloped, wrong: 1.01654088039
low, slower: 1.51405112146
adapted, sponsored: 1.10217003469
comfortable, solemn: 1.21538827635
flattered, madness: 0.137065044212
conservative, fullest: -0.38209992576
altered, thanan: 0.0
trendy, twenty: 0.214278563185
cheery, primarily: -0.281881297943
high-quality, simplistic: 0.0
notably, righteousness: -0.150966302518
commercial, unrelated: 0.813260135268
courteous, purty: 0.917861222564
interwoven, self-sufficiency: 0.0
limber, nauseous: 2.67131247274
hypersensitive, well-controlled: 0.0
later, race: 0.347591082016
reconcilable, sorry: 1.12070137692
developed, miniscule: -0.021848813338
competence, demand-driven: 0.0
off, potential: 0.393865768497
apt, willing: 2.54340263068
diseased, flawless: -0.063022633526
however, separate: 0.689994248653
advisable, felt: 0.476516814376
acute, divided: 1.10798317503
breathe, stimulating: 1.42310202619
off, prime: 0.29422131984
laddie, worse: 1.10263565068
preferable, soaked: 1.04275308985
disparate, rigght: 0.0
amusing, distasteful: 4.40742631166
better, compelling: 1.14940913269
higher, stupid-looking: 0.0
disquieting, hands-on: 0.0
patent, unhurt: -1.21110588243
organized, violated: 1.11824066458
acceptable, coming: 0.52104867294
better-iooking, estimated: 0.0
bull, monitored: -0.067625751444
cognizant, decided: 0.998134196027
poorest, wealthiest: 6.59893769067
intentionally, such: 0.435771253481
fabulous, supplementary: 0.176213675046
enormously, needless: 1.86772545025
coming, preponderant: -0.139030144
proper, twofold: 1.29999703878
mediocre, unspeakable: 1.42165951052
cheerful, wondrous: 1.8120764249
explained, organised: 0.0
over-the-air, strengthening: 0.0
brillant, brillant: 6.70649318815
black, vigilant: 0.478824536031
iike, pro-choice: 0
out, state-of-the-art: 0.0
excessive, prouder: -1.27347736664
north-west, tan: 0.0
sick, strengthened: 0.041332058906
lucid, recognising: 0.0
generalized, less: 0.702790097665
determined, hour: 0.303153130204
certainly, enchanting: 0.645960711774
dumb, effectively: 0.85232757002
frazzled, uniform: 0.257917220074
else, mostly: 0.527449514309
pro-choice, renowned: 0.0
comprende, past: -0.297534326045
dismal, familiar: 1.16160403129
infamous, looser: 0.631306707357
intolerable, luckier: 1.11300249968
silly, specified: 0.324042286938
changing, hurtful: 1.08065804161
general, toxic: -0.113586852488
hostile, self-governed: 0.0
government-owned, sudden: 0.0
enduring, humane: 1.34547051373
regrettable, regular: 0.229712878313
elegant, seropositive: 0.50139251922
submitted, unprepared: 0.348371154287
in-house, indebted: 0.0
kinky, vice-chair: 0.0
self-employed, true: 0.0
divergent, uncontroversial: 1.88928970863
elementary, moronic: 0.703172163052
definitive, nearby: -0.277691650396
displeased, warm: 0.272860073066
bothersome, increasing: 0.671106901546
imperative, superficial: 0.554730132331
combative, follows: -0.062232022531
elaborated, telling: 0.963256489636
everything, ignorant: 0.92585235305
cheerful, numerous: 0.305689038491
builshit, erroneous: 0.0
centralized, pursuant: 1.0938052292
cool, well-tolerated: 0.0
inter-dependent, rigorous: 0.0
changed, proper: 1.34481435807
exhaustive, hiv: 0.189084167911
cherry, hopeful: 0.410983434658
finally, spontaneous: 0.120573157121
credible, earlier: 0.119073142202
balanced, exhausted: 1.10265321247
results-oriented, wonderful: 0.0
action-oriented, hypersensitive: 0.0
forgotten, targeted: 0.622084050939
propitious, staggering: 1.16290813922
enduring, sobering: 2.29296265607
15-year-old, well-founded: 0
accelerating, noted: 0.266205764271
counterfeit, lifelong: 0.461462736967
lawful, stopped: 1.24976475437
appalling, junior: 0.125430485825
overall, well-off: 0.0
regrettable, valid: 1.49427200357
reasonnable, thought-provoking: 0
ideal, super: 1.20190608781
better-iooking, dainty: 0.0
erroneous, slightly: 0.249380014624
a-okay, distracted: 0.0
moronic, popular: 1.04817950314
adamant, unprecedented: 0.261805383782
galore, vice-chairman: 0.0
rank, squeamish: 0.73719334918
recommended, smarty: -0.469198128878
distinct, richer: 1.2746151442
conspicuous, factored: 1.13114319243
shameful, two-pronged: 0.0
disoriented, jumpy: 4.57068819981
distressing, sketchy: 1.78909421555
thirteen, uncontroversial: -0.100230654706
exhaustive, gracious: 0.515021708908
-sorry, routine: 0.0
abnormal, kane: 0.376018152685
adequate, intimidating: 0.709564298426
busy, skinny: 1.27826666219
authoritative, self-contained: 0.0
distinct, richest: 0.555192721372
freak, saying: 0.688934780532
accused, high-quality: 0.0
astounding, untenable: 1.95979414598
remediated, suddenly: -0.581434389821
anywhere, seen: 1.34586347334
endemic, subordinate: 1.12376252129
adulthood, irregular: 0.8855075415
gloomy, sicker: 1.50495525918
least, paranoid: 0.625739257259
eastern, owned: 0.846004293381
jumpy, tell: 1.27159147125
bleak, heterosexual: 0.75663680018
nice-looking, utilized: 0.0
characteristic, ping-pong: 0.0
feasible, frigid: -0.213102693041
formally, high-cost: 0.0
hardest, last-minute: 0.0
vocational, yesterday: 0.467203304801
accustomed, naturalistic: 1.72876344319
beastly, dumber: 2.37353982258
rigght, trustworthy: 0.0
declared, economically: 1.41658809523
finite, sporadic: 1.55116258538
combative, freer: 2.20525344524
petrified, shocked: 4.0190568204
grim, loveable: 1.02301963924
gay, synergistic: 0.58813633401
concerned, quadruple: -0.113178067664
customary, transnational: 0.296953771272
meaningful, wanted: 1.04123931506
synergistic, undemanding: 1.61623374211
complicit, fools: 2.95003955577
abolitionist, recommended: 0.33702224727
batty, ineligible: 0.894167547594
sentimental, undetermined: 1.26145584642
kinda, most: 0.845031143551
minimum, unbiased: 0.677263197713
clever, suspect: 0.641377014951
adjacent, logical: 0.661903384538
dark, dummy: 0.205636607089
burdensome, instrumental: 0.907280638169
preposterous, yet: 0.845310064038
admiral, tailored: 0.697598353731
as, glowing: 0.387351167358
underpaid, zero: 0.41100514361
due, inconspicuous: 0.212679407317
endearing, enhancing: 1.31700424372
simplest, smallest: 2.68915584514
prerequisite, upper: 0.484017306463
stable, unchanged: 3.31525281554
cohesive, rewarding: 2.07761114451
adequate, use: 0.872229545851
abnormal, well-off: 0.0
common, miniscule: 0.963435563652
definite, lost: 0.509919648971
claire, unsound: 0.313506926243
quiet, thankful: 1.58694803675
phat, shifty: 1.33351580666
obvious, qualified: 0.538755895006
disparate, generally: 0.610170069921
asian, outstanding: -0.013200281701
awake, dispersal: 0.200081943504
clara, illiterate: 0.746028299883
cold, comprehend: 0.663303130184
exempt, fuller: 0.829185615782
inconsistent, stopped: 1.02969077508
comprehensive, rank: 0.320164884891
persistent, set: 0.046923052259
supplied, victorious: 0.126788948562
lovable, sociable: 5.0021065716
occupied, wet: 0.324480891176
non-existent, underpaid: 0.0
loyal, pitiful: 0.716793638555
modified, unaffordable: 1.20461467697
flat, locked: 1.3396846058
admirable, well-protected: 0.0
different, lazy: 0.648252202856
condescending, unsuccessful: 1.40136959455
purer, unambiguous: 1.81980912436
remarkable, worse: 0.748214616206
broad-based, interim: 0.0
ice-cold, irreconcilable: 0.0
importantly, purty: 0.7320435261
revised, undisputed: 0.10993937291
state-of-the-art, well-timed: 0
increased, repeated: 1.33494583357
nice-looking, stuffed: 0.0
discrete, infallible: 0.755914711548
diseased, intimidating: 0.301642854412
conclusive, unaffected: 1.48297633055
gratuitous, positively: 0.845982814624
historical, idiots: 0.31104138323
conscientious, focussed: 1.83426130638
fullest, late: 0.002225874357
iate, thank: 0.0
automated, crude: -0.044443100877
durable, welcomed: 0.365402220946
consolidated, solemn: 0.959289281523
perplexing, west: 0.265585623567
canceled, whole: 0.205674060426
asked, broad-based: 0.0
2nd, virtually: 0.497636981389
sale, tiresome: -0.811761125707
non-self-executing, question: 0.0
commercial, static: 0.928635065044
childish, jam-packed: 0.0
desolate, excited: 0.653960770926
misused, taller: -0.250813149703
cost-effectively, monthly: 0.0
shorter, unrelated: 0.643963008719
profane, restored: 0.551955286037
insubstantial, unconvincing: 3.93159690497
multidimensional, unlawful: -0.090811835773
current, doctor: 0.016903838462
jeopardized, withdrawn: 2.31689489836
loving, overjoyed: 2.37887780148
contentious, sixth: 0.492610297242
franco, illogical: 0.800890642711
oversensitive, thus: 0.651330406146
elsewhere, various: 1.19090721026
fiine, negligible: 0.0
ideal, remarkable: 1.7042667638
arguable, contentious: 1.63564116569
note, reality: 0.098350292898
precarious, tense: 4.35342273166
european, loveable: 0.439351288532
favorable, named: -0.396354778968
confrontational, finer: 1.19981714678
saved, thank: 1.90875039221
based, frazzled: -0.487461272867
exposed, policy: 0.399457334437
mature, nosy: 1.06393486294
-mentioned, well-represented: 0
limited, off: 0.449768891323
proactive, well-organised: 0.0
orderable, unseen: 0.845301715358
believable, skeletal: 2.39548060822
advertised, pitch-dark: 0.0
elsewhere, minute: 0.339030221552
lastly, repealed: 0.519562282931
preoccupied, thoroughly: 0.987730460304
compelling, virtually: 0.833984186404
excluded, stocky: -0.721272699078
traded, verify: -0.937172223545
centralized, conflicting: 1.66644001574
daunting, obsolete: 1.70059821668
comprehend, work: 0.756985953743
latest, well-formed: 0.0
remaining, shut: 0.921080410833
less-favoured, lightweight: 0.0
probably, sonny: 0.707170457497
firstly, unqualified: 0.573363138614
dubious, fake: 2.55553592769
frightening, holy: 0.997409481719
firmer, korean: 0.504601770894
greener, loaded: 0.044056806807
payable, sunny: 0.4783848543
inevitable, unabated: 2.44176405155
self-aware, snug: 0.0
extreme, political: 1.49577948272
intricate, submitted: 0.38120454071
achievable, clear-cut: 0.0
fearful, small: 0.824839331695
accustomed, perplexing: 1.60067588174
non-partisan, prick: 0.0
dissimilar, functionally: 1.92177240793
domestic, everywhere: 0.1614481818
forthright, loyal: 2.21710910764
dependable, watchful: 2.02451555538
hooked, respect: -0.237286510848
trendy, usually: 0.778806049309
someday, various: 0.305876860241
elongated, scarlett: 1.20848954682
elected, strangers: -0.426720618249
absurd, critical: 0.937607780921
humbled, minor: 0.011202713888
mostly, spatially: 0.67414978554
broadest, wacky: 0.472955697448
moving, multi-layered: 0.0
guilty, late: 0.230739113527
ignorant, smart: 1.8672043995
whar, yes: 0.0
hearty, own: 0.592009289104
live, say: 0.930048735339
dismissed, drier: 0.750449081992
level, unhurt: 0.067568863021
fascinated, junior: 0.847723726997
conscious, wack: 0.309921449949
cher, predominant: 0.119976928677
arranged, responsable: 0.043781387902
confidentiality, illusory: 0.858316264908
informed, reason: 0.505477756353
finished, policy: -0.458788007291
greener, inconsistent: 0.264768927059
loyal, pivotal: 0.772796796882
self-sustainable, warmer: 0.0
biggest, distinct: 1.39660337598
helpless, unanimous: 0.87284198551
doubtful, executable: 1.08974424724
cost-effectiveness, equivalent: 0.0
essentially, well-respected: 0.0
rising, sincere: 0.25320923842
graver, sir: 1.34267246234
kinda, troublesome: -0.124802138136
similar, so-called: 0.0
awful, worth: 1.49715246571
attention, worded: -0.366845872909
expanding, shocking: -0.628547562369
curious, vice-chairmen: 0.0
multifaceted, yesterday: -0.419587278227
manifold, weil: 0.629843201739
expandable, pivotal: 0.266626804259
skeletal, uncomfortable: 1.05658669226
sadder, willing: 1.09683256929
checked, psychological: 0.935379749207
delicate, unspeakable: 1.69445875797
indigent, try: 0.040471345106
periodic, worst: 0.569229273993
right, well-paid: 0.0
blank, inalienable: 0.841933985431
mostly, soaring: 1.32210870526
aggrieved, sir: 0.355897207088
certified, treated: 1.50070692767
tiresome, warranted: 0.951991009562
