fiercer, pivotal: 1.84417795573
enraged, stand-alone: 0.0
respectable, stylish: 2.07181685167
-me, executed: 0.0
laughable, perpetual: 1.44624122874
inconvenient, palpable: 0.881972860746
educated, expeditious: 0.991314209587
science-based, speedy: 0.0
died, insulting: 1.02185140361
acquainted, kidding: 1.40157799956
multidimensional, so: 0.369694031284
hopeless, key: 0.554742167728
inadequate, trained: 1.0236391216
maximal, wanted: -0.076986813338
appealing, fools: 0.47258287488
influential, smart: 1.36782433132
l, vice-chairman: 0.0
disoriented, reduced: 0.779194209704
busier, inadequate: 0.499215439375
naturalistic, scheduled: -0.153739553936
consolidated, prominent: 0.298131140716
shoot, wretched: 0.719108974583
cabbage, cheaper: 1.09114210403
longitude, well-coordinated: 0.0
nobler, redundant: 1.06799415454
factored, minute: 0.134460003652
routine, worthless: 0.981089711113
non, seen: 0.115585343861
comforting, fit: 1.21577069051
distressing, very: 1.64009013329
spontaneous, symmetrical: 1.9710451459
bummed, varying: -0.411157841955
going, subtler: 0.475938531773
ironic, successful: 1.22201451823
underage, yummy: 1.00576941824
confidential, dead-on: 0.0
ah, risky: -0.440986109932
envious, wide-open: 0.0
presently, task-oriented: 0.0
clear, sporadic: 0.87362641644
groundless, nearest: 0.515763669615
belligerent, fastest: 0.627760539535
authorised, rampant: 0.0
self-sustained, unworkable: 0.0
cloudy, pivotal: 0.79187276752
dismissed, wing: 1.18336480216
see-through, them: 0.0
legibly, undeveloped: 1.01647712169
inactive, statutory: 1.17274083633
good-looking, staggering: 0.0
goal-oriented, stringent: 0.0
immutable, silly: 1.8283804499
gone, untraceable: 1.4118119835
humiliated, lofty: 0.614525699553
-surprised, regretful: 0.0
overwhelming, vested: 0.78310947843
afraid, dorky: 1.55750894664
flattering, uninsured: 0.888462402604
collective, heavier: 0.15274254775
resolute, th-that: 0.0
immaterial, needed: 1.04109734615
convincing, powerless: 1.45657982281
annually, growin: 0.242717511094
active, engagement: 1.0389331209
policy, real: 0.533429731837
counterfeit, justifiable: 0.086954520746
humble, terrific: 1.45604877933
cynical, developed: 0.169164173911
fussy, round: 0.382679267612
poorer, trite: 1.14055728425
defensible, intertwined: 1.68711263338
damp, despicable: 0.574078236687
determinative, sunny: 0.420900109016
east, unconventional: 0.089512976775
kinda, realizing: 1.16507101105
apposite, ourselves: 1.61709904608
based, disagreeable: -0.518986378687
costlier, some: 0.69947275453
1st, happened: 0.420548374479
back, well-managed: 0.0
fewer, immaterial: 0.692734664352
proprietary, wiser: -0.178935222079
prompt, unacceptable: 1.02767995706
effortless, satisfying: 3.24157739838
fun, sober: 1.71590878634
nice, predominantly: 0.87764855409
flexibly, seductive: 0.490836382508
latest, stringent: 0.713053640943
understand, vigorous: 0.357663917068
discrete, specifically: 1.28237624366
lovely, multi-threaded: 0.0
emotive, undesirable: 1.86994055012
amiss, louder: 2.40264506055
currently, proud: 0.628882421852
missingg, symmetrical: 0.0
permitted, sociable: 0.564530899928
detailed, hey: -0.308245137217
diverse, legal: 0.806195408946
divided, violent: 1.04342393348
sticky, vigorous: 0.5810970441
graduate, presentable: 0.53752177851
almighty, self-aware: 0.0
firm, luck: -0.040018184061
bleak, recognised: 0.0
marvellous, well-done: 0
change, cheapest: 0.954018956514
gloomy, revised: 1.66495918503
changing, disappointed: 0.536398793677
advertised, shortly: 0.404285725121
fluid, unsafe: 1.77011204514
adulthood, lean: 1.41088510566
exceptional, interested: 0.636444229569
idiots, shut: 1.25491112528
pray, sir: 3.41813238015
overemotional, top: 0.265578686707
fatter, trustworthy: 1.18007812353
nathan, unreliable: -0.593890032276
especially, smokin: 0.459663318552
bull, simple: -0.039387533212
phony, radiant: 0.194584785192
hence, traffic: 0.331464057396
obvious, slimmer: 0.798915274925
discernable, iittle: 0.0
overt, vice-president: 0.0
dormant, mesmerizing: 0.645347154619
ageing, sincerely: 0.0
sensational, unproductive: 0.598655147081
propitious, untenable: 3.16765519143
friendlier, opening-up: 0.0
sponsored, substantive: -0.010996499549
nasty, well: 0.748416340201
co-ownership, crazy: 0.0
absent, sweeter: 0.124887863607
circumspect, drunken: 0.310154505388
also, indecent: -0.202019940828
graduate, under-inclusive: 0.0
pristine, yes: 0.392109618848
off, tom: 0.469493473002
supreme, unbiased: 1.28011312521
liquid, sale: 0.991050357633
costeffective, shipshape: 1.98097955481
demanding, toasted: 0.325217752413
doomed, unsettled: 1.4150759725
hope, repelling: 0.484265898667
incorrect, nouveau: 0.03069989356
state-of-the-art, steadfast: 0.0
proportional, upstanding: 0.507199764022
extirpated, stringent: 0.755676065241
deceased, friendly: 0.747977631722
intractable, well-paid: 0.0
exactly, mixed: 0.557816121409
forceful, wondrous: 0.546694476678
distributed, two-fold: 0.0
flammable, panicked: 1.94072859153
regular, simplest: 0.667663352945
principally, properly: 0.940395329681
overlooked, verify: 0.460180417411
agreeable, single-ranked: 0.0
sal, therefore: 1.21803376211
co-financed, sadly: 0.0
possible, unfeasible: 1.90100394235
bereft, vain: 1.84531040776
american, quadruple: -0.26837960567
alia, withdrawn: 0.300828899341
comprende, well-positioned: 0.0
bankrupt, unsanitary: 1.47804680856
emotional, limited: 0.512554553638
abrasive, smitten: 1.38475585954
sour, strongly: 0.466080302577
well-organised, workable: 0.0
average, fifth: 1.83687756278
do, excluded: 0.822798511483
it, juicy: 0.539504300293
lame, savage: 1.75511106696
but, fabulous: 0.412861676234
contemplated, fairly: 0.527416598859
sound, well-behaved: 0.0
wholesome, wiser: 1.71932925199
broken, changing: 1.68159547644
handsome, unappy: 0.0
current, unreliable: 0.743104357575
faulty, term: 0.002218195415
long-winded, swearing: 0.0
cross-border, rock: 0.0
carefully, smitten: 0.5313953211
maintained, refundable: 0.111414366209
continual, increased: 1.89961695818
false, upfront: 1.41881057761
bad, whilst: 0.057396827983
awesome, unquestionable: 2.39849960999
endearing, inquisitive: 3.74064653738
relative, straightaway: -0.160095082589
trendy, well-tolerated: 0.0
geographically, starker: 1.85335292532
outstanding, pro: 0.01729184284
darkest, reduced: 0.552522770313
kinky, likable: 2.66787776373
delicate, onboard: 0.167349122832
moron, overheard: 2.67387775616
19, abrasive: 0.0
e.g., sensible: 0.0
spooky, term: -0.001138590326
arduous, silent: 0.466605040395
infrequent, intermediate: 1.26811767516
superficial, thank: -0.423053791604
overloaded, sporadic: 1.3551879687
negligeable, proscribed: 0.0
adapted, unfortunately: 0.968414721262
submitted, why: 0.357412131212
northeastern, sensitive: 0.467100642952
favorite, shoot: 0.718718064429
here, minimal: 0.387184924818
dre, many: -0.259290558932
sensible, stunning: 0.958899042233
griet, iil: 0
acclaimed, lost: -0.124152911342
ample, strong: 2.14860753004
abolitionist, seductive: 1.61199601519
pleased, possibly: -0.052446291072
all-important, personal: 0.0
expressly, well-known: 0.0
conventional, shielded: 0.831857544756
truly, utopian: 1.56458448851
inconvenient, traded: -0.228826725459
find, utopian: 0.955513703713
folks, folks: 5.92080905418
historic, regrettably: 0.585611075225
motherfucker, vicious: 2.27715208864
eerie, stopped: 0.309313586775
broad-based, commonplace: 0.0
jurisdictional, planned: 0.366349642746
contemptible, rock-solid: 0.0
racked, scientific: 0.41833797518
awful, intrusive: 0.97621652036
beter, checked: 0.682620073051
fatal, good: 0.611861528415
firm, state-of-the-art: 0.0
-mentioned, sell: 0.0
dark, distribution: -0.060125591907
periodic, real: 0.775217857761
hinky, madness: 1.37639297977
focused, richest: 0.242606829531
fatal, social: -0.000527972566
cooler, thinner: 3.69051485376
reconcilable, shitless: 0.035969091977
finer, internal: 0.151483094989
increasingly, poisonous: 0.763125066214
dubious, extant: 1.30915762389
attentive, labour-intensive: 0.0
nearest, precise: 1.16592491531
indisputable, rock-hard: 0.0
final, woken: -0.207157535223
carmela, overwhelmed: 0.0
greatest, part: 0.456599971677
prohibited, some: 0.6261460174
patient, tasteful: 0.813218202461
horrid, petrified: 1.88908929972
captain, stand-alone: 0.0
peripheral, streamlined: 0.877203236264
energetic, installed: 0.086453758633
candid, panicked: 1.37751764914
african, insatiable: 1.47280517805
globalization, principal: 0.864304007615
seen, unqualified: 0.01176138361
dumber, unfilled: 0.388133704551
contentious, incompetent: 0.833508641084
executable, speaking: 0.756753624549
egotistical, sonny: 1.78499508704
equally, high: 0.382938307522
co-operation, undeveloped: 0.0
co-funding, unhappy: 0.0
invariable, real: 0.806756356085
dirtier, fucking: 2.12770212646
copacetic, weaker: 0.553108270086
confident, insufficient: 0.826856030422
indefensible, irrational: 4.31520763981
sonny, technology-neutral: 0.0
self-conscious, serious: 0.0
atrocious, physical: 1.06042094071
eventually, life-long: 0.0
granted, unsolved: 0.479414601482
immense, wierd: 0.045579315485
complex, messy: 2.16469758523
fertile, unwell: 0.739103539225
accordingly, rash: 0.537411545297
fuzzy, non-existent: 0.0
satisfying, strong: 1.31583987592
material, paranoid: 0.44376229817
iilegal, interested: 0.0
indisputable, real: 1.64041446713
retard, sober: 0.692232122529
fulfilled, minimum: 1.43809144799
finicky, opening-up: 0.0
beautifui, hurting: 0.0
invisible, loving: 1.33154416287
integrated, rarely: -0.211722356387
lit, sinister: 0.683650235816
estimated, stopped: 0.260578110424
ample, public: 0.886048484976
self-evident, unbiased: 0.0
afterwards, held: 0.612262209623
richest, suicidal: 0.574678987449
allright, striking: 0.505852027932
awareness-raising, him: 0.0
actively, thorough: 1.18576518131
handy, lean: 1.16924578452
ferociously, question: 0.401265155362
crude, polished: 0.695569885973
puzzling, removed: 0.498975417574
publicly, realistic: 0.413674597796
major, related: 1.471270049
practically, technological: 1.01866497465
convenient, tougher: 1.04953351745
infuriating, prerequisite: 0.29645377227
sale, unpopular: 0.276958243609
odd, typical: 1.98893676132
latest, representative: 0.180868304806
cumbersome, uh-huh: 0.0
good, legendary: 0.712024498169
cognizant, world-wide: 0.0
immature, treble: 0.046663191383
accomplished, declared: 0.744914840701
neutral, ok: 1.15700873936
integral, nothing: -0.075632654608
stress-related, undisputable: 0.0
acknowledging, revised: 0.797518106324
sincere, whatever: 1.57248457836
foolish, multi-faceted: 0.0
existing, stellar: 0.42779175025
but, superstitious: 0.74097284567
baby-sitting, elaborated: 0.0
diverse, interesting: 2.19501980691
meaningless, witty: 1.64583926758
disoriented, greener: 1.10192295865
necessarily, twelve: 0.073900613463
onboard, subdued: 0.672136621636
identifiable, nascent: 0.816817720717
reduced, simplest: 0.544422095996
net, work: -0.074401385546
corny, somewhere: 1.63849942731
eager, sovereign: 0.062689856304
internationaux, yourself: 0.080243739544
clara, legendary: 0.155955024845
disrespectful, restless: 1.13921271323
fall, substantial: 0.527958087672
funnier, revealing: 0.979071638679
heavier, il: 0.166613975796
drawn-out, impoverished: 0.0
shorter, thready: 0.616443467577
quadruple, unspeakable: 1.23725219934
grim, limp: 2.21567216641
extant, multi-dimensional: 0.0
friendlier, permanently: 1.24845977848
conscious, untouched: 1.10637166563
far-reaching, outermost: 0.0
grimmer, separate: 1.30385807493
awol, reality: 0.348945733648
germane, iittle: 0.0
formed, specify: -0.201205031415
together, youthful: 0.175574691695
unique, yourself: 0.805545525343
unequal, wished: 0.738763099577
bankrupt, non-competitive: 0.0
early, questionable: 1.03611201571
puzzling, urgently: 1.00015877164
insincere, meaningless: 4.22631405898
honoured, illogical: 0.0
genius, hungry: 1.02188081657
updating, violent: -0.233338453568
easiest, simple: 3.47822071865
insubstantial, temporary: 0.708566957399
diminished, reaching: 0.912957126092
damaging, kind: 0.281862252507
assured, compact: 0.48561316858
considerably, poverty-stricken: 0.0
lowest, premier: 1.7912178363
rational, stiff: 0.799466837672
malicious, unseemly: 1.69230615756
courteous, sold: 0.100393997213
chickenshit, self-financing: 0.0
pleasurable, re-established: 0.0
commensurate, evey: 0.552117645765
ingrained, reasoned: 0.815755821753
freer, superior: 1.6254136022
heartening, underprivileged: 1.03057542591
annulled, vague: 1.11753021877
scientifically, stringent: 1.62012551956
3rd, medium: 0.137530209933
dying, identify: 0.424560296791
on, undemanding: -0.059346254646
hilarious, ionely: 0.0
heights, tepid: -0.267365922272
concise, key: 1.30180529451
all-important, decisive: 0.0
obsolete, patentable: 4.39783737236
afflicted, unified: 0.168094162058
potent, stepped-up: 0.0
opposite, terrifying: 1.32292510625
entertaining, furthest: 0.165339415752
cooperative, unseen: -0.190357957262
beter, documented: 0.104737099744
fun-loving, innumerable: 0.0
prevalent, smokin: 0.682611896174
everyone, previous: 0.2599809251
lamentable, steadfast: 0.637741210567
indebted, vital: 1.66807487628
administered, stimulating: 1.48422060515
joyful, obsolete: 0.169789511286
achievable, vast: 0.085710516154
cracked, standard: 0.387053635991
rarely, symmetrical: 0.651528679474
limp, spatially: 0.552712887782
presumptuous, well-lit: 0.0
heterosexual, well-respected: 0.0
likely, suitable: 1.4938426231
groundless, retard: 1.16227828996
perpendicular, wrongful: 0.540530146061
involved, require: 0.769078778405
day, free: 0.990514783207
asking, miserable: 0.524891383368
firmer, vested: 0.476482820381
stranger, unaffected: 1.14220070518
telling, undisputed: 0.609123091481
adversarial, skilled: 1.4077659898
leading, quickest: 1.08383939679
garbled, maximum: -0.483357346995
founded, multi-faceted: 0.0
dispute, unsettled: 2.53720940532
easiest, merciless: 0.6741038827
greater, symbolic: 1.46868306329
black-hearted, regularly: 0.0
me, two: 0.59467246522
loyal, squeamish: 1.45406198696
compliant, qualified: 2.01301198187
durable, well-respected: 0.0
accelerating, ignorant: -0.007127750104
cloudy, unabated: 1.96544063277
atrocious, toast: 0.466683822431
hollow, unlawful: 1.59176817285
delineated, time: -0.305474499368
asking, bro: 0.623369098992
dandy, gratifying: 0.544061726963
disrespect, short-lived: 0.0
daunting, wonderfui: 0.0
bummed, political: -0.481373874023
certain, heinous: 1.07374293092
injured, regrettable: 0.971996739664
strongly, tenable: 1.22136614617
able, brisk: 0.085972019252
cosmetic, parched: 0.688132755894
affixed, dedicated: 0.877500690015
critical, frigid: 1.044298392
appointed, prepared: 1.33879415479
hon, well-off: 0.0
appreciated, partially: 0.16363220099
above, iate: 0.0
central, fanta: -0.217920353945
eighth, everybody: 0.741300976763
heavy-handed, obstinate: 0.0
net, technical: 0.359628116915
homosexual, perpetual: 0.436812592742
protected, vulnerable: 3.51399596831
constantly, ensure: 1.2272601935
brain-dead, rigght: 0
dangerous, frozen: 0.843748463046
demented, facilitated: 0.478377853978
export-ready, self-aware: 0
run, treaty: -0.492349197597
resolute, somewhat: 0.830894113606
fussy, lately: 1.12756696296
excluded, marked: 1.02650734184
chickenshit, on: 0.193467541901
amazing, embarrassed: 1.80280633867
interminable, sociable: 0.178868009055
laddie, significant: -0.310046097254
etc, served: -0.073974502521
high-tech, upfront: 0.0
suspected, wholly: -0.279473889774
divine, efficient: 0.318780116495
