full, rash: -0.267016172525
nascent, proven: 0.631083497335
creation, honourable: 0.0
aggrieved, opening-up: 0.0
salient, untapped: 0.537594239298
rewarding, well-defined: 0.0
continual, proactive: 2.6261602204
determining, here: 0.188905298708
medium-sized, them: 0.0
broad-based, stupid-looking: 0
assured, newsworthy: 0.003208915903
long-standing, puzzling: 0.0
dreamy, implacable: 2.16910554194
jolly, smoother: 1.3576303064
flawless, newer: -0.1934749852
sluggish, undetermined: 1.40911359374
senior, wide-ranging: 0.0
good-iooking, provisional: 0.0
inquisitive, kidding: 2.45878373008
funded, generalized: 0.870391637327
delightful, several: -0.06169436148
powerless, single: 0.380102395115
frigid, shitless: 0.388442123844
conducive, open-minded: 0.0
immutable, marty: 0.375800451528
breathe, integral: 0.646718917707
exceptionally, rotten: 0.62620399925
attractive, mobile: 1.08178745327
edible, startling: 1.10002867693
substantive, unrestricted: 0.57809079218
arduous, dependent: 1.5253110514
purty, unscathed: 0.658846914633
kane, soaked: 0.255569760693
generalised, proportional: 0.0
moreover, revealing: 0.942830440569
mean, multidimensional: 0.50615798134
back, impenetrable: 0.327171590407
cheery, long-lived: 0.0
fuckin, naturalistic: 0.705343656281
antiquated, sorr: 0.0
dodgy, yesterday: 0.788273625844
dire, guys: 0.251211799999
feasible, proven: 1.09784856924
user-defined, warmest: 0.0
foutu, observed: 0.0
clever, reassuring: 1.40185955953
alarming, cleared: -0.396906702879
lenient, overripe: 1.3707540052
cooler, desirable: 1.20514031968
cultural, soothing: 0.624708968362
appalling, moister: 0.286146248686
problem, well-documented: 0.0
hardest, obsolete: 0.233862572199
concerted, further: 1.36322018879
crafted, find: 0.289993270294
lengthy, proper: 1.57553371027
holy, ill-equipped: 0.0
disoriented, prevailing: 0.229015480926
classic, poorer: 0.150363096717
integral, refined: 0.955681108513
unlimited, well-timed: 0.0
disputable, wierd: 1.972254952
particularly, scalable: 0.030950201218
appealing, specific: 0.889366589102
curious, effectiveness: 0.084439079158
final, wide-ranging: 0.0
adverse, priced: 0.454559714841
short-sighted, turbulent: 0.0
old-fashioned, unconvincing: 0.0
importantly, wild: 0.396463309937
awkward, oral: 0.878394856394
high-tech, ultra-hazardous: 0
-sorry, phenomenal: 0.0
bogus, socio-economically: 0.0
bi-directional, polite: 0.0
imperfect, suited: 1.52527642865
charmed, irresponsible: 0.801977157589
premature, speedy: 1.17195933687
busted, patchy: 0.564888113765
industrialized, obese: 3.45592282146
belle, transient: -0.338157575244
legit, meagre: 0.0
cherry, grisly: 0.367580393324
decisive, influential: 1.95900846928
effortless, hands-on: 0.0
amusing, startling: 2.87737610073
history, redundant: 0.036471034891
cardinal, cost-shared: 0.0
indefensible, well-organized: 0.0
evident, on-going: 0.0
madness, renowned: 0.464060575839
running, s-sorry: 0.0
dre, reai: 0.0
cozy, treasured: 1.4829002532
actionable, lesser: -0.256098800563
corrigendum, professionally: 0.344921760474
intelligible, scientifically: 2.95659696177
enhancement, re-routed: 0.0
drastic, lost: 0.440598480575
also, specialised: 0.0
funny, gratifying: 2.64378169859
pale, primary: 0.051850724223
plenty, taller: 1.1603923424
homesick, well-targeted: 0.0
impenetrable, unwell: -0.075642173107
away, misguided: 0.677433611209
nicer, pragmatic: 1.82243153565
masterful, unsteady: 1.84558035871
disabled, proud: 0.592150016674
integrated, personal: 0.04829029771
democratically, slender: 0.981313152009
entertaining, powerless: 0.55675067799
conventional, rising: 0.680538944867
-, cancelled: 0
brisk, danger: 0.162489205991
darker, encouraging: 0.810619830019
pathway, polite: 0.59246098766
serene, suspected: -0.326756388297
long-range, talkative: 0.0
multidimensional, populated: 0.832943111546
girl, in-depth: 0.0
due, grown: 0.483277350589
asian, weil: 1.70587121744
evening, stuffed: 0.536053961172
co-, stupide: 0
hospitable, illusory: 0.769975638613
academic, poor: 1.03414456805
chaotic, thirds: 0.385621993524
enraged, urgent: 1.11528967649
compelling, scheduled: 0.8284055437
miserable, thin-skinned: 0.0
-just, undisputed: 0.0
extensive, perverse: 0.395680813678
creative, spooky: 1.60637976803
antsy, heavyset: 2.25314137033
longstanding, lousy: 0.710490812113
cost-effective, peachy: 0.0
irate, relieved: 2.26894931313
start, stress-related: 0.0
poverty-stricken, trusted: 0.0
diverse, noisy: 1.2932110839
begin, headstrong: -0.068675303851
lawful, unconventional: 0.869311614671
irrational, vain: 1.66370932424
injured, unquestionable: 0.805668749354
desperate, over-ambitious: 0.0
asian, hysterical: 0.664005829187
fuller, gutsy: -0.318196996578
aware, ruined: 0.369919084346
although, friendlier: 0.807320520838
elected, stylish: 0.16191204903
calculated, plausible: 1.74425198801
destructive, unitary: 1.78543651375
accuracy, unprofessional: 0.608583999436
ggood, regrettably: 0.0
deserved, redeemable: 1.17029974801
geographically, minute: -0.206008921002
horrid, puny: 2.83471466794
persuaded, productive: 0.150948171059
identifiable, potential: 1.21749195358
overwhelming, prestigious: 0.944891777653
founded, rough: -0.124611206909
actively, somewhat: 0.455148261904
-good, irrelevant: 0.0
asleep, toast: 1.65312208706
higher, kid: 0.264070502057
moronic, suck: 2.87067516561
liberated, mistreated: 2.94578901718
collective, receptive: 0.499631648833
challenged, straightforward: 0.691583469363
freely, illiterate: 1.11467519774
low, underprivileged: 1.26615417538
fully, further: 0.981547550818
miscellaneous, monthly: 1.56397663428
somewhat, thus: 1.25348865759
emotional, purty: 0.401722589244
annulled, warranted: 1.09455270485
contaminated, worthy: 0.266107632356
died, stipulated: 0.307694712132
bonnie, mideast: 1.02259834461
evolving, updating: 2.80864248659
forlorn, understanding: -0.616440376136
doing, two-pronged: 0.0
fascinated, properly: 0.085818146297
fearless, freedom: 2.2806057657
dotty, physically: 0.190964771003
objectionable, overripe: 2.26853212201
impenetrable, quicker: 0.652227257938
clever, evey: 0.954731878285
alert, strictest: 1.01831488177
aware, incapable: 1.38158041669
long-winded, workable: 0.0
awaken, differently: 0.59629326176
coordinated, worthwhile: 0.803602646441
respectful, rife: 0.392504581042
graduate, previous: 0.032906806024
nice-looking, open-minded: 0
instructive, significantly: 0.446799408704
cooler, dodgy: 1.17042039063
housebroken, solid: 0.604259526594
considerate, graceful: 3.03678011606
bureaucratic, sale: -0.249541089133
concentrated, hands-on: 0.0
nosy, thin-skinned: 0.0
lovable, uneasy: 0.736658491395
babe, gratuitous: 2.24643488742
cattled, heinous: 0.0
consolidated, smarty: -0.60713832873
concerned, unremarkable: 0.282104203392
concise, vested: -0.002752360636
enabled, screwy: 0.551281864199
safe, unprecedented: 0.182246716914
dead, happiest: 2.42686353516
poverty-stricken, unequal: 0.0
deficient, problem: 1.98151508823
rich, unstable: 1.61121172461
chilly, touching: 0.936294384042
coast, horrendous: 0.609852634098
sophisticated, upbeat: 1.32334653741
badly, cheerful: 0.422611586153
american, tiny: 0.30273570185
implementable, sluggish: -0.769607019768
crushed, elaborated: 0.078710414146
heavier, refusal: -0.366371011725
liberal, own: 0.747456084636
clueless, swearing: 0.849533698194
isolated, patentable: 1.66937890868
expressly, ready: 0.09089215933
nascent, numerous: 0.666492290146
rigid, well-prepared: 0.0
paradoxical, pitch-black: 0.0
peculiar, real: 1.07940045281
lesser, sensational: 0.97385098404
afterwards, western: -0.095985334974
generalised, restored: 0.0
smaller, uncertain: 0.626203776631
founded, spoilt: 0.0
adaptive, sooner: 0.705206331829
shaun, smarter: 0.24088329022
happier, significantly: 1.75922980149
abundant, fastest: 1.09411495758
ok, private: 0.056083750142
doable, much: 0.99806019742
rock-hard, standing: 0.0
destabilizing, vice-chairperson: 0.0
invisible, science-based: 0.0
accurate, compulsory: 0.918496037439
multicultural, tenuous: 1.18002296962
enduring, respected: 1.0655307296
apparent, vice-president: 0.0
anyway, supreme: 0.675069694323
selfish, uptown: 0.595468544191
as, new: 0.388001327315
old-fashioned, relaxed: 0.0
funnier, invested: 0.654842503322
insignificant, understood: 1.28113454497
controlled, unseemly: 0.397391807571
fatal, intimate: 0.987176260146
nuts, patient: -0.146918157753
nosey, unbecoming: 0.0
germane, long-lived: 0.0
acceded, faultless: 0.11742133029
asleep, lookin: 1.87946484292
outnumbered, sluggish: 1.69725550918
guilty, well-defined: 0.0
unpredictable, well-armed: 0.0
charming, irrelevant: 0.669317167207
encompassing, wild: 0.613293699103
momentous, uneven: 0.641728874946
centralized, toast: -0.428665807136
grass-roots, primordial: 0.0
him, inviolable: -0.001981500708
frail, recognizes: 0.098482042079
altered, competence: 0.227488986285
mysterious, statutory: 0.296357393455
progress, vigorous: 0.985320655006
appalling, reachable: 0.160810192015
mesmerizing, powerful: 2.33126662063
prat, sale: 0.044145020161
intertwined, pleasing: 1.1947277729
discriminate, foxy: 0.558456711797
soon, spectacular: 0.292223084539
funny, going: 1.55715987655
dre, unscathed: -0.997468181268
busy, conscious: 1.31192712361
adamant, fluid: 0.933281544499
adverse, troubled: 0.80536632307
southeast, submitted: 0.020418993755
sadly, tell: 1.37697850266
!, unimpressive: 0.0
overwhelming, you: 0.746554449672
exemplary, warmer: 0.268344232467
anonymous, crude: 1.31084023321
apt, butthead: 0.825152089693
historic, opening: 1.38643806927
exhaustive, inaudible: 0.736145549393
information, ubiquitous: -0.073122260198
fully, largest: 0.562228189438
balanced, unprepared: 0.45029007887
lacklustre, thrilling: 0.0
beautiful, debatable: 0.870802765185
beautiful, frank: 1.19882703305
alarmed, non-compliant: 0.0
between, derisory: 0.156609495481
bad-looking, enrolled: 0.0
ever-increasing, remediated: 0.0
docile, managed: 0.601188176724
mightier, proper: 0.546017347257
debate, explicit: 1.18973440013
require, rising: -0.252782818399
nicer, transparency: 1.08358926129
ancient, bro: 0.386433572949
involved, novel: 0.49425596499
impatient, unacceptable: 1.91354165064
pitiful, thriving: 1.03458566958
coast, fried: 1.17392902805
lawful, thready: 0.142195500264
occupied, thrilling: 0.065002380298
prodigious, vulnerable: 0.294046451045
binding, deductible: 0.422009910537
back, sexy: 0.593674785447
commitment, obscure: -0.888186025699
integral, sentient: 1.37689969036
inconclusive, scalable: 0.007286941128
additionally, germane: 0.50690212946
coast, well-treated: 0.0
endangered, juicy: 0.28670289825
classy, wasted: 1.0839485155
blurry, weird: 3.5013264624
talkative, well-served: 0.0
cost-effectiveness, unconditional: 0.0
enormously, frightful: 0.410140206363
justification, unheard-of: 0.0
builshit, last-minute: 0
smokin, undeveloped: 0.519728530123
minuscule, muscovite: 0.986496174685
acknowledged, knowledgeable: 0.552819358956
informative, reachable: 1.40437676134
creative, demand-driven: 0.0
corresponding, handsome: 0.822356171508
modernized, scaleable: 2.79597806335
overripe, sparse: 1.87153129305
east, value: -0.204211180576
jolly, north: 0.307679207885
affected, sincere: 0.808373352938
rarest, right: 0.732745202823
horrific, skilful: 1.28343004818
installed, lacking: 0.653249102383
gravest, judicious: 0.988855952813
respectable, unwise: 1.01153067406
needy, preoccupied: 1.19148969631
discrete, flexibility: 1.55062026752
compelling, tall: 1.28274563661
careful, endearing: 0.57265977185
sole, specify: 1.54960722481
low-skilled, novel: 0.0
contrary, heavier: 0.7499150086
pitiful, withdrawn: 0.570559477552
completed, regular: 0.87631942471
cordial, overjoyed: 1.95267816173
ma, unexpected: -0.375851345794
co-operate, outstanding: 0.0
cracked, globalization: -0.168148228876
private, shaky: 0.58724609377
jump, working: 0.051396119812
collective, tabled: 0.563790783984
thank, wrongful: 0.478081507734
known, valued: 0.893043812898
anything, enhancement: 0.183667264402
comercial, overly-high: 0.0
forgotten, okey-dokey: 0.0
singular, universal: 2.24168835681
lukewarm, special: 0.855944018063
bull, loveable: 0.785057982944
acknowledged, classy: -0.094669155917
fewer, inevitable: 1.1372592613
entirely, far-reaching: 0.0
breathtaking, potential: 0.478810976511
american, treasured: 0.01424367044
horrific, tardy: 0.145629290118
precise, unqualified: 0.272290348912
bad, confidentiality: 0.798307529333
-, readable: 0.0
counterproductive, furthest: 0.961706363324
likely, proprietary: -0.230400001296
appalling, savage: 3.73696870038
important, responsive: 1.700315334
crazed, giant: 1.88151415464
emotive, unoccupied: 0.490294440281
appalling, exemplary: 3.05335146094
tan, well-known: 0.0
extreme, positively: 0.276124894051
affirmative, cross-border: 0.0
home, rampant: 0.652949632679
eerie, indiscriminate: 1.29609833658
impenetrable, proprietary: 1.48393979376
forgiving, per: 0.348073279249
dotty, re-established: 0.0
dirty, succinct: 0.911750171421
infrequent, safest: 0.899106390273
broad, insufferable: -0.07475487281
energetic, nominal: -0.066202303933
outstanding, paramount: 1.42383224939
know, sweeter: 1.13061844639
acceded, interactive: -0.015231261222
flourishing, l: 0.150479447578
cherry, utilized: 0.045373936641
improving, wonderfui: 0.0
insured, re-established: 0.0
deliberately, helpless: 1.63452757048
all-embracing, hard-pressed: 0
fbl, thorny: 0.0
adjusted, dressed: 0.751648984428
dire, retail: 0.284760162721
admirable, formidable: 2.47870043779
cloudy, neutral: 1.60442596716
listed, princess: 0.161010481411
fluid, negligeable: 0.0
unseen, vulgar: 0.711782454569
immediate, unattainable: 1.09297916107
desolate, unsound: 1.11799746352
affixed, world-wide: 0.0
authorised, business-friendly: 0
busier, calming: 1.47162178571
carsick, immeasurable: 0.069894999941
alarming, illicit: 2.1327922822
firstly, overridden: 0.988792588492
anxious, eco-friendly: 0.0
ambitious, reasonably: 0.249532527619
extensible, unfair: 1.08418421796
observant, seropositive: 1.04463242167
booming, virtuous: 0.599858715212
endearing, exclusive: 0.303663747772
intertwined, start: -0.024660388316
lasting, paid: 0.445639019012
flammable, groundless: 0.518878402882
luckier, wary: 1.88747498592
blunt, executory: -0.65721827993
advisable, currently: 0.729141151962
american, wanna: 3.8043253808
accomplished, efficient: 1.55796369619
do, implacable: 0.597821829511
confident, disoriented: 1.33768202345
comprehensive, omnibus: 1.985341525
fake, north-west: 0.0
indisposed, opposite: 0.870101599293
normally, well-formed: 0.0
spontaneous, successful: 1.22325857138
evident, rapid: 1.29324602822
below, excitable: -0.311339880258
bogus, multiple: 1.42364999895
cheap, motivated: 0.891645603496
multidimensional, there: 0.218606250577
by-election, scattered: 0.0
insignificant, shitty: 1.57211168525
bored, paranoid: 3.27623857584
indian, opening-up: 0.0
enormously, unsettled: 0.807906007983
grown-up, tenuous: 0.0
improvement, looser: 0.972788623106
best, honoured: 0.0
uncanny, unhurt: 0.267440360315
untenable, updated: 0.562194371362
big, living: 0.363344944189
fluid, recognizing: -0.230688855566
quick, wholly: -0.004245370448
liked, upbeat: 2.04424078161
fourteen, properly: 0.190640082315
distant, hiv-infected: 0.0
helpless, well-trained: 0.0
gonna, vis-: 0.0
cheesy, complex: 0.704700699087
beloved, fundamental: 0.543645962619
authorised, old-timer: 0
direct, fit: -0.131811429613
