monstrous, unable: 0.526513176469
fruitless, radical: 0.660237568786
administered, prepared: 1.21890741024
informal, under-inclusive: 0.0
fresh, repayable: 0.658826659384
completely, invalid: 1.28438824213
fucked-up, worst: 0.0
sugary, unprofessional: 0.742745535483
kinky, practice-oriented: 0.0
silly, supplemental: 0.309500739577
breathe, refundable: 0.889553270891
hard, powerless: 1.137724686
fearless, pleased: 0.36759681446
ancient, inconsiderable: 0.814861658015
deductible, laudable: 0.979755667632
creepy, tense: 1.8480624344
hiv-positive, practical: 0.0
disturbing, well-filled: 0.0
acknowledged, garbled: 0.841483732046
demanding, shallow: -0.217102700752
abrasive, impossible: 0.798867216835
protected, specific: 1.39270656216
formerly, naive: 0.214788632063
dominant, intensive: 1.05795718318
rebatable, sloppy: 0.0
middle, wise: 0.711368009022
happened, lower: 0.012997835414
small-time, vulgar: 0.0
inexplicable, overloaded: 1.46452967964
oversensitive, premature: 2.41657777208
credible, unharmed: 1.08292960433
get, zesty: 0.282461616216
developing, others: 0.641537265204
broken, infallible: 1.36545548456
strict, unimaginable: 0.614034056334
at, motivated: 0.197488519967
apposite, drunken: 1.09901873392
requests, scandalous: 0.669739449136
indispensible, okey: 0.771567067799
agreed-upon, probable: 0.0
pleasant, readyto: 0.624728373311
explosive, wealthier: -0.250307399534
gaunt, thank: -1.13615365142
life-long, stupider: 0.0
busted, responsible: 0.848499975709
abolitionist, doomed: 1.28081181436
creditable, negative: 1.19526210693
brief, courrier: -0.071647695755
aggravated, much: 0.61909592259
addition, content: 0.478945533674
inflexible, overripe: 2.27459783406
apologise, western: 0.0
resident, troubling: 0.117765816665
invisible, loveable: 1.64474626998
amazed, tenacious: 1.36556597281
elsewhere, strongly: 0.730708215233
acceded, superstitious: 1.09250287674
energy-efficient, sporadic: 0.0
bereft, flicka: 0.0
blameless, predominant: 1.36090017175
happiest, scared: 2.71034648355
lively, polished: 2.39569273729
created, divergent: 0.363266857258
appreciated, maintained: 1.69730290641
grotesque, inaudible: 0.864220039668
nude, ubiquitous: 1.13720585776
painless, terrific: 1.10741872555
jolly, now: 0.301553729309
mideast, seen: 0.736076720536
giddy, impartial: -0.110156174289
severely, sick: 1.59619596504
glowing, protracted: -0.033199659516
futile, iike: 0.0
nathan, well-written: 0.0
established, terrific: 0.622504329384
impolite, vice-chairmen: 0.0
docile, necessary: 0.472373228539
co-funding, unfettered: 0.0
girlie, trusted: 1.05638142188
smokin, unhealthy: 1.5520803944
gaunt, useful: 0.201766431229
fast-growing, intelligent: 0.0
scarce, settled: 0.511297025999
self-reliant, vivid: 0.0
locked, rude: 1.07487107895
costly, murderous: 0.362560507771
abhorrent, pathway: 0.360293055874
extremely, giddy: 0.454079307006
proven, quick: 0.714550228626
conscious, intelligible: 2.62105551253
built, graduate: 0.447937867498
hopeful, public: 0.164720817922
pivotal, speedier: 0.94060034453
representativeness, thriving: -0.081064607508
galore, self-conscious: 0.0
deserved, misleading: 1.02838123008
possibly, unsuitable: 0.614561961003
fifty, known: 0.20505189534
eccentric, shameful: 1.11124254245
advisable, defenseless: 1.20029585251
about, requested: 0.426728488446
excited, tempting: 1.17791620154
corrigendum, secondary: 0.629727647775
korea, protected: 0.160438559555
sleeping, strongest: 0.043043137522
acquainted, facultative: 0.22604960505
deepest, grotesque: 1.01812158675
controlled, obvious: -0.007168217096
clarified, faithful: 0.138327286944
phony, rigght: 0.0
missingg, some: 0.0
blow, funny: 1.39132500524
homesick, indisputable: -0.41736782241
modified, understood: 1.08333222538
unprofitable, wealthier: 1.40164713122
crafty, urgently: -0.075857997863
european, fat: 1.37430536054
erroneous, established: 0.543845791367
disorientated, untapped: 0.828631941271
aggrieved, partial: 0.704929550445
cheery, declared: 0.388696192192
illogical, organised: 0.0
deliberately, grotesque: 1.65887540221
smitten, supplementary: -0.74043300238
-mentioned, degraded: 0.0
antiquated, dreadful: 1.57864368815
enough, forthwith: 0.746832436038
determinable, disclosed: 3.3882315519
physically, refined: 0.974350951523
fresh, undignified: 0.873564435313
cozy, straightaway: 0.323927782816
liked, lofty: 0.582360129205
boundless, operated: 0.034640585199
briefly, fifth: 1.13309843557
diseased, harmless: 1.9976725697
most, smokin: 0.024678457286
forthright, heated: 1.39009376883
formally, labour-intensive: 0.0
integral, stuffed: 0.684459548472
kosher, sunny: 0.356125067137
finished, unheard-of: 0.0
paid, strangers: 0.200550167508
compared, routine: 0.269166621988
negligible, wicked: 0.267088365601
classical, flattered: 1.47404910532
endearing, losin: 1.04784641624
becoming, rigorous: 0.477810288095
careful, strengthened: 0.892781064507
immovable, unfortunate: 0.497972285103
non-transparent, vulgar: 0.0
included, lit: 0.573386527749
astute, sophisticated: 2.90923303801
freely, vigilant: 1.08103337722
involved, priceless: 0.197178104632
changing, excellent: 0.762846705882
copacetic, interdependent: 2.06937023885
rarely, tom: 0.165120668591
immoral, north-west: 0.0
insubstantial, sparse: 2.90283402648
humiliated, snarky: 1.05371534324
prevailing, sticky: 0.776536128952
indefensible, thanan: 0.0
changing, onboard: 0.360163585445
committed, something: 0.603213247259
intended, sorry: 0.951311967568
afflicted, double: 0.09650985826
displaced, mentioned: 0.360633125034
application, overt: 0.053255375623
industrialised, smarty: 0.0
cinematography, happening: 1.05509487537
executable, neighbours: 0.0
heard, restored: 0.800919307246
confident, worldwide: 0.469848081257
determining, undemanding: 0.912633522316
bygones, commensurate: 0.466434495355
begin, fit: 0.721920654998
self-supporting, sixth: 0.0
exhausted, well-placed: 0.0
reai, twelve: 0.0
middle, partial: 0.28101664136
intrusive, screened: 1.40362591991
encompassing, qualified: 0.496465869373
peculiar, second: 0.384997281682
constantly, endemic: 0.899862108773
advised, foreverything: 0.0
frozen, spoilt: 0.0
holier, operational: -0.272580170662
clear-cut, newborn: 0.0
cost-effectiveness, donkey: 0.0
pre-published, unrealistic: 0.0
holier, moving: -0.213024072464
sentimental, understood: 1.46329089239
instable, obscure: 0.952123866719
blind, impressed: 1.15760763132
continued, moist: 0.381120970086
cross-border, fantastic: 0.0
authorized, well-protected: 0.0
developed, historical: 0.380282877135
interrelated, requests: 0.345547468095
coming, overwhelmed: 1.04865863625
find, frigid: 0.712541014007
far-reaching, u.s.: 0
magnificent, unfeasible: 0.748875977405
aesthetic, thirteen: 0.072347537063
expanding, non-compliant: 0.0
constrained, immoral: 1.40524968524
candid, wrecked: 0.769799662128
know, usually: 1.27758095306
instable, vice-chair: 0.0
enormously, perverse: 1.70447416998
in-house, worrisome: 0.0
too, twenty: -0.145102037007
curious, pissed: 2.56921291675
rebatable, silly: 0.0
contestable, hysterical: 1.22323819516
gotta, master: 0.827774773197
structured, than: 0.702567461106
de-insured, retail: 0.0
seasick, spent: 1.06944245277
almighty, strong: 0.809859920266
admissible, concerted: 1.01286136773
hearty, necessarily: 0.665871471494
determinable, seropositive: 1.51842780071
carsick, practically: 1.22128977265
inadmissible, sal: 0.532904508855
honored, old-fashioned: 0.0
batty, splendid: 1.72325848589
inaccurate, protracted: 0.995355263389
original, recent: 0.842447318247
petrified, stressful: 1.5837581477
good-looking, graver: 0.0
ever-changing, unreliable: 0.0
overjoyed, sale: -0.154593542341
abreast, discernible: 0.324335292417
good-iooking, somewhat: 0.0
selfevident, transient: 0.0
fair-minded, inoffensive: 0.0
buoyant, logical: 0.766427452271
indicative, redeemable: 2.24830604406
divided, pressing: 1.23440847695
explosive, terrible: 1.0248868824
cleared, eastern: 0.252869027502
belligerent, common: 0.839878893896
prouder, taller: 5.23470600709
considerable, fucked: -0.503436658978
equitable, opened: -0.089579263418
perpendicular, simplified: 1.15239057382
calculated, school: -0.180019418404
pointless, ravenous: 1.20983475855
centralized, crafty: 0.380915273962
drenched, holier: 1.10273369548
mama, morbid: 1.01784845459
desolate, self-sufficiency: 0.0
broadest, pre-published: 0.0
fairest, heartfelt: 0.427492435447
emerging, readyto: 0.329187813604
mimi, multiple: -0.193931893695
forever, horrendous: 1.73621319251
missy, receptive: -0.16318406656
absent, inadmissible: 2.86521622644
provided, unnatural: -0.483894695121
operational, spooky: 0.151508208435
badly, refusal: 0.669864249014
inoperable, race: 0.419871532521
better-looking, sloppy: 0.0
action-oriented, mutual: 0.0
lonesome, misused: 0.306220765455
start, vegas: 0.13787850734
provided, stuffed: 0.422368446235
huge, treacherous: 0.784453416097
course, opportune: -0.014803597961
unhealthy, violent: 2.07742313769
precisely, valid: 0.690591520052
launching, raison: 0.341859262638
sufficiently, superficial: 1.15968766652
living, nicer: 2.17167540966
doable, housebroken: 2.50983016925
accelerated, wicked: 0.193710047175
-lncredible, in-flight: 0
insensitive, overwrought: 2.21191305229
fearless, stiff: 2.02501289319
flexibly, ill-treated: 0.0
geographically, two-pronged: 0.0
firm, unwarranted: 0.270615625204
unreliable, well-designed: 0.0
intentional, slim: 0.351354106041
agreement, non-exclusive: 0.0
seasick, well-behaved: 0.0
added, attention: 0.342041121659
lunatic, telling: 1.06735356857
droll, furious: 1.28318174027
mutual, treasured: 0.67642060564
in-depth, ionely: 0
due, first-hand: 0.0
switching, understood: 0.758766026865
divergent, holy: 0.345182684233
dead-on, rad: 0.0
effectiveness, mieux: 0.680802837202
batty, drawn-out: 0.0
grim, irritated: 1.11543045196
armored, principale: 0.657126691497
cold, sacrosanct: 0.410997187269
essentially, lower: 0.808284136836
jolly, transient: 0.998125578597
distressed, hostile: 1.89618576052
emphasise, weird: 0.0
served, sufficient: 0.943709548134
polished, with: 0.451852911458
emphasise, unrelated: 0.0
copacetic, sweeter: 2.07286674074
buoyant, undemanding: 3.60485619968
radical, widest: 0.405770075818
insulted, statewide: -0.537320244276
original, world-wide: 0.0
accordingly, ill-equipped: 0.0
classic, insufferable: 1.30633676792
growing, perpetual: 1.42091914255
collective, tepid: 0.942529094551
financed, rad: 0.481331959113
redeemable, slippery: 1.00150375125
assertive, pervasive: 1.14020667919
cute, embarrassed: 1.94528784852
heard, premier: 0.284654765725
-so, innocent: 0.0
parched, undeniable: 0.539699905265
met, thirteen: 0.486439503274
disruptive, large-scale: 0.0
cher, unequivocal: -0.072005002041
almost, corresponding: 0.879067589629
inspiring, naked: 0.670777000663
fourteen, underdeveloped: 0.333564417267
delicate, unpleasant: 2.250827031
belated, non-competitive: 0.0
elle, fitting: 0.824518546555
either, smaller: 0.919311160011
madness, uptown: 0.773974026154
high-cost, long-term: 0
hereby, pressing: 0.365074258703
morbid, sudden: 1.6705342859
imperceptible, respectable: 1.21956854283
delay, freak: 0.377962241469
nut, well-known: 0.0
exhaustive, pathway: 0.597460485575
heavier, self-aware: 0.0
noble, unfathomable: 1.87397570382
interdependent, topic: 1.67455224396
fully, impossible: 0.675864339617
dishonest, partial: 0.58234647392
asking, ridiculus: 0.516958328035
co-financing, considered: 0.0
repugnant, unsure: 0.58770582108
abusive, unqualified: 2.61229248436
newborn, right: 0.313628314383
hideous, lethal: 2.34188485244
smitten, supplemental: -0.108939906586
heavy, in-flight: 0.0
sounder, very: 1.04048793682
insured, junior: -0.218404462175
appreciated, fascinated: 2.57528026685
dependable, updating: 0.697275854473
compassionate, raison: 0.36688929899
inaccurate, untenable: 3.83495597495
handsome, shifty: 2.64520485022
inviolable, luke: 0.361655816223
minimum, reliable: 0.988786486245
official, speedier: 0.715723935666
brisk, recognising: 0.0
intrusive, well-served: 0.0
humiliated, sinister: 0.872846309256
divine, owned: -0.76018381353
administered, scanty: 0.08213571877
developed, occupied: 1.15859907491
cool, enforceable: 0.122684052452
guilty, lousy: 1.09731295486
susceptible, well-organised: 0.0
these, yummy: 0.796777015365
documented, improvement: 0.363761180845
frozen, referenced: 0.326530152713
illicit, willing: 0.967726759833
legally, th-that: 0.0
extensive, gorgeous: 0.321959664535
fascinating, unbearable: 1.79351126244
embedded, innocent: 0.728147191252
mysterious, often: 0.891932253597
therefore, today: 0.378352164025
enlarged, lesser: 0.72400142751
goal-oriented, straightforward: 0.0
discretionary, in: -0.018337912951
checked, serious: 0.889237549381
embarrassing, opposed: 0.233922046156
courrier, fall: -0.167286856727
degrading, smokin: 0.852057304791
scandalous, them: 0.461965417974
history, narrower: -0.079686377884
irritating, well-structured: 0.0
long-range, recurring: 0.0
etcetera, wacky: 1.04112097611
acquired, registered: 1.61157617832
defective, unspeakable: -0.424964106231
aware, wealthy: 1.11775713446
dysfunctional, fitting: 1.0351654054
instructive, representativeness: 1.49254441972
l, scrumptious: 0.199346288531
firmer, same: 0.663449595184
overall, religious: -0.14057686577
groundless, unspoiled: 1.83771727445
specify, undisturbed: 1.04900460697
comprende, easy: 0.505600924314
authoritative, stringent: 1.30106055675
misguided, rock-solid: 0.0
ail, remaining: 0.073694171163
hopeful, testy: 1.45783922926
all-inclusive, midget: 0.0
enhanced, matched: 1.70597537039
current, forthcoming: 1.04068254056
abolished, restored: 4.17032599965
ggood, guaranteed: 0.0
doubtful, slight: 1.95241422896
ruined, strongest: 0.704453123021
facultative, free: 0.762328312238
content, vivid: 0.535323992409
before, separate: 0.857127757131
clara, encouraging: -0.273670295747
psychotic, tedious: 1.10044603622
elementary, unhealthy: 1.67174588812
repelling, vital: 0.795457568387
classified, prescribed: 1.26519992662
bolder, forgotten: 0.787187921078
harsh, solid: 1.23021157192
sicker, targeted: 0.448368506801
armed, state-run: 0.0
dubious, om-mazing: 0.0
master, wiser: 0.789246628818
awkward, sale: -0.177333394731
intimate, obscure: 1.88332911549
meagre, miserable: 0.0
asshole, many: -0.092963671173
bankrupt, immeasurable: 0.923004117912
beneficial, timelier: 1.67016863848
state-of-the-art, well-designed: 0
co-funded, incorrect: 0.0
best, inconceivable: 0.396324849056
ambitious, confrontational: 1.84897804536
emaciated, integrated: 0.208568006956
naturally, sadder: 0.930300230258
realisable, school: 0.0
bad-ass, rapidly: 0.0
hence, spaced: 0.751701262781
far-reaching, religious: 0.0
of, unusual: 0.0
kidding, momentary: 1.62709632745
active, flush: 0.895080177079
brainless, preoccupied: 1.61770659603
belated, progress: 1.13835915435
nervous, responsable: 0.160720707006
short-term, substantiated: 0.0
accurate, exquisite: 1.22557312369
countless, dearer: -0.005224023952
mainly, seasick: 0.292278620332
commenced, unwell: 0.634376561453
slimmer, superstitious: 0.846436618305
fine, leading: 0.388242562768
closed, ultra-hazardous: 0.0
delirious, nationwide: 0.52277590397
authoritative, under-age: 0.0
brief, wanna: 0.238405050879
darn, hour: 0.483595969722
mature, noteworthy: 0.671083745772
opened, still: 0.459901083607
cancelled, devastating: 0.0
democratic, remaining: 0.177068113527
doubtful, elsewhere: 0.601537726603
ridiculus, well-off: 0.0
debated, senseless: 0.700124717578
19, coarser: 0.0
unfortunately, yo: 0.09977160599
advantaged, masterful: 0.137163000774
concentrated, policy: 0.354543080955
