light, recognising: 0.0
fucked, microscopic: 0.569826875218
authentic, contaminated: 1.69962381299
abundant, volatile: 2.01346191113
explicit, politically: 1.51417993378
cowardly, three: 0.298478142408
desolate, well-timed: 0.0
across-the-board, okey-dokey: 0
change, inspiring: 0.709221133305
striking, uncommon: 1.04521706971
multi-faceted, ready: 0.0
increasingly, restrictive: 1.40231428462
bloodied, white: 2.18674379524
confidentiality, retard: 0.135820238903
frozen, grievous: -0.241032845838
l, stout: 0.488753406221
principal, public: 0.831701195904
by-election, secured: 0.0
jolly, unreliable: 0.478026077323
motivation, resistant: -0.238661311389
inescapable, latest: 1.15145260004
donkey, incapable: 1.35284317679
begin, defenceless: 0.0
accelerated, convenient: 0.794356764806
reachable, shortest: 2.29946830373
re-appointed, vis-: 0
certainly, frazzled: 0.372910477755
probable, resident: -0.016865712829
false, nosy: 1.13287990208
left, light: 0.200806702909
developed, poppycock: 0.250875769506
enhancing, jumpy: -0.08725583071
great, indispensable: 2.13032414286
futile, pending: 0.937830462015
bi-directional, graduate: 0.0
beautiful, disadvantaged: 1.11095514082
correctly, fair-minded: 0.0
busier, christian: -0.329640382694
deliberate, legality: 1.03092424353
change, legality: 0.444037182251
demented, myself: 1.93267415756
flawless, thicker: 1.12015546947
pushy, wish: 0.999010192675
excitable, rational: 2.168862495
honest, horrid: 1.12752793866
legendary, original: 1.46764835043
complicit, endangered: 1.38834231904
amusing, convinced: 0.86471508983
globalization, goodto: 0.0
malignant, sure: -0.259090782101
sleepy, unsatisfactory: 0.372361452443
environment, naive: 0.765917385474
enhancing, relentless: 0.39730384055
chubby, iilegal: 0.0
included, obligatory: 1.52436665531
reasonable, self-contained: 0.0
contemptible, eco-friendly: 0.0
lye, stifling: 0.503445869295
devastating, prettier: 0.330216113446
opened, warm: 1.18933148232
surrounded, valid: -0.554901334554
dearer, nigeria: 1.91767617967
fried, reasonably: 0.23123014952
least, soon: 0.033637473721
alright, paramount: 1.44811897286
automatic, done: 0.194439475583
old, sparse: 0.14246994148
shaun, soothing: 0.267197767918
clare, proceed: 0.124307794749
pissed, s-sorry: 0.0
candid, possibly: 0.232328912484
freely, wonderfui: 0.0
delicate, notified: -0.340275288757
dire, indisputable: 2.1068474026
born, surer: 0.002088460675
enough, topic: 0.692191045897
bereft, weary: 2.34950459701
light, stress-related: 0.0
ensure, proportionate: 2.38087393425
cheaper, grass-roots: 0.0
grave, holy: 2.83600160944
futile, neat: 0.508171918773
inside, released: 0.218020605738
corrupt, courteous: 2.14030282898
competence, ju: 1.32827300584
inaccurate, violent: 1.48830205848
bureaucratic, short-lived: 0.0
creditable, marty: 0.154426564572
monstrous, terrified: 2.06832538493
impartial, quickest: -0.04201126897
humid, sunny: 7.42859699784
dim, irreconcilable: 1.48180872405
darn, lit: 0.990633793802
allright, impoverished: -0.215025320217
good, self-contained: 0.0
embarrassing, myself: 2.10715358668
hasty, high-quality: 0.0
frankenstein, specify: -0.06693418467
adverse, frozen: 0.353316618685
neighbours, own: 0.0
indispensible, monstrous: 0.434028941673
happened, past: 1.06943744273
permissible, unlucky: 0.996859800996
horrible, sweetheart: 1.08700263436
crushed, unhealthy: 0.572564748692
self-evident, uneven: 0.0
delusional, loverly: 1.17031282796
girlie, possibly: 0.139262016276
familiar, ineffectual: 0.254893195874
effectively, illicit: 0.704209060561
effectively, occupied: 0.431689722099
1st, ended: 1.20126184787
final, thready: 0.07066798706
darn, stressful: 1.26466351415
antiquated, fat: 0.384446481316
aroused, extant: 1.02409674987
imminent, structured: 0.859061601634
efficient, minuscule: 0.314754112706
crazy, mid-: 0.0
freely, heterogeneous: 2.79134795604
anxious, crucial: 1.8009075318
jam-packed, saved: 0.0
coherent, provided: 0.470039468066
distributed, unconditional: 0.098534516824
intimidating, simplifying: 1.24077138255
enabled, far-reaching: 0.0
alarming, removed: 0.257140826266
evolving, much: 0.721677089044
poisonous, remarried: 1.19265934738
sincere, thin-skinned: 0.0
ecstatic, scrumptious: 1.983825087
blurry, inaudible: 2.71022459424
medium-sized, modified: 0.0
adversarial, linked: -0.463148168076
insufferable, scheduled: -0.027498553773
education, opportune: 0.488039063406
earlier, mightier: 0.532511352778
fit, well-trained: 0.0
adjusted, scandalous: 0.056960994689
checked, petite: 0.056848792757
nicer, widespread: 0.289946817083
called, rock-solid: 0.0
abolished, original: 0.772379222745
iike, iike: 0
pleased, sympathetic: 1.80517844291
disposal, equipped: 1.54558304096
elegante, responsible: 0.0
interoperable, to: 0.0
unofficial, unreliable: 2.2549452148
co-dependent, safer: 0.0
clearly, fuller: 0.663665889877
holistic, worse: 0.188578244032
awareness-raising, meager: 0.0
concrete, tedious: 0.82597165875
defunct, southeast: 1.00054445999
asked, efficacious: -0.363456870708
co-, inexcusable: 0.0
classy, ill-equipped: 0.0
dry, supplied: 1.32151424041
appointed, pivotal: 0.595378822651
exemplary, pleasant: 1.88600324668
challenging, doubled: 0.213394068883
shitty, sustainable: 0.238953520285
interrelated, unanimously: 0.155784721084
reassuring, something: 0.827244757814
indecent, understand: 0.032520457366
cancelled, everybody: 0.0
given, overwhelming: 1.20324476845
durable, normally: 0.852297971966
clerical, likable: 0.756385839438
published, wide-ranging: 0.0
constructed, consulted: 1.54782533441
blind, industrialised: 0.0
l, tiny: 0.216276795946
bummed, courageous: 0.843581303393
participants, retard: 0.225054621996
problematic, smarter: 1.31535109758
romantic, weil: -0.1480350021
goofy, unofficial: 1.08385274278
moron, uneven: -0.60250762527
gonna, inconvenient: 1.07653181834
cool, standing: 0.320009340764
business-friendly, criminal: 0.0
demented, iovely: 0.0
spaced, suspect: 0.402669977061
it, revealing: 0.299522377515
confidentiality, primordial: 0.382286785799
performed, unattainable: 0.31192706532
illegal, mindful: 0.248367591774
experienced, perpendicular: 0.076338083472
malignant, understood: 0.458444442151
etcetera, retrievable: 1.52534359254
historic, troubled: 0.942206374224
iilegal, payable: 0.0
dual, energy-efficient: 0.0
finally, ruthless: 0.658635810757
inflexible, thin: 2.16274617502
advisable, strengthening: 0.912383440607
intrusive, reaily: 0.0
incompetent, kinky: 1.14804911217
cost-effectiveness, insured: 0.0
apparent, jurisdictional: 1.34125215509
astonishing, indiscreet: 1.67257203
exactly, non-exhaustive: 0.0
homesick, intact: -0.092445073028
hurry, sporadic: 0.346310280206
extremely, incapable: 1.21011761622
energetic, objective: 0.695583782468
annulled, paradoxical: 1.47025738608
tenacious, unbiased: 1.32824607378
co-, disoriented: 0.0
hinky, single-ranked: 0.0
gross, truthful: 0.965710460816
heeded, resistant: 0.84958981181
growing, world-wide: 0.0
customized, dope: 0.102420867863
conflicting, corrupt: 0.753558816166
bigger, concentrated: 1.47216035997
french, insensitive: -0.304238076805
higher, majeure: 0.569552498128
lucid, unfit: 1.28421484959
accessed, plentiful: 0.433525211262
breathe, unworkable: 0.123802236406
every, handy: 0.679475697115
knowledgeable, yet: 0.426401001698
aforementioned, multi-dimensional: 0.0
determinable, successful: 1.06710115611
disadvantaged, planning: 0.47039867704
awol, sunnier: 0.697957844778
hopeful, skint: 1.19528093608
insulting, unsure: 0.491541669876
maintained, superstitious: -0.17627805015
stopped, upper: 0.182287229579
immaterial, petite: 0.505235285465
fast-growing, informative: 0.0
self-reliant, shitless: 0.0
legally, self-governed: 0.0
correctly, foolproof: 2.20147507964
convenient, well-written: 0.0
heinous, wrong: 1.97507511718
compulsory, criminal: 0.744868045392
ggood, mortal: 0.0
idiots, used: 0.367584593286
right-, stagnant: 0.0
environmental, over: 0.378772618431
elusive, whassup: 0.529331804665
aesthetic, ioyal: 0.0
daunting, jeopardized: 0.908227433525
critical, feisty: 0.863460519691
determined, evening: 0.367269767806
brief, stimulating: 0.817231592813
franco, specialized: 0.50671908518
below, meagre: 0.0
best-known, serene: 0.0
kind, needless: 1.44407149127
happier, hiv: -0.178619854694
grave, remaining: 0.001109220859
current, defenseless: -0.095802101729
dry, unpredictable: 1.89257591617
disadvantaged, zesty: -0.031890983346
acceptable, princess: 0.438887876339
daft, petrified: 2.80139216025
nicer, temporary: 1.09022556365
shot, third: 1.3821949251
complete, foxy: 0.05334234337
delusional, trippy: 2.49559654649
competent, explained: 0.36130577542
illiterate, spoilt: 0.0
entrenched, slightly: 0.168976949257
private, shifty: 0.150194708645
braver, chubby: 2.43646962513
elite, problematical: 0.46924616083
involved, murderous: 0.406748598097
braver, skinny: 1.48368562757
established, orderly: 0.716230427344
disturbed, subsequent: 0.847014394278
just, roisin: 0.0
dual, self-contained: 0.0
eerie, subtle: 2.79853848661
accepted, derisory: 2.39587519886
comparable, stepped-up: 0.0
embarrassing, last-minute: 0.0
armored, prudent: 0.218206277536
luck, non-toxic: 0.0
admitted, between: 0.677372122701
above-board, affirmative: 0.0
above, distant: 1.25870002174
cautious, lonely: 1.2110727204
darn, dysfunctional: 1.27136694496
closest, italian: -0.072953589039
nigeria, representative: 0.076900371669
sleeping, unchanged: -0.105951261747
identified, impracticable: -0.468519795302
overlooked, wider: 0.906343584412
coordinated, ionely: 0.0
sacrosanct, wacko: 2.04121266563
sold, solidarity: -0.406376918154
jam-packed, solemn: 0.0
convenient, standardized: 1.74274850781
10, persuasive: 0.0
deposited, well-trained: 0.0
obligatory, unlocked: -0.156065553455
bogus, something: 0.614537172274
get, warmer: 0.648720407578
breathtaking, negligeable: 0.0
grisly, hospitable: 1.31175514729
deficient, meaningless: 2.48825373107
deader, evident: 1.57116526529
prevalent, stone-cold: 0.0
icy, silent: 0.852337347468
long-lasting, white: 0.0
counterproductive, restored: -0.205450303013
happen, understood: 1.28835560161
advisable, up-to-date: 0.0
shallow, wide: 2.18553859278
idiots, occupied: 0.60118044661
co-ordinated, fat: 0.0
most, profitability: -0.034715970484
america, unidentified: -0.488064392607
easier, unofficial: 0.547718577421
distinct, evil: 0.642064898124
elected, suddenly: 0.113274156894
affixed, wide: 0.527343036374
eager, economical: 0.328789054903
minor, twenty: 0.287758335358
eerie, filthy: 2.16620873016
live, thick: 0.188156025249
heavy, well-written: 0.0
allright, elaborate: 0.141714323315
dual, weak: 0.684969578122
opportunity, unsettled: 0.598062341004
factored, profitability: 1.0033873549
self-contained, similar: 0.0
contained, tentative: 0.834474168115
alarming, any: 0.290675714394
administered, swearing: 0.86049574173
inquisitive, well-protected: 0.0
distressed, exponential: 0.120803639235
nauseous, time-consuming: 0.0
neurotic, shitty: 2.33998741677
basically, centralized: 0.816545935817
interestedin, practically: 0.0
aesthetic, warranted: 1.00033272632
staggering, uncomfortable: 0.832109960945
accelerated, interestedin: 0.0
endangered, non-existent: 0.0
braver, simply: 0.879897813597
babe, ping-pong: 0.0
discussion, stable: 0.328245850186
comprehensively, recheck: 1.06749565715
-ready, tolerable: 0.0
outgoing, premature: 0.533932508737
stupide, substantial: 0.0
everything, handy: 1.03926297741
abnormal, coordinated: 0.533020005989
advantaged, disgraceful: 1.62222256885
abused, unlimited: 0.431124839718
domestic, lofty: 0.237616785601
comfy, well-received: 0.0
confidential, regretful: 1.32993847306
concerned, correct: 1.08377999797
discriminate, overripe: -0.082501158077
lately, naked: 0.478356247735
farther, vigilant: 1.03022470839
unjustified, well-educated: 0.0
interrelated, likely: 0.631485825771
first-class, stagnant: 0.0
humiliated, real: 0.299696815531
exemplary, resilient: 2.01120252242
slower, tied: 0.59049713753
latest, thin-skinned: 0.0
apt, either: 0.907312342543
stellar, substantial: 1.31028631284
co-funding, poorest: 0.0
dependable, expedient: 1.77467368796
erroneous, faultless: 0.633199810374
medical, obligatory: 0.768513479299
massive, wanted: 0.313369304545
authorised, goodto: 0
prolonged, squeamish: 1.28249524065
unachievable, well-formed: 0.0
increased, permissible: 0.833398261754
traffic, uptight: 0.242035590995
impressive, roll: 0.786536449548
strengthened, warned: 1.0406475714
inappropriate, knackered: 1.15513374541
organic, thank: -0.280579660306
ioyal, universal: 0.0
scaleable, steady: 0.887726370967
born, nearest: -0.0054714023
darker, entertaining: 1.38318671773
bolder, repayable: -0.066392188815
maximal, topical: 1.72500385446
'sgoing, ultra-hazardous: 0
living, unpublished: 0.835470548632
easy, noble: 0.714422755772
beneficial, fulfilled: 0.866039395209
alert, flexible: 0.485293098863
abnormal, luminous: 1.3875798619
cynical, ignored: 1.4544899905
mostly, salute: 0.372312358134
indefensible, stumpy: 1.48393855629
iate, predictability: 0.0
attended, settled: 0.911499165601
marginal, natural: 0.756795926411
homicidal, irregular: 0.766481931226
elected, retail: 0.067796307612
appreciable, respectful: 0.282142742607
interdependent, peachy: 0.587865408244
asian, international: 0.980299310591
insupportable, owned: 0.088125536138
enabled, well-defined: 0.0
agreeable, anymore: 0.559124510708
anomalous, trendy: 0.703689429288
any, committed: 0.72723420594
heaviest, sober: 0.516069026591
basically, demented: 1.03393503676
hardto, vigorous: 0.367922155938
righteous, southeastern: 0.095753078293
longstanding, seventh: -0.273691902035
broken, riveting: 0.924892465886
displaced, doubt: 0.326789414699
issue, puny: 0.222804144299
explosive, gloomy: 0.516662710585
thicker, unendurable: 1.23085736434
sinful, somewhere: 0.597411725574
completely, injurious: 0.391251813665
moron, splitting: 0.227626802501
attainable, impulsive: 1.25855813784
clearest, deep: 1.64547072741
educated, lame: 0.227233179569
funky, larger: 0.471623405775
beneficial, transparent: 1.6249678654
distracting, pressing: 1.90428209412
unconditional, yellow: 0.116750902837
dynamite, managed: -0.002513554322
free-of-charge, midget: 0.0
longer, socio-economically: 0.0
detrimental, overwrought: 0.875137358192
crushed, interested: 0.175785778535
hiv-positive, spoilt: 0
practice-oriented, self-contained: 0
heavy-handed, strange: 0.0
evey, flattered: 0.411165782913
experienced, qualified: 2.71597457598
correct, everyone: 0.831050764202
exciting, noisy: 1.32303010192
opened, oral: -0.095431615933
contestable, indisposed: 1.29994838161
anti-constitutional, expressly: 0.0
dainty, restless: 1.61689257627
belle, science-based: 0.0
cattled, foreseeable: 0.0
ambiguous, yourself: 0.430266824275
skint, vague: 1.2969060705
-me, defunct: 0.0
herein, skilled: 0.058044727076
pro, questionable: 1.13682103506
inter-dependent, strengthened: 0.0
clerical, known: 0.166583175729
basic, died: 0.107287897201
all-powerful, emphasise: 0
co-funded, outermost: 0.0
inter-related, regrettably: 0.0
brave, prohibited: -0.438662075425
sexy, uppermost: 0.235745037783
compliant, prudent: 1.57376407195
conservative, lovelier: 0.265102206384
quoted, thoughtful: 0.140066473696
concrete, starved: 0.15100328767
information, madness: 0.196355071615
again, derisory: 0.496400888089
move, stunning: 0.451664992235
adverse, but: 0.142176898291
bankrupt, bullshit: 1.40773718568
carmela, inevitable: 0.0
baby-sitting, compassionate: 0.0
infected, you: 0.974548731368
clarify, misleading: 2.60439459293
