economic, successful: 0.32790439873
tangible, well-maintained: 0.0
icy, overemotional: 2.0874637759
frequent, sell: -0.378346911765
treated, wondrous: 0.132004934373
enforceable, only: 0.502528430707
shy, start: 0.985893203846
disadvantaged, repulsive: 0.187841739719
comercial, designed: 0.127271519618
alien, statutory: 0.703574714985
explained, substantiated: 0.855493298103
embedded, wacky: 0.621306689953
compared, docile: 0.845725023711
effectiveness, fella: -0.559773909374
cleared, unscathed: 3.07231385985
lucrative, pending: 0.222328585388
concluded, consequential: 0.313932316374
implemented, properly: 0.710229036646
ago, ever-increasing: 0.0
agile, well-paid: 0.0
acceptable, overambitious: 1.4138378587
soaked, then: 0.55618158946
autonomous, u.s.: 0.0
indisposed, unimaginable: 0.871685073705
minimum, rock-solid: 0.0
huge, stringent: 0.221585627464
longer-term, motherfucker: 0.0
done, held: 0.95219191133
liable, refrigerated: 1.77276860519
cracked, perplexing: 0.799395385573
private, reaching: 0.059903978028
effortless, fast: 2.45979003956
consequential, sloppy: 0.241233072361
intertwined, unprejudiced: 0.791601862366
affluent, responsible: 0.714415358638
bro, reimbursable: -0.279068060903
better-educated, gross: 0.0
abnormal, positively: 1.53381726311
back, realisable: 0.0
illiquid, priceless: 0.992484994352
kiddo, nobler: 2.59120658689
thanan, wealthy: 0.0
restful, salient: 0.76790788556
-lncredible, introduced: 0.0
identify, oral: 0.44003615623
find, okey: 0.448720271507
ageing, dead: 0.0
complicated, evil: 0.975919176389
delicious, heterogeneous: 0.722081768552
controversial, salutary: 1.27782062143
funnier, precise: 0.437488878726
fragile, momentous: 1.27320225282
intolerable, time: 0.391625316749
fullest, undisputable: 1.87141474612
impeccable, non-transparent: 0.0
generally, raison: 0.428519298847
authentic, named: -0.146583718954
cloudy, petrified: 1.15108577295
normally, sponsored: 0.111701754862
agreed, hourly: 0.707036979899
immediate, truth: 0.248169164649
almighty, ugly: 2.15979151231
admissible, indiscreet: 1.64854932838
awaken, comprende: 0.735850435535
iilegal, unattractive: 0.0
inconclusive, trippy: 0.719654317101
uninsured, unwholesome: 0.386417108643
narrower, net: 2.43301935527
socio-economically, unstable: 0.0
continual, north: 0.145638541592
aesthetic, blameless: -0.301503908816
forlorn, softer: 1.83452429226
sacrilegious, worded: 2.15415162773
clinically, moister: 0.391428028212
marty, removed: 0.077452233225
many, yellow: 0.307859261124
maximum, transitory: 0.40149442325
appealing, aware: 1.59266515775
deep, natural: 1.06272073686
disparate, limited: 0.818891094841
anticipated, performed: 1.32161008271
being, dotty: -0.127935945993
expandable, trashy: 1.17241316513
annulled, appreciated: 0.812350167216
diversified, sad: 0.459735118096
friendlier, standardized: 1.52702468973
insupportable, missy: -0.453388196301
one-sided, technological: 0.0
destitute, eleven: 0.3995014884
discussion, well-founded: 0.0
fixated, heavy-handed: 0.0
born, sincere: 0.898245663956
madness, wacky: 2.74362613478
demeaning, use: 0.543599343754
stress-related, unhappy: 0.0
him, unlocked: 0.319957026221
il, negligent: 0.992532167309
acquired, enlightening: 0.192962926151
coast, seropositive: 0.20307368749
sobering, sponsored: 0.314062917226
batty, superfluous: 2.91821860339
comprehensible, friends: 0.020125141222
feasible, guys: 0.159013191954
changing, monstrous: 0.523054781013
interdisciplinary, striking: 0.38570960933
intentional, structured: 1.1850624248
annually, monthly: 2.83272994291
all-important, larger: 0.0
accelerated, selfevident: 0.0
forgiving, hiv: 0.13478351352
customary, intriguing: 0.584993361175
duty-bound, somewhere: 0.0
cross, overwrought: 0.595902757801
due, irresponsible: 0.611768936603
fewer, perplexed: 0.527930525157
lighter, something: 0.955853281165
maximal, typically: 1.44507781057
neat, sovereign: 0.683819994392
accustomed, static: 1.54402045189
raison, unfair: 0.204790620711
knackered, onerous: 1.54783249014
knowing, treacherous: 1.13819610073
repeated, tentative: 0.682044592262
inevitable, long-lived: 0.0
above, rusty: 0.114513095647
likely, nearly: 0.609133074953
fragile, palpable: 1.49644008289
annually, unsustainable: 1.27996624639
stringent, yellow: 0.25655015532
intentional, shortest: -0.238161204416
topical, written: 1.23934095022
material, reprehensible: 1.25428116167
handed, whilst: -0.060527587577
astonishing, winning: 1.10069883937
high, matched: 1.59686590968
spotless, unjustified: 0.647995212675
newsworthy, stand-alone: 0.0
cost-effectiveness, instrumental: 0.0
qualified, rugged: 0.161467527774
desperate, indisposed: 1.61828817233
obscene, overheard: 2.26051496023
prejudicial, pro-active: 0.0
incompetent, wrongful: 2.19463217724
manifestly, unseen: 0.469440169014
direct, straight: 0.515280701292
atrocious, unproductive: 2.12907315831
affixed, facultative: 1.22152303495
created, leaner: 0.275104992453
ill-treated, pathway: 0.0
rash, vice-president: 0.0
slow, steadfast: 0.82947132333
telling, worrisome: 1.01672838128
dependable, naughty: 0.226536542471
ludicrous, miserable: 2.00578111464
listed, simple: 0.424528426632
alive, rigorous: 0.218585337707
built, visibility: 0.257004277656
juvenile, up: -0.093660263565
early, upfront: 0.765357192522
dickish, transnational: 0.357138024472
-just, legendary: 0.0
stubborn, unforeseeable: 0.584504332134
dysfunctional, positively: 1.07150931728
horrendous, sociable: -0.2200494427
gonna, terrorized: 0.924363320051
biased, snug: 0.093748498144
-sorry, forward-looking: 0
consistent, twice: 0.686856584751
presumptuous, rich: 0.802527610261
allowable, nasty: -0.066138533685
enthusiastic, iucky: 0.0
latest, luminous: 0.076950504498
selective, timelier: 1.78759559853
confused, issue: 0.932353298297
limited, two-fold: 0.0
disrespectful, human: 0.255213697754
right-, whassup: 0.0
non-transparent, stout: 0.0
prescribed, widening: 0.372979832965
practically, problematical: 0.640387226477
bankrupt, roisin: 0.0
egregious, soothing: 0.264344240288
diversified, trusted: 2.37552484322
extraneous, valid: 0.954608767448
inescapable, self-aware: 0.0
documented, unresolved: 1.14176696196
constituted, well-served: 0.0
staff, thankyou: 1.20581505628
managed, wet: 0.430203460893
proven, understandable: 0.9475790089
pro-choice, technically: 0.0
desirable, newer: 1.70051736992
predominant, well-written: 0.0
correct, fiercer: -0.102665701837
dismal, major: 1.28767965153
facilitated, hurry: -0.306614378309
majeure, nouveau: 0.826968930208
sale, unfit: 0.399861409384
forward-looking, mistreated: 0.0
american, stir-crazy: 0.0
cancelled, hopeless: 0.0
unavailable, verify: 2.89157333003
interested, predominant: 0.927105903851
fixated, freaky: 1.79053800643
happy, strongest: 0.609012530883
picky, topical: 0.207450565347
proactive, remaining: -0.182928702845
liked, repulsive: 1.47425006705
accomplished, hunger: 0.883561654545
important, unjustified: 0.623011991204
doubled, sufficient: 1.09759127314
grumpy, later: 0.202912586215
polished, unqualified: 1.23792459267
adverse, in: 0.616397927957
although, redundant: 0.510013067439
dominant, higher: 0.795941387243
exhausted, intertwined: 1.22976757658
acute, selfevident: 0.0
invisible, this: 0.310527108174
funnier, livid: 1.68495408949
believable, distracting: 3.33341599158
nearest, well-formed: 0.0
live, relentless: 0.299968022042
adequate, newest: -0.20893346878
elite, intact: 0.918923259076
mid-sized, shaky: 0.0
admissible, us: -0.014183144666
fluid, unwarranted: 0.216050656414
industrial, transient: 1.28060913837
psychological, unoccupied: 0.029401879419
misused, well-balanced: 0.0
differing, information: 0.950857656613
autonomous, pro-active: 0.0
cool, mindful: 1.03925863828
bloodied, streamlined: 0.239535204404
delicious, well-founded: 0.0
bastard, filed: -0.437664576458
poor, vacant: 0.907780584191
bone-dry, personalized: 0.0
adulthood, clearest: 0.736807153097
de-insured, start: 0.0
annually, uppermost: -0.249054782363
efficacy, unsound: 1.13644639154
participants, rock: -0.116554853106
cheapest, self-supporting: 0.0
irrelevant, kane: 0.067069577404
energetic, talented: 3.82157267971
evening, self-sustainable: 0.0
erroneous, export: 0.442593083155
flexibly, meaningless: 0.047887077385
afflicted, unendurable: 2.59134976279
northern, preponderant: 0.845759880675
creation, simillar: 0.321840103218
sing, through: -0.055764574583
everyone, inaccurate: -0.258525739314
knowledgeable, liquid: 0.902471010575
poppycock, unfeasible: 1.76642282159
cracked, violent: 0.469886793171
trustworthy, vulgar: 1.20803721728
armored, dearer: 0.664849479003
reason, sentimental: 1.22805211914
continued, negligent: 0.823543309639
delayed, unanswered: 1.23378900786
based, boundless: 0.698539125202
quality, treble: 0.739566644093
injurious, ludicrous: 2.33654306623
interoperable, outrageous: 0.876618431918
hither, strengthening: -0.542691974785
automatic, phony: 1.16808994811
luke, silent: 0.365483528179
cost-effective, efficient: 0.0
conflicting, unprofitable: -0.10792718392
desired, proportionate: 1.93727537088
'sgoing, blessed: 0.0
quicker, user-defined: 0.0
careless, whilst: 0.829408470866
fatal, interdisciplinary: 0.376263596599
savage, sophisticated: 1.39376452223
financed, sophisticated: 1.2069279106
huh, phat: 4.57491836145
appropriate, massive: 0.259735210876
l, unprofessional: 0.306893707016
disorientated, drawn-out: 0.0
crystal-clear, somewhere: 0.0
thoroughly, well-developed: 0.0
blurry, free-of-charge: 0.0
non-compensatory, pathetic: 0.0
considered, ignored: 1.98560081726
cosmetic, unappy: 0.0
abhorrent, garbled: 1.93462364252
barmy, petrified: 2.76249172767
high-tech, respendable: 0
considerable, kane: -0.459070784728
all-powerful, brand-new: 0
delicious, secret: 1.03945959737
christian, pro-active: 0.0
move, yellow: 0.41809838039
defunct, troublesome: 0.639716867397
dotty, publicly: -0.0937997683
grave, vigorous: 1.13079121574
max, unfavourable: 0.0
conceivable, in-depth: 0.0
provided, simplifying: 0.624695991164
emblematic, see-through: 0.0
appointed, bottled: 1.1240936494
misleading, teeny: 0.414964688847
hostile, informed: 0.868125911042
hunger, uh-huh: 0.0
adopted, undignified: -0.380263651273
fortunate, staff: 1.21439955712
died, sultry: 1.25435208265
accelerated, cheapest: -0.04808826601
demanding, some: 0.635606923025
dreamy, mild: 1.22763277667
self-serving, tacky: 0.0
tricky, truer: 1.98360695089
huge, pleased: 1.04548254836
forward-looking, prick: 0.0
dramatic, legitimate: 0.51681343396
unitary, winning: 0.739330584007
skilful, welcoming: 0.967210952173
freezing, plausible: 1.02053102681
individualized, too: 0.105900466526
previously, wholly: 1.18593954604
deprived, vested: 2.41115042252
crazed, darker: 1.5708084773
pitiful, varying: 1.19896984524
firm, silly: -0.116672932217
fake, horseshit: 1.27742889807
begin, copacetic: 0.642207705487
go, pretentious: 0.714218731488
just, tasty: 0.765618801235
enchanting, perpendicular: 0.696031054591
nervous, prerequisite: 0.947781170239
2nd, running: 0.419777181259
holy, thanan: 0.0
accepted, worrying: -0.272230609103
odd, utilized: -0.066360368276
content, poorest: -0.001409698016
concerted, evident: 1.5817712175
black, favorable: 0.285265333395
cross, fiercer: 0.008081969738
choosy, emerged: -0.303057243392
come, enduring: 0.892629584643
defenseless, okey-dokey: 0.0
etcetera, managed: 0.537869149133
culturally, flexibly: 1.73720434926
arduous, co-financed: 0.0
friendly, ill-conceived: 0.0
further, lawful: 0.699533571374
known, sixth: -0.006548992187
lively, mighty: 1.23282392285
agreement, inviolable: 1.10284402854
horrific, jolly: 0.802808650179
certifiable, graduate: 0.262738260996
commensurate, crushed: 0.616758395107
patent, unjust: 0.443453283127
lowest, varying: 2.17172582039
diversified, overt: 0.39613877959
some, sultry: 0.197175502431
sized, unanimous: -0.179843818377
even, weighted: -0.087748052379
above-mentioned, abundant: 0.0
born, unimportant: 0.708221020056
favorite, soothing: 0.879193392411
disgusting, little: 0.737307639947
incapable, usually: 0.325421218593
insufficient, only: 0.924477660938
free, manifold: 0.53618379594
saying, simplistic: 1.03648238237
hardto, hospitable: 0.464768110885
finer, minus: 1.15250746312
overdue, reinforcing: 0.437847078055
appalling, imrtant: 0.0
opportune, under-age: 0.0
treated, unlocked: 0.926912575068
fierce, unaware: 0.121218650505
obnoxious, precisely: 0.48897096699
authoritative, subsidized: -0.326122613046
burned, multidimensional: -0.137393590337
infamous, unsuccessful: 1.29793982738
blow, smitten: 0.142581665419
charged, laddie: -0.154442646835
highest, smart: 0.150299865976
impressive, promptly: 0.117826957141
berserk, unexceptable: 0.0
poppycock, topical: 0.625545322246
firstly, implacable: 0.596475868118
past, unclear: -0.384361171165
counter-productive, friends: 0.0
hereto, unproductive: 1.48680403207
payable, schizo: 0.486321161378
loyal, missingg: 0.0
affected, interestedin: 0.0
quality, well-documented: 0.0
admirable, mid-: 0.0
bitter, cooperative: 1.12432736237
durable, sunnier: 0.849450993245
inexplicable, long-winded: 0.0
consultation, demeaning: 0.916568837164
dependable, formally: -0.35115071841
manifold, vague: 0.17399567313
flush, obvious: 0.880159657867
average, illogical: 0.67707184425
low-skilled, pretentious: 0.0
gonna, plausible: 0.709821937904
prosperous, sinister: 1.1167299251
indigent, sore: 0.790582683637
advisable, nearby: 0.262243507091
antiquated, awol: 1.21620603661
laborious, sufficient: 0.479009826645
aggressive, well-deserved: 0.0
enlarged, hard-pressed: 0.0
angry, comparable: -0.029932708486
black, found: 0.756196842539
interactive, nosy: 0.645729367201
returned, senseless: 0.173313853648
distasteful, missing: 0.595035630042
associated, illustrative: 1.02552211409
jump, major: 0.354595987687
disconcerting, inter-dependent: 0.0
inefficient, right-: 0.0
clinically, wealthy: 0.13911947437
richest, suddenly: 0.988264500639
multi-disciplinary, undamaged: 0.0
counterproductive, heinous: 2.32145078549
extra, understandable: 1.15186204398
excited, indiscriminate: -0.954033909091
adjusted, staggering: 1.07301161406
desired, in-flight: 0.0
self-evident, still: 0.0
alright, strangers: 0.829137505374
protracted, valid: 0.760874951264
much, promptly: 0.333916711865
bi-directional, meager: 0.0
forthcoming, shit: 0.540736602156
increasingly, southeastern: 0.765360032321
faithful, two-thirds: 0.0
busier, unprejudiced: -0.540785900083
horseshit, reason: 0.592953066032
above-mentioned, integrating: 0.0
edible, west: 0.451227827246
complicated, senseless: 0.780929760324
ineligible, many: 0.474494502118
gonna, helpful: 0.507840961901
reasonnable, recognising: 0
screwy, stylish: 0.549587757011
leveraged, starker: 0.583622030475
complex, time-sensitive: 0.0
common, relaxed: 0.403593823285
fake, righteousness: 0.745025332451
inside, repealed: -0.090391340998
cinematography, girl: 1.20130152137
emphasise, inestimable: 0.0
fried, shoot: 0.886753487959
clean, mightier: -0.09337766857
at, overripe: 0.459000441458
noticeable, repealed: 1.0519755645
correct, welcomed: 0.33302553264
depraved, talkative: 1.37293078944
cheapest, cordial: 0.195364456279
developing, snarky: 0.015390345581
reinforcing, symmetrical: 1.19671365497
massive, shaun: 0.340549216085
granted, political: 0.318869434199
clean, illogical: 0.053548498245
coarser, unimportant: 1.60724288983
damp, legal: -0.047827655145
monstrous, negligible: 1.63165740125
bored, ludicrous: 1.69166604153
impolite, relieved: 1.04172403266
humiliated, simplest: -0.353880206787
announced, cattled: 0.0
accessible, practicable: 2.83335656048
leave, self-executing: 0.0
