created, precious: 0.423683984603
creditable, relaxed: 1.04443634231
disorientated, observant: 2.50287655696
flattering, unreal: 2.98876733184
longstanding, opposed: 0.631629774897
accessible, neglected: 1.13402486404
fullest, mesmerizing: 1.74425955028
deserved, shitless: 0.568361320679
comprehensively, objectionable: 1.1470349489
dreadful, exceptional: 1.78141194917
egocentric, independent: 0.6455084772
complementary, statewide: 0.086612188868
engaged, evolving: 1.38831113968
classy, especially: 0.632710106282
dual, over-optimistic: 0.0
faultless, jittery: 1.67059606029
idiots, odious: 2.35441887861
firstly, overjoyed: 0.424371062577
inexcusable, marginal: 0.977166181898
copacetic, exquisite: 1.54409201596
lowest, resilient: 1.08360354085
self-sufficient, vice-chairperson: 0
divergent, others: 0.988859888417
superficial, superficial: 9.21627465669
broad, indigent: 0.196664461902
finally, sufficient: 0.442355768112
anymore, on: 0.628002938742
fine, flexibly: 0.726963137106
gross, streamlined: 0.135538259619
armored, indiscreet: 0.31107448777
diversified, welcome: 0.199972508283
notable, principale: 0.262655816757
nutty, spoilt: 0.0
smallest, whar: 0.0
deep, docile: 0.390005499121
ironic, sophisticated: 1.07106219289
concise, unconditional: 0.697216704761
autonomous, puny: 1.46041796715
scandalous, weakest: 0.762502847036
farther, ten: 0.396115910929
successful, unheard-of: 0.0
increased, odd: 0.521042059274
constrained, sicker: 1.68446445722
liable, undetermined: 2.29163246874
deductible, well-filled: 0.0
oriental, past: -0.090098381335
prime, reimbursable: 0.271268817398
picky, wet: 2.02208330769
courteous, inexpensive: 1.90634708799
fixated, monumental: 1.19615291448
resolute, righteousness: 2.50548241292
completed, visibility: 0.290758541334
crude, unlawful: 0.558722913447
fast-switched, unidentified: 0.0
flammable, returned: -0.326020998954
dope, mere: 0.49725205687
five, legal: 0.107508955696
best-known, insulted: 0.0
bright, smooth: 1.86969784015
broader-based, inconsistent: 0.0
inconvenient, repeating: 0.790337674238
dysfunctional, pre-established: 0.0
attractive, obstinate: 1.35777747748
apposite, nascent: 0.698794297419
ggood, thirsty: 0.0
long-lived, prevailing: 0.0
analogous, equivalent: 2.97860710102
charming, sudden: 0.390529313502
given, reasonnable: 0.0
state-funded, transparent: 0.0
acquainted, underprivileged: 1.16690727977
equivalent, well-established: 0.0
reasonably, unappy: 0.0
gender-neutral, transitory: 0.0
maximal, urgent: 0.720839657875
feeble, inconclusive: 1.96927359366
capable, often: 0.003891795242
abrasive, contemptible: 2.0763462081
free-of-charge, inconsiderable: 0.0
compatible, looser: 1.43615176715
chilly, sorry: 1.10548889266
rampant, smooth: 0.860318366515
heavyset, pleasant: 1.3688763286
bravest, neutral: -0.149562111612
adamant, sell: 0.345039547891
longer-term, restored: 0.0
pathetic, round: 0.376023446712
attainable, rusty: 0.730589682677
inside, third: 0.442865715773
short-lived, unnerving: 0.0
affixed, geographic: 0.584840836392
bone-dry, readyto: 0.0
above-mentioned, desirable: 0.0
moving, sore: 0.814063456778
carmela, omnibus: 0.0
easiest, thanan: 0.0
fussy, rude: 4.06522276054
clearly, speedier: 0.41418103235
simpler, standardized: 2.85847122896
invisible, korean: 1.10027857267
decided, intriguing: 0.621579071213
complimentary, customary: 1.38403463572
marvellous, unrealistic: 0.0
northeastern, policy: 0.303798259585
alternative, work: 0.265807160224
drenched, self-evident: 0.0
inequitable, lookin: -0.065471108528
rationalized, scarcer: 1.41253986555
frankenstein, freer: 0.230472042381
degraded, delineated: 2.52519091341
accountability, loyal: 0.713434033657
heartening, negligible: 1.81484880195
insignificant, supportive: 1.12177392377
enhanced, well-developed: 0.0
documented, last-minute: 0.0
abreast, jumpy: 0.730373902758
missingg, swift: 0.0
complicated, populated: 1.21840475422
misguided, unsure: 0.894938871852
sane, woolly: 1.58335030764
happen, well-done: 0.0
something, unpredictable: 0.875966535648
2nd, well-suited: 0.0
above, sunnier: 1.18377730559
implacable, sugary: 1.31084250482
convincing, pathetic: 1.86204193673
included, wary: 0.670162934199
elusive, undetectable: 2.3926379719
drunk, hiv: 1.28474950783
opportunity, timid: 0.271543606796
personalized, unethical: 0.404682150655
abusive, modest: 0.326603334997
independent, occupied: 0.761313835335
jealous, underage: 1.62683304992
kid, terrifying: 1.43689914661
ionely, unfounded: 0.0
content, reaching: 0.701125882867
cost-efficient, undisputed: 0.0
marginal, quoted: 0.214219897948
talented, unnatural: 0.176986251985
deader, unproductive: 1.19013912397
high-availability, sticky: 0.0
currently, scientific: 0.315810776494
missingg, silly: 0.0
motivation, simple: 1.18569335651
dandy, proficient: 1.06796023385
scarcer, slightly: 1.86458340249
continuous, optional: 1.77851179013
hey, unhealthy: 0.457271183388
impoverished, registered: -0.314491962022
awful, non-existent: 0.0
complicit, elegant: -0.094539251725
even, trashed: 0.684852752117
shameful, thoughtful: 1.07194153586
abysmal, teeny: 1.2003448569
dire, willing: 1.2077729221
corny, technological: 0.751264496483
duty-bound, managed: 0.0
commitment, evil: 0.306206625202
commenced, lunatic: -0.113599047185
acceptable, reciprocal: 1.27053030414
balanced, superb: 1.66977680245
exhausted, pitiable: 1.2839354161
casual, dopey: 1.42965891243
insupportable, scattered: 0.694328538589
insured, represented: 1.45444157481
irresponsible, received: 0.036683834372
moist, past: -0.610481686235
insecure, regrettably: 1.00140184892
complacent, nut: 0.903008477695
dispersal, stumpy: 0.472822341133
forlorn, precise: 0.80568718993
challenged, ice-cold: 0.0
inexhaustible, knowing: 0.628519014074
dying, persuasive: 0.508796370785
deficient, distressing: 1.44308529983
contemptible, untouched: 1.01291722333
brainless, suddenly: 1.08787187337
disconcerting, juvenile: 0.443954731629
alert, false: 0.869868395365
reinforcing, wanna: -0.228267465357
legally, rarest: 1.02533191634
beter, mostly: 0.403791112451
afterwards, straightaway: 1.95462179318
establishment, sturdy: -0.070563038182
held, jam-packed: 0.0
enabled, interwoven: 1.32119164433
depraved, undetermined: 0.534546843458
specialised, troubling: 0.0
happened, spontaneous: 0.954914222719
fresh, refusal: 0.429054963877
lofty, recognizing: 0.38366927279
distinctive, unusual: 2.50796675425
chloe, technically: 0.224743372678
identical, rehearse: 0.761776869906
crushed, wide-ranging: 0.0
alien, iilegal: 0.0
almost, freedom: 0.279921169793
christian, harder: -0.232350174458
impeccable, well-founded: 0.0
pleasurable, tailored: 1.35420268176
culturally, virtuous: 1.51998019353
bothersome, do-able: 0.0
first, used: 0.299490673769
actual, beautiful: 0.097020306623
inadvisable, separate: 1.04787438788
horrible, well-targeted: 0.0
sympathetic, well-informed: 0.0
of, requests: 0.0
crude, valid: 1.11156572595
cherry, repelling: -0.33031598433
occupied, pleasant: 0.984588676094
countless, daunting: 1.10530059298
even-handed, south: 0.0
about, ensure: -0.017090823246
impracticable, known: 0.588498676012
christian, quiet: 0.704379346484
forlorn, safe: 0.673324223371
harmful, legitimate: 1.77757499118
reckless, self-aware: 0.0
hypersensitive, hysterical: 3.39039753405
sonny, wanted: 0.620665969164
round, unbiased: 0.606349699525
convenient, gonna: 0.844956572603
functional, young: 0.017408681176
confrontational, superfluous: 1.27498357254
inconsequential, technical: 0.991602624965
briefly, global: 0.194912159357
finally, managed: 0.664759232408
favorite, strange: 1.41261234204
feisty, genuinely: 1.1400533616
feisty, simplistic: 0.905185984728
minimum, self-sustained: 0.0
centralized, inhumane: 0.895449349616
controversial, dope: 0.826067055319
priced, respendable: 0.0
gone, unappy: 0.0
environment, wait: 0.14129248947
authorised, steady: 0.0
occurring, snug: -0.379897065538
shameful, unprecedented: 2.08631325471
equivocal, two-: 0.0
monitored, okey-dokey: 0.0
commenced, overridden: 0.104143537273
smallest, temporarily: 0.062470901935
aggravated, end-to-end: 0.0
callous, consistent: 1.04915440979
carsick, state-run: 0.0
interactive, questionable: 0.422006775851
science-based, simplified: 0.0
-sorry, resolute: 0.0
blurred, seamless: 1.55880128871
isolated, juvenile: 0.962778809973
cost-effective, flawless: 0.0
alien, unknown: 2.29928621227
faultless, pro-choice: 0.0
arbitrary, ill-treated: 0.0
ju, rescinded: -0.08715009009
quickly, selected: -0.191000922369
trippy, unified: -0.13663090746
favourable, overweight: 0.0
!, inoffensive: 0.0
hurt, multicultural: -0.075802086018
heartening, tiring: 1.93971013028
constantly, masterful: 0.582718855775
arguable, conscientious: 1.15243019744
embarrassing, twenty: 0.305971057891
human, upright: 1.17633442322
legible, poor: 0.968244462286
southwestern, younger: 0.067935960036
desirable, principally: 0.558715467469
tolerable, unseen: 1.41220013196
counter, every: 0.469634719924
closed, ignored: 1.36080597883
multi-ethnic, traumatic: 0.0
asshole, nothingg: 0.0
permanent, shit: 0.084274681932
bureaucratic, hiv: 0.03320359166
overlooked, unsteady: 1.20566698231
actually, education: 0.299779306658
rarest, regrettable: 2.01811500316
danger, unjustified: 1.10137563924
pathway, these: 0.419485708148
move, well-coordinated: 0.0
luminous, own: 0.19938342885
jack, ma: 1.45248920183
awful, intentionally: 0.703428927683
every, private: 0.570101177524
convenient, hazardous: 1.62751838495
hiv-positive, sacrosanct: 0.0
divine, vain: 1.99545132229
nearby, terrified: 1.44705403064
aforesaid, perilous: 0.800954263171
dramatic, nearest: -0.393654125738
defunct, kinky: -0.01668826835
accountable, concentrated: 0.858143862294
stir-crazy, unpleasant: 0.0
impartial, opening-up: 0.0
implementable, pretty: 1.14626776706
better-educated, tricky: 0.0
admiral, cost-efficient: 0.0
home, wacky: 0.37614530661
mortal, unheard-of: 0.0
initial, unlawful: 0.451149625499
battered, interdependent: 0.429964295743
daily, overworked: 0.892276287176
armed, fiine: 0.0
guys, remote: -0.019130452291
flattered, indiscriminate: 0.208095592305
discriminatory, impracticable: 5.30963785285
advantaged, considerably: 1.50540440075
however, respected: 0.30457149819
slight, ubiquitous: 0.259590293602
self-executing, work: 0.0
middle, right-: 0.0
grave, mentioned: 0.906951207476
problem, sharp: 0.374398193478
intermediate, wholly: 0.137502167809
non-compliant, prick: 0.0
confusing, unforeseen: 1.20164563914
adaptable, deadly: 1.48908644034
delicate, lovely: 2.66558999519
carefully, dismissed: 0.322153230626
planning, updated: 0.779811498663
abolitionist, unsteady: 0.998125999988
dandy, sorr: 0.0
patentable, recently: -0.558896978203
futile, uniformed: 0.542137462383
frozen, strong: 0.488431274157
authorised, introduced: 0.0
overweight, unbelievable: 0.528454089552
broadest, self-sufficiency: 0.0
sixteen, superb: 0.562226046442
clearly, moving: 0.898367045673
neutral, rank: 1.13503790182
few, long-term: 0.0
enforceable, pathway: 1.93174292151
rampant, sincere: 0.539860372826
aroused, direct: 0.443700633733
worse, wreckable: 0.0
schizo, simply: 0.767919334149
in-progress, understanding: 0.0
dynamite, unprofessional: 0.688118901467
germane, mixed: 0.87595054813
debate, loyal: -0.244897496133
disjunct, globalization: 2.08600919263
sociable, wealthier: 2.16429830137
propitious, round: 0.755906036818
endemic, peachy: 0.54038717923
aforesaid, infallible: 0.964698377985
flexibility, seriously: 0.456776843092
reliable, suspicious: 0.833556201727
gender-neutral, wretched: 0.0
incomprehensible, precious: 1.45148212711
affluent, obsolete: 0.532357126171
established, tacky: -0.379954408631
significant, sovereign: 0.756921919665
open, try: 0.884582823802
back, marked: 0.339520775883
heeded, stronger: 1.31977226962
goofy, politically: 0.585800421526
application, short-term: 0.0
by, world-wide: 0.0
associated, picky: -0.031637007777
overripe, self-employed: 0.0
darling, multi-layered: 0.0
friends, juicy: 0.486330235488
long-winded, overdue: 0.0
rigght, someplace: 0.0
cost-effective, dim: 0.0
co-operative, right: 0.0
five, reachable: 0.707099320228
buoyant, us: 0.61455964451
lousy, overweight: 1.61969916223
advertised, retrievable: 1.05025323991
tacky, weil: 0.473174289932
calming, groovy: 1.43494612036
admirable, so-called: 0.0
elected, thought-provoking: 0.0
demand-driven, need: 0.0
great, liked: 2.89812192036
distressing, issued: 0.484065761122
classical, feisty: 0.446966412636
hour, liberated: 0.27400516106
contemporary, tiring: 0.271251426506
innocent, notorious: 1.10536697043
altered, good-looking: 0.0
ioaded, scaleable: 0.0
affluent, multifocal: 1.16128330733
lenient, rad: 1.15509260079
co-operation, experienced: 0.0
old-timer, touchy: 0.0
constrained, vast: 1.21303214316
bygones, matched: 0.04927088297
absent-minded, lifelong: 0.0
explained, well-tolerated: 0.0
frequent, marvellous: 0.0
testy, timed: 0.176807657218
otherwise, unwelcome: 1.60210513942
appropriate, tacky: 1.67122902864
starved, well-protected: 0.0
seductive, uniform: -0.073280960481
inherent, lethal: 0.973896285791
cheesy, sunnier: 1.52377185902
cozy, smug: 2.74825162817
ill-equipped, kind: 0.0
out, pleasing: 0.461780524463
official, user-friendly: 0.0
african, kiddo: 2.38758280359
encouraged, endearing: 0.345991280434
largest, multi-threaded: 0.0
considerable, fourteen: 0.514767943001
deeper, laudable: 0.368523147673
foutu, participants: 0.0
fertile, respectable: 1.1047668919
courageous, generalized: -0.116505917303
christian, splitting: 0.580822830289
even, late: 0.568657945782
culpable, enforceable: 2.29989728763
bone-dry, two-: 0
poorer, unreal: 0.792989006018
inside, unfortunate: 0.338750235998
famous, significantly: -0.136561921233
as, yesterday: 0.221422075683
flavorful, slippery: 2.07574297646
faithful, irrational: 0.189265696394
fortunate, stipulated: 0.463464932617
importantly, knackered: 0.349757814203
annually, in-house: 0.0
brutal, furious: 2.61299548277
unthinkable, wanted: 0.531249003749
able, aesthetic: 0.045902122063
mid-sized, unsatisfactory: 0.0
single, unsatisfactory: 0.114941715993
flavorful, justiciable: 1.67630432763
amended, pissed: 0.109913762442
divergent, planned: -0.010491814371
everything, interwoven: 0.891188846415
forever, nervous: 0.361336771462
much, switching: 0.60291004205
populous, stupid: 0.932562204133
essential, identical: 0.869968460584
donkey, real: 0.537012316181
iilegal, treated: 0.0
extraneous, non-competitive: 0.0
flavorful, two-thirds: 0.0
accuracy, shameful: -0.544927828063
north-east, talkative: 0.0
closest, expanding: 0.77860256596
15-year-old, mum: 0.0
better-quality, dramatic: 0.0
dynamite, well-controlled: 0.0
guilty, senseless: 2.32906833716
displeased, unpredictable: 1.51119299522
painful, provisional: 0.18889294579
over, smoother: 0.803728703514
fragile, unendurable: 1.3840538922
going, seen: 1.05386349137
batty, calm: 1.67385577928
competence, distracted: 0.976019930175
advantageous, sad: 1.03081153422
seasick, time: 0.618241574595
adverse, feisty: 0.057675226
committed, scalable: 1.82794343955
inexcusable, unanswered: 1.518678898
clueless, modest: 0.981342376972
reconcilable, restored: 0.987268397398
redundant, unspeakable: 0.235896729584
kind, rigid: 1.14343633203
equivalent, kidding: 1.19787941652
humbled, intrusive: -0.034641043028
encouraged, such: 0.582459384014
apologise, wealthy: 0.0
impossible, trite: 2.26982182758
unprofessional, wetter: 0.618756016104
moving, rock: 0.405115124982
adjusted, omnipresent: 0.23628878203
extra, positioned: -0.087646619047
latter, sale: 0.043369079298
co-funding, foxy: 0.0
'sgoing, reinforcing: 0.0
marvellous, soft: 0.0
jam-packed, unanimous: 0.0
exhausted, unconscionable: 1.43218599976
