mla, welcome: -0.208809581378
america, fiercer: 0.412553893002
inexhaustible, re-established: 0.0
export, foreverything: 0.0
particular, so: 0.704428284186
complex, fixated: 0.676472431877
adverse, sing: -0.07827774854
shielded, singular: 0.529112525169
clinically, even-handed: 0.0
daily, unjust: 0.837987747781
security, utilized: 0.299924131915
essentially, futile: 1.05256160544
addictive, anyway: 0.701179095932
in, palpable: 0.761070109458
lovelier, reasonnable: 0.0
likely, possible: 1.40886841829
comprehend, upbeat: 0.024200989061
generated, indiscriminate: 0.398761093958
babe, famous: 1.44782435903
acknowledging, brand-new: 0.0
arduous, handicapped: 0.932802120747
damaging, frozen: 0.713621418608
miserable, om-mazing: 0.0
frigid, rescinded: -0.251339061368
damaged, respectful: 0.47799225061
acceptable, anxious: 1.12093082513
together, warranted: -0.416352230581
flexibility, transparency: 3.74878857515
brand-new, super: 0.0
abysmal, overloaded: 1.69970496994
hlv-positive, pre-established: 0
repayable, wiser: 0.344499976127
financed, sad: -0.070795154116
absolute, credible: 1.25743164132
mesmerizing, pissed: 1.15669259149
breathe, total: -0.709886871971
distinct, ironic: 1.08193614371
compulsory, only: 0.856890688564
indicative, pristine: 0.216191106535
lucrative, simplified: 1.10880691736
disposal, self-reliant: 0.0
hot, problematic: 1.74633353157
just, unconscionable: 1.0513648033
joyous, non-binding: 0.0
exquisite, hungry: 0.558089513995
babe, top: 0.653783572598
often, woken: 0.237139982861
stopped, thinner: 0.193570646117
mieux, still: 0.103778330728
fall, fall: 5.04402453394
batty, positioned: -0.115758427733
inexcusable, six-year: 0.0
all, credible: 0.694020499816
faultless, verify: 0.632965825574
goal-oriented, linked: 0.0
aroused, cloudy: 0.409626924447
primordial, weii: 0.0
entirely, realizing: 1.06173613055
durable, flush: 0.98299449556
lunatic, specialised: 0.0
empowered, unspoiled: 0.655251658204
barmy, vacant: 0.068067700388
interdisciplinary, sleeping: -0.04956730914
bi-directional, improved: 0.0
indian, inferior: 1.68548292562
nasty, others: 0.318149711133
homosexual, simplifying: -0.013426220892
cool, entrenched: 0.371496543898
outstanding, sturdy: 0.750353563959
controversial, treasured: 1.61462325925
genuine, preliminary: 0.589416869895
deprived, gentle: 0.52879688929
omnipresent, primordial: 2.29928729264
mediocre, no: 0.627063427019
seasick, surprised: 2.10821884639
compensatory, corresponding: 1.90814618669
aroused, restless: 2.31445520928
following, solidarity: 0.598462371849
comfortable, teeny: 0.907466265641
irrelevant, wiser: 1.69556079995
indisputable, rigorous: 1.21094298324
secondly, stressful: 0.451375055152
compatible, grown-up: 0.0
facultative, guaranteed: 1.56585933014
snotty, top: 0.241429239161
earliest, history: 1.6452261269
insufferable, powerful: 0.813559256152
comprehend, laddie: 0.533128496259
broad-based, inconsequential: 0.0
quickly, superstitious: -0.227540937287
disastrous, insincere: 1.5085157788
doubtful, worthless: 2.24790201999
perpendicular, wiser: 0.273197679947
heartbroken, sensitive: 1.03403261168
ghastly, unbearable: 3.23301967044
given, parallel: -0.141609757421
geographically, hiv-infected: 0.0
astounding, disgraceful: 2.59487928246
disappeared, many: 0.610223171289
easy, wide-open: 0.0
raison, softer: 0.623695157034
realisable, that: 0.0
fussy, safe: 1.09207902868
suitable, tan: 1.1988540201
jolly, polite: 3.55548845442
amiss, find: 1.01654993263
determinable, juicy: 1.1239210218
lastly, such: 0.523299070248
invariable, quicker: 0.428137257609
elegant, payable: -0.438595753854
acceded, proceed: 2.54348081357
indispensable, western: 0.235525236997
conducive, defunct: 0.009903924644
astounding, merely: 0.755837175711
costlier, simillar: 0.463386057215
between, hot: 0.592880420836
profitable, undeveloped: 2.04464233318
eco-friendly, graceful: 0.0
broadest, nosey: 0.0
lacking, scared: 1.24745932613
imported, outermost: 0.121515010064
jump, overdue: 1.34507287965
fuller, hardest: 0.246782485596
goofy, socio-economically: 0.0
audience, genuine: 0.677801932582
current, evey: 0.301823762048
unambiguous, unlawful: 2.69586782661
hurry, specific: 0.536040886678
actual, offensive: -0.13089862909
adjacent, traumatic: 0.035098841127
insensitive, unsolved: 0.412662954442
engagement, yourself: 0.30637291711
tougher, workable: 2.05060076757
fuckin, suck: 4.05938058934
brain-dead, taller: 0.0
degraded, extirpated: 3.97324464715
naughty, stable: 0.272528883635
inhumane, wet: 1.45294977154
education, observed: 0.253512028791
mixed, self-sufficiency: 0.0
disparate, encouraging: 0.02663758254
evey, move: 0.18299299412
happiest, someplace: 2.18283804173
evening, stricter: -0.172006478169
geographical, intolerable: 0.407117402354
determinant, foremost: 1.4755223071
mid-sized, non-exclusive: 0
better-looking, equal: 0.0
extremely, pitch-black: 0.0
interminable, laughable: 2.73049358408
free-of-charge, just: 0.0
soon, ubiquitous: 0.728333143707
disturbed, one-sided: 0.0
engagement, intolerable: -0.253199132992
stupide, systematic: 0.0
truly, vulgar: 0.354978874997
cleverer, fanta: 0.929343872617
co-operation, vigilant: 0.0
round, timelier: 0.869206460611
delineated, incalculable: 0.936861752301
adapted, good-natured: 0.0
abrasive, preponderant: 0.378147510506
close, well-received: 0.0
involved, respectful: 1.77344456929
liked, max: 0.781690522337
self-supporting, subtle: 0.0
dying, unrealistic: 0.89145677353
heartening, simple: 1.60478891472
co-dependent, unsound: 0.0
allowable, marginal: 1.3931528073
bravest, unimportant: -0.191718134176
easy, liberal: 0.856724194867
clearly, jeopardized: 0.46005983652
automated, charmed: -0.352339431035
foremost, good-natured: 0.0
indian, reasonably: 0.146236713053
idiots, sounder: 1.13783863545
commitment, established: 1.08381200276
immovable, nominal: 1.69689966981
medium, unheard-of: 0.0
day, detrimental: 0.067171704528
broadest, pristine: 1.35574326527
detailed, murderous: 1.23550345975
co-operate, glamorous: 0.0
gigantic, northern: 0.651029773366
drenched, orderable: 0.109245878403
breadth, distraught: 0.410214132377
heights, interoperable: -0.625259350227
arguable, well-structured: 0.0
mightier, snappy: 2.24723716459
interested, long-term: 0.0
gloomy, shocking: 2.50280960838
absurd, heated: 1.19806531615
fixated, so-called: 0.0
mysterious, particularly: 0.485603507625
counter-productive, drunk: 0.0
modified, sore: 0.496033189093
frequent, limp: 0.246858443669
culpable, sicker: 2.94369824444
inexhaustible, past: 0.256164457671
considerably, u.s.: 0.0
export-ready, tangible: 0.0
hurtful, observed: -0.156201545913
erected, sixteen: 0.443572664162
recognising, removed: 0.0
indisputable, recheck: 1.23857974171
clarified, firm: 0.539116693267
blatant, central: 0.393575875311
complacent, traditional: 0.497972632874
one-sidedly, simplistic: 0.0
chaotic, sal: -1.12320632002
intentionally, succeed: 0.608971699356
defunct, prouder: -0.166410964809
breathe, serene: 1.89252992098
ioaded, principally: 0.0
consequential, verify: -0.052195966874
3rd, madness: 0.410631723092
heeded, someday: 1.13117430482
born, pathetic: 0.309238851267
bitter, empty: 1.22846349785
horrid, skilled: 0.504037634258
acknowledged, turned: 1.28019314897
grim, known: 0.158663485479
amazing, conducive: 1.62978919398
presented, unhelpful: 0.412914851013
necessary, short-term: 0.0
gruesome, unsettled: 1.53259813754
futile, interrelated: 0.724568812469
uh-huh, under-funded: 0
able, fruitless: 0.731488968453
largest, unsafe: 0.653047860609
euphoric, retard: 1.0824032913
doing, usable: 0.731345006196
constructive, right: 1.02733791478
coming, unqualified: 0.251823797878
reachable, volatile: -0.462200283415
gloomy, prick: 0.338074467872
blatant, education: 0.372831929393
improved, youth: 0.345680888202
armored, idiotic: 1.1035479791
attention, reconcilable: 0.809627635284
flush, neglected: 0.717295582387
biggest, responsible: 0.950862630866
inadequate, snappy: 0.429266021757
ill-founded, missing: 0.0
deficient, sporadic: 1.48864538557
disputable, resolute: 1.17962274166
jam-packed, logical: 0.0
cozy, later: 0.002968645082
mere, plain: 1.88111722479
irreconcilable, mean: 0.767986426077
solid, unbalanced: 1.0281094344
founded, specialized: 1.82532286964
although, clueless: 0.326945123748
several, visible: 0.588439638153
better, forgiving: 1.74208201001
delay, suspect: 1.02769405834
unprecedented, vocational: -0.404272280588
immediate, stupide: 0.0
shocked, thanan: 0.0
moving, requests: 0.3850976929
clearer, wet: 0.760724223275
described, efficacious: 0.110509173425
non-self-executing, screened: 0.0
everything, specify: 0.994687662546
installed, occurring: 1.30448845989
actually, meticulous: 0.335746306901
blunt, short-lived: 0.0
by-election, increasing: 0.0
connected, hunger: 0.284536103336
little, stuffed: 1.3168006681
horrific, selfevident: 0.0
answerable, state-funded: 0.0
largely, marine: 0.051128305731
elaborate, wanna: 0.22469050219
pursuant, timid: -0.102445314661
lonesome, warmth: 2.22772106012
breadth, organized: 0.289713299468
coast, instead: 0.580316958967
consulted, unquestionable: 0.427414405487
afraid, frigid: 0.546664389155
pushy, unhappy: 2.48097181382
issue, regrettably: 1.18030532143
grimmer, luke: -0.335069424718
aesthetic, well-formed: 0.0
delirious, optimum: 0.77223106835
ever-changing, included: 0.0
explained, phony: 0.017162439537
african, included: -0.139420298671
displeased, fifty: -0.195628047988
marvellous, quickly: 0.0
frail, fresh: 0.567383158145
grave, suitable: 1.41980388472
heavy, questionable: 1.42925513401
east, surely: 0.336590650648
interwoven, unequal: 2.29775100517
especially, loverly: 0.30783472743
becoming, nude: 0.066922044207
amiss, unconscionable: 1.32565054369
inadmissible, moronic: 1.67719790197
gutsy, threaded: 1.23614880734
industrial, separate: 0.587355530268
conservative, okay: 0.958872444217
degrading, omnibus: -0.163734409837
latter, pro-active: 0.0
intertwined, toast: 1.35950620322
eco-friendly, pitch-dark: 0
supplementary, trustworthy: -0.130503752317
infrequent, unwise: 1.59671310874
again, main: 0.594230050687
overall, self-aware: 0.0
laddie, petrified: 1.96402520103
scattered, unbalanced: 0.432054667507
advised, priced: 0.271871975768
least, too: 0.679082068652
by-election, long-standing: 0
lookin, settled: 0.585314393457
heinous, longer: 0.198571803362
based, interdisciplinary: 0.96063029918
okay, unwholesome: 0.859509225757
completely, egregious: 0.676595310437
competitive, dim: 0.251485257733
relaxing, swearing: 0.955771167126
inflexible, rogue: 1.39040181658
high-availability, inhumane: 0.0
self-sustaining, undamaged: 0.0
ongoing, surreal: 0.300417592012
baby-sitting, ggood: 0
obnoxious, positive: 0.711608467008
iucky, private: 0.0
disgraceful, either: 0.631458581401
participants, unused: 0.555144460824
economically, ordinary: 0.587075539102
a-okay, antagonistic: 0.0
chilly, enchanting: 2.73406221638
sappy, spooky: 3.38046527703
clearer, widening: 1.54570528032
finally, imperative: 0.832390433944
largest, rotten: 0.303702476943
consistent, short-term: 0.0
immeasurable, pitiable: 1.95536669861
fluid, trendy: 0.685935564198
tailored, touchy: 0.536844382504
flexibly, insignificant: -0.283401241658
unrelated, wise: -0.149351229311
identical, keen: -0.183878805716
vague, well-off: 0.0
identical, preoccupied: 0.75106242208
dreadful, naive: 1.69631872442
almighty, scaleable: 0.342252519782
non-specific, relaxing: 0.0
just, self-supporting: 0.0
reimbursable, satisfying: 0.75500876404
feisty, moving: 0.376968564096
fascinated, improbable: 1.8194699142
conspicuous, salutary: 2.92513728652
eventually, repelling: 0.40290287337
noteworthy, okay: 0.24548634992
rewarding, undetectable: 0.468633671247
honorable, physically: 0.945366598539
done, foxy: 0.130568604068
economically, extirpated: 2.46843128081
beautiful, recommendable: 1.69274837178
soft, well-behaved: 0.0
dubious, pre-established: 0.0
firstly, noteworthy: 0.454319481514
re-appointed, rebatable: 0
previously, unwarranted: -0.107519160237
generated, maximum: 0.844482140888
questionable, scandalous: 3.21264113322
confident, typical: 0.572537107015
damaged, unsavory: 1.04048911928
lacking, tacky: 1.66609150166
interesting, sincerely: 0.261725463354
self-employed, self-sustainable: 0
efficacious, insubstantial: 0.961616046097
disciplined, negligent: 3.36848905824
dependent, infected: 2.1105160223
just, plentiful: 0.722121259054
darling, orderable: 0.04592013322
genuinely, predominant: 0.270107235472
hunger, low: 0.460690048813
19, direct: 0.0
exciting, reyes-torrena: 0.0
overwhelming, sharp: 0.621337966271
hideous, restricted: -0.172526783869
non-compliant, rapid: 0.0
hands-on, thirsty: 0.0
articulated, unconvincing: 1.20377736265
realistic, relevant: 1.71241224644
garbled, grieved: 0.883004420408
mixed, underprivileged: 0.372342640635
cracked, well-designed: 0.0
integrating, strict: 0.079855345891
creation, manifestly: 0.856979343594
dark, responsable: -0.015729062917
accuracy, darker: 0.278869042063
fancy, identical: 1.33840954805
genuinely, gifted: 1.36589835748
exemplary, unaffordable: 0.920489241242
subordinate, sudden: -0.087246599767
exclusive, thirteen: 0.748913654877
complicated, hardto: 0.519978585939
bankrupt, inconsiderable: 0.164446966051
divided, unlimited: 1.32258850968
hiv-infected, majeure: 0.0
ongoing, unjust: 0.906758168616
agile, weakest: 1.04440433417
conscientious, liquid: 0.839845966432
hither, state-funded: 0.0
smarter, thirsty: 2.2782575462
sacrosanct, strengthened: 1.04117370386
empowered, unofficial: 0.189253917013
enthusiastic, probable: 0.509795162731
classified, proportional: 1.34134277757
common, insatiable: 0.963122451068
dysfunctional, facilitated: 0.46953012697
else, individualized: 0.867978880418
average, soon: -0.293034364254
refreshing, written: 0.369086625454
ironic, korea: 0.696215973853
frozen, self-evident: 0.0
candid, ill-conceived: 0.0
stay, welcome: 1.18814402824
coherent, internal: 1.58388983278
heterogeneous, simplest: 2.0699846253
antsy, giant: 0.203520962136
certifiable, whassup: 1.0863529982
syrupy, truly: 0.434801181606
inconclusive, stone-cold: 0.0
best-known, phat: 0.0
casual, content: 1.34942053769
friends, timed: -0.107395391067
impenetrable, pressing: 0.516947580752
busier, formally: 0.293601984692
crazy, johnny: 1.75228644249
chubby, lunatic: 2.42268322352
demeaning, impartial: 2.11704989407
deliberate, funky: 0.386472564967
germane, win: 0.290130133729
soaring, youth: 0.6729588071
notorious, unharmed: 0.585755710802
done, shaking: 0.650899387858
korean, ma: 4.37410803775
end-to-end, objectionable: 0.0
staggering, startled: 1.81628372672
insignificant, wretched: 1.60407822136
cosmetic, ignored: 1.64756442673
boy, stepped-up: 0.0
shortly, unrelated: 1.34011523672
enabled, info: 0.555403497564
induced, intricate: 0.377573696644
elsewhere, hearty: 0.297279741608
absolutely, healthier: 0.187607425033
debatable, medical: 0.569538580063
beastly, youngest: 0.727979560684
complicated, redundant: 1.51747278335
legibly, see-through: 0.0
plain, similarly: 0.962192528742
normally, worthwhile: 0.628221422461
exhausting, sounder: 0.485113851357
midget, opening-up: 0.0
home, scarlett: -0.446561350806
ineffectual, thicker: 0.100896179639
sleepy, wary: 1.10144396603
belligerent, qualified: 0.371030303132
ever-changing, soft: 0.0
captain, crushed: 1.03093480992
frank, self-contained: 0.0
certified, vigorous: 0.750118797046
dynamic, self-evident: 0.0
interest, used: 0.394444453469
perfect, systematic: 0.362658201589
fruitful, underprivileged: 0.766913981427
