disparate, finally: 0.386896262475
flat, stern: 0.686744707667
general, overripe: 0.253314292079
flattering, prosperous: 1.12364590655
obsolete, well-treated: 0.0
absurd, wet: 0.129576321512
juvenile, peculiar: 0.716867935161
affordable, intimate: 1.92445565528
educated, pray: 1.04298308438
enormous, hlv-positive: 0.0
knowledgeable, useful: 2.42089153386
om-mazing, treasured: 0.0
burned, intimate: 0.514339036093
illiterate, smitten: 2.70535913759
impolite, matched: -0.38837080617
illiterate, multi-disciplinary: 0.0
lackluster, poorer: 1.70041434785
lovable, radiant: 2.51131063188
exciting, treble: 0.985192605535
bad-looking, detrimental: 0.0
open-ended, uncertain: 0.0
ineffective, ripe: 1.58250145735
random, well-coordinated: 0.0
germane, straightaway: 0.415782771157
ghastly, jurisdictional: 0.235867103679
diminished, miscellaneous: 0.571669906299
costly, transparency: 0.60926896134
intentionally, wierd: 0.816303902824
blunt, psycho: 1.04581540119
overt, than: 0.988404547359
genuinely, toast: 0.839316737869
multifaceted, notorious: 0.466763072357
distressing, miscellaneous: 0.062466696771
iil, pitiful: 0.0
joyous, rooted: 0.987903775201
bare, third: 0.123556840524
agreement, skint: -0.088571723148
cost-shared, treble: 0.0
changed, taken: 1.7933546195
displacement, lasting: 1.38672506931
amazed, variable: 0.689940027971
approved, bad-ass: 0.0
fluent, rescinded: -0.038227291438
disrespectful, wide-open: 0.0
aging, late: 0.349379415643
elementary, tonight: 0.248255525327
friendlier, mean: 1.22781488466
feeble, moot: 1.7427743521
everywhere, rigght: 0.0
comfy, favorable: 1.52174180817
nonsense, plausible: 1.72986664252
graduate, thicker: 0.503344843902
goofy, steady: 0.525981375282
honest, restless: 0.612650532179
warranted, whar: 0.0
second, transitory: 0.458098633056
batty, expensive: 1.17632743835
inspiring, someplace: 0.646633579839
grotesque, motherfucker: 1.30350023649
a-okay, criminal: 0.0
visual, watchful: 0.766121053067
cultural, perplexing: 0.781746693083
goal-oriented, unnerving: 0.0
customary, neglected: -0.20898166407
but, preposterous: 0.595289870531
fairly, fledged: 0.586309473469
amiss, heavy: -0.477399884141
gotta, problematic: 0.133643476218
apace, happy: 0.933334294764
reckless, suitable: 0.452857378125
dazzling, two-pronged: 0.0
designed, seropositive: 0.300114343258
environmentally-friendly, okey: 0.0
clueless, improved: 0.097444639688
considerate, handling: 1.77695852014
'sgoing, noble: 0.0
handling, state-owned: 0.0
accelerated, confrontational: 0.558115496272
amazing, outside: 0.464436055555
binding, wiser: 0.663258647006
absurd, doctor: 0.864362409586
believable, human: 1.65258280439
do-able, sane: 0.0
determinant, white: 0.515046121856
related, selected: 0.161262091765
elevated, few: 0.314735997995
mean, needless: 1.27801140727
beloved, well-established: 0.0
malicious, taken: 0.331570946984
ensure, random: 0.713794559497
clever, insurmountable: 0.75862608623
eighth, evolving: 0.468417548882
guilty, sinister: 1.13628302836
lenient, past: 0.462525337608
sacrilegious, trippy: 2.93524347738
batty, mortal: 2.04074897399
blessed, watchful: 1.71780441006
hurt, outgoing: 0.136239523239
irresponsible, well-reputed: 0.0
defunct, justifiable: -0.197530300039
left, prepared: 0.438737791751
breadth, open-ended: 0.0
articulated, cost-effectively: 0.0
customized, dearer: 0.575295171462
crazy, value: -0.031982294751
due, unknown: 1.56348564152
afresh, ambiguous: 0.877619636002
complimentary, find: 0.621344365677
previously, together: 0.100052640406
cancelled, sane: 0.0
dense, formerly: 0.171735923615
impulsive, strengthening: -0.155634824968
classical, moister: 1.05012063635
nascent, off-site: 0.0
breadth, nicer: -0.391361896485
aligned, realisable: 0.0
inestimable, loco: 0.149168572403
killed, underdeveloped: 0.299873749517
immoral, prompt: 0.403904213165
separate, unwell: 0.388049190165
conspicuous, enhancement: 0.248840690795
christian, instead: 0.248547526334
gorgeous, pushy: 1.75997048913
blinded, terrifying: 1.87049997781
awestruck, instructive: 1.40412206607
aggravating, fertile: 1.25490134814
challenges, trained: 0.82466787865
amiss, spent: 0.617624126917
distinguished, internationaux: 0.495285459324
secured, shit: -0.296120415878
obscure, predictability: 0.997196223385
education, end-to-end: 0.0
looser, savage: 0.641748290746
incorrect, less-favoured: 0.0
effectiveness, moist: -0.155119126827
lovely, vast: 0.974628605846
built, impressed: 1.44920895678
geographical, obese: 0.496209654156
classy, limber: 3.15805377936
drenched, euphoric: 2.40673786479
idiots, refrigerated: -0.356461549161
disjunct, subject: 0.85279933664
extreme, implacable: 1.98668990258
abundant, suspected: 0.285086733665
growing, unfortunately: 0.200483123061
condescending, unjustifiable: 2.16703117817
kosher, volatile: 0.72040345346
growin, simplifying: 0.090658843516
consolidated, minimum: 0.26018605421
prettier, second: 0.508274446751
satisfying, symmetrical: 1.92864199127
cognizant, irritable: 1.80553001602
over-optimistic, retrievable: 0.0
permanently, specify: 1.13892314379
spooky, whole: 1.02723234166
-ready, southwestern: 0.0
increasingly, overheated: 1.83688277988
included, invariable: 0.384714933104
appointed, weird: 0.047332883694
abnormal, sentimental: 0.342162584888
a, dummy: 0.0
clerical, technology-neutral: 0.0
ashamed, griet: 0.0
incompatible, respendable: 0.0
chilly, irresponsible: 0.168979828321
flush, shaky: 1.57611669731
defeated, demented: 0.364302656553
afflicted, comprehensively: 0.389562226091
damaging, transparent: 1.14145142199
badly, graduate: 0.605460655371
-lnteresting, streamlined: 0.0
sacrosanct, strong: 0.488664702965
deliberate, realisable: 0.0
nude, specifically: 0.39783476905
life-threatening, workable: 0.0
ma, newer: 0.195419341435
insolent, sober: 1.93973719275
lousy, stark: 1.73159926361
freedom, older: -0.143598054415
mere, smarter: 0.52247845031
awkward, urgently: 0.3407143149
intelligible, relevant: 3.38159557054
determinative, tabling: -0.10790127418
proceed, zesty: 0.119619185109
delay, doubtful: 1.06535924665
away, non: 0.239081918452
benign, very: 0.691981377053
brain-dead, mechanical: 0.0
creative, fun: 2.56956637934
loud, notably: 0.150721883645
matched, monitored: 2.17921980755
spooky, squat: 0.895186244439
charmed, sleeping: 0.726233898233
grateful, over-the-air: 0.0
standing, there: 1.08394125412
commendable, sappy: 1.30418976118
reasonably, untenable: 1.13306322172
luminous, spent: 0.514688845061
hinky, topic: 0.765782850565
noble, school: 0.338350143649
spicy, weary: 0.858040874058
pragmatic, previous: 0.729281623698
global, positively: 0.784993014318
courageous, ridiculous: 0.880609804348
neurotic, particularly: 0.60659042603
rough, unsuitable: 1.49813983508
northern, satisfied: 0.083267733258
joyful, quickly: 0.516323358384
challenging, costlier: 1.36261686847
exorbitant, obligatory: 1.0921185228
clare, medium: 0.172686037602
axiomatic, clueless: 2.57242887262
common, complimentary: 0.477785355763
huh, lacklustre: 0.0
cost-effectiveness, particular: 0.0
maximal, shaky: 0.178562677303
gonna, isolated: 0.062976588802
overflowing, wrecked: 1.90292251295
brief, unprecedented: 0.896613507761
naturalistic, straightaway: 0.695848480895
clerical, pressing: 0.850443389369
all-embracing, why: 0.0
desolate, synergistic: 0.034293415138
acknowledging, disclosed: 1.88446657644
courageous, ever-changing: 0.0
drier, elaborate: -0.14887108024
seen, standard: 0.118874139689
housebroken, reinforcing: -0.010474738753
humiliated, thank: 1.27343752763
pleasant, questionable: 0.571936104209
especially, sedentary: 0.538094349003
restful, wetter: 2.7573938832
rampant, retail: 0.56369100803
pure, thirds: 0.426173812959
equivalent, weighted: 1.79304572763
frazzled, unchanged: 0.610568931242
re-established, stifling: 0.0
pursuant, troubling: 0.076584798152
hilarious, under-age: 0.0
based, info: 0.400671170375
full, nonsensical: 0.24183173162
endemic, vulnerable: 3.17396642923
cleverer, smokin: 1.62656567483
clare, integrated: 0.326793812014
alarming, white: 0.528070837589
annually, reai: 0.0
operational, rarer: 0.318078187739
proficient, puny: 1.71926028229
briiliant, consolidated: 0.0
fresh, insurmountable: 0.503157466627
inalienable, liked: 0.32959815482
indefensible, respectable: 1.54154514039
acquired, distinct: 1.12023557045
differing, insurmountable: 1.99161462093
resistant, unfriendly: 2.13812458817
outgoing, standard: -0.059990666737
arguable, divine: 1.6027137969
documented, internationaux: 0.145670059308
lacklustre, question: 0.0
operative, unacceptable: 0.220539148158
appalling, keen: 1.52720933619
bravest, improbable: 1.2863624286
first-class, inconceivable: 0.0
1st, prepped: 0.184247443689
delicate, profitable: 0.578669022195
minute, rapid: 0.486080254624
multi-faceted, unfathomable: 0.0
johnny, sappy: 2.18279449824
better-looking, considered: 0.0
dreamy, permanent: 0.777541503406
drier, princess: 0.752960426174
co-operation, well-represented: 0
enriching, possible: 0.441157292013
kane, stepped-up: 0.0
deceptive, needy: 0.904367910131
daunting, unsustainable: 2.66281125188
rooted, undignified: 0.659220965846
cool, standard: 0.504315563401
co-chairperson, whassup: 0.0
jeopardized, unnerving: 1.64509146236
preferred, unattainable: 0.933992296648
astute, charged: 0.944761135144
disorientated, satisfied: 1.283971777
demeaning, earliest: -0.25698206744
irritating, utilized: 0.380356791178
interest, nice-looking: 0.0
rooted, worse: 0.795527400968
high-ranking, latter: 0.0
classic, rude: 0.232630632541
lofty, tepid: 2.57643162225
indispensible, richest: 1.34728029653
jack, overly-high: 0.0
close, differently: 0.112291694362
creative, of: 0.0
off, staff: 0.281882511057
severe, well-reputed: 0.0
convinced, irritable: 0.924151983544
rational, threaded: 0.302552846604
anonymous, wacko: 1.32561753817
brisk, famous: 0.723348289777
indian, permitted: 0.486674568579
over-optimistic, these: 0.0
briefly, foutu: 0.0
long, sensational: 0.382913791297
alternative, profitability: 0.38740689873
basic, unlawful: 0.65527642396
damaging, optimal: 0.888674187702
insatiable, popular: 1.20961146304
delirious, indisputable: 1.28105573688
okey, swift: -0.349355857604
finite, individualized: 1.9833867292
mind-boggling, surrounded: 0.0
cheery, short-term: 0.0
interestedin, restored: 0.0
crude, mortal: 1.08270945723
altered, symmetrical: 2.18122517006
briefly, informed: 0.088445014448
disadvantaged, self-sufficient: 0.0
dopey, fairly: 1.27025951926
screwed, vis-: 0.0
estimated, weirder: -0.393927680565
disappointing, ruthless: 1.34434981351
gonna, grimmer: 0.04946988678
natural, retrievable: 0.841588822176
anti-constitutional, enforceable: 0.0
dispute, furious: 1.83437501805
cheesy, disturbing: 1.76849834272
criminal, multi-dimensional: 0.0
poorer, pragmatic: 0.915099396039
clear, unanimously: 0.801675123572
engaged, fake: 0.32996499069
better-quality, unequivocal: 0.0
bullshit, obnoxious: 3.15154558052
disturbing, foxy: 0.81079042379
death-proof, woken: 0.0
durable, humid: 1.50975291224
determined, sized: 0.614212059955
applicable, concerted: 0.498702665368
calming, non-competitive: 0.0
crafted, fortunate: 0.782763953789
familiar, industrialized: 0.709017502991
conventional, vain: 0.175840924768
alternative, schizo: 0.497030302221
sexy, understandable: 0.574067612827
cynical, sacrilegious: 3.03624015669
clinically, government-owned: 0.0
familiar, sympathetic: 2.32181901561
up-to-date, vice-chairmen: 0
enforceable, well-structured: 0.0
conventional, obstinate: 0.71446375806
extraneous, reinforcing: 0.494624328094
accustomed, snappy: 1.23785258021
insurmountable, really: 0.930578429379
delirious, stark: 1.41182227897
industrialised, suicidal: 0.0
relentless, righteous: 1.94089237518
cleverer, vice-president: 0.0
customary, snug: 1.0589931634
due, slow: 1.10771844831
encouraged, periodic: 0.91123492152
devastating, griet: 0.0
cherry, overly-high: 0.0
dismissed, received: 1.99368923406
concerned, glowing: 0.565879071778
flaccid, seriously: 1.20168299399
everybody, mistreated: 0.718205482499
awake, life-threatening: 0.0
absurd, well-organized: 0.0
ephemeral, extinct: 2.29714716895
unforgiving, welcoming: 0.640125603162
considerate, frankenstein: -0.081518499101
cherry, lackluster: 0.638353390662
hiv, like: 0.115605741589
related, roisin: 0.0
ionely, ruined: 0.0
homosexual, modern: 0.568482169821
chubby, sixteen: 1.20333412685
female, fun-loving: 0.0
honorable, odd: 1.58713108611
drier, irregular: 0.914876216422
improving, treasured: 0.501744584862
disgusting, realizing: 0.298608555183
again, infected: 0.108486410747
fortunate, overwhelming: 1.2248909176
expedited, unseen: -0.297381793315
information, legible: 1.24375423918
grisly, house-trained: 0.0
found, ignored: 0.596203437238
hereby, sluggish: 0.034504385018
magnificent, variable: 0.502956147377
garbled, warned: -0.24320498493
axiomatic, immature: 1.58301445144
dreamy, idiotic: 1.17927693121
sound, worthy: 1.04696768608
irrational, sombre: 0.796102300303
sore, well-organised: 0.0
clever, unprejudiced: 1.42692902102
consolidated, immeasurable: 0.413362399121
growing, pleasant: 0.560473306586
long-winded, self-contained: 0
fragile, viewable: 0.470127967204
inactive, unresolved: 2.72357588173
need, worst: 0.258915084643
first-hand, rubbish: 0.0
chaotic, workable: 1.91440691477
rewarding, spatially: 0.488803342418
a-okay, top: 0.0
impossible, luminous: 1.14214095269
oral, s-sorry: 0.0
girlie, successfully: 0.159848857623
disrespectful, multi-layered: 0.0
discernible, rogue: 0.496003590455
archaic, drunken: 1.47195485636
alarming, blind: 0.742833442843
coarser, deductible: 0.62015730178
parched, responsive: 0.408409081015
identify, retard: 1.23269396718
stricter, typically: 0.688407152058
acclaimed, romantic: 0.88686360928
bullshit, insubstantial: 1.72705977963
belle, unhelpful: -0.594943117944
adaptive, tangible: 0.426043570685
more, subtle: 0.97280913459
loyal, merciful: 1.39177001837
generated, volatile: 0.750487283912
cabbage, reassuring: -0.039578770454
enjoyable, vice-chairmen: 0.0
horseshit, year: -0.152838141474
dissimilar, unequivocal: 1.03890173073
flagrant, political: 0.814670087073
processing, vague: 0.492844179891
bizarre, relieved: 1.07739445756
black, deprived: 0.682645128299
legible, valid: 3.11785344204
also, loveable: 0.083584988526
celebrities, toasted: 1.25665371334
invested, priced: 2.4170031304
emotional, incapable: 1.26637746629
boring, repealed: 0.980173312271
nice-looking, two-fold: 0
false, radiant: 0.47928491823
find, taken: 0.229740890897
broader, equivalent: 0.291178826016
busier, degraded: 0.381251147665
technically, varied: 0.667088287844
shielded, unpublished: 1.07712476879
accustomed, level: 0.652890178992
hearty, seventh: 0.357175840899
inflexible, internationaux: 0.460131067834
handling, tabling: 0.6989107996
distinct, well-balanced: 0.0
gullible, harmless: 3.15301794697
doin, testy: 1.38005331374
breathtaking, fancy: 2.022802463
imported, inhumane: 1.30604770359
disingenuous, frightful: 1.60149895478
fatter, sponsored: 0.740479754514
concluded, flattering: 0.299554644974
idle, ubiquitous: 0.764075117398
somewhat, unseemly: 0.949872013425
selfevident, uncommon: 0.0
equally, wetter: -0.217014331101
corrigendum, depressing: 0.660213346559
automated, ecstatic: 0.460981895017
effective, state-funded: 0.0
