filthy, pitch-dark: 0.0
", written: 0.0
immovable, lonely: 1.01070432589
complete, hourly: 0.364708815672
pivotal, topic: 0.816321852787
indispensable, relevant: 2.24890222163
concerned, imperative: 1.61638362598
afraid, graduate: 0.697177827382
fried, likely: 0.429224379214
adjacent, winning: -0.451894679879
dumb, prerequisite: 0.895103631389
same, three: 0.915989999033
fledged, issued: 0.720012509734
parched, remarkable: 0.023352296126
categorical, there: 1.33870715314
prohibited, shoot: 0.424712670071
remaining, screened: 0.827175790921
central, soaked: 0.615907483221
high-quality, required: 0.0
ephemeral, unremarkable: 2.54383798286
foxy, wise: 1.76631887831
handy, speaking: 0.424502483287
enabled, shocking: 0.534182896909
astute, related: -0.291278121487
aggravating, sticky: 1.84024781008
accordingly, re-established: 0.0
enriching, intense: 0.335060826651
lofty, mutual: 0.558799721961
all-powerful, supported: 0.0
below, there: 0.803215012343
beloved, favourable: 0.0
absurd, sophisticated: 1.30835066427
targeted, ungrounded: 0.395885558412
cultural, supreme: 0.897337886858
docile, lunatic: 1.96731429202
hereby, shitless: 0.265866052503
disrespectful, seminal: 0.355533215935
girlie, hinky: 2.40465400119
insane, latest: 0.312379799675
germane, presently: 0.983229197087
cynical, youth: 0.655773028554
comercial, explained: 0.224788902948
french, taller: 0.387533590325
straightforward, verify: 1.0147609879
certain, complicated: 1.12916260232
busy, unfortunate: 1.18534373307
all-important, misleading: 0.0
engagement, more: 0.28438174091
deserved, weakest: 0.620632536016
smitten, teeny: 2.41482689872
constant, legality: 0.581014809769
gravest, some: 0.465080947515
indisputable, motivation: 1.43313850646
again, well-done: 0.0
beautifui, safest: 0.0
technological, uncomplicated: 0.483488977393
extensible, hurry: 0.000576067243
ourselves, trusted: 1.03812325155
hilarious, move: -0.268134959736
omnipresent, socio-economically: 0.0
interactive, obscure: 0.533599943025
costly, quiet: 0.444255453218
audience, instrumental: 0.270054941919
enormously, master: 0.045805585185
brittle, favourable: 0.0
e.g., fucked: 0.0
less-favoured, senseless: 0.0
harsh, normally: 0.688229430983
all-embracing, muchfor: 0
non-binding, well-organized: 0
cost-efficient, safer: 0.0
adulthood, out: 0.012784327432
cheapest, woolly: 1.04064214117
naturalistic, wack: 1.12800531611
consolidated, loverly: 0.094283105304
benign, little: 1.32767356613
distinctive, irritating: 1.54843423188
crafty, explicit: 0.340797535492
compact, youngest: 1.00022152005
provided, self-executing: 0.0
dotty, illicit: -0.101116260415
degrading, sounder: 0.072099641777
equally, humid: 0.10977852409
insensitive, structured: 0.360814063471
consequential, static: 0.103985874297
controlled, merely: 0.288776571094
busier, dynamic: 0.775389147364
briiliant, glamorous: 0.0
committed, fragile: 0.816406786064
germane, supported: 1.03264668535
grieved, knowing: 1.22041095501
distressed, hard-pressed: 0.0
buoyant, possibly: 0.114547359915
flexibility, positive: 0.542092132389
noisy, tighter: 0.99523664897
focused, reported: 0.625979588824
ancient, girlie: 0.450173791656
fifteen, important: 0.288091730369
momentary, optional: 0.624838555627
babe, unlocked: 0.890751105965
appealing, crucial: 1.32804674644
bygones, surer: 1.71712429129
thin-skinned, unharmed: 0.0
commendable, deadly: 0.869903571136
trite, ugly: 2.52685549288
applicable, ten: 0.31618540504
wacko, whatever: 1.52673756922
courrier, official: 0.575285278055
identifiable, powerless: 0.597647710782
amended, uncanny: 0.289387035694
defunct, self-executing: 0.0
berserk, cher: 0.908771262202
decisive, fascinating: 1.16280529331
acceded, freely: 0.548697015531
familiar, objective: 0.241668112508
fun-loving, well-defined: 0
drastic, unoccupied: 0.2630406808
chaotic, clearer: 1.9055936411
cost-effectively, drastic: 0.0
fuckin, short: 0.227225759557
genuine, only: 1.20249679978
ill-treated, longest: 0.0
deep-rooted, long: 0.0
realistic, systemic: 1.23679052038
doubt, strengthening: 0.679273207148
co-funding, used: 0.0
facilitated, softer: -0.206386651937
fascinating, flavorful: 2.3520669233
chosen, competitive: 0.780983474277
conspicuous, judicious: 1.99310301151
astounded, softer: -0.627277489635
bureaucratic, whar: 0.0
systematic, unresolved: 0.705052091281
improved, judicious: 1.15917554129
merciful, unquestionable: 0.715707107094
plentiful, private: 0.388991539375
funny, well: 0.897052441465
junior, repulsive: 0.06782920858
babe, efficient: -0.437788580308
doubtful, unwarranted: 1.56501539821
applied, material: 0.750253550872
rash, shorty: 0.607200036087
traded, winning: 0.879481154612
crummy, staff: 0.195898567251
rusted, vice-chairman: 0.0
ill-conceived, skilful: 0.0
combative, frank: 3.53794517072
internationaux, shipshape: 0.174063173927
despicable, poisonous: 2.94438263565
empty, laborious: 1.28068592789
sleepy, term: 0.084147117421
complimentary, furthest: 0.03440603689
minus, soaring: 1.02080280037
adaptable, clearest: 1.49054377718
fair-minded, finished: 0.0
cool, several: 0.198170517137
rotten, well-filled: 0.0
almighty, rational: 1.37622594897
abhorrent, indiscriminate: 4.00022978976
ago, pending: 0.279935560601
mutual, sad: 0.843760431557
girlie, started: 0.347250954436
ageing, mistreated: 0.0
angry, ok: 1.2970705851
enjoyable, righteousness: -0.000417605239
dim, explicit: 1.05200817867
robust, sleeping: -0.370154154917
disabled, two: 0.761808306146
interrelated, well-placed: 0.0
extirpated, inaudible: 1.48363727747
brief, defenseless: -0.15219949692
smarty, unfettered: 0.47269378855
bright, freaky: 1.42220747017
faultless, profane: 1.06440615698
equivocal, jam-packed: 0.0
functionally, legally: 2.42352946545
full, geographically: -0.177072055877
disquieting, pretentious: 2.70272522984
antagonistic, flexibility: 0.513908370605
beautifui, youthful: 0.0
boring, precarious: 0.898056881677
-mentioned, expressly: 0.0
black, fourth: 0.47042464151
distributed, myself: -0.64315679842
essential, smart: 1.00965495242
fanta, horrifying: 0.957834930162
preferred, seriously: 0.063715876177
colder, regrettably: 0.825864354677
agile, spooky: 0.554237950139
cheapest, important: 0.815521817547
second, vibrant: 0.039233846518
dazzling, regulated: -0.441256577238
final, greater: 0.38325674434
issue, strange: 0.146675619302
killed, tiring: 0.902158103441
meaningless, presentable: 1.27758616352
shiny, spatially: 0.829362002193
luckier, transnational: 0.007985294047
favorite, stricter: 0.060538287385
hateful, informative: 1.67044163114
deader, reaching: 0.599205035981
naked, wiser: 0.648528241444
celebrities, docile: 0.169574394403
doubt, elementary: -0.039232546521
indigent, rampant: 0.307485155869
despicable, ineffective: 2.01023032728
fried, inside: 0.837196741118
cabbage, misused: -0.551808222306
critical, forward-looking: 0.0
funded, integral: 0.512553659776
gross, unreliable: 0.532544224225
decent, legitimate: 2.07843617472
growing, precisely: 0.140061841353
fairest, knackered: 2.22107588318
moronic, overdue: 0.607411803241
classified, palpable: 0.220637234895
dickish, straight: 0.363916462799
defenceless, spicy: 0.0
fun, restricted: 0.283252023613
released, superfluous: 0.035298982973
precious, skinny: 0.677842125666
grievous, rotten: 1.53842089706
consideration, untenable: 1.52174767837
greater, running: -0.027708850428
dirtier, unbelievable: 0.852881634439
iovely, obese: 0.0
gifted, infected: 1.13276473158
day, dear: 0.402151051884
lonesome, simplifying: 0.402646873345
bare, liberated: 1.40362619621
ethical, light: 0.890352178932
fried, myself: 0.824969000604
challenging, formal: 1.11722172147
alert, equipped: 1.65727978402
egocentric, interdependent: 2.7151194704
annoyed, overlooked: 1.93615878135
justiciable, morbid: 1.82032379032
heterosexual, receptive: 2.2800429573
glamorous, interdependent: 1.1992676222
accuracy, biased: 1.34839480589
dubious, gaunt: 0.725847927096
latest, stupider: 0.184545284683
enjoyable, factored: 0.36259208968
challenging, excellent: 1.52201788564
handicapped, iilegal: 0.0
quickest, unprejudiced: 0.028384171088
hiv-positive, implausible: 0.0
enchanting, normal: 0.448998059983
longitude, vegas: 1.27916817313
answerable, sale: 0.08544902937
private, sovereign: 1.43788415664
duty-bound, stiff: 0.0
violated, whassup: 0.612825992199
dainty, stillborn: 1.2184011781
certainly, wounded: 0.029463663539
discriminate, whassup: 0.345094673542
attention, exhilarating: -0.216439359458
snotty, underpaid: 2.32804245515
accused, sold: 0.763887482212
abnormal, swift: 0.814942649328
described, information: 0.455084343886
injurious, mental: 1.6266194197
hard-pressed, miscellaneous: 0.0
costlier, prepared: 0.840272488501
proud, treatable: 0.671863995095
go, liable: 0.542498859864
least, puny: 1.20901314195
interdisciplinary, northeastern: 0.358747596186
timely, well-established: 0.0
dead-on, reiterate: 0.0
outrageous, over-optimistic: 0.0
intricate, tall: 2.00290648823
rather, startled: 0.621506129894
mild, softer: 3.03515294295
butthead, etcetera: 0.842333416507
deceptive, heart-warming: 0.0
ill-treated, preferential: 0.0
enhanced, rescinded: 1.50800450702
a, freaky: 0.0
sedentary, uniform: 0.183026890007
careless, weird: 1.38679159364
a-okay, victorious: 0.0
co-, unspeakable: 0.0
lengthier, wish: 1.08869314782
moronic, naughty: 2.65117476912
competence, marginal: 0.83996332446
alternate, declared: 0.19646894615
iike, ping-pong: 0
harmful, illiquid: 1.62025270509
recognized, selfish: 0.240402586005
muscovite, race: 0.013255828607
expensive, overpriced: 4.92564110357
expressed, unmistakable: 1.28816433995
inadvisable, quiet: 0.689312949032
busy, cozy: 2.08486693034
constructed, preferable: 1.13584857586
effective, unnecessary: 1.44466083523
creative, insufficient: 0.194052709433
freezing, hour: 0.808023474201
iegitimate, single: 0.0
confidential, proper: 1.42358451342
rank, volatile: 0.43009205655
proactive, sobering: 1.10091021179
critical, legit: 0.68462354251
nutty, poverty-stricken: 0.0
happen, rarely: 1.14609528557
moist, nosy: 1.96168644466
extra, quickest: 0.709867846154
savage, task-oriented: 0.0
3rd, charged: 0.223462404696
aging, mandatory: 0.325015489157
deserved, viewable: 0.424666487181
inter-dependent, retail: 0.0
culturally, happier: 1.41963756231
fast-growing, for: 0.0
furthest, smarter: 1.45186130315
booked, well-formed: 0.0
bleak, severe: 1.91993480436
circumspect, direct: 1.15638551034
frantic, underdeveloped: 0.386879104332
being, house-trained: 0.0
integral, loverly: 0.371280959212
grisly, low: 0.26320824918
task-oriented, untenable: 0.0
frankenstein, reassuring: 0.061503860327
plausible, rock-hard: 0.0
largest, unproblematic: 0.367264601369
first, sixteen: 1.01323995876
insatiable, move: 0.047899342155
cinematography, domestic: 0.652844750621
primary, responsibility: 0.989907014249
strongest, white: 0.363392026557
structured, wide-ranging: 0.0
else, transparency: 0.789649154224
establishment, start: 0.534854281224
harder, ice-cold: 0.0
drunk, thirsty: 3.58441929091
principally, treble: -0.134570046889
proportional, shared: 0.955052194695
categorical, others: 0.313448356232
extra, overheard: 0.534526372918
forthwith, monumental: 0.750542923858
!, quicker: 0.0
hairy, influential: 0.61290792996
berserk, goal: -0.296858265197
monstrous, naked: 1.31940324207
fast, vis-: 0.0
fat, traditional: 0.790709105351
busier, shy: 1.73811283755
ioyal, sympathetic: 0.0
docile, righteous: 2.53062035637
old, sacrilegious: 0.790630952639
displacement, religious: 0.98491024514
doing, well-behaved: 0.0
clarified, inoffensive: 0.513412466513
regretful, worrying: 2.2723161303
clerical, permitted: 0.770740237763
sacrilegious, tied: 0.502553337201
discriminate, happy: 0.791883108354
eleven, whatever: 0.481004372466
evident, probable: 1.37557918846
exhausted, shortly: 0.895081861678
invalid, shitty: 0.981588349568
infrequent, likable: 1.69698851441
desired, religious: 0.63121977028
unwelcome, wrong: 1.45730696974
expressly, hereby: 4.93508045911
enjoyable, stress-related: 0.0
objective, silent: 0.185702314973
psyched, uptight: 3.93962991445
deepest, sixth: 1.71395169688
dry, expanded: 0.790470408218
per, thin-skinned: 0.0
builshit, popular: 0.0
mieux, sinister: 0.711275541495
petite, stone-cold: 0.0
customary, overwrought: 1.08482256207
complacent, intelligible: 0.526669586493
distribution, finished: 0.257479678302
briiliant, susceptible: 0.0
shifty, simillar: 0.243260675836
carefully, with: 0.730755798539
happening, unpleasant: 1.20441667558
flicka, harmless: 0.0
damp, elderly: 1.12066380907
complicated, deadly: 1.67951241321
snappy, toast: 1.41117235948
disgusting, lucrative: 1.17461508268
bright, pristine: 2.13263491591
inefficient, necessary: 1.3470921791
justified, simplifying: 0.759939171449
currently, reasonnable: 0.0
agreeable, significantly: 0.380845527028
adaptive, occupied: 0.497734471059
indecent, terrible: 1.39147974629
before, happened: 0.967465703715
accessed, insurmountable: 0.728114753211
anything, dainty: 1.0245491614
girl, longer-term: 0.0
satisfactory, unsustainable: 2.38934055542
inhumane, lively: 0.254877228125
incredible, similar: 1.20038638223
improper, internal: 2.24399753546
nasty, over-ambitious: 0.0
korean, statutory: 0.212411521794
ample, cowardly: -0.0899275292
cheesy, immense: 0.029358568985
disputable, fourteen: 0.658592412208
lacking, life-threatening: 0.0
below, judicious: -0.465400692491
drunken, three: 0.585755676003
exponential, sultry: 0.445757524208
lawful, predominantly: 0.531382710059
honoured, old: 0.0
non-toxic, older: 0.0
shorter, violent: 0.735087159495
fair-minded, welcoming: 0.0
dispute, relaxing: 0.604312773376
educational, panicky: -0.209034223532
mandatory, skinny: 0.747597808642
informal, poor: 0.999873456727
modified, triple: 0.445489672138
bogus, fifth: -0.075763209203
grown, rehearse: 0.70106046175
holy, intolerable: 1.58945911406
losin, minute: 0.957546778439
combative, disclosed: 0.927701268994
cognizant, myself: 1.07369024279
icy, sharp: 1.14373484463
going, singular: 0.181178163569
elderly, unappy: 0.0
accurate, qualified: 1.70478573044
horseshit, sizeable: 0.287215253142
barmy, kane: 0.865316238068
blow, cohesive: 0.740760039042
furthermore, underway: 0.098332481182
adversarial, cost-shared: 0.0
acceded, shortly: 0.830317569521
unlimited, unused: 2.83863558577
determinative, futile: 1.51205383961
fitting, puny: 0.624571381586
comprehensively, unbearable: -0.436263385335
sporadic, stern: 0.669429706751
shortly, worrying: 0.604716342269
affordable, shitless: -0.288281853429
alia, ashamed: 0.0782003236
aging, fearful: 0.683194255158
enhancement, merry: -0.256803113681
edible, industrialised: 0.0
previous, reinforcing: 0.178355921182
individual, over-ambitious: 0.0
startled, two-: 0.0
uneconomic, wholly: 2.37334738899
commended, victorious: 1.54004086118
fruitless, vague: 2.00522924785
ah, self-financing: 0.0
bad, redeemable: 1.35027306104
rebatable, sound: 0.0
jack, ravenous: 0.890558592216
ill-equipped, inoperable: 0.0
creepy, derisory: 2.18130221715
pleasant, preponderant: 1.44163390213
kind, missy: 0.869504406117
kid, political: 0.136906510565
om-mazing, short-sighted: 0
non-compliant, unanimously: 0.0
ago, ah: 0.502062181903
appreciable, everything: 0.518381022083
correctly, fragmented: 0.115443609046
all-powerful, repayable: 0.0
drenched, fascinated: 2.5268639992
attainable, grievous: 0.115442754915
culpable, derisory: 1.90200394413
meaner, narrower: 3.28434739006
bone-dry, part: 0.0
basically, confident: 0.686798694306
leave, liked: 0.685738473452
crystal-clear, sharp: 0.0
insolent, unclear: -0.164353117793
strongest, uppermost: 2.81192995984
doctor, sluggish: 0.011520746587
bogus, close: -0.004641043552
firmer, uppermost: 1.49903004934
diminished, herein: 0.874245922844
profitable, unscathed: 1.65207796657
meagre, speaking: 0.0
receptive, woolly: 1.36596656588
results-oriented, uncommon: 0.0
exceptionally, recognised: 0.0
cohesive, limp: 1.33167847356
authorized, inquisitive: 0.421505194706
moderately, objective: 0.642249600071
american, dead-on: 0.0
challenging, resident: -0.237923594932
n'tunderstand, turbulent: 0.0
microscopic, miscellaneous: 0.876605548921
judicious, suddenly: 0.005812555642
lately, later: 0.117307723171
hurtin, spooky: 1.86972501101
counter-productive, well-managed: 0
gorgeous, nosy: 2.0884150651
additional, fast-switched: 0.0
frightened, weil: 0.416329015278
locked, mama: 0.717592596773
do-able, erected: 0.0
overheated, secondary: 0.712642018409
however, imperceptible: 1.01023952606
fantastic, formally: 0.19849880139
geographic, ping-pong: 0.0
comprehensively, endearing: 0.040126904679
broken, reai: 0.0
false, open: 0.191501050952
closest, left: 1.07213890849
immediately, woolly: -0.626831192372
fast-switched, undignified: 0.0
rubbish, soaked: 0.999820210284
co-operate, craze: 0.0
agreed, bored: -0.188425931309
blurry, dense: 2.5932885656
deeper, irritable: 0.762027823161
capable, shy: 1.92384784904
sincere, wicked: 1.52629391659
export-ready, inexhaustible: 0.0
multidimensional, widespread: 0.83593787497
subdued, wealthy: 0.627748913918
herein, welcoming: 0.426264302561
conscious, fun: 1.48540814073
challenged, transnational: 0.277873584964
advertised, valued: 1.53426185185
bolder, shut: -0.107750780627
luke, specify: -0.170237148941
hooked, slim: 0.212156031204
corny, nineteen: 0.734297097428
disparate, personalized: 0.965087642077
frightening, impaired: 1.34633139501
lamentable, quickly: 0.783139715577
ineligible, worth: 1.24533523459
automatic, boundless: 0.404102474302
fearful, good: 0.617689594769
muchfor, stale: 0.0
discussion, executable: 0.476663263341
dense, sincerely: 0.13200761866
belated, typical: 0.884164071179
manageable, wrongful: -0.05841430701
sunnier, tenuous: 2.41738884923
greener, picky: 2.17890764294
daunting, subdued: 1.89847139977
comin, tolerated: 0.72696724832
fools, opening: 0.027100425277
groovy, restored: 0.630646422919
hateful, mid-sized: 0.0
frustrated, unhurt: 1.64842425927
particularly, rarest: 0.985070578403
grand, robust: 0.371816797339
dazzling, specialised: 0.0
deductible, suck: 0.242729661243
spontaneous, ubiquitous: 1.40257211471
estimated, through: 0.45518505848
sticky, sweetheart: 0.969075079271
abreast, sorry: 0.697895503053
inside, optimistic: 0.086311111205
heights, naive: -0.033370122953
counterfeit, obtainable: 1.282759746
shaun, wealthy: -0.451610543233
tepid, time-sensitive: 0.0
commenced, northern: 1.00641294633
equivalent, flaccid: 1.43060054154
european, wacko: 1.1548426597
recently, well-received: 0.0
hands-on, hotter: 0.0
passionate, rich: 1.51887090491
issue, unsuccessful: 0.570673233944
amiss, cost-efficient: 0.0
rotten, simillar: 0.472184821802
discrete, prepped: -0.221847409894
expanded, wreckable: 0.0
forever, multicultural: 0.394909297355
for, richest: 0.405429491404
criminal, rooted: 0.374051531791
eleven, understood: 0.128826477553
classic, unjustified: -0.047769637777
self-evident, wing: 0.0
free-of-charge, redeemable: 0.0
compliant, discernible: 0.593075558288
low-skilled, under-inclusive: 0
scary, today: 0.414331061796
considerable, principal: 0.969111741293
awareness-raising, quality: 0.0
third, uncontroversial: -0.00262080652
included, yellow: -0.020638457851
economically, steady: 0.122592255311
so-called, transient: 0.0
darn, lucid: 0.796987943509
extraneous, perilous: 0.676001933915
candid, impolite: 3.72853867786
this, unsound: 0.143496311841
being, tasteful: 0.266823801271
freely, moron: 0.392072026579
socio-economically, truly: 0.0
needed, understanding: 0.881975675475
heavy-handed, liable: 0.0
find, singular: 0.324308133108
referenced, six-year: 0.0
adamant, darn: 0.872703860681
customary, reai: 0.0
day, permanently: 0.305363520923
lovelier, similar: 1.20399478254
co-funded, tiny: 0.0
copacetic, reliable: 0.729607327583
permanent, surprised: 0.085699062382
fierce, invariable: 1.11871912766
long-winded, widening: 0.0
owned, pro-poor: 0.0
abrasive, enlarged: 0.551676415917
acknowledged, virtuous: 0.006076356202
dandy, sustained: -0.556852785161
blind, distraught: 1.27503893233
discrete, timely: 0.565729165888
pivotal, well-behaved: 0.0
indecent, paranoid: 0.578001204109
canceled, supreme: 0.554412158979
probable, wounded: 1.09265238406
handling, sinful: 0.170052718906
painless, us: 0.772972359941
differing, troubling: 1.8119919762
belligerent, technology-neutral: 0.0
facultative, sane: 0.342640864997
breathe, unreasonable: -0.202211002224
associated, inexplicable: 0.989266779241
compatible, stable: 2.14622702758
cultural, relentless: 0.408793955419
ghastly, receptive: -0.158191790158
ashamed, him: 1.25176690283
toasted, unitary: 0.713476318531
johnny, shifty: 1.66292281904
described, re-appointed: 0.0
hairy, rarer: 2.53086193142
petite, vice-chairmen: 0.0
crafty, mistreated: 0.232240341511
folks, profound: 0.823778810752
contentious, nothingg: 0.0
likely, returned: 0.756565064747
last-minute, mediocre: 0.0
foul, noteworthy: -0.570793399027
confidentiality, firstly: 0.964619133581
battered, raison: 0.36842935879
nessessary, okey: 0.0
debatable, whassup: 0.381698425861
named, proportional: -0.141419397183
alike, contemptible: 0.717804644271
liked, uninsured: 0.002657137227
jeopardized, sporadic: 1.524166239
systematic, worthy: 0.723040621047
fraudulent, tailored: 0.364613669936
extant, innocent: 0.21548861546
chickenshit, lazy: 2.40681998362
culpable, sloppy: 2.21388651323
squat, thriving: 0.576496481568
absurd, shitty: 2.33416165521
elementary, spoilt: 0.0
gorgeous, twenty: 0.523985099585
acceded, greedy: 1.06372371441
adaptable, daft: 1.74861406296
15-year-old, irritable: 0.0
anywhere, immediately: 1.04853720275
instead, sacrosanct: 0.739896584641
subsequent, unthinkable: 0.670016549751
stylish, unanimous: 0.470872894167
honoured, whar: 0
dazzling, self-governed: 0.0
flagrant, realist: 1.23904972285
complicated, exhilarating: 1.4875462299
conservative, pleasurable: 0.040315507022
calm, courrier: 0.191520850173
damp, psyched: 0.848835413274
abolished, complementary: 0.517260777516
korea, unsafe: 0.039853782881
inactive, poisonous: 1.43651601895
incalculable, reversed: 1.44693177006
informal, nigeria: -0.188320092866
correctly, disingenuous: 0.695901675614
course, distinct: 0.605384833076
drastic, vulgar: 1.03472363691
miscellaneous, seamless: 0.190996261607
briiliant, verify: 0.0
costeffective, syrupy: 0.323117463557
clueless, owned: 0.466175497279
fulfilled, self-sustained: 0.0
giddy, unpleasant: 1.56887524088
cold, unhurt: 1.08223594992
listed, old: 0.293780716044
rigorous, terrified: 0.504846610075
prime, unclear: 1.03386317121
monthly, thrilling: -0.278945534163
deficient, one-sidedly: 0.0
across-the-board, day: 0.0
blameless, contemporary: 0.324676083749
autonomous, discernable: 0.756305354536
american, drastic: -0.437780723793
morbid, world-wide: 0.0
direct, recognizes: 0.703214404561
idle, widely: -0.269269151031
attended, diversified: 0.602127386279
differently, two: 0.96495816473
marvelous, suited: 1.45417612022
cozy, furious: 0.923451534836
incompetent, organic: -0.014503772364
crippled, interim: 0.465674129331
corny, displacement: -0.35083771986
simplistic, untapped: 0.948277781445
structured, trivial: 0.554558392132
interoperable, underdeveloped: 0.572316765415
payable, upright: 0.302285677155
hateful, well-written: 0.0
cabbage, initial: -0.193365967266
modern, ok: 0.253700651549
powerful, separate: 0.392655325307
formal, muscovite: 0.016289221431
cost-effectiveness, well-treated: 0
gratifying, korea: -0.659666328202
preposterous, too: 1.19957743433
contemplated, counterfeit: -0.047987735269
sinful, unharmed: 1.49914839152
doing, industrialized: 0.279387060167
easy, ingrained: 1.77468425138
authoritative, hence: 0.965896790022
angry, well-educated: 0.0
obscure, pre-established: 0.0
smallest, wealthy: 1.08862675941
phenomenal, ready: 1.30291228768
hence, perverse: 1.22957110439
sinister, vicious: 2.4901495511
scarce, squat: 0.298787484361
gratuitous, iate: 0.0
truthful, well-known: 0.0
answerable, looser: 1.01482463209
accustomed, occurring: 0.885629428602
funnier, rash: 0.340826957109
extensible, short-lived: 0.0
of, such: 0.0
anticipated, marine: 0.274053997305
able, freak: 0.556699647053
differing, wanted: 0.589402701817
3rd, rising: 0.026581206459
acclaimed, prevailing: -0.358782474939
imprecise, nearby: 0.117623724266
history, west: 0.703801763461
internal, stressful: 0.652469367662
conscientious, forever: 0.633458874888
problematic, tailor-made: 0.0
damp, lamentable: 1.44974141653
female, political: 0.787526939308
disputable, two-pronged: 0.0
defensible, inspiring: 0.822014316934
distinctive, invisible: 1.70611675952
compact, non-exclusive: 0.0
crystal-clear, rotten: 0.0
claire, key: -0.241438584936
deceased, re-established: 0.0
freest, injured: -0.190030659783
cheerful, unseen: 0.905318204357
finest, straightaway: -0.112129697236
rude, upset: 3.06200699141
move, transnational: 0.146935799926
freest, idiot: 1.39836393944
a, baby-sitting: 0
interlinked, specifically: 0.565288386574
again, state-run: 0.0
endangered, loaded: 0.494482816411
foxy, unspeakable: 0.986375852701
reasonable, tighter: 0.863778702008
her, reconcilable: -0.160853211688
average, frightened: 0.226301931905
abundant, economically: 2.07707603485
technical, trippy: 0.320329957946
doomed, unaware: 1.73041068651
definitive, processing: 0.556995790139
clever, crippled: 0.519631123865
hardworking, unfilled: 0.872307482173
delicate, sponsored: -0.6492132509
abusive, serious: 0.927916574125
coast, whole: 0.706506803366
elsewhere, ensure: 0.848703681084
satisfied, thorny: 0.411222454992
boring, disappointed: 2.10838359979
separate, skilled: -0.475095416935
accordingly, apace: 1.33556503358
booked, damp: 0.490233755603
awaken, meaner: 0.951811971558
accountability, forever: 0.552210601266
non-existent, noted: 0.0
say, trashy: 0.605487058627
closest, probably: 1.40936979124
faster, priceless: -0.061935029437
gotta, ungrounded: 0.163485050555
almighty, legible: -0.01635829158
fbl, uninsured: 0.0
stable, structured: 1.21860796843
cost-shared, missing: 0.0
leaner, sincerely: 0.173872719853
fixated, well-served: 0.0
unfilled, yes: 0.748761281473
dynamite, fraudulent: 0.759914350402
delineated, headstrong: 1.22771699434
", practicable: 0.0
below, closer: 2.30247806314
spatially, therefore: 1.79096051033
all-embracing, case: 0.0
handling, unwholesome: 0.403638412188
colder, relaxing: 2.32611864289
innovative, written: 0.12620766321
multi-layered, neighbours: 0
reassuring, way: 0.565291358213
executed, invaluable: 0.033015342242
ethical, home: -0.095180801229
griet, staggering: 0.0
linked, s-sorry: 0.0
commended, sedentary: 0.550279548527
determining, freer: 0.133167068279
illicit, prohibited: 3.65663997026
far-reaching, nineteen: 0.0
contained, sudden: -0.153573328013
enhancement, married: -0.906896430897
cher, substantive: 0.220351871503
misused, repugnant: 2.43254495247
extirpated, thorough: 0.282441623077
functional, hurtin: -0.339427718582
brainless, perfect: 1.60484180209
egotistical, icy: 1.29517416988
individual, productive: 0.786248667714
hardto, inexcusable: 0.492295930341
big, safeguarded: -0.25481657898
loco, well-informed: 0.0
intimidating, unreal: 2.732710475
delay, groovy: -0.638175425276
sketchy, targeted: 0.995028082239
racked, steadfast: 0.198640118957
lye, prejudicial: 0.38166205881
omnipresent, reyes-torrena: 0.0
booming, smartest: 1.06668045041
forlorn, me: 1.13242941188
inefficient, overpriced: 3.7165091354
closest, deserved: 0.592228679358
masterful, needless: 1.14655011565
interdisciplinary, obese: 0.721540295705
little, nauseous: 1.50786108254
ignorant, sole: 0.658542034022
several, squat: 0.139821867863
policy, toxic: 0.686292028016
foxy, less: 0.081842762498
pleasant, prescriptive: 1.3012140765
lowest, righteousness: 0.530366626448
dreamy, fun: 1.96631705147
increasingly, insupportable: 1.82784955121
presumptuous, turbulent: 0.425855284803
funded, task-oriented: 0.0
convincing, pre-published: 0.0
fucked-up, rusted: 0.0
between, patent: 0.441406345798
collective, mental: 1.62901805034
favorite, flattering: 2.19457068299
clever, mean: 0.75591715751
neat, spooky: 2.53285391819
faster, representativeness: 0.657669827563
accused, disconcerting: 0.600070035714
combative, recognizing: 0.046461482638
impoverished, sacred: 1.29718927102
malicious, miscellaneous: 1.5027590106
deepest, dubious: 0.602349757668
exponential, hotter: 0.99602642995
insufficient, northeastern: 0.386158702263
disrespect, youthful: 0.873438490638
forever, immaculate: 0.68950781169
kinky, multiple: 0.543362816545
faultless, slight: 1.31964523955
five, nosey: 0.0
included, inexpensive: 0.24391161181
continued, definite: 0.764521279891
co-operate, solid: 0.0
agile, flawless: 2.22889642714
lovely, off-site: 0.0
fucked, spatially: 1.2051441026
innovative, marketed: 1.99764460403
agreement, customary: 1.124461779
formal, uneconomic: 0.655329994571
brave, felt: 0.911670326997
comfortable, two-fold: 0.0
all-inclusive, returned: 0.0
poverty-stricken, unconscionable: 0.0
beautiful, subsequent: -0.531828615891
tom, unused: 0.218777441121
casual, vigorous: 1.5434167292
prescribed, worth: 0.668949236481
presentable, unpredictable: 0.284614224209
interestedin, meaningful: 0.0
strengthening, used: -0.15358704427
environment, latest: -0.202970604854
better-quality, meaner: 0.0
matched, stressful: -0.387957093216
bravest, unrestricted: -0.226297589267
complicit, iovely: 0.0
celebrated, safest: 0.394564261539
revealing, silent: 1.00783937542
such, vice-chairman: 0.0
commenced, statutory: 1.28732292261
luckier, single-ranked: 0.0
informed, typically: -0.769322810193
