merely, nice: 1.05236065215
back, small: 0.473090764819
co-financed, manifestly: 0.0
emblematic, talkative: 0.256775816902
lovely, saved: 1.29537707246
authorized, saved: 0.567262471049
alone, bro: 0.330905093604
irritable, unproblematic: 1.78183674976
queer, ridonc: 0.0
complimentary, desired: 1.25333852857
mama, rock: 1.37828225536
-so, systemic: 0.0
charming, pre-established: 0.0
accuracy, dormant: -1.15741700409
celebrated, progressive: 0.526458896827
misguided, worthwhile: 2.07082831811
inside, well-coordinated: 0.0
tricky, unproblematic: 2.07743171974
brightest, righteousness: 0.892683651143
non-exclusive, reversed: 0.0
mighty, twelve: 0.488916913027
ineffectual, untraceable: 2.1362186255
bare, proactive: 0.093453349453
hazardous, stupid-looking: 0.0
lively, silent: 1.26082593906
blunt, cheapest: 0.291211173428
null, uneven: 0.569404261394
cited, imminent: 0.746245244589
term, unthinkable: 0.621013044301
others, stressful: 0.354469945567
wiser, wrongful: 0.499875149977
secured, shitty: -0.078412137275
distant, viewable: 1.62619199763
as, terrific: 0.646329963308
propitious, through: -0.035420491958
forever, recheck: -0.053386965248
stressful, sufficiently: -0.276783323539
intelligent, logical: 2.60413167783
exorbitant, mideast: -0.137970274448
detrimental, sketchy: 1.00838921836
roll, soothing: 0.056005413886
lukewarm, significantly: 0.562992410501
non-competitive, remarried: 0.0
rare, wealthiest: 0.718549188861
calming, deductible: 0.371303575398
over-optimistic, why: 0.0
mightier, unethical: 0.643510577908
acknowledging, allowable: 0.616681471118
internal, pitch-dark: 0.0
absurd, dre: 0.820780710683
confidentiality, dim: -0.489513792414
genuinely, zesty: 0.913230260548
cuter, own: 0.476209945791
bone-dry, unjustifiable: 0.0
high-quality, unfortunate: 0.0
junior, threaded: 0.928564529978
19, attended: 0.0
finer, moot: 1.92557490267
crazed, vast: 1.23115442293
elaborate, short-term: 0.0
adamant, trite: 1.13715088637
remarried, rugged: 0.21334863826
belligerent, insignificant: 1.01611907707
slower, thorny: 0.627620388601
distinguished, so: 0.144799293932
giddy, high-availability: 0.0
jeopardized, presentable: 0.003786564008
operated, sore: 0.332629389109
friendly, technology-neutral: 0.0
judicious, technology-neutral: 0.0
annulled, worthy: 0.859658377277
panicked, self-contained: 0.0
impatient, quiet: 1.71268467675
hard-pressed, self-contained: 0
absurd, directly: 0.365559171932
instable, princess: 0.962753745273
disappointing, with: 0.255423618081
foutu, salutary: 0.0
former, two-pronged: 0.0
hearty, widely: 0.315729652229
ancient, giddy: 0.505468452385
petite, way: -0.040140826485
standard, stocky: -0.205007185064
older, simplifying: 0.523775186067
co-chairperson, small-time: 0
fresh, respected: 0.13882166853
heterogeneous, increasingly: 2.04989878104
selective, smallest: 0.891943872711
bright, instructive: 1.08359283586
raison, woolly: 1.46482863803
preliminary, stocky: 0.646383363282
adaptable, non-toxic: 0.0
fun-loving, opening: 0.0
peaceful, whatever: 1.41447849588
fun-loving, significantly: 0.0
genuine, thoughtful: 2.59513698173
advantageous, simplistic: 1.91772346106
small-scale, unnerving: 0.0
compensable, state-of-the-art: 0.0
foul, optional: -0.423901981783
distracted, less-favoured: 0.0
cheery, troubled: 1.02541100547
irritable, transparent: 0.633010530652
definite, served: 0.098681131144
brutal, uninsured: -0.138991979721
classical, soaring: 0.523329847145
personally, scrumptious: 0.711145306139
cheap, ecological: 0.448881257037
faint, user-friendly: 0.0
comprehensively, intended: -0.347722086934
daily, frigid: 0.235521735607
unspecified, worthless: 0.519329812095
right-handed, well-formed: 0
faint, illicit: 0.545274006714
girlie, multidimensional: 0.731364975689
engagement, potential: 0.382738692558
de-insured, probably: 0.0
committed, simplifying: 1.55809091415
accomplished, mindful: 0.751075894664
scarlett, technically: 0.286364581039
co-ownership, spoilt: 0
gullible, self-aware: 0.0
damp, forward-looking: 0.0
firm, imrtant: 0.0
challenging, emphasise: 0.0
amazed, terminated: 0.114900985539
corrupt, hope: 0.949193863706
competent, nationwide: 0.470457177467
forthwith, lighter: -0.35638877973
feisty, noticeable: 0.581963141708
hence, taken: 0.526602217769
lucrative, prime: 2.48660958709
economically, refrigerated: 0.175800355161
by, purer: 0.234931855237
level, special: 0.176871321562
smaller, underlying: 0.508588416886
sparse, steadfast: 0.666180529555
flame-retardant, vis-: 0
bummed, two-: 0.0
contemptible, relative: 0.635840048142
soaked, uneconomical: 0.056987246647
derisory, importantly: 0.599280604353
individual, unimportant: 1.66363724404
overridden, yet: 0.271133315632
ensuring, odious: 0.356202913471
accuracy, spatially: 1.97716407867
complicated, prevailing: 0.900095475708
funny, previously: -0.350217445707
heaviest, snappy: 0.174536212893
responsibility, self-sustainable: 0.0
defensible, whatever: 1.06548383615
glowing, occupied: -0.150676229613
feasible, unspoiled: 1.43683015168
discrete, enrolled: -0.31054883236
placed, premature: 0.710463941895
another, frigid: 0.538313901069
decisive, overkill: 0.42854532543
cooler, majeure: -0.086491443712
loose, prat: 1.06235143531
drawn-out, happening: 0.0
mistaken, satisfied: 1.64154222363
permissible, rogue: 0.653889496969
indefensible, irrelevant: 3.80552779922
collective, equally: 0.644597647872
closer, rather: 1.72155703353
cynical, multifaceted: 1.27904617664
ignored, unbearable: 1.46985422201
frantic, plentiful: 0.889205498073
empowered, inferior: 1.29507766582
favorable, suspicious: 1.58680950427
compliant, quadruple: -0.04445486387
all-powerful, stay: 0.0
contemplated, lengthier: 1.2045217336
innovative, outermost: 0.07227174157
above, deficient: 1.39914797906
cynical, phony: 3.10540189129
certifiable, subordinate: 0.41790649337
naked, time-consuming: 0.0
hunger, official: 0.296855025167
bare, prepared: 0.968238191206
fascinated, innocuous: 0.83836906467
pleasurable, self-governed: 0.0
lye, reported: 0.236618996009
abrasive, verify: -0.078071812114
perplexing, well-paid: 0.0
open-ended, require: 0.0
disclosed, planned: 1.91672160101
formerly, powerless: 0.447014283351
pro-choice, trite: 0.0
prior, so: 0.357016729967
negligible, worth: 1.54817269596
foxy, heavyset: 3.32123464728
environmentally-friendly, pitch-black: 0
entirely, irresponsible: 1.38643872879
export-ready, rebatable: 0
constituted, tabled: 2.44136238773
commonplace, effectively: 0.624864761919
generalized, rotten: 0.717347609491
unambiguous, unthinkable: 1.25327462007
death-proof, lost: 0.0
-surprised, open-ended: 0
celebrated, mandatory: 0.139013125572
sound, well-defined: 0.0
enabled, petite: -0.152966739917
final, reasonably: 0.51301036568
overly-high, required: 0.0
actual, darkest: 0.796538774097
empowered, safest: 0.410261574037
malicious, missy: -0.208908933151
co-operation, lucky: 0.0
identifiable, wacky: 0.385069947567
flexibly, ingrained: 0.934222415013
growing, junior: 0.049272940305
aggressive, stagnant: 1.88237159759
environmentally-friendly, inconsistent: 0.0
minimal, tempting: 0.970884962086
galore, hateful: 0.340475250209
inescapable, vice-chair: 0.0
geographically, insufficient: 0.368287901254
nifty, unjustifiable: 0.145379317135
captain, conclusive: 0.53382721947
extensible, written: 1.07334635951
lasting, noisy: 0.411389949756
stumpy, useful: 0.820517260584
10, unfair: 0.0
enhancing, secondly: 1.13891195857
firm, lucrative: 1.43762243305
loud, set: 0.317885564954
already, dotty: 0.007847403435
mediocre, underfunded: 2.65658619325
issue, round: 0.031234109488
divided, realistic: 0.636101210661
cheerful, white: 1.10159049586
dissimilar, thankful: 0.301729595215
generalized, unpredictable: 0.664373405778
deductible, griet: 0.0
sinful, unnecessary: 1.94460912066
unconventional, wished: 0.261474197842
hurt, stable: 1.21008438032
carefully, undignified: 0.96334470018
hateful, self-sufficient: 0.0
believable, complements: 0.871826007574
potential, praiseworthy: 0.2801143862
marvellous, under-inclusive: 0
guaranteed, operational: 0.385035967195
former, ionely: 0.0
evil, sober: 1.69869546589
mad, minute: 0.85787106031
dazzling, fairer: 0.493527416508
published, wholesome: -0.362377028164
regularly, something: 0.549512690298
afresh, loveable: 0.002802896596
disadvantaged, topnotch: 0.361683393476
rich, rigorous: 0.69169670719
holistic, standard: 0.895893963751
maintained, related: 0.187249554901
conscious, danger: 1.37470970946
expressed, one-sided: 0.0
moderate, slower: 1.94951350151
discriminate, unattractive: 2.52748527361
elaborate, first-class: 0.0
moronic, risky: 1.49634487123
fella, seminal: 0.083386912986
abused, targeted: 1.4028079663
strangers, up: 1.01997135088
arduous, missing: 0.723398222665
iovely, uniform: 0.0
guys, preferential: 0.130906504565
overflowing, quadruple: 0.796244814811
lofty, two-fold: 0.0
mobile, prolonged: 0.189345073189
elementary, murderous: 0.085325202689
humiliating, younger: 0.599333524339
compulsory, looser: 0.858171926913
obsessed, timid: 2.06257109272
foolproof, mostly: -0.304897588392
minuscule, whole: 1.37891853338
prudent, spectacular: 0.885946605695
renowned, varying: 0.929025503222
agile, lasting: 0.663128096648
educated, slight: 0.115712169433
eerie, gruesome: 3.84235278833
accurate, given: 0.752408011711
hunger, sacrilegious: 0.671276319912
less, tiresome: 1.39952904851
dangerous, vigorous: 1.18836775198
awestruck, managed: 0.074061918608
high, subtle: 0.092984179296
lit, under-funded: 0.0
partial, tied: 0.144490012742
ill, open-minded: 0.0
contaminated, superfluous: 0.842133008645
alike, cardinal: 0.341091960862
afraid, dandy: 0.77444297144
louder, vice-chairperson: 0.0
subsidized, unimpressive: 0.860014163096
apolitical, overburdened: 1.38817235309
famous, formidable: 1.98754491796
low-skilled, viable: 0.0
mandatory, modified: 1.37786802248
inherent, well-represented: 0.0
excitable, poppycock: 2.0038485215
pathetic, stuffed: 1.38536416785
freak, unpopular: 0.557192940506
innocuous, sadly: 1.05960905545
optimal, oral: 1.08292602172
copacetic, stellar: 0.91285520062
new, smart: 0.943028152922
expensive, intentional: 0.167114561269
redeemable, smartest: 0.580363856455
monthly, unwarranted: 0.499046979455
belated, distressed: 0.287293543686
large-scale, orderable: 0.0
brisk, principally: 0.641060097944
magnificent, well-balanced: 0.0
follows, humiliated: 0.354687198822
fried, key: -0.006497021564
aware, vice-chair: 0.0
impractical, seldom: 1.22114014207
disconcerting, grimmer: 3.32803528986
affluent, effortless: 0.987759076008
carmela, disastrous: 0.0
although, dishonest: 0.277577937921
science-based, sized: 0.0
now, pressing: 0.803177634457
basic, busier: -0.436052751982
meager, psychotic: -0.066598778716
crystal-clear, tailored: 0.0
open-minded, vast: 0.0
immediate, prettier: 0.354276173348
good-iooking, worldwide: 0.0
adverse, well-positioned: 0.0
glorious, ideal: 1.74308733109
sentient, shorter: -0.277473151525
moronic, well-established: 0.0
developing, obstinate: 0.565581337962
audacious, dynamite: 1.18423569023
de-insured, unlocked: 0.0
all-out, operative: 0.0
acute, funky: 0.161023364267
despicable, notably: 0.327777627628
desirable, entitled: 0.442626668385
goal-oriented, slight: 0.0
gravest, someplace: -0.37776380195
enabled, negligent: 0.049008793597
well-organised, world-wide: 0
hunger, round: 0.459001682871
envious, mission-critical: 0.0
capable, preponderant: 0.761631971513
shorty, sir: 2.18702412047
dispute, dying: 0.147941774285
benign, over-the-air: 0.0
doable, state-run: 0.0
around, southeast: 1.44406778542
irate, subtle: 0.255786011926
fourth, improper: -0.151115518346
cheaper, opposite: 1.01036809523
distressed, sluggish: 1.33727027103
enduring, living: 1.28250125842
glamorous, receptive: 1.26729903835
apt, ruthless: 1.00216170616
abolitionist, nigeria: 0.944085123381
believable, better-iooking: 0.0
leaner, one-sided: 0.0
in-house, separate: 0.0
destitute, others: 0.8191070878
info, popular: 0.322225415036
elaborated, invisible: 0.472462568747
repeating, talkative: 0.979646087416
heavier, hurtin: 1.78516619469
consequential, intricate: 1.15568877473
deposited, insulting: 0.039088878339
found, thought-provoking: 0.0
racked, receptive: -0.373345047294
daily, efficient: 0.699968737404
canceled, conservative: 0.55500722696
efficacy, prompt: 0.517758155656
mama, vital: 0.302330921836
blind, crummy: 0.656607341356
finicky, handy: 2.10296825
determining, performed: 0.641305331825
economic, symmetrical: 0.270960124173
aggrieved, soothing: 1.12621950709
bravest, unanimous: 1.03706341477
sizable, unjustifiable: 0.676511858555
certified, scarce: 0.971956562711
legit, out-dated: 0.0
moot, oriental: -0.412414600854
possibly, spotless: -0.099555557216
close, sunnier: 0.442796085613
commensurate, smug: 1.22098835287
reimbursable, scared: -0.151482994788
emphasise, sadly: 0.0
big, bureaucratic: 0.764853513306
-lncredible, disturbed: 0.0
nothingg, u.s.: 0
lackluster, time-consuming: 0.0
disconcerting, warm: 0.762170707067
lowest, well-formed: 0.0
moody, silent: 1.52116681579
proceed, two: 0.183707037983
kid, released: 0.095954869841
astute, revised: -0.104879442135
immersive, rash: -0.929586187587
commercial, well-deserved: 0.0
freely, luck: 0.005699322127
corrupt, supported: 0.846459521736
blessed, unavoidable: 0.708553751069
fairer, numerous: -0.226149478355
knowing, perfect: 0.87070798051
exceptional, provided: 1.11297091566
excluded, hopeful: 0.20692341248
interestedin, winning: 0.0
laudable, undemocratic: 2.51870372736
clarified, contaminated: 0.981665775348
apt, net: -0.428736802231
distinguished, various: 0.934479129099
unrestricted, well-developed: 0.0
american, wide-open: 0.0
blurry, scrumptious: 1.63312616805
bad, stern: 1.52803639349
hon, myself: 3.79436457407
concerted, unprofessional: 0.72238162907
adversarial, foul: 0.839063730059
incidental, marine: 1.22472328338
indefensible, modern: 0.393788042678
anxious, generalized: 0.465530589738
aforementioned, pathetic: 1.1717179836
apolitical, two-pronged: 0.0
resolved, terse: 0.960247059991
impoverished, unexpected: 1.32370608905
environmental, flashing: 0.0316222159
2nd, brighter: 0.562867420006
ma, though: 0.23078658539
adamant, prohibited: 1.66604766371
binding, follows: 0.609731484491
ambiguous, late: 0.242761877198
iate, selfish: 0.0
adopted, round: 0.148899859579
co-operation, specifically: 0.0
to, unfortunately: 0.0
awesome, helpful: 2.25548753229
sluggish, stressful: 1.85524193917
korean, warmer: -0.379582718225
complacent, impulsive: 2.04675195238
indigent, shortest: 0.159340493638
particularly, time: 0.467965928222
annually, receivable: 1.30685671722
healthy, liquid: 1.26089419879
distant, live: 0.968494443675
interminable, race: 0.364475800322
ageing, smitten: 0.0
initially, obscene: 0.065149411707
involved, multifocal: 0.15262358871
insatiable, supplied: 0.537690517482
detailed, honoured: 0.0
motherfucker, sustained: -0.284367687194
appreciable, bereft: 1.28543217093
irreconcilable, liked: 0.120196827115
able, pleased: 2.22364664066
affirmative, immense: 0.700717057746
bizarre, freezing: 1.1943880579
consulted, continued: -0.131294971694
confidential, snappy: 0.184672092915
first-hand, medium: 0.0
tacky, well-positioned: 0.0
administered, negligible: 1.08944940075
coast, pluralistic: 0.108380779389
effortless, independent: 0.31290152758
