sincere, treacherous: 0.638343530413
priced, sympathetic: 0.198281493252
inoffensive, receivable: -0.300562739306
dodgy, increasingly: 0.901864029276
motivated, profitability: 0.65876313372
jam-packed, non-exhaustive: 0
inalienable, wholesome: 2.25814661296
hysterical, worldwide: 0.839785751036
scattered, underpaid: 0.70304320677
lamentable, vital: 1.53586786386
filed, hunger: 0.293343690301
aggravated, woolly: -0.018055711108
precious, unforgiving: 2.07239072493
frustrated, lovable: 0.862444536348
sponsored, sunny: 0.018592830804
faint, shaun: 0.550246283564
assertive, long-standing: 0.0
off-site, presented: 0.0
cold-rolled, geographic: 0.0
destabilizing, unsuitable: 1.74503015097
braver, corrupt: 0.922673588122
left, underlying: -0.030922245192
overwrought, vast: 0.490148825655
actively, perpetual: 0.704871479458
insulting, snug: 0.028461443215
accepted, subordinate: 1.09715943547
represented, worth: 0.389522107713
specialised, thirds: 0.0
alive, weil: 0.240265155573
committed, safest: 1.09490139639
now, unlawful: 0.068416643237
nasty, righteousness: 1.01925082514
present, proficient: 0.349076701766
boy, vain: 1.17109975913
alike, poor: 0.528493281686
environment-friendly, wealthy: 0.0
integrated, modified: 1.5777636526
overlooked, palatable: 0.863708809782
disingenuous, wanted: 0.758926448285
pleasant, tall: 1.39592109667
alternate, ravenous: 0.515130375819
marvelous, nominal: 0.474819290497
known, mere: 0.24054266688
impossible, well-developed: 0.0
accountable, responsive: 4.18051667156
inclusive, neighbours: 0.0
safer, unusual: 0.650975785451
embedded, unstable: 1.75127146442
enabled, formal: -0.003322781023
cancelled, funny: 0.0
ever, substantial: 0.342259818829
co-chair, defective: 0.0
affordable, jolly: 0.356928458072
inconsequential, me: 0.906309044379
happened, ultra-hazardous: 0.0
dangerous, joyful: 1.26856408578
eleven, testy: -0.369155065019
export-ready, incongruous: 0.0
legitimate, material: 0.807666670344
inexplicable, nigh: 2.00069820424
moreover, released: 0.097306030851
horrific, unequal: 1.27275941835
brain-dead, guaranteed: 0.0
leveraged, old-fashioned: 0.0
gullible, ridiculus: 1.35255948673
cultural, null: 0.693294864293
innovative, resolved: 0.085915928739
invariable, weii: 0.0
closest, hope: 0.706942491257
progressive, threaded: 0.354729620832
enough, excitable: 0.625066827724
marginalized, psycho: 0.794465423155
additionally, uh-huh: 0.0
psycho, rugged: 0.399848480826
abused, allergic: 2.09438795701
increasingly, odious: 0.17492197481
rarely, self-governing: 0.0
expressly, majeure: 1.03618733874
condescending, displacement: 0.319411189687
eager, opened: 0.755194963723
indefensible, named: -0.394864793279
invested, receivable: 2.33836954095
current, ethical: 0.661320661565
drunk, smallest: -0.499812034249
clearer, inaudible: 1.32010444944
pale, unseemly: 2.22160893638
merely, patchy: 0.942718911363
exclusive, scheduled: 0.557756595059
disorientated, shaun: 1.37601898767
fascinating, lamentable: 2.30382600875
-sorry, kiddo: 0.0
medical, painless: 0.893937431702
lookin, terrible: 1.57682785131
awake, non-exclusive: 0.0
policy, super: -0.119858864595
deposited, utopian: 0.088130321005
liberated, tedious: 0.711960623607
cold, faultless: 0.427231003976
starker, strained: 1.64972759488
geographical, healthy: 0.12551832634
described, vis-: 0.0
co-dependent, industrialised: 0
being, undisputable: 0.530068899335
creditable, gloomy: 2.2580284938
exceptional, heart-warming: 0.0
'sgoing, jam-packed: 0
bull, unthinkable: 0.790683391071
disparate, trivial: 2.56377960265
cordial, opposite: 1.12554003108
pitiful, superfluous: 2.447477546
gifted, unseen: 1.09672088525
reinforcing, supportive: 1.36903790147
courrier, desired: 0.618128066932
indispensable, multifocal: 0.35637295967
luminous, precarious: 1.10445790733
note, toxic: -0.096173068234
careless, moist: 1.27410168022
hope, responsive: 0.485419517921
clerical, prouder: -0.038311564885
properly, requested: 0.897633414606
extraneous, thready: 1.31650210083
crass, persistent: 0.571019349657
manufactured, tighter: 0.268295853838
authoritative, braver: 1.27083841975
distribution, treasured: 0.303346802924
destitute, ideally: -0.563513425719
long-term, well-paid: 0
compulsory, drunk: 1.25480828104
cumbersome, non-transparent: 0.0
developed, midget: -0.066813450619
early, liberal: 0.421512652916
cultural, odious: 1.09013648214
ephemeral, mightier: 2.62307862622
disappointing, drawn-out: 0.0
competence, cranky: 0.787161267064
inoffensive, retarded: 2.79349800918
attended, publicly: 0.933777833262
narrow, truer: 0.620702398512
political, unemployed: 1.25437610425
groundless, synergistic: 0.893225773295
cost-shared, prodigious: 0.0
dear, formed: 0.375023680632
shared, unoccupied: 0.468210238074
overflowing, shameful: 1.1430031002
egocentric, vis-: 0.0
rooted, warmer: 0.640813280046
romantic, somewhere: 1.2620637364
batty, uniform: 0.689256516744
comprehensible, mid-sized: 0.0
pursuant, uneasy: 0.712317942808
faster, open: 0.292152329442
contradictory, well-served: 0.0
changed, sale: -0.034204980053
friends, opened: 0.172618781427
hurtin, incidental: -0.065685865701
alone, uncomplicated: 0.853173503227
so, uneven: 0.437732740067
informed, injured: 0.827109700965
cited, compatible: 0.184361951505
injured, sticky: -0.132006104115
intense, weighted: 0.304225297886
coherent, swift: 1.53730822094
imported, spicy: 1.66705464706
pro-active, rarest: 0.0
childish, credible: 1.18880308705
seen, warmest: 0.708880245842
erected, two: 0.401535618266
exempt, unofficial: 1.43831766749
problematic, scary: 2.62476733739
dangerous, everywhere: 1.18971296357
dual, regardless: 1.47191685698
bogus, rich: 0.579916042137
immutable, pitiful: 1.73786644737
targeted, unrealistic: 1.22322218771
breadth, surreal: 0.657106714459
lawful, unjust: 3.6829862235
analogous, apposite: 3.25577750247
grumpy, run: 0.131182660768
cowardly, happier: 0.338394441653
consolidated, youthful: -0.268757192776
gorgeous, misused: -0.076384506682
greatest, recognised: 0.0
administered, conceivable: 0.909483758726
harsh, stress-related: 0.0
extirpated, unabated: 2.32275253958
additionally, commended: 0.531128593563
good-iooking, reprehensible: 0.0
sponsored, tailored: 1.59191015496
antagonistic, unproblematic: 2.29931395136
alien, time-consuming: 0.0
affordable, physically: 0.326380783295
contemporary, honourable: 0.0
indiscriminate, pale: 1.2160384453
time-sensitive, well-trained: 0
periodic, unbiased: 1.22719104327
10, extraneous: 0.0
cardinal, overloaded: 0.506176940166
accessible, bi-directional: 0.0
aesthetic, uncanny: 1.98804768094
diverse, innocent: 0.716245720795
furthermore, humane: 0.430944574289
candid, cardinal: 0.560083927684
foolish, outgoing: 0.559425103393
jolly, momentary: 0.685379776227
expedient, nominal: 1.16705533299
physically, scalable: 1.22247878398
evident, irritated: 2.20236431564
ok, transitory: 0.466210487438
certainly, pervasive: 0.770397841001
cost-effectively, strange: 0.0
respendable, sufficient: 0.0
ail, left: -0.100948559627
non-partisan, unrestricted: 0.0
happy, inside: 0.441685174376
broadest, monthly: 1.38103328691
far-ranging, stark: 0.0
adulthood, hopeful: 0.753480668111
clearly, puny: 0.668232557799
apace, fertile: 1.09952118612
irrelevant, marvellous: 0.0
of, open-ended: 0
prettier, prominent: 0.520327697901
acclaimed, public: 0.109944344094
provision, terrorized: -0.36720221092
awestruck, solid: 0.325525735317
legit, operated: 0.29092345671
impractical, undignified: 3.64965305485
constrained, prouder: 0.879027736718
away, humbled: 0.724757370688
graduate, perfectly: -0.01978596302
competent, sizable: 0.47716310375
hooked, unlawful: 0.177692655391
low-skilled, powerless: 0.0
hairy, required: 0.145286984881
narrower, yummy: 0.030728568235
dumber, fatal: 1.35471910138
gorgeous, snotty: 2.3287494819
consultation, stubborn: -0.556568087813
accelerated, impressed: 0.912613204479
circumneutral, disgusting: 0.0
subsequent, tedious: 1.22329171507
funnier, justified: 1.08291678869
amazed, worried: 3.11314320863
cruellest, somewhere: 0.238972492189
courageous, ill-founded: 0.0
nauseous, nice-looking: 0.0
booked, skilful: 0.687879560811
inexhaustible, northern: 0.039053732302
classic, snug: 1.49389791259
french, on-going: 0.0
solemn, terrific: 0.640610052538
ill, involved: 0.780393407939
overridden, speedier: 0.832069598765
mobile, state-funded: 0.0
pretentious, rational: 2.65087506028
pretty, unseen: -0.018459619379
good-natured, observed: 0.0
fucked-up, undetectable: 0.0
missing, scandalous: 0.36552172538
prepared, sold: 0.429765577085
hospitable, question: 0.456347129133
daft, flavorful: 0.827962730721
indefensible, unachievable: 3.11958923367
authorized, vice-chair: 0.0
egregious, later: 0.564772297198
luck, scary: 1.39751723115
bullshit, gay: 2.13247328657
ma, unprofessional: 0.215236320469
determined, glowing: 0.616231602223
accountability, horrible: 0.843503057896
longstanding, optional: 0.500803714695
commercial, invaluable: 0.237412767047
defective, sized: 0.73380551392
boundless, vice-chairmen: 0.0
happened, polite: 1.11643673624
awful, innovative: 0.49598979412
untraceable, well-treated: 0.0
consistent, horny: -0.394225676702
aggrieved, quiet: 0.718647912062
blatant, overripe: 1.91673834081
shut, talkative: 0.687224040349
developing, ridonc: 0.0
practically, seamless: 1.12666167563
conscious, equal: 0.326538506174
depressing, proceed: 0.127756318556
disadvantaged, foutu: 0.0
staff, underlying: 0.089803719592
gender-neutral, snarky: 0.0
advised, mechanical: 0.234581800603
anyway, several: 0.380414293309
blunt, unforeseeable: 0.465207451979
mechanical, tailored: 0.382166581374
fascinating, well-established: 0.0
exhausting, scarce: 2.37006019274
past, ridiculous: 0.596483731257
ashamed, secondary: 0.051411659006
hlv-positive, legality: 0.0
present, unendurable: 0.194340097749
sacrosanct, strongest: 1.14576130582
angry, invisible: 1.22180178279
striking, upset: 1.06901974304
eligible, liquid: 0.615590677889
interwoven, korea: 0.070400132026
gracious, ruined: 1.00176151579
again, fifty: 0.413182708713
fast, problematic: 0.88757481598
binding, honest: 0.165016504395
delineated, jack: 0.628590653647
bigger, north: 0.707624807752
adaptive, marty: 0.381493215445
industrial, tailored: 1.07005912261
numerous, unstable: 0.883870940017
few, shared: 0.217410686438
de-insured, well-educated: 0
persuasive, sharp: 1.33103485742
surprised, vigilant: 1.39975652567
admitted, unsolved: 0.659370996979
appealing, productive: 0.934280946307
disagreeable, pretentious: 4.60456940463
everyone, malignant: 0.101711981215
accordingly, reasonnable: 0.0
diligent, sonny: 0.126724064864
craze, house-trained: 0.0
marvellous, seventh: 0.0
graceful, provided: 0.199194843498
handed, issue: 0.468953601734
ever-increasing, unreasonable: 0.0
european, run: 0.331199597934
geek, satisfied: 0.729439878189
repeated, talented: -0.483246438206
gigantic, naughty: 0.869150577229
pleasing, tired: 1.62519328121
brillant, delay: -0.191739246894
brilliant, whole: 0.977444930588
hysterical, praiseworthy: 1.12424196293
environment-friendly, north: 0.0
orderable, respectful: -0.610863989281
childish, restful: 1.18261993004
awaited, princess: 0.484809551246
wanted, well-timed: 0.0
diversified, pre-published: 0.0
insignificant, worldwide: -0.068211212977
fatal, obscene: 0.755577369386
conservative, too: 1.05519500357
heights, lukewarm: -0.292217248458
controversial, kinky: 1.25693968645
inter-dependent, self-explanatory: 0
adapted, dramatic: 1.0286386951
awake, obsessed: 1.85761042752
huge, satisfactory: 0.449941862455
brisk, influential: 0.427492185339
co-, outnumbered: 0.0
indispensable, operative: 1.22482472146
diversified, romantic: -0.011579388244
illegal, shut: 1.3349804822
something, true: 1.44670422668
admissible, vulnerable: 1.02204016499
co-operation, unwarranted: 0.0
adjacent, centralized: 0.944483462657
amiss, science-based: 0.0
busted, stellar: 0.696588925302
fairly, well-documented: 0.0
ill-conceived, regular: 0.0
indicative, shorter: 0.767599140691
rarely, unjustifiable: 0.092904526321
lethal, unforeseen: 1.47108492429
builshit, extra: 0.0
acquired, underway: 0.000864203717
all-embracing, typical: 0.0
decent, different: 1.29782005952
blind, government-owned: 0.0
lofty, manufactured: 0.008052635662
implausible, unequal: 2.45378331102
forgiving, kid: 0.728448230379
grown-up, patent: 0.0
pending, tremendous: 0.609630752405
full, omnipresent: 0.568466743343
conscientious, richer: 1.19477198491
deplorable, tan: 0.521779244644
frightened, protracted: 0.939302821856
blind, reduced: 0.527767729913
foxy, proper: 0.149623440774
genuinely, timid: 1.77015258608
magnificent, younger: 0.05919741592
nauseous, smart: 0.161774755842
self-sustainable, tremendous: 0.0
greedy, motivated: 2.518884764
assertive, freedom: 1.29360589424
emotional, protracted: 1.88354469136
silent, unfair: 0.730692855502
in-progress, smarter: 0.0
explained, furthest: 0.652947161147
conclusive, lethal: 2.24441249534
-so, rigid: 0.0
rapidly, unlikely: 0.920016414586
cold, jump: 0.509298557357
above, difficult: 0.261570995317
-me, childish: 0.0
awesome, fucking: 3.66972099517
huh, well-protected: 0.0
all-important, meaner: 0.0
fitting, splendid: 2.20150668098
dense, on-going: 0.0
inherent, private: 0.556878099605
thorough, worrying: 0.494893031873
defective, injurious: 3.52299620141
alright, fruitless: 0.846373222676
costly, unified: 0.540647736887
ah, kinky: 2.11474642775
between, natural: 0.727781317238
hopeful, poorer: 0.605765477918
girl, simplifying: -0.426282312693
19, peaceful: 0.0
planned, reimbursable: 1.31717155511
casual, ju: 0.584260578516
transparent, wicked: 0.338009740731
equivocal, italian: 0.255020325944
considered, sufficient: 0.749350801307
resident, truer: 0.086157947318
legality, noted: 0.507782664897
disgraceful, non-specific: 0.0
endangered, unproblematic: 0.883054673263
immutable, relevant: 2.02000544814
somewhat, terminated: 0.354898095521
honoured, mandatory: 0.0
familiar, sharp: 0.98246533828
alarming, self-governing: 0.0
juvenile, sobering: 0.463778963061
excessive, heavier: 2.40629950995
elite, sole: 0.790753556027
returned, surprising: 0.503620686537
directly, domestic: 0.953627035109
claire, extraneous: 0.683738062679
about, wide-open: 0.0
inaudible, sweetheart: 0.146622034217
lesser, main: 1.33621087086
meager, started: 0.510105341495
come, unwarranted: 0.591906084231
non-existent, soothing: 0.0
course, geographic: 0.252353082052
excessive, humble: -0.349390913243
grim, transitional: 0.305328448739
north, reaching: 0.829288305153
bone-dry, disingenuous: 0.0
chaotic, opening-up: 0.0
casual, glad: 0.264551446999
outside, screwed: 0.30510031341
comparable, there: 0.77325086301
culturally, monthly: -0.297252386078
globalization, harmful: 1.15189959572
amended, non-specific: 0.0
launching, linked: 0.85678795559
co-, prudent: 0.0
america, longer: 0.268007640513
counter, promptly: 1.21327196388
happy, youthful: 1.02094336492
inconsistent, sour: 1.63085432618
treacherous, understanding: 0.247241320886
italian, single-ranked: 0.0
darn, korean: 1.64861037912
boundless, memorable: 0.931122568152
rampant, slim: 1.35952825399
nonexistent, smart: 0.257836254704
complete, sunny: 0.367357063933
bastard, cleaner: 0.976527751977
partially, sorry: 0.281323490384
corny, insignificant: 1.65967412269
clerical, profane: 0.875650639893
double, running: 0.171623091202
incorrect, non-toxic: 0.0
beneficial, expressed: 0.89475262649
delusional, sugary: 1.61941378993
insured, understood: 1.33054834235
cheap, sixth: -0.255069325553
