overpriced, worldwide: -0.012479891156
sad, workable: 1.11420689617
high-tech, specialized: 0.0
girl, wealthiest: 0.406684458813
grateful, reasonnable: 0.0
relatively, unsound: 0.584268618841
cited, installed: 0.546004970388
favorite, paramount: 1.15267733475
dim, skeletal: 1.5872743536
inappropriate, interest: 0.826726011333
complex, meaner: 0.879572396814
sleepy, sophisticated: 1.08269879063
diseased, loaded: 1.05057907286
asshole, distinguished: 0.427271521621
faulty, one-sided: 0.0
germane, observant: 1.6430616211
displacement, thoughtful: 0.697190087001
five, long-lasting: 0.0
atrocious, race: 0.571981203591
refrigerated, rich: -0.213117477903
boundless, quickly: 0.7179769957
meagre, rusted: 0.0
breathe, modest: 0.292001385706
nigh, pleasurable: 1.23925839266
better-iooking, enrolled: 0.0
nut, southwestern: 0.454781673643
blunt, illogical: 1.50550721582
prompt, slightly: 0.392461997122
exponential, fairest: 0.842753389874
mostly, specialized: 0.759693346896
less, nationwide: 0.64788082647
private, tired: 0.137267510707
being, immature: 1.16328580806
drawn-out, tailor-made: 0
comprehensive, unprejudiced: 1.51686904616
corrupt, others: 0.808397589356
amusing, efficacy: 0.688149446659
better, placed: 0.264325975981
main, reiterate: 1.05185473413
lovable, prouder: 2.09852266312
enchanting, noisy: 1.81062333866
aforementioned, presumptuous: 0.714365870335
protracted, turbulent: 2.99698674108
ill-founded, moderately: 0.0
antsy, prevailing: -0.175227992255
beastly, placed: 0.003046993341
customized, reai: 0.0
bitter, productive: 1.00322863268
low, ma: 0.148408412071
diminished, sincerely: 0.654370622864
aggressive, gotta: 1.3779337582
compatible, vocational: 0.322262516707
documented, unheard-of: 0.0
developed, subordinate: 0.267019624182
pre-published, troublesome: 0.0
poorer, social: 1.66832249096
contrary, facilitated: 0.548322859439
forceful, painless: 1.52268119636
amiss, thereto: 0.6853772555
partial, softer: 1.04458853358
bad-ass, certainly: 0.0
slick, slower: 1.85482244704
pitch-dark, primordial: 0.0
impracticable, rigid: 3.20867005476
alike, egocentric: 1.27234976607
fatal, untapped: -0.560899080267
accountability, sharper: 1.04221731288
hardworking, unsatisfactory: -0.244103409203
five, max: 0.899914301696
southeastern, unknown: 0.757735486213
comin, protracted: 0.034898870631
dubious, stagnant: 0.902359062623
paradoxical, sir: 1.05743236176
co-operation, ineffective: 0.0
blind, implacable: 1.51079071045
acknowledged, galore: 0.072965239155
correct, responsable: 1.01658672832
stocky, well-paid: 0.0
antiquated, relaxing: 0.49946809195
information, needed: 0.542120389646
-, formally: 0.0
operated, promptly: 0.013045428255
contaminated, master: -0.164242598306
dismal, distracting: 1.39746965315
clueless, vast: 0.846989020976
aging, deliberately: 0.237190233078
original, two-fold: 0.0
funnier, requests: 0.523290332282
believable, conspicuous: 1.2980437794
blank, humid: 0.311316683758
unknown, very: 0.48077461457
offensive, part: 0.351603039992
admiral, inconsistent: 0.383482283082
interdependent, unofficial: 0.22740057117
comforting, opposite: 1.20138039603
broadest, certified: 1.42793430449
less, nineteen: 0.764369910065
alike, strained: 0.37275892999
killed, self-supporting: 0.0
authoritative, mediocre: 0.863856183705
freak, limp: 2.04352209271
drunken, foul: 1.26584281877
greedy, thriving: 0.9541414969
missy, varying: 0.35807021997
periodic, proven: 0.133008534727
edible, omnipresent: 1.12285474301
urgently, wasted: 0.873868117936
consulted, pro-active: 0.0
empowered, insulted: 1.97906428599
hooked, inexpensive: 1.50140744229
processing, rugged: 0.779030184439
prominent, self-governed: 0.0
asleep, goal-oriented: 0.0
in-depth, legendary: 0.0
co-funding, principale: 0.0
fascinated, south-east: 0.0
elaborated, safest: -0.441487668143
self-reliant, unsavory: 0.0
prime, richer: 0.460000654541
absolute, grumpy: 0.388527649671
discriminatory, well-defined: 0.0
smitten, truer: 1.28864176059
competence, fast: 0.153502388211
idiot, northern: 0.227383579037
robust, threaded: 1.38052767338
automated, integrating: 2.43783189428
fullest, unwell: 0.248153803134
polished, smitten: 2.0915229399
in-house, propitious: 0.0
co-dependent, seldom: 0.0
good-natured, unfriendly: 0.0
noted, prolonged: 0.480414386616
corrupt, scary: 0.678089443011
average, underpaid: 2.11546356387
imprecise, longterm: 0.531328043635
fuckin, opposed: 0.666519861798
conservative, importantly: 0.745657097315
gutsy, migratory: 0.318405676109
probable, wierd: 0.855348384713
emerging, regardless: 0.346733268326
multi-threaded, turbulent: 0.0
executory, succeed: 1.038675357
dominant, mama: 0.235602221011
accustomed, unconscionable: 0.765110848796
dependable, germane: 0.297642257678
broke, supplemental: 0.263291555449
involved, lacking: 0.802424071717
clear, nice: 1.24670012044
excitable, third: 0.188994406518
moreover, respected: 0.819306661963
broad-based, tragic: 0.0
crummy, strong: 1.33532998759
delay, surely: 0.206657607862
illicit, twelve: 0.195119658311
berserk, lately: 1.32157171278
manufactured, outdated: 1.02312810921
remediated, sufficiently: 1.40298199018
disadvantaged, frankenstein: -0.213786736134
gifted, loco: 0.528242760932
salutary, thought-out: 0.0
ill-treated, superfluous: 0.0
insignificant, riveting: 1.30430611092
iate, il: 0.0
cancelled, subdued: 0.0
deliberate, disturbing: 1.75417895425
achievable, strange: 0.094111847794
dainty, government-owned: 0.0
additional, understanding: 0.728458699818
respectable, seventh: 1.44820453774
jumpy, knowledgeable: 1.23327199495
presentable, stronger: 1.27540122572
especially, occupied: 0.424087820921
intense, mechanical: 0.294510407569
acknowledging, parallel: 0.355656001582
innocent, jumpy: 1.37110841394
disjunct, sizable: 0.677510938018
growing, problematical: 0.391853313398
interestedin, recurring: 0.0
ambitious, over-optimistic: 0.0
destitute, disabled: 3.46233681
life-threatening, move: 0.0
co-ownership, growin: 0.0
informed, unfavourable: 0.0
compliant, encompassing: 1.57041910704
european, pursuant: -0.187210289277
nigh, volatile: 0.190877243392
intractable, working: 0.401419689104
precise, tougher: 0.925364510763
childish, tabling: 0.864239850964
edible, self-explanatory: 0.0
sentient, tenable: 1.68734377341
outrageous, yeah: 1.22155867127
needed, topic: 0.576994632763
antsy, withdrawn: 0.95921368034
fertile, sedentary: 2.48046435022
coming, explained: 0.250950999183
comprende, ineffective: 0.389434001106
now, supplementary: 0.159094075931
nothingg, obligatory: 0.0
beloved, participants: -0.735604659402
compared, well-informed: 0.0
insincere, sedentary: 1.32996195598
much, unsuitable: -0.146797018829
good-looking, prevailing: 0.0
self-sustaining, social: 0.0
decisive, indebted: 1.31966418312
chloe, shot: 0.515476188049
comin, tenuous: -0.097989818983
fair, labour-intensive: 0.0
chaotic, equivalent: 0.432469834111
incredible, shipshape: 0.837939351077
conceivable, testy: 0.267799421091
clinically, symmetrical: 1.42786487948
extensive, state-of-the-art: 0.0
adapted, revealing: 0.523466033508
thrilled, well-developed: 0.0
small-scale, unemployed: 0.0
increasingly, liked: 0.16181189248
launching, non-transparent: 0.0
last, talkative: 0.159523523888
embedded, relaxing: -0.427762672777
frantic, wild: 2.28092755139
agreed, mainly: 0.126706838857
allowable, wicked: 0.456756798702
dishonest, fairer: 2.54064186157
hands-on, personalized: 0.0
nineteen, realist: 0.535922367427
proactive, visual: 0.769315680234
distinguishable, equitable: 1.52266759605
dazzling, natural: 1.28930266188
dependent, professionally: 0.056345069314
blinded, continued: 0.689683545346
all-embracing, hereby: 0.0
happening, unknown: 0.816100806289
adulthood, worthwhile: 0.772219528393
afflicted, daunting: 1.31495203164
acclaimed, sticky: -0.437393230289
hopeless, initially: 0.247635763006
brighter, nearby: 0.577742543885
hurtful, worldwide: 0.1448553855
scientifically, someday: 0.908831431954
impartial, nothingg: 0.0
favourable, steady: 0.0
prouder, upper: -0.38219552193
grim, synergistic: -0.204673494789
luke, popular: 0.042328575291
inspirational, specialised: 0.0
customized, regretful: -0.35812523262
concise, traffic: 0.790061896821
fruitless, unfortunate: 1.49374570733
need-to-know, uptown: 0.0
courrier, wealthier: 0.270652631256
co-dependent, iittle: 0
infeasible, watchful: -0.201809241011
multi-layered, mum: 0.0
classified, impoverished: 0.179534175249
okey-dokey, prejudicial: 0.0
flexibly, stone-cold: 0.0
intimidating, warned: 1.07179351688
eventually, truthful: 0.055921734907
all-important, overheard: 0.0
destabilizing, shaking: 2.48174530658
honorable, naked: 1.07240608354
dazzling, readyto: 0.186238523734
bull, turned: 0.306538647735
hurry, overloaded: 1.83880333354
anti-constitutional, spoilt: 0
friendly, overly-high: 0.0
pro-active, varying: 0.0
amusing, snarky: 5.15232305625
grown-up, sketchy: 0.0
girlie, sick: 1.53740124544
accountable, formally: 0.61168770857
substantive, unpublished: 1.40291038379
grumpy, lazy: 4.07257382522
massive, shit: 1.11236547133
tremendous, well-prepared: 0.0
forthcoming, micro: 0.784860261912
important, launching: 0.283146522368
cost-efficient, whilst: 0.0
dispute, lonely: 0.350163779922
earlier, repeated: 1.12465241552
done, like: 1.1689129293
political, popular: 0.617229038674
explained, unfair: 0.606250399083
concise, s-sorry: 0.0
intentional, pissed: 1.43738586473
co-operative, emerging: 0.0
hard, omnibus: -0.386908068933
forward-looking, merry: 0.0
supplemental, unknown: 0.005323944319
agile, reasonable: 0.334170747387
already, co-chair: 0.0
courrier, innovative: 0.461462689416
doin, unwise: -0.29572439167
convincing, sadly: 0.673783159284
beastly, disappointing: 1.00721344606
crazed, hlv-positive: 0.0
darker, omnibus: 0.626240742308
aware, fella: 0.230776672556
gotta, unsolved: 0.186582132917
missingg, saved: 0.0
issue, recommendable: 0.396233453517
hurtin, old: 0.403001350185
astute, physically: 0.62460356649
indefensible, potent: 0.720892637133
impolite, meaner: 1.65086346422
exemplary, reckless: 1.85528115095
small, tenuous: 0.971364717003
shaking, slight: 1.38654719801
compulsory, lately: -0.691297603254
again, sensible: 0.532431626093
well-trained, withdrawn: 0.0
ever-changing, insupportable: 0.0
midget, moderately: 0.530463026484
applicable, cuter: 0.701983171765
hateful, superstitious: 2.48126981157
long-lasting, tacky: 0.0
correct, export: 0.557173032872
acquainted, elongated: 0.382768508981
gloomy, responsive: 0.210043062537
better-quality, forgiving: 0.0
need, novel: -0.21268860438
government-owned, one-sided: 0
finite, holier: 1.04174084759
cleared, technically: 0.808398277735
doubled, stocky: 1.01169674232
constituted, innocent: 0.919381502614
likely, well-done: 0.0
given, macabre: 0.167961751675
girl, rusted: 1.35438551702
annually, grown-up: 0.0
debate, unremarkable: 0.495282686567
ambiguous, rude: 2.33621528565
hinky, thereto: 0.643468980931
brittle, testy: 2.94513348491
happen, overworked: 0.310387362433
stricter, yeah: 0.554132754826
respected, short: 0.102673778097
astute, perpendicular: 0.453144241951
reason, rescinded: 0.959456563183
chaotic, close: 0.676675213528
direct, fixated: 0.266050210994
judicious, restful: 1.82680708657
bleak, frail: 2.95125142872
reversed, scalable: -0.158179709467
built-in, convincing: 0.0
undesirable, unusual: 2.91397494791
critical, energetic: 0.788612407597
insupportable, standardized: 0.984243519795
justifiable, understandable: 3.49480883159
declared, freezing: 0.883189923494
master, willing: 0.340178659256
doubled, uncommon: 0.83630239618
self-governing, spooky: 0.0
edible, wide: 0.153283825672
milder, others: 0.830959878823
flame-retardant, korean: 0.0
fella, specify: -0.613909079592
needed, stellar: 0.148349567678
monitored, under-age: 0.0
personalized, stagnant: -0.444620639648
controlled, decided: 0.409333159423
bereft, wounded: 1.70243580796
doubtful, lowest: 0.727797282749
patchy, whar: 0.0
degrading, sturdy: -0.195401603839
okey-dokey, prompt: 0.0
delusional, naked: 1.63118397092
disadvantaged, sad: 1.41885774008
former, twenty: 0.069853639902
-surprised, compulsory: 0.0
ideally, terrified: -0.083505175175
analogous, hopeful: -0.104257102689
multi-disciplinary, systematic: 0.0
european, noble: 0.486567845984
healthier, imrtant: 0.0
perilous, shitty: 1.80753706488
honored, noticeable: 0.532002117146
applied, sleeping: 0.500934944672
intensive, stressful: 3.12782794402
attractive, controversial: 1.06961873966
inefficient, thankful: 0.592061091027
attainable, timelier: 2.21230898015
intriguing, ongoing: 1.02291298561
commercial, ineffectual: 0.140912863544
cynical, negligible: 0.993433374399
usually, younger: 1.17365214794
admissible, isolated: 1.53906513683
faint, self-conscious: 0.0
conscious, wonderfui: 0.0
pleasant, treacherous: 2.32793846055
disgusting, sorr: 0.0
in-progress, unnecessary: 0.0
faster, reasoned: 0.927328152027
drunken, richest: 0.972664378253
freaky, resident: 0.299317019008
rarely, underdeveloped: 1.13565308386
even, for: 0.582679547613
flush, unharmed: 1.54235303088
clear, unsatisfactory: 1.17205141315
inconsiderable, matched: 1.23347351732
antsy, bold: 0.835822483587
crazed, felt: 0.652411852489
goodto, win: 0.0
cattled, offensive: 0.0
dormant, introduced: 0.776348825281
around, dearer: 0.722716265266
characteristic, unsolved: 0.395328102184
ethical, grimmer: 0.428314981946
groundless, intentional: 2.73613751584
emerging, mature: 2.25481190036
light, remaining: 0.380056488931
nothing, underprivileged: 0.345093346406
issue, lacklustre: 0.0
sold, wiser: 0.47830984856
astute, locked: 0.373642311127
demanding, resolute: 1.25710527438
large-scale, why: 0.0
hey, overflowing: 0.728448316918
unattainable, violent: -0.214328863186
disturbed, non-discriminatory: 0.0
disconcerting, upright: 0.597349233585
refrigerated, supplementary: 0.254840262436
extraneous, interdependent: 1.3779133072
bereft, disjunct: 1.7482856488
above, assertive: -0.071318044604
estimated, off: 0.482911798641
-so, missy: 0.0
inconsiderable, unnerving: 1.42561770409
many, overridden: 0.578392601724
calm, spotless: 1.93266453131
rather, relevant: 0.737819700915
debated, good: 0.268343522605
distinguishable, phat: 1.34503497996
privileged, unrelated: 0.264460859161
insulting, lofty: 1.13465789962
although, high: 0.301515119932
ambitious, bad-ass: 0.0
galore, indecent: 0.435752337598
pristine, riveting: 1.48491935615
goodto, weaker: 0.0
noted, youth: 0.047057963617
compensatory, justified: 1.42741923569
overdue, paranoid: 0.293502647405
celebrated, hardworking: 0.989866617698
regretful, whassup: 0.473564661239
constructed, secure: 1.01136368438
max, resolute: -0.112327680787
loving, rough: 1.16737327519
friendlier, vast: 0.823860560265
identified, quality: 0.01063051095
advised, strongly: 1.49609477668
fragile, nessessary: 0.0
louder, then: 1.206267395
closest, quadruple: 0.718144928852
desired, well-written: 0.0
disastrous, extremely: 0.275452112017
important, rational: 1.37397028892
ever, knowledgeable: 1.21150341543
noteworthy, whilst: -0.122862593789
beautiful, two: 0.379820780061
scaleable, vegas: 1.4040241144
beloved, mainstream: 0.73793853251
insolent, relative: 0.55814532469
ill-equipped, principally: 0.0
ecological, meaner: -0.248642762935
s-sorry, welcoming: 0.0
exquisite, polluting: 0.136466145759
big, far-reaching: 0.0
functioning, goal-oriented: 0.0
delicious, to: 0.0
defeated, fuckin: 0.574404544555
aroused, frank: 1.2041491003
15-year-old, provided: 0.0
enriching, goofy: 1.11713219823
sloppy, tell: 0.392438161763
ever, proven: 1.07121988345
accomplished, nosy: 0.649603042798
cosmetic, low-skilled: 0.0
left, sure: 0.638276873077
one-sided, tasty: 0.0
multifaceted, self-supporting: 0.0
restless, unforeseen: 0.46423009958
defensible, social: 0.331877062727
