gravest, ludicrous: 1.88402770388
overloaded, proactive: 0.417978329318
emblematic, hideous: 1.96933864199
narrower, sharp: 2.13263128145
noble, subtler: 1.94590746758
however, oversensitive: 0.749593639312
busted, factored: 0.979079183491
hereto, ignored: 0.070979985625
commendable, well-deserved: 0.0
impolite, receptive: 2.57667280522
early, glowing: 0.527301721132
splitting, tricky: 1.08059289902
do-able, quiet: 0.0
irritable, overheard: 1.96804188406
crass, easier: 0.729664675753
delightful, stronger: -0.202387720195
cited, violated: 2.49406624631
degrading, sloppy: 1.76753031094
destabilizing, higher: 0.526268889776
overwhelmed, unseen: 1.05758523248
dotty, nice: 1.61421778354
inexhaustible, merciless: 1.99851591962
-lncredible, fuckin: 0.0
entrenched, surprising: 1.05565234908
grimmer, patience: 0.603108692461
application, unavailable: 0.682154555829
gullible, inexplicable: 1.22908495106
healthier, instrumental: 0.775823696888
bulletproof, sugary: 0.002709787683
jack, laudable: 0.051342529285
inconspicuous, last-minute: 0.0
groundless, skinny: 0.418874929882
grass-roots, previously: 0.0
bro, preferred: 0.272623195214
fussy, unavoidable: 1.01716933188
restored, sober: 1.07316813302
shaking, valid: -0.011558233493
african, subtle: 0.429035386833
awaited, twice: 0.221451303978
heartening, heeded: 2.35227105266
dreamy, over-ambitious: 0.0
legitimate, sell: 0.566735638985
flashing, hairy: 1.71018335003
legibly, sorry: 1.26885808673
coarser, ill-conceived: 0.0
injurious, patchy: 1.16254415263
a-okay, lonely: 0.0
practical, unconditional: 1.28144764873
relevant, seamless: 1.58054152784
pressing, probably: 0.64216264653
apparent, reinforcing: 0.881173776959
counter-productive, heaviest: 0.0
co-operate, short-term: 0
hereby, observed: -0.160027313725
condescending, human: 0.858653744183
encompassing, intermediate: 1.19034333257
apposite, elsewhere: 0.444988329602
co-funding, vain: 0.0
fledged, slim: 0.423654022217
abolished, dopey: 0.348836923918
calming, inside: 0.968882121574
supreme, warmest: 0.769522575911
hospitable, rusted: 0.956698170321
defensible, evil: 0.528844796598
advised, yes: -0.092997249498
also, immediate: 1.04251176642
ambitious, furthest: 0.902073914956
cheery, right-handed: 0.0
opened, partially: 0.667742415256
mental, shared: 0.23214989338
constant, flame-retardant: 0.0
afresh, lesser: 0.876493297884
customized, yes: -0.296456234259
changed, minus: 0.769982585966
legally, well-tolerated: 0.0
co-ordinated, quiet: 0.0
irritable, sole: 0.807170214007
repelling, terse: -0.194717907525
facilitated, non-competitive: 0.0
honourable, sal: 0.0
probably, trivial: 0.885825407405
encompassing, plentiful: 0.487248978344
booked, diverse: 0.202432541884
debated, unwelcome: 0.571426600613
abolitionist, immutable: 1.95208114356
admissible, weakest: 1.39944718597
exhausting, patchy: 1.54888776109
extensible, frazzled: -0.250829587179
again, other: 0.218200438163
reality, solid: 0.076066671315
emphasise, self-aware: 0
blatant, equal: 0.878968442646
offensive, southwestern: 0.664661272897
bloodied, cheerful: 1.03737769758
confusing, ethical: 1.08831691948
agreed, chaotic: -0.233521720707
characteristic, sound: 1.22366455824
medium, pro-poor: 0.0
max, retrievable: 0.558629148314
fruitless, generous: 0.335888675115
economic, quick: 0.239168815065
elsewhere, substantive: 0.698510190149
environmental, transparency: 1.53161104774
-surprised, knowing: 0.0
braver, trippy: 1.34257227943
-good, happen: 0.0
pressing, tardy: 1.27040374407
allowable, linked: 0.686707238087
furious, observed: -0.115347870225
shitless, unsolved: -0.050567660017
distracting, secondly: 1.05633819476
bright, modernized: 0.551224397334
compulsory, hopeful: -0.112215672841
infallible, two-fold: 0.0
ill, kiddo: 0.754438757891
max, mixed: -0.159876815181
iucky, visibility: 0.0
more, psychogenic: 0.502043559143
traffic, troubling: 0.908143260463
dormant, ordinary: 0.00452709297
affixed, puny: 1.42520528015
burned, easier: 0.62044656184
generated, prejudicial: 1.02773554045
handling, nearby: -0.346256889217
acknowledging, slim: 0.087565995736
overloaded, transitional: 0.059245891751
formal, moreover: 0.441201552148
essentially, mimi: -0.276154397252
novel, onboard: 0.50591302062
close, ioaded: 0.0
notorious, rampant: 2.48250517985
historic, unlikely: 1.07619713279
all-embracing, suspicious: 0.0
interim, outdated: 0.918118457737
accustomed, wonderfui: 0.0
commenced, confused: -0.423705157256
liable, meagre: 0.0
centralized, invested: 1.05340733368
high-tech, reasoned: 0.0
intolerable, state-run: 0.0
associated, continuous: 0.966501335269
awaited, unthinkable: 0.431477961152
cheapest, co-ownership: 0.0
intense, vague: 1.31731752869
light, whatever: 0.800162154807
disciplined, practically: -0.41426046256
alright, quoted: 1.66018837014
dre, evey: 1.81540015369
clueless, democratically: 1.18443566582
foolproof, large-scale: 0.0
expedited, roisin: 0.0
daft, handled: 0.12534032312
clear, sophisticated: 0.996991127048
multiple, psycho: 0.618580141173
exaggerated, less-favoured: 0.0
selective, sure: 0.945933199668
enough, follows: -0.152513843982
fucking, illicit: -0.078515951773
alarming, riveting: 1.81267690182
astonishing, treacherous: 1.56013372648
constant, lovelier: 0.37278463102
detailed, sporadic: 0.609102570026
insurmountable, rare: 1.07022036028
pale, well-targeted: 0.0
egotistical, ephemeral: 2.10650147458
ethical, longer: 0.627179927725
lookin, stillborn: 0.555635287809
heartening, restless: 1.29379650532
easy, universal: 1.6631015701
supportive, tiresome: 0.857398592758
overwrought, realist: 2.30665720442
liable, sufficient: 2.04992645541
asinine, unlimited: 1.7616103409
costeffective, nothingg: 0.0
flexibility, kind: 0.764620673142
ominous, referenced: 0.980717159851
at, well-reputed: 0.0
all-powerful, yet: 0.0
humbled, individualized: -0.051499088955
simply, ugly: 0.833788493622
breathtaking, regardless: 0.929140916775
indispensible, south-east: 0.0
complicit, mainstream: 1.91463534726
modern, tonight: -0.287905597675
crude, fairer: 1.37333761357
attended, novel: -0.330751572927
hollow, identical: 1.80608660887
immense, well-timed: 0.0
crucial, spectacular: 1.3269132273
challenged, scarce: 0.737270337183
better, ethical: 0.612101853351
treacherous, why: -0.117117725984
debated, relatively: 0.453257673218
distracting, rare: 0.543770504947
close, fully: 0.396249662768
goal, salient: 0.20223977939
stylish, well-organized: 0.0
know, ordinary: 0.781223465419
coming, self-explanatory: 0.0
appreciable, inconceivable: 1.69690587914
improper, minor: 1.5341816184
constrained, despicable: 0.2118376156
aesthetic, proscribed: 0.8831685254
greener, loud: 0.801798732004
instrumental, polluting: -0.274158673836
high, outstanding: 1.39813094258
iil, worthwhile: 0.0
indispensible, variable: 0.984211583562
pleased, refined: 0.919832230104
grim, outrageous: 1.61644746133
foul, hereby: 0.408581823451
bright, free-standing: 0.0
insupportable, urgently: 0.62875575702
lesser, stress-related: 0.0
administered, feisty: -0.022006692964
lamentable, sentimental: 1.55945623729
declared, soaked: 0.736291249862
heartening, marine: 0.132802811788
intensive, science-based: 0.0
brightest, ever-changing: 0.0
issued, overwhelming: 0.281289855616
justified, last: 0.309672114039
sleeping, unspoiled: 0.082454374616
simpler, timelier: 4.55673194116
frightened, noticeable: 1.4176282112
constructed, that: 0.401264580314
know, unfavourable: 0.0
highest, obscene: 1.54091250733
inoperable, unavailable: 3.1705276732
cooperative, distribution: 1.52404446532
annoyed, brightest: -0.223251712281
obsolete, stellar: -0.089865578976
principally, unprepared: 0.04061699908
bothersome, mobile: 0.020499234584
less, swift: 0.779771350686
clarified, tolerable: 0.983011674607
limp, named: 0.305830527595
courrier, fledged: 0.063684105873
herein, wreckable: 0.0
controlled, two-fold: 0.0
desolate, installed: 0.073672646487
admiral, implementable: 0.270075970017
fiercer, threaded: -0.00746679575
minute, om-mazing: 0.0
distinct, grown: 1.30817998127
broad-based, redeemable: 0.0
aligned, cabbage: -0.090972131622
enhancing, worrisome: 0.063414818067
distributed, infuriating: 0.106229072627
accomplished, geographical: 0.297302534616
cheerful, forgiving: 2.09238837506
audacious, recognizing: 0.026006455615
adjacent, brisk: 0.350856347162
effectiveness, nineteen: 0.019366795158
debate, yo: 0.140320980032
mideast, such: 0.068312753177
bad-ass, symmetrical: 0.0
conservative, giant: -0.123134761715
threaded, tragic: 0.537185844834
do, rare: 0.568363842916
ageing, underdeveloped: 0.0
regardless, responsive: 1.02465724263
advised, harder: 0.77622761415
awaited, committed: -0.073804932008
genuine, minor: 1.42934262998
aligned, mature: 0.928462228077
plentiful, weak: 1.88108284557
cynical, max: 0.755405465802
captain, cute: 0.809935615994
confident, staggering: 0.528542796883
multifaceted, vulnerable: 0.668589904039
nuts, well: 0.526699062347
envious, mortal: 1.79727078094
based, cheery: 0.335758508192
dear, ironic: 1.79468364115
multi-ethnic, returned: 0.0
disposal, undamaged: 0.773532359431
ever-changing, judicious: 0.0
fourteen, modified: 0.581830364669
accomplished, divided: 0.537575447705
flush, grisly: 0.893736060937
fair, pitch-black: 0.0
etcetera, implemented: 0.318977777673
loving, overworked: 1.02435768408
furious, proprietary: 0.214551994056
follows, kind: 0.553071139598
well-tolerated, with: 0.0
invested, opportunity: 0.815150494423
better-looking, noted: 0.0
nigeria, prejudicial: 0.790492550077
harmful, sporadic: 0.769222608029
copacetic, uncertain: 1.24602404948
unambiguous, useable: 0.858604438701
also, wounded: 0.135539443837
classical, enormously: 0.385483042257
david, profitability: 0.410714575644
checked, eccentric: 0.380874234866
scientifically, surrounded: 0.243237341266
elected, sluggish: 0.075623665579
honorable, us: 1.33481744155
co-operation, recent: 0.0
aesthetic, redeemable: 0.421952918327
fall, initially: 0.86370227596
explosive, well-protected: 0.0
northern, used: 0.283537191309
sultry, technological: -0.046083639338
heeded, re-appointed: 0.0
canceled, dishonest: 1.34969037449
technological, unforeseeable: 2.56554102008
effectiveness, likable: 0.05904556402
flagrant, petite: -0.046387778049
given, underpaid: 1.17195424933
kinky, psyched: 2.80339969318
state-owned, wide: 0.0
through, whilst: 0.812043230719
afterwards, anti-constitutional: 0.0
distinctive, vibrant: 3.02970789829
droll, provision: 0.022022002835
cosmetic, stupid: 1.00085466399
jump, loaded: 1.38130426788
arguable, snarky: 0.932026307304
freedom, kiddo: 1.36061818445
costly, optimum: 0.639998966421
interested, statewide: 0.398256430319
concerted, preoccupied: 0.564287735923
content, fairer: 1.29671013417
uncommon, vice-chair: 0.0
merely, serious: 1.0724209656
emaciated, prohibited: 0.435697690795
frightened, goal-oriented: 0.0
immediate, unheard-of: 0.0
customized, sour: 0.689054551358
inadmissible, merry: -1.01776560035
practice-oriented, secondary: 0.0
accountability, chickenshit: 1.11071142636
comercial, detailed: 0.043054895225
missingg, opening-up: 0
alone, indian: 0.33586120784
former, lame: -0.163784072903
acceded, apace: 0.448839339035
diverse, prepared: 0.663796202401
thankful, vice-president: 0.0
baseless, unanimous: 0.986032209551
eligible, going: 1.26385348141
accurate, irate: 0.954292175354
cold, self-serving: 0.0
righteous, unavailable: -0.617014080268
essential, such: 1.3085023461
northeastern, visual: 0.616471718026
exposed, well-planned: 0.0
adamant, homosexual: 1.02918172391
doomed, radical: 1.13138717978
inoffensive, ten: 0.21793270429
frequent, less: 0.95131070824
spectacular, stupide: 0.0
crippled, difficult: 1.09803954035
contained, magic: 0.419355488939
contestable, vulnerable: 1.89140645583
cardinal, maximal: 0.923016616917
lonely, short-lived: 0.0
claire, surprising: 0.107823873297
self-sustaining, unspoiled: 0.0
checked, enhancement: 0.36121111328
comprehensible, overwhelmed: 1.63780391212
irreconcilable, welcoming: 0.260656082625
compelling, transparency: 0.906593606326
high-quality, unpublished: 0.0
recommendable, rescinded: 0.583011537549
expeditious, ridiculous: 0.92130451256
poorest, thirds: 2.24183386011
egregious, thoughtful: 1.65861497495
cowardly, wealthy: 1.52762528383
limber, monitored: 0.03129956972
empty, speaking: 0.142781531008
smitten, swift: 0.230432562142
popular, unattractive: 1.72934748091
either, observant: 0.030728855669
doable, smooth: 1.9694356668
amazing, lucid: 1.01649700145
craze, introduced: 1.88397455543
confusing, relaxing: 1.39521466231
fair-minded, persistent: 0.0
finished, novel: 0.585569779713
only, prodigious: 0.813034378038
concluded, tense: 0.589434518376
expanded, extreme: 0.301702804306
giddy, rogue: 0.857854149883
instable, simplifying: 0.948054138511
hence, tailored: 0.623470908885
private, scalable: 1.08505225781
optimistic, undemanding: 1.64691929021
astounding, friendly: -0.008662636337
rapid, repeated: 1.46588502907
distracted, prejudicial: 1.17712388286
muscovite, overt: 0.512374260077
dual, recurring: 0.94644583327
arranged, double: 0.200808812686
either, perfectly: 0.977962649174
affixed, omnipresent: 2.29903658733
diligent, heterosexual: 0.573217659863
going, mentioned: 0.687963203369
consolidated, provisional: 2.14591562049
acceding, importantly: 0.72404500708
course, democratic: 0.849266869893
favourable, most: 0.0
healthy, winning: 0.843450383126
high-tech, minor: 0.0
alarmed, stillborn: 1.29373138434
factored, unprejudiced: 0.88214276299
doin, fluent: 0.330441542287
lifelong, permissible: -0.102094680166
livid, unpublished: 0.282544073074
odious, patchy: 1.16306555478
indiscriminate, natural: 1.43630503125
impeccable, reiterate: 0.654496624445
alive, routine: 0.415680495367
charged, psychogenic: -0.319794762589
exhausted, smart: 0.169475572653
explosive, finally: 0.248864899631
pro-active, rational: 0.0
cheap, fast-switched: 0.0
ever-changing, returned: 0.0
confusing, needed: 0.886615045641
inter-connected, rampant: 0.0
equivocal, well-off: 0.0
flexibly, true: 0.274948352904
drunken, hurting: 0.550109219869
doctor, steeper: 0.248322698957
problem, quick: 1.02133867568
close, well-organized: 0.0
brighter, cohesive: 1.95499899384
popular, withdrawn: 0.509325569762
armored, regulated: 1.66287142039
protected, unaffected: 2.89460130053
greatest, modernizing: 0.655726646432
economical, shaky: 0.437890044011
inside, moot: 0.282678774523
bastard, drawn-out: 0.0
influential, mostly: 0.349558269484
added, unequal: 0.233313234918
affixed, imrtant: 0.0
anything, indisputable: 1.04458231878
briefly, mobile: 0.115479590593
about, underage: 0.552756660987
accordingly, precious: 0.472690010208
found, security: 0.179745413919
broken, ironic: 0.625254180004
bankrupt, ice-cold: 0.0
alarming, proceed: -0.277079704631
ferociously, over: 0.504023272568
lousy, premature: 1.0288039522
enforceable, grown: 0.538531404497
grim, longstanding: 0.194037436787
malignant, spicy: 0.780570757289
denser, unlimited: 0.459142485729
freezing, tragic: 0.23961392766
previously, soon: 0.787310786678
kosher, rare: 0.42633123029
honored, pretentious: 0.669206391307
conscientious, feeble: 1.30450661067
restrictive, trashed: 0.540081064642
intelligent, solid: 1.628873253
forlorn, kosher: 0.085199981747
ordinary, scarlett: 0.24387447488
patentable, require: 1.84533482673
astounded, entrenched: 0.580955451049
kinda, wide: 0.570050134602
excluded, loving: -0.10321198597
self-governing, updated: 0.0
black, indisposed: -0.145854996656
clinically, crafty: 0.60759493673
hurry, n'tunderstand: 0.0
